Year,Series,Gaixotasun ez-transmitigarria,Sexua,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2020,Heriotza-tasa 100.000 biztanleko,,,,,Hernani,100.000 biztanleko,Hernani,589.5
2011,Heriotza-tasa 100.000 biztanleko,,,,,Hernani,100.000 biztanleko,Hernani,569.7
2012,Heriotza-tasa 100.000 biztanleko,,,,,Hernani,100.000 biztanleko,Hernani,641.5
2023,Heriotza-tasa 100.000 biztanleko,,,,,Hernani,100.000 biztanleko,Hernani,596.9
2010,Heriotza-tasa 100.000 biztanleko,,,,,Hernani,100.000 biztanleko,Hernani,557.4
2015,Heriotza-tasa 100.000 biztanleko,,,,,Hernani,100.000 biztanleko,Hernani,540.9
2016,Heriotza-tasa 100.000 biztanleko,,,,,Hernani,100.000 biztanleko,Hernani,618.3
2024,Heriotza-tasa 100.000 biztanleko,,,,,Hernialde,100.000 biztanleko,Hernialde,628.9
2012,Heriotza-tasa 100.000 biztanleko,,,,,Hernialde,100.000 biztanleko,Hernialde,867.1
2015,Heriotza-tasa 100.000 biztanleko,,,,,Hernialde,100.000 biztanleko,Hernialde,627.9
2022,Heriotza-tasa 100.000 biztanleko,,,,,Hernialde,100.000 biztanleko,Hernialde,636.9
2020,Heriotza-tasa 100.000 biztanleko,,,,,Hernialde,100.000 biztanleko,Hernialde,958.5
2010,Heriotza-tasa 100.000 biztanleko,,,,,Hernialde,100.000 biztanleko,Hernialde,289.9
2014,Heriotza-tasa 100.000 biztanleko,,,,,Hernialde,100.000 biztanleko,Hernialde,899.6
2017,Heriotza-tasa 100.000 biztanleko,,,,,Hernialde,100.000 biztanleko,Hernialde,320.5
2016,Heriotza-tasa 100.000 biztanleko,,,,,Hernialde,100.000 biztanleko,Hernialde,963.1
2013,Heriotza-tasa 100.000 biztanleko,,,,,Hernialde,100.000 biztanleko,Hernialde,583.9
2023,Heriotza-tasa 100.000 biztanleko,,,,,Hernialde,100.000 biztanleko,Hernialde,949.4
2018,Heriotza-tasa 100.000 biztanleko,,,,,Hernialde,100.000 biztanleko,Hernialde,969.3
2021,Heriotza-tasa 100.000 biztanleko,,,,,Hernialde,100.000 biztanleko,Hernialde,315.0
2012,Heriotza-tasa 100.000 biztanleko,,,,,Hondarribia,100.000 biztanleko,Hondarribia,501.0
2011,Heriotza-tasa 100.000 biztanleko,,,,,Hondarribia,100.000 biztanleko,Hondarribia,494.1
2019,Heriotza-tasa 100.000 biztanleko,,,,,Hondarribia,100.000 biztanleko,Hondarribia,583.7
2021,Heriotza-tasa 100.000 biztanleko,,,,,Hondarribia,100.000 biztanleko,Hondarribia,569.2
2017,Heriotza-tasa 100.000 biztanleko,,,,,Hondarribia,100.000 biztanleko,Hondarribia,542.8
2023,Heriotza-tasa 100.000 biztanleko,,,,,Hondarribia,100.000 biztanleko,Hondarribia,634.4
2010,Heriotza-tasa 100.000 biztanleko,,,,,Hondarribia,100.000 biztanleko,Hondarribia,452.7
2014,Heriotza-tasa 100.000 biztanleko,,,,,Hondarribia,100.000 biztanleko,Hondarribia,549.6
2013,Heriotza-tasa 100.000 biztanleko,,,,,Hondarribia,100.000 biztanleko,Hondarribia,560.0
2018,Heriotza-tasa 100.000 biztanleko,,,,,Hondarribia,100.000 biztanleko,Hondarribia,575.5
2015,Heriotza-tasa 100.000 biztanleko,,,,,Hondarribia,100.000 biztanleko,Hondarribia,387.2
2024,Heriotza-tasa 100.000 biztanleko,,,,,Hondarribia,100.000 biztanleko,Hondarribia,631.4
2020,Heriotza-tasa 100.000 biztanleko,,,,,Hondarribia,100.000 biztanleko,Hondarribia,482.4
2022,Heriotza-tasa 100.000 biztanleko,,,,,Hondarribia,100.000 biztanleko,Hondarribia,427.8
2016,Heriotza-tasa 100.000 biztanleko,,,,,Hondarribia,100.000 biztanleko,Hondarribia,514.0
2017,Heriotza-tasa 100.000 biztanleko,,,,,Ibarra,100.000 biztanleko,Ibarra,614.5
2024,Heriotza-tasa 100.000 biztanleko,,,,,Ibarra,100.000 biztanleko,Ibarra,687.3
2011,Heriotza-tasa 100.000 biztanleko,,,,,Ibarra,100.000 biztanleko,Ibarra,615.3
2013,Heriotza-tasa 100.000 biztanleko,,,,,Ibarra,100.000 biztanleko,Ibarra,571.2
2010,Heriotza-tasa 100.000 biztanleko,,,,,Ibarra,100.000 biztanleko,Ibarra,795.9
2014,Heriotza-tasa 100.000 biztanleko,,,,,Ibarra,100.000 biztanleko,Ibarra,761.0
2016,Heriotza-tasa 100.000 biztanleko,,,,,Ibarra,100.000 biztanleko,Ibarra,523.7
2018,Heriotza-tasa 100.000 biztanleko,,,,,Ibarra,100.000 biztanleko,Ibarra,659.2
2022,Heriotza-tasa 100.000 biztanleko,,,,,Ibarra,100.000 biztanleko,Ibarra,439.5
2020,Heriotza-tasa 100.000 biztanleko,,,,,Ibarra,100.000 biztanleko,Ibarra,565.7
2021,Heriotza-tasa 100.000 biztanleko,,,,,Ibarra,100.000 biztanleko,Ibarra,772.7
2015,Heriotza-tasa 100.000 biztanleko,,,,,Ibarra,100.000 biztanleko,Ibarra,691.1
2019,Heriotza-tasa 100.000 biztanleko,,,,,Ibarra,100.000 biztanleko,Ibarra,537.1
2012,Heriotza-tasa 100.000 biztanleko,,,,,Ibarra,100.000 biztanleko,Ibarra,522.4
2023,Heriotza-tasa 100.000 biztanleko,,,,,Ibarra,100.000 biztanleko,Ibarra,616.7
2013,Heriotza-tasa 100.000 biztanleko,,,,,Ibarrangelu,100.000 biztanleko,Ibarrangelu,629.4
2018,Heriotza-tasa 100.000 biztanleko,,,,,Ibarrangelu,100.000 biztanleko,Ibarrangelu,797.4
2022,Heriotza-tasa 100.000 biztanleko,,,,,Ibarrangelu,100.000 biztanleko,Ibarrangelu,143.5
2020,Heriotza-tasa 100.000 biztanleko,,,,,Ibarrangelu,100.000 biztanleko,Ibarrangelu,153.4
2016,Heriotza-tasa 100.000 biztanleko,,,,,Ibarrangelu,100.000 biztanleko,Ibarrangelu,938.2
2017,Heriotza-tasa 100.000 biztanleko,,,,,Ibarrangelu,100.000 biztanleko,Ibarrangelu,1579.8
2019,Heriotza-tasa 100.000 biztanleko,,,,,Ibarrangelu,100.000 biztanleko,Ibarrangelu,963.1
2011,Heriotza-tasa 100.000 biztanleko,,,,,Ibarrangelu,100.000 biztanleko,Ibarrangelu,625.5
2010,Heriotza-tasa 100.000 biztanleko,,,,,Ibarrangelu,100.000 biztanleko,Ibarrangelu,1278.0
2021,Heriotza-tasa 100.000 biztanleko,,,,,Ibarrangelu,100.000 biztanleko,Ibarrangelu,725.2
2015,Heriotza-tasa 100.000 biztanleko,,,,,Ibarrangelu,100.000 biztanleko,Ibarrangelu,312.0
2024,Heriotza-tasa 100.000 biztanleko,,,,,Ibarrangelu,100.000 biztanleko,Ibarrangelu,1004.3
2014,Heriotza-tasa 100.000 biztanleko,,,,,Ibarrangelu,100.000 biztanleko,Ibarrangelu,1252.0
2012,Heriotza-tasa 100.000 biztanleko,,,,,Ibarrangelu,100.000 biztanleko,Ibarrangelu,942.7
2013,Heriotza-tasa 100.000 biztanleko,,,,,Idiazabal,100.000 biztanleko,Idiazabal,557.8
2014,Heriotza-tasa 100.000 biztanleko,,,,,Idiazabal,100.000 biztanleko,Idiazabal,470.9
2018,Heriotza-tasa 100.000 biztanleko,,,,,Idiazabal,100.000 biztanleko,Idiazabal,419.6
2022,Heriotza-tasa 100.000 biztanleko,,,,,Idiazabal,100.000 biztanleko,Idiazabal,901.3
2021,Heriotza-tasa 100.000 biztanleko,,,,,Idiazabal,100.000 biztanleko,Idiazabal,642.8
2020,Heriotza-tasa 100.000 biztanleko,,,,,Idiazabal,100.000 biztanleko,Idiazabal,720.9
2015,Heriotza-tasa 100.000 biztanleko,,,,,Idiazabal,100.000 biztanleko,Idiazabal,728.2
2011,Heriotza-tasa 100.000 biztanleko,,,,,Idiazabal,100.000 biztanleko,Idiazabal,649.2
2010,Heriotza-tasa 100.000 biztanleko,,,,,Idiazabal,100.000 biztanleko,Idiazabal,480.3
2019,Heriotza-tasa 100.000 biztanleko,,,,,Idiazabal,100.000 biztanleko,Idiazabal,922.8
2012,Heriotza-tasa 100.000 biztanleko,,,,,Idiazabal,100.000 biztanleko,Idiazabal,689.1
2023,Heriotza-tasa 100.000 biztanleko,,,,,Idiazabal,100.000 biztanleko,Idiazabal,774.9
2024,Heriotza-tasa 100.000 biztanleko,,,,,Idiazabal,100.000 biztanleko,Idiazabal,561.6
2017,Heriotza-tasa 100.000 biztanleko,,,,,Idiazabal,100.000 biztanleko,Idiazabal,378.7
2016,Heriotza-tasa 100.000 biztanleko,,,,,Idiazabal,100.000 biztanleko,Idiazabal,637.3
2024,Heriotza-tasa 100.000 biztanleko,,,,,Igorre,100.000 biztanleko,Igorre,589.6
2017,Heriotza-tasa 100.000 biztanleko,,,,,Igorre,100.000 biztanleko,Igorre,605.1
2020,Heriotza-tasa 100.000 biztanleko,,,,,Igorre,100.000 biztanleko,Igorre,734.8
2012,Heriotza-tasa 100.000 biztanleko,,,,,Igorre,100.000 biztanleko,Igorre,767.6
2021,Heriotza-tasa 100.000 biztanleko,,,,,Igorre,100.000 biztanleko,Igorre,638.4
2013,Heriotza-tasa 100.000 biztanleko,,,,,Igorre,100.000 biztanleko,Igorre,432.6
2016,Heriotza-tasa 100.000 biztanleko,,,,,Igorre,100.000 biztanleko,Igorre,607.5
2014,Heriotza-tasa 100.000 biztanleko,,,,,Igorre,100.000 biztanleko,Igorre,504.7
2015,Heriotza-tasa 100.000 biztanleko,,,,,Igorre,100.000 biztanleko,Igorre,580.8
2022,Heriotza-tasa 100.000 biztanleko,,,,,Igorre,100.000 biztanleko,Igorre,664.5
2019,Heriotza-tasa 100.000 biztanleko,,,,,Igorre,100.000 biztanleko,Igorre,501.4
2023,Heriotza-tasa 100.000 biztanleko,,,,,Igorre,100.000 biztanleko,Igorre,426.5
2011,Heriotza-tasa 100.000 biztanleko,,,,,Igorre,100.000 biztanleko,Igorre,500.5
2018,Heriotza-tasa 100.000 biztanleko,,,,,Igorre,100.000 biztanleko,Igorre,457.7
2010,Heriotza-tasa 100.000 biztanleko,,,,,Igorre,100.000 biztanleko,Igorre,691.7
2019,Heriotza-tasa 100.000 biztanleko,,,,,Ikaztegieta,100.000 biztanleko,Ikaztegieta,403.2
2018,Heriotza-tasa 100.000 biztanleko,,,,,Ikaztegieta,100.000 biztanleko,Ikaztegieta,199.8
2022,Heriotza-tasa 100.000 biztanleko,,,,,Ikaztegieta,100.000 biztanleko,Ikaztegieta,1050.4
2020,Heriotza-tasa 100.000 biztanleko,,,,,Ikaztegieta,100.000 biztanleko,Ikaztegieta,415.8
2024,Heriotza-tasa 100.000 biztanleko,,,,,Ikaztegieta,100.000 biztanleko,Ikaztegieta,406.5
2015,Heriotza-tasa 100.000 biztanleko,,,,,Ikaztegieta,100.000 biztanleko,Ikaztegieta,206.6
2010,Heriotza-tasa 100.000 biztanleko,,,,,Ikaztegieta,100.000 biztanleko,Ikaztegieta,433.4
2011,Heriotza-tasa 100.000 biztanleko,,,,,Ikaztegieta,100.000 biztanleko,Ikaztegieta,646.6
2013,Heriotza-tasa 100.000 biztanleko,,,,,Ikaztegieta,100.000 biztanleko,Ikaztegieta,216.9
2017,Heriotza-tasa 100.000 biztanleko,,,,,Ikaztegieta,100.000 biztanleko,Ikaztegieta,405.7
2016,Heriotza-tasa 100.000 biztanleko,,,,,Ikaztegieta,100.000 biztanleko,Ikaztegieta,820.5
2023,Heriotza-tasa 100.000 biztanleko,,,,,Ikaztegieta,100.000 biztanleko,Ikaztegieta,419.3
2012,Heriotza-tasa 100.000 biztanleko,,,,,Ikaztegieta,100.000 biztanleko,Ikaztegieta,647.2
2014,Heriotza-tasa 100.000 biztanleko,,,,,Irun,100.000 biztanleko,Irun,518.9
2010,Heriotza-tasa 100.000 biztanleko,,,,,Irun,100.000 biztanleko,Irun,594.8
2015,Heriotza-tasa 100.000 biztanleko,,,,,Irun,100.000 biztanleko,Irun,586.8
2023,Heriotza-tasa 100.000 biztanleko,,,,,Irun,100.000 biztanleko,Irun,584.2
2019,Heriotza-tasa 100.000 biztanleko,,,,,Irun,100.000 biztanleko,Irun,571.2
2017,Heriotza-tasa 100.000 biztanleko,,,,,Irun,100.000 biztanleko,Irun,649.4
2013,Heriotza-tasa 100.000 biztanleko,,,,,Irun,100.000 biztanleko,Irun,601.2
2024,Heriotza-tasa 100.000 biztanleko,,,,,Irun,100.000 biztanleko,Irun,576.1
2016,Heriotza-tasa 100.000 biztanleko,,,,,Irun,100.000 biztanleko,Irun,542.9
2020,Heriotza-tasa 100.000 biztanleko,,,,,Irun,100.000 biztanleko,Irun,598.0
2018,Heriotza-tasa 100.000 biztanleko,,,,,Irun,100.000 biztanleko,Irun,614.7
2012,Heriotza-tasa 100.000 biztanleko,,,,,Irun,100.000 biztanleko,Irun,544.5
2022,Heriotza-tasa 100.000 biztanleko,,,,,Irun,100.000 biztanleko,Irun,571.3
2021,Heriotza-tasa 100.000 biztanleko,,,,,Irun,100.000 biztanleko,Irun,599.2
2011,Heriotza-tasa 100.000 biztanleko,,,,,Irun,100.000 biztanleko,Irun,578.0
2016,Heriotza-tasa 100.000 biztanleko,,,,,Iruña Oka / Iruña de Oca,100.000 biztanleko,Iruña Oka / Iruña de Oca,536.0
2019,Heriotza-tasa 100.000 biztanleko,,,,,Iruña Oka / Iruña de Oca,100.000 biztanleko,Iruña Oka / Iruña de Oca,337.8
2015,Heriotza-tasa 100.000 biztanleko,,,,,Iruña Oka / Iruña de Oca,100.000 biztanleko,Iruña Oka / Iruña de Oca,304.3
2014,Heriotza-tasa 100.000 biztanleko,,,,,Iruña Oka / Iruña de Oca,100.000 biztanleko,Iruña Oka / Iruña de Oca,155.7
2011,Heriotza-tasa 100.000 biztanleko,,,,,Iruña Oka / Iruña de Oca,100.000 biztanleko,Iruña Oka / Iruña de Oca,483.0
2012,Heriotza-tasa 100.000 biztanleko,,,,,Iruña Oka / Iruña de Oca,100.000 biztanleko,Iruña Oka / Iruña de Oca,314.4
2024,Heriotza-tasa 100.000 biztanleko,,,,,Iruña Oka / Iruña de Oca,100.000 biztanleko,Iruña Oka / Iruña de Oca,462.8
2013,Heriotza-tasa 100.000 biztanleko,,,,,Iruña Oka / Iruña de Oca,100.000 biztanleko,Iruña Oka / Iruña de Oca,282.0
2010,Heriotza-tasa 100.000 biztanleko,,,,,Iruña Oka / Iruña de Oca,100.000 biztanleko,Iruña Oka / Iruña de Oca,328.1
2021,Heriotza-tasa 100.000 biztanleko,,,,,Iruña Oka / Iruña de Oca,100.000 biztanleko,Iruña Oka / Iruña de Oca,476.9
2017,Heriotza-tasa 100.000 biztanleko,,,,,Iruña Oka / Iruña de Oca,100.000 biztanleko,Iruña Oka / Iruña de Oca,322.2
2018,Heriotza-tasa 100.000 biztanleko,,,,,Iruña Oka / Iruña de Oca,100.000 biztanleko,Iruña Oka / Iruña de Oca,316.1
2022,Heriotza-tasa 100.000 biztanleko,,,,,Iruña Oka / Iruña de Oca,100.000 biztanleko,Iruña Oka / Iruña de Oca,303.6
2020,Heriotza-tasa 100.000 biztanleko,,,,,Iruña Oka / Iruña de Oca,100.000 biztanleko,Iruña Oka / Iruña de Oca,336.9
2023,Heriotza-tasa 100.000 biztanleko,,,,,Iruña Oka / Iruña de Oca,100.000 biztanleko,Iruña Oka / Iruña de Oca,538.9
2016,Heriotza-tasa 100.000 biztanleko,,,,,Irura,100.000 biztanleko,Irura,169.3
2013,Heriotza-tasa 100.000 biztanleko,,,,,Irura,100.000 biztanleko,Irura,305.0
2010,Heriotza-tasa 100.000 biztanleko,,,,,Irura,100.000 biztanleko,Irura,63.6
2018,Heriotza-tasa 100.000 biztanleko,,,,,Irura,100.000 biztanleko,Irura,165.2
2024,Heriotza-tasa 100.000 biztanleko,,,,,Irura,100.000 biztanleko,Irura,269.3
2020,Heriotza-tasa 100.000 biztanleko,,,,,Irura,100.000 biztanleko,Irura,219.2
2022,Heriotza-tasa 100.000 biztanleko,,,,,Irura,100.000 biztanleko,Irura,321.5
2019,Heriotza-tasa 100.000 biztanleko,,,,,Irura,100.000 biztanleko,Irura,552.0
2015,Heriotza-tasa 100.000 biztanleko,,,,,Irura,100.000 biztanleko,Irura,352.0
2012,Heriotza-tasa 100.000 biztanleko,,,,,Irura,100.000 biztanleko,Irura,122.8
2023,Heriotza-tasa 100.000 biztanleko,,,,,Irura,100.000 biztanleko,Irura,217.5
2021,Heriotza-tasa 100.000 biztanleko,,,,,Irura,100.000 biztanleko,Irura,271.5
2017,Heriotza-tasa 100.000 biztanleko,,,,,Irura,100.000 biztanleko,Irura,332.0
2011,Heriotza-tasa 100.000 biztanleko,,,,,Irura,100.000 biztanleko,Irura,186.8
2014,Heriotza-tasa 100.000 biztanleko,,,,,Irura,100.000 biztanleko,Irura,60.6
2011,Heriotza-tasa 100.000 biztanleko,,,,,Iruraiz-Gauna,100.000 biztanleko,Iruraiz-Gauna,175.4
2022,Heriotza-tasa 100.000 biztanleko,,,,,Iruraiz-Gauna,100.000 biztanleko,Iruraiz-Gauna,174.2
2019,Heriotza-tasa 100.000 biztanleko,,,,,Iruraiz-Gauna,100.000 biztanleko,Iruraiz-Gauna,742.8
2013,Heriotza-tasa 100.000 biztanleko,,,,,Iruraiz-Gauna,100.000 biztanleko,Iruraiz-Gauna,550.5
2016,Heriotza-tasa 100.000 biztanleko,,,,,Iruraiz-Gauna,100.000 biztanleko,Iruraiz-Gauna,369.3
2024,Heriotza-tasa 100.000 biztanleko,,,,,Iruraiz-Gauna,100.000 biztanleko,Iruraiz-Gauna,676.8
2020,Heriotza-tasa 100.000 biztanleko,,,,,Iruraiz-Gauna,100.000 biztanleko,Iruraiz-Gauna,540.5
2021,Heriotza-tasa 100.000 biztanleko,,,,,Iruraiz-Gauna,100.000 biztanleko,Iruraiz-Gauna,351.8
2014,Heriotza-tasa 100.000 biztanleko,,,,,Iruraiz-Gauna,100.000 biztanleko,Iruraiz-Gauna,740.7
2012,Heriotza-tasa 100.000 biztanleko,,,,,Iruraiz-Gauna,100.000 biztanleko,Iruraiz-Gauna,534.8
2023,Heriotza-tasa 100.000 biztanleko,,,,,Iruraiz-Gauna,100.000 biztanleko,Iruraiz-Gauna,345.4
2017,Heriotza-tasa 100.000 biztanleko,,,,,Iruraiz-Gauna,100.000 biztanleko,Iruraiz-Gauna,1306.0
2018,Heriotza-tasa 100.000 biztanleko,,,,,Iruraiz-Gauna,100.000 biztanleko,Iruraiz-Gauna,1315.8
2015,Heriotza-tasa 100.000 biztanleko,,,,,Iruraiz-Gauna,100.000 biztanleko,Iruraiz-Gauna,1108.0
2022,Heriotza-tasa 100.000 biztanleko,,,,,Ispaster,100.000 biztanleko,Ispaster,816.3
2023,Heriotza-tasa 100.000 biztanleko,,,,,Ispaster,100.000 biztanleko,Ispaster,690.6
2015,Heriotza-tasa 100.000 biztanleko,,,,,Ispaster,100.000 biztanleko,Ispaster,983.1
2011,Heriotza-tasa 100.000 biztanleko,,,,,Ispaster,100.000 biztanleko,Ispaster,2167.6
2013,Heriotza-tasa 100.000 biztanleko,,,,,Ispaster,100.000 biztanleko,Ispaster,834.5
2021,Heriotza-tasa 100.000 biztanleko,,,,,Ispaster,100.000 biztanleko,Ispaster,535.8
2012,Heriotza-tasa 100.000 biztanleko,,,,,Ispaster,100.000 biztanleko,Ispaster,840.9
2016,Heriotza-tasa 100.000 biztanleko,,,,,Ispaster,100.000 biztanleko,Ispaster,138.9
2024,Heriotza-tasa 100.000 biztanleko,,,,,Ispaster,100.000 biztanleko,Ispaster,1244.8
2014,Heriotza-tasa 100.000 biztanleko,,,,,Ispaster,100.000 biztanleko,Ispaster,421.9
2018,Heriotza-tasa 100.000 biztanleko,,,,,Ispaster,100.000 biztanleko,Ispaster,816.9
2017,Heriotza-tasa 100.000 biztanleko,,,,,Ispaster,100.000 biztanleko,Ispaster,966.2
2020,Heriotza-tasa 100.000 biztanleko,,,,,Ispaster,100.000 biztanleko,Ispaster,799.5
2010,Heriotza-tasa 100.000 biztanleko,,,,,Ispaster,100.000 biztanleko,Ispaster,1190.5
2019,Heriotza-tasa 100.000 biztanleko,,,,,Ispaster,100.000 biztanleko,Ispaster,1077.4
2017,Heriotza-tasa 100.000 biztanleko,,,,,Itsasondo,100.000 biztanleko,Itsasondo,430.4
2024,Heriotza-tasa 100.000 biztanleko,,,,,Itsasondo,100.000 biztanleko,Itsasondo,729.9
2010,Heriotza-tasa 100.000 biztanleko,,,,,Itsasondo,100.000 biztanleko,Itsasondo,151.7
2022,Heriotza-tasa 100.000 biztanleko,,,,,Itsasondo,100.000 biztanleko,Itsasondo,596.1
2014,Heriotza-tasa 100.000 biztanleko,,,,,Itsasondo,100.000 biztanleko,Itsasondo,596.6
2018,Heriotza-tasa 100.000 biztanleko,,,,,Itsasondo,100.000 biztanleko,Itsasondo,1126.8
2011,Heriotza-tasa 100.000 biztanleko,,,,,Itsasondo,100.000 biztanleko,Itsasondo,894.9
2021,Heriotza-tasa 100.000 biztanleko,,,,,Itsasondo,100.000 biztanleko,Itsasondo,600.6
2015,Heriotza-tasa 100.000 biztanleko,,,,,Itsasondo,100.000 biztanleko,Itsasondo,150.3
2019,Heriotza-tasa 100.000 biztanleko,,,,,Itsasondo,100.000 biztanleko,Itsasondo,691.6
2016,Heriotza-tasa 100.000 biztanleko,,,,,Itsasondo,100.000 biztanleko,Itsasondo,889.5
2013,Heriotza-tasa 100.000 biztanleko,,,,,Itsasondo,100.000 biztanleko,Itsasondo,749.1
2023,Heriotza-tasa 100.000 biztanleko,,,,,Itsasondo,100.000 biztanleko,Itsasondo,437.3
2020,Heriotza-tasa 100.000 biztanleko,,,,,Itsasondo,100.000 biztanleko,Itsasondo,285.1
2012,Heriotza-tasa 100.000 biztanleko,,,,,Itsasondo,100.000 biztanleko,Itsasondo,446.4
2021,Heriotza-tasa 100.000 biztanleko,,,,,Iurreta,100.000 biztanleko,Iurreta,797.3
2024,Heriotza-tasa 100.000 biztanleko,,,,,Iurreta,100.000 biztanleko,Iurreta,603.5
2019,Heriotza-tasa 100.000 biztanleko,,,,,Iurreta,100.000 biztanleko,Iurreta,488.0
2015,Heriotza-tasa 100.000 biztanleko,,,,,Iurreta,100.000 biztanleko,Iurreta,812.3
2018,Heriotza-tasa 100.000 biztanleko,,,,,Iurreta,100.000 biztanleko,Iurreta,625.3
2014,Heriotza-tasa 100.000 biztanleko,,,,,Iurreta,100.000 biztanleko,Iurreta,671.3
2016,Heriotza-tasa 100.000 biztanleko,,,,,Iurreta,100.000 biztanleko,Iurreta,843.1
2013,Heriotza-tasa 100.000 biztanleko,,,,,Iurreta,100.000 biztanleko,Iurreta,608.2
2020,Heriotza-tasa 100.000 biztanleko,,,,,Iurreta,100.000 biztanleko,Iurreta,764.3
2017,Heriotza-tasa 100.000 biztanleko,,,,,Iurreta,100.000 biztanleko,Iurreta,953.3
2011,Heriotza-tasa 100.000 biztanleko,,,,,Iurreta,100.000 biztanleko,Iurreta,963.3
2022,Heriotza-tasa 100.000 biztanleko,,,,,Iurreta,100.000 biztanleko,Iurreta,632.6
2023,Heriotza-tasa 100.000 biztanleko,,,,,Iurreta,100.000 biztanleko,Iurreta,697.4
2010,Heriotza-tasa 100.000 biztanleko,,,,,Iurreta,100.000 biztanleko,Iurreta,499.6
2012,Heriotza-tasa 100.000 biztanleko,,,,,Iurreta,100.000 biztanleko,Iurreta,416.9
2014,Heriotza-tasa 100.000 biztanleko,,,,,Izurtza,100.000 biztanleko,Izurtza,727.3
2020,Heriotza-tasa 100.000 biztanleko,,,,,Izurtza,100.000 biztanleko,Izurtza,739.4
2013,Heriotza-tasa 100.000 biztanleko,,,,,Izurtza,100.000 biztanleko,Izurtza,345.4
2018,Heriotza-tasa 100.000 biztanleko,,,,,Izurtza,100.000 biztanleko,Izurtza,693.2
2021,Heriotza-tasa 100.000 biztanleko,,,,,Izurtza,100.000 biztanleko,Izurtza,1252.6
2015,Heriotza-tasa 100.000 biztanleko,,,,,Izurtza,100.000 biztanleko,Izurtza,1556.4
2012,Heriotza-tasa 100.000 biztanleko,,,,,Izurtza,100.000 biztanleko,Izurtza,1393.7
2016,Heriotza-tasa 100.000 biztanleko,,,,,Izurtza,100.000 biztanleko,Izurtza,769.2
2022,Heriotza-tasa 100.000 biztanleko,,,,,Izurtza,100.000 biztanleko,Izurtza,900.9
2024,Heriotza-tasa 100.000 biztanleko,,,,,Izurtza,100.000 biztanleko,Izurtza,2469.1
2023,Heriotza-tasa 100.000 biztanleko,,,,,Izurtza,100.000 biztanleko,Izurtza,823.0
2010,Heriotza-tasa 100.000 biztanleko,,,,,Izurtza,100.000 biztanleko,Izurtza,726.0
2011,Heriotza-tasa 100.000 biztanleko,,,,,Izurtza,100.000 biztanleko,Izurtza,1779.4
2015,Heriotza-tasa 100.000 biztanleko,,,,,Karrantza Harana / Valle de Carranza,100.000 biztanleko,Karrantza Harana / Valle de Carranza,1235.2
2019,Heriotza-tasa 100.000 biztanleko,,,,,Karrantza Harana / Valle de Carranza,100.000 biztanleko,Karrantza Harana / Valle de Carranza,673.8
2012,Heriotza-tasa 100.000 biztanleko,,,,,Karrantza Harana / Valle de Carranza,100.000 biztanleko,Karrantza Harana / Valle de Carranza,751.2
2022,Heriotza-tasa 100.000 biztanleko,,,,,Karrantza Harana / Valle de Carranza,100.000 biztanleko,Karrantza Harana / Valle de Carranza,883.3
2016,Heriotza-tasa 100.000 biztanleko,,,,,Karrantza Harana / Valle de Carranza,100.000 biztanleko,Karrantza Harana / Valle de Carranza,1019.3
2013,Heriotza-tasa 100.000 biztanleko,,,,,Karrantza Harana / Valle de Carranza,100.000 biztanleko,Karrantza Harana / Valle de Carranza,824.2
2017,Heriotza-tasa 100.000 biztanleko,,,,,Karrantza Harana / Valle de Carranza,100.000 biztanleko,Karrantza Harana / Valle de Carranza,1056.7
2021,Heriotza-tasa 100.000 biztanleko,,,,,Karrantza Harana / Valle de Carranza,100.000 biztanleko,Karrantza Harana / Valle de Carranza,1015.0
2023,Heriotza-tasa 100.000 biztanleko,,,,,Karrantza Harana / Valle de Carranza,100.000 biztanleko,Karrantza Harana / Valle de Carranza,882.7
2018,Heriotza-tasa 100.000 biztanleko,,,,,Karrantza Harana / Valle de Carranza,100.000 biztanleko,Karrantza Harana / Valle de Carranza,865.5
2010,Heriotza-tasa 100.000 biztanleko,,,,,Karrantza Harana / Valle de Carranza,100.000 biztanleko,Karrantza Harana / Valle de Carranza,935.4
2024,Heriotza-tasa 100.000 biztanleko,,,,,Karrantza Harana / Valle de Carranza,100.000 biztanleko,Karrantza Harana / Valle de Carranza,657.7
2014,Heriotza-tasa 100.000 biztanleko,,,,,Karrantza Harana / Valle de Carranza,100.000 biztanleko,Karrantza Harana / Valle de Carranza,683.8
2020,Heriotza-tasa 100.000 biztanleko,,,,,Karrantza Harana / Valle de Carranza,100.000 biztanleko,Karrantza Harana / Valle de Carranza,1210.4
2011,Heriotza-tasa 100.000 biztanleko,,,,,Karrantza Harana / Valle de Carranza,100.000 biztanleko,Karrantza Harana / Valle de Carranza,786.8
2014,Heriotza-tasa 100.000 biztanleko,,,,,Kortezubi,100.000 biztanleko,Kortezubi,437.6
2019,Heriotza-tasa 100.000 biztanleko,,,,,Kortezubi,100.000 biztanleko,Kortezubi,455.1
2023,Heriotza-tasa 100.000 biztanleko,,,,,Kortezubi,100.000 biztanleko,Kortezubi,652.2
2011,Heriotza-tasa 100.000 biztanleko,,,,,Kortezubi,100.000 biztanleko,Kortezubi,947.9
2024,Heriotza-tasa 100.000 biztanleko,,,,,Kortezubi,100.000 biztanleko,Kortezubi,218.8
