Year,Series,Gaixotasun ez-transmitigarria,Sexua,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2015,Heriotza-tasa 100.000 biztanleko,,,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,Munitibar-Arbatzegi Gerrikaitz,1083.4
2012,Heriotza-tasa 100.000 biztanleko,,,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,Munitibar-Arbatzegi Gerrikaitz,222.5
2010,Heriotza-tasa 100.000 biztanleko,,,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,Munitibar-Arbatzegi Gerrikaitz,474.5
2014,Heriotza-tasa 100.000 biztanleko,,,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,Munitibar-Arbatzegi Gerrikaitz,647.2
2022,Heriotza-tasa 100.000 biztanleko,,,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,Munitibar-Arbatzegi Gerrikaitz,851.1
2013,Heriotza-tasa 100.000 biztanleko,,,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,Munitibar-Arbatzegi Gerrikaitz,1515.2
2017,Heriotza-tasa 100.000 biztanleko,,,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,Munitibar-Arbatzegi Gerrikaitz,445.4
2021,Heriotza-tasa 100.000 biztanleko,,,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,Munitibar-Arbatzegi Gerrikaitz,1044.9
2023,Heriotza-tasa 100.000 biztanleko,,,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,Munitibar-Arbatzegi Gerrikaitz,649.4
2015,Heriotza-tasa 100.000 biztanleko,,,,,Murueta,100.000 biztanleko,Murueta,672.3
2021,Heriotza-tasa 100.000 biztanleko,,,,,Murueta,100.000 biztanleko,Murueta,313.5
2012,Heriotza-tasa 100.000 biztanleko,,,,,Murueta,100.000 biztanleko,Murueta,341.9
2023,Heriotza-tasa 100.000 biztanleko,,,,,Murueta,100.000 biztanleko,Murueta,304.9
2020,Heriotza-tasa 100.000 biztanleko,,,,,Murueta,100.000 biztanleko,Murueta,319.0
2022,Heriotza-tasa 100.000 biztanleko,,,,,Murueta,100.000 biztanleko,Murueta,309.6
2010,Heriotza-tasa 100.000 biztanleko,,,,,Murueta,100.000 biztanleko,Murueta,1362.9
2018,Heriotza-tasa 100.000 biztanleko,,,,,Murueta,100.000 biztanleko,Murueta,661.2
2014,Heriotza-tasa 100.000 biztanleko,,,,,Murueta,100.000 biztanleko,Murueta,674.5
2013,Heriotza-tasa 100.000 biztanleko,,,,,Murueta,100.000 biztanleko,Murueta,674.5
2024,Heriotza-tasa 100.000 biztanleko,,,,,Murueta,100.000 biztanleko,Murueta,314.5
2016,Heriotza-tasa 100.000 biztanleko,,,,,Murueta,100.000 biztanleko,Murueta,333.9
2017,Heriotza-tasa 100.000 biztanleko,,,,,Murueta,100.000 biztanleko,Murueta,332.2
2024,Heriotza-tasa 100.000 biztanleko,,,,,Muskiz,100.000 biztanleko,Muskiz,639.8
2016,Heriotza-tasa 100.000 biztanleko,,,,,Muskiz,100.000 biztanleko,Muskiz,614.7
2022,Heriotza-tasa 100.000 biztanleko,,,,,Muskiz,100.000 biztanleko,Muskiz,696.1
2015,Heriotza-tasa 100.000 biztanleko,,,,,Muskiz,100.000 biztanleko,Muskiz,683.5
2020,Heriotza-tasa 100.000 biztanleko,,,,,Muskiz,100.000 biztanleko,Muskiz,771.9
2011,Heriotza-tasa 100.000 biztanleko,,,,,Muskiz,100.000 biztanleko,Muskiz,473.4
2010,Heriotza-tasa 100.000 biztanleko,,,,,Muskiz,100.000 biztanleko,Muskiz,683.9
2018,Heriotza-tasa 100.000 biztanleko,,,,,Muskiz,100.000 biztanleko,Muskiz,707.9
2014,Heriotza-tasa 100.000 biztanleko,,,,,Muskiz,100.000 biztanleko,Muskiz,748.4
2021,Heriotza-tasa 100.000 biztanleko,,,,,Muskiz,100.000 biztanleko,Muskiz,703.8
2012,Heriotza-tasa 100.000 biztanleko,,,,,Muskiz,100.000 biztanleko,Muskiz,641.2
2013,Heriotza-tasa 100.000 biztanleko,,,,,Muskiz,100.000 biztanleko,Muskiz,626.3
2017,Heriotza-tasa 100.000 biztanleko,,,,,Muskiz,100.000 biztanleko,Muskiz,452.3
2023,Heriotza-tasa 100.000 biztanleko,,,,,Muskiz,100.000 biztanleko,Muskiz,735.9
2019,Heriotza-tasa 100.000 biztanleko,,,,,Muskiz,100.000 biztanleko,Muskiz,669.6
2024,Heriotza-tasa 100.000 biztanleko,,,,,Mutiloa,100.000 biztanleko,Mutiloa,1250.0
2023,Heriotza-tasa 100.000 biztanleko,,,,,Mutiloa,100.000 biztanleko,Mutiloa,819.7
2021,Heriotza-tasa 100.000 biztanleko,,,,,Mutiloa,100.000 biztanleko,Mutiloa,414.1
2010,Heriotza-tasa 100.000 biztanleko,,,,,Mutiloa,100.000 biztanleko,Mutiloa,1694.9
2015,Heriotza-tasa 100.000 biztanleko,,,,,Mutiloa,100.000 biztanleko,Mutiloa,1606.4
2020,Heriotza-tasa 100.000 biztanleko,,,,,Mutiloa,100.000 biztanleko,Mutiloa,1616.2
2022,Heriotza-tasa 100.000 biztanleko,,,,,Mutiloa,100.000 biztanleko,Mutiloa,403.2
2017,Heriotza-tasa 100.000 biztanleko,,,,,Mutiloa,100.000 biztanleko,Mutiloa,396.8
2014,Heriotza-tasa 100.000 biztanleko,,,,,Mutiloa,100.000 biztanleko,Mutiloa,397.6
2012,Heriotza-tasa 100.000 biztanleko,,,,,Mutiloa,100.000 biztanleko,Mutiloa,416.7
2011,Heriotza-tasa 100.000 biztanleko,,,,,Mutiloa,100.000 biztanleko,Mutiloa,842.1
2016,Heriotza-tasa 100.000 biztanleko,,,,,Mutriku,100.000 biztanleko,Mutriku,524.6
2012,Heriotza-tasa 100.000 biztanleko,,,,,Mutriku,100.000 biztanleko,Mutriku,621.5
2020,Heriotza-tasa 100.000 biztanleko,,,,,Mutriku,100.000 biztanleko,Mutriku,583.4
2014,Heriotza-tasa 100.000 biztanleko,,,,,Mutriku,100.000 biztanleko,Mutriku,585.6
2022,Heriotza-tasa 100.000 biztanleko,,,,,Mutriku,100.000 biztanleko,Mutriku,448.0
2018,Heriotza-tasa 100.000 biztanleko,,,,,Mutriku,100.000 biztanleko,Mutriku,617.8
2024,Heriotza-tasa 100.000 biztanleko,,,,,Mutriku,100.000 biztanleko,Mutriku,619.8
2011,Heriotza-tasa 100.000 biztanleko,,,,,Mutriku,100.000 biztanleko,Mutriku,713.7
2013,Heriotza-tasa 100.000 biztanleko,,,,,Mutriku,100.000 biztanleko,Mutriku,457.3
2015,Heriotza-tasa 100.000 biztanleko,,,,,Mutriku,100.000 biztanleko,Mutriku,809.0
2017,Heriotza-tasa 100.000 biztanleko,,,,,Mutriku,100.000 biztanleko,Mutriku,635.6
2019,Heriotza-tasa 100.000 biztanleko,,,,,Mutriku,100.000 biztanleko,Mutriku,413.2
2021,Heriotza-tasa 100.000 biztanleko,,,,,Mutriku,100.000 biztanleko,Mutriku,582.2
2023,Heriotza-tasa 100.000 biztanleko,,,,,Mutriku,100.000 biztanleko,Mutriku,650.8
2010,Heriotza-tasa 100.000 biztanleko,,,,,Mutriku,100.000 biztanleko,Mutriku,801.3
2021,Heriotza-tasa 100.000 biztanleko,,,,,Muxika,100.000 biztanleko,Muxika,271.3
2015,Heriotza-tasa 100.000 biztanleko,,,,,Muxika,100.000 biztanleko,Muxika,833.9
2020,Heriotza-tasa 100.000 biztanleko,,,,,Muxika,100.000 biztanleko,Muxika,876.6
2016,Heriotza-tasa 100.000 biztanleko,,,,,Muxika,100.000 biztanleko,Muxika,626.3
2019,Heriotza-tasa 100.000 biztanleko,,,,,Muxika,100.000 biztanleko,Muxika,470.3
2018,Heriotza-tasa 100.000 biztanleko,,,,,Muxika,100.000 biztanleko,Muxika,811.6
2017,Heriotza-tasa 100.000 biztanleko,,,,,Muxika,100.000 biztanleko,Muxika,754.5
2013,Heriotza-tasa 100.000 biztanleko,,,,,Muxika,100.000 biztanleko,Muxika,414.5
2011,Heriotza-tasa 100.000 biztanleko,,,,,Muxika,100.000 biztanleko,Muxika,821.4
2022,Heriotza-tasa 100.000 biztanleko,,,,,Muxika,100.000 biztanleko,Muxika,402.1
2024,Heriotza-tasa 100.000 biztanleko,,,,,Muxika,100.000 biztanleko,Muxika,585.2
2023,Heriotza-tasa 100.000 biztanleko,,,,,Muxika,100.000 biztanleko,Muxika,726.6
2010,Heriotza-tasa 100.000 biztanleko,,,,,Muxika,100.000 biztanleko,Muxika,1163.2
2012,Heriotza-tasa 100.000 biztanleko,,,,,Muxika,100.000 biztanleko,Muxika,1030.6
2014,Heriotza-tasa 100.000 biztanleko,,,,,Muxika,100.000 biztanleko,Muxika,485.3
2014,Heriotza-tasa 100.000 biztanleko,,,,,Nabarniz,100.000 biztanleko,Nabarniz,422.8
2011,Heriotza-tasa 100.000 biztanleko,,,,,Nabarniz,100.000 biztanleko,Nabarniz,1293.1
2019,Heriotza-tasa 100.000 biztanleko,,,,,Nabarniz,100.000 biztanleko,Nabarniz,838.6
2010,Heriotza-tasa 100.000 biztanleko,,,,,Nabarniz,100.000 biztanleko,Nabarniz,1276.6
2017,Heriotza-tasa 100.000 biztanleko,,,,,Nabarniz,100.000 biztanleko,Nabarniz,1217.0
2013,Heriotza-tasa 100.000 biztanleko,,,,,Nabarniz,100.000 biztanleko,Nabarniz,2127.7
2021,Heriotza-tasa 100.000 biztanleko,,,,,Nabarniz,100.000 biztanleko,Nabarniz,384.6
2016,Heriotza-tasa 100.000 biztanleko,,,,,Nabarniz,100.000 biztanleko,Nabarniz,1190.5
2015,Heriotza-tasa 100.000 biztanleko,,,,,Nabarniz,100.000 biztanleko,Nabarniz,1629.3
2020,Heriotza-tasa 100.000 biztanleko,,,,,Nabarniz,100.000 biztanleko,Nabarniz,401.6
2023,Heriotza-tasa 100.000 biztanleko,,,,,Nabarniz,100.000 biztanleko,Nabarniz,769.2
2024,Heriotza-tasa 100.000 biztanleko,,,,,Nabarniz,100.000 biztanleko,Nabarniz,370.4
2012,Heriotza-tasa 100.000 biztanleko,,,,,Nabarniz,100.000 biztanleko,Nabarniz,1301.5
2010,Heriotza-tasa 100.000 biztanleko,,,,,Navaridas,100.000 biztanleko,Navaridas,454.5
2024,Heriotza-tasa 100.000 biztanleko,,,,,Navaridas,100.000 biztanleko,Navaridas,1298.7
2020,Heriotza-tasa 100.000 biztanleko,,,,,Navaridas,100.000 biztanleko,Navaridas,947.9
2011,Heriotza-tasa 100.000 biztanleko,,,,,Navaridas,100.000 biztanleko,Navaridas,879.1
2017,Heriotza-tasa 100.000 biztanleko,,,,,Navaridas,100.000 biztanleko,Navaridas,888.9
2021,Heriotza-tasa 100.000 biztanleko,,,,,Navaridas,100.000 biztanleko,Navaridas,898.9
2013,Heriotza-tasa 100.000 biztanleko,,,,,Navaridas,100.000 biztanleko,Navaridas,835.1
2015,Heriotza-tasa 100.000 biztanleko,,,,,Navaridas,100.000 biztanleko,Navaridas,1600.0
2018,Heriotza-tasa 100.000 biztanleko,,,,,Navaridas,100.000 biztanleko,Navaridas,1445.8
2019,Heriotza-tasa 100.000 biztanleko,,,,,Navaridas,100.000 biztanleko,Navaridas,492.6
2022,Heriotza-tasa 100.000 biztanleko,,,,,Navaridas,100.000 biztanleko,Navaridas,436.7
2023,Heriotza-tasa 100.000 biztanleko,,,,,Navaridas,100.000 biztanleko,Navaridas,1333.3
2016,Heriotza-tasa 100.000 biztanleko,,,,,Navaridas,100.000 biztanleko,Navaridas,816.3
2020,Heriotza-tasa 100.000 biztanleko,,,,,Oiartzun,100.000 biztanleko,Oiartzun,493.6
2018,Heriotza-tasa 100.000 biztanleko,,,,,Oiartzun,100.000 biztanleko,Oiartzun,531.5
2012,Heriotza-tasa 100.000 biztanleko,,,,,Oiartzun,100.000 biztanleko,Oiartzun,467.3
2022,Heriotza-tasa 100.000 biztanleko,,,,,Oiartzun,100.000 biztanleko,Oiartzun,483.1
2014,Heriotza-tasa 100.000 biztanleko,,,,,Oiartzun,100.000 biztanleko,Oiartzun,454.2
2011,Heriotza-tasa 100.000 biztanleko,,,,,Oiartzun,100.000 biztanleko,Oiartzun,448.4
2013,Heriotza-tasa 100.000 biztanleko,,,,,Oiartzun,100.000 biztanleko,Oiartzun,586.7
2017,Heriotza-tasa 100.000 biztanleko,,,,,Oiartzun,100.000 biztanleko,Oiartzun,474.9
2019,Heriotza-tasa 100.000 biztanleko,,,,,Oiartzun,100.000 biztanleko,Oiartzun,627.4
2021,Heriotza-tasa 100.000 biztanleko,,,,,Oiartzun,100.000 biztanleko,Oiartzun,493.5
2023,Heriotza-tasa 100.000 biztanleko,,,,,Oiartzun,100.000 biztanleko,Oiartzun,618.1
2016,Heriotza-tasa 100.000 biztanleko,,,,,Oiartzun,100.000 biztanleko,Oiartzun,429.2
2024,Heriotza-tasa 100.000 biztanleko,,,,,Oiartzun,100.000 biztanleko,Oiartzun,539.3
2010,Heriotza-tasa 100.000 biztanleko,,,,,Oiartzun,100.000 biztanleko,Oiartzun,390.9
2015,Heriotza-tasa 100.000 biztanleko,,,,,Oiartzun,100.000 biztanleko,Oiartzun,480.2
2014,Heriotza-tasa 100.000 biztanleko,,,,,Okondo,100.000 biztanleko,Okondo,435.0
2017,Heriotza-tasa 100.000 biztanleko,,,,,Okondo,100.000 biztanleko,Okondo,509.1
2013,Heriotza-tasa 100.000 biztanleko,,,,,Okondo,100.000 biztanleko,Okondo,435.7
2010,Heriotza-tasa 100.000 biztanleko,,,,,Okondo,100.000 biztanleko,Okondo,441.7
2021,Heriotza-tasa 100.000 biztanleko,,,,,Okondo,100.000 biztanleko,Okondo,341.7
2018,Heriotza-tasa 100.000 biztanleko,,,,,Okondo,100.000 biztanleko,Okondo,251.6
2022,Heriotza-tasa 100.000 biztanleko,,,,,Okondo,100.000 biztanleko,Okondo,172.0
2011,Heriotza-tasa 100.000 biztanleko,,,,,Okondo,100.000 biztanleko,Okondo,692.6
2012,Heriotza-tasa 100.000 biztanleko,,,,,Okondo,100.000 biztanleko,Okondo,609.0
2015,Heriotza-tasa 100.000 biztanleko,,,,,Okondo,100.000 biztanleko,Okondo,519.0
2016,Heriotza-tasa 100.000 biztanleko,,,,,Okondo,100.000 biztanleko,Okondo,598.3
2019,Heriotza-tasa 100.000 biztanleko,,,,,Okondo,100.000 biztanleko,Okondo,413.1
2020,Heriotza-tasa 100.000 biztanleko,,,,,Okondo,100.000 biztanleko,Okondo,751.9
2023,Heriotza-tasa 100.000 biztanleko,,,,,Okondo,100.000 biztanleko,Okondo,343.3
2024,Heriotza-tasa 100.000 biztanleko,,,,,Okondo,100.000 biztanleko,Okondo,428.1
2015,Heriotza-tasa 100.000 biztanleko,,,,,Olaberria,100.000 biztanleko,Olaberria,851.1
2020,Heriotza-tasa 100.000 biztanleko,,,,,Olaberria,100.000 biztanleko,Olaberria,964.1
2012,Heriotza-tasa 100.000 biztanleko,,,,,Olaberria,100.000 biztanleko,Olaberria,425.3
2024,Heriotza-tasa 100.000 biztanleko,,,,,Olaberria,100.000 biztanleko,Olaberria,1057.1
2014,Heriotza-tasa 100.000 biztanleko,,,,,Olaberria,100.000 biztanleko,Olaberria,950.9
2022,Heriotza-tasa 100.000 biztanleko,,,,,Olaberria,100.000 biztanleko,Olaberria,1190.5
2011,Heriotza-tasa 100.000 biztanleko,,,,,Olaberria,100.000 biztanleko,Olaberria,745.9
2013,Heriotza-tasa 100.000 biztanleko,,,,,Olaberria,100.000 biztanleko,Olaberria,737.6
2017,Heriotza-tasa 100.000 biztanleko,,,,,Olaberria,100.000 biztanleko,Olaberria,442.2
2019,Heriotza-tasa 100.000 biztanleko,,,,,Olaberria,100.000 biztanleko,Olaberria,655.4
2021,Heriotza-tasa 100.000 biztanleko,,,,,Olaberria,100.000 biztanleko,Olaberria,960.0
2023,Heriotza-tasa 100.000 biztanleko,,,,,Olaberria,100.000 biztanleko,Olaberria,530.8
2018,Heriotza-tasa 100.000 biztanleko,,,,,Olaberria,100.000 biztanleko,Olaberria,769.7
2010,Heriotza-tasa 100.000 biztanleko,,,,,Olaberria,100.000 biztanleko,Olaberria,535.6
2016,Heriotza-tasa 100.000 biztanleko,,,,,Olaberria,100.000 biztanleko,Olaberria,1081.7
2021,Heriotza-tasa 100.000 biztanleko,,,,,Ondarroa,100.000 biztanleko,Ondarroa,678.6
2023,Heriotza-tasa 100.000 biztanleko,,,,,Ondarroa,100.000 biztanleko,Ondarroa,811.7
2020,Heriotza-tasa 100.000 biztanleko,,,,,Ondarroa,100.000 biztanleko,Ondarroa,646.4
2011,Heriotza-tasa 100.000 biztanleko,,,,,Ondarroa,100.000 biztanleko,Ondarroa,750.3
2022,Heriotza-tasa 100.000 biztanleko,,,,,Ondarroa,100.000 biztanleko,Ondarroa,804.0
2024,Heriotza-tasa 100.000 biztanleko,,,,,Ondarroa,100.000 biztanleko,Ondarroa,768.8
2012,Heriotza-tasa 100.000 biztanleko,,,,,Ondarroa,100.000 biztanleko,Ondarroa,753.4
2016,Heriotza-tasa 100.000 biztanleko,,,,,Ondarroa,100.000 biztanleko,Ondarroa,833.9
2013,Heriotza-tasa 100.000 biztanleko,,,,,Ondarroa,100.000 biztanleko,Ondarroa,886.7
2018,Heriotza-tasa 100.000 biztanleko,,,,,Ondarroa,100.000 biztanleko,Ondarroa,628.2
2010,Heriotza-tasa 100.000 biztanleko,,,,,Ondarroa,100.000 biztanleko,Ondarroa,806.7
2014,Heriotza-tasa 100.000 biztanleko,,,,,Ondarroa,100.000 biztanleko,Ondarroa,635.9
2017,Heriotza-tasa 100.000 biztanleko,,,,,Ondarroa,100.000 biztanleko,Ondarroa,765.1
2015,Heriotza-tasa 100.000 biztanleko,,,,,Ondarroa,100.000 biztanleko,Ondarroa,729.8
2019,Heriotza-tasa 100.000 biztanleko,,,,,Ondarroa,100.000 biztanleko,Ondarroa,920.9
2012,Heriotza-tasa 100.000 biztanleko,,,,,Oñati,100.000 biztanleko,Oñati,540.8
2011,Heriotza-tasa 100.000 biztanleko,,,,,Oñati,100.000 biztanleko,Oñati,672.1
2013,Heriotza-tasa 100.000 biztanleko,,,,,Oñati,100.000 biztanleko,Oñati,609.2
2019,Heriotza-tasa 100.000 biztanleko,,,,,Oñati,100.000 biztanleko,Oñati,613.4
2015,Heriotza-tasa 100.000 biztanleko,,,,,Oñati,100.000 biztanleko,Oñati,569.5
2023,Heriotza-tasa 100.000 biztanleko,,,,,Oñati,100.000 biztanleko,Oñati,651.7
2010,Heriotza-tasa 100.000 biztanleko,,,,,Oñati,100.000 biztanleko,Oñati,696.4
2014,Heriotza-tasa 100.000 biztanleko,,,,,Oñati,100.000 biztanleko,Oñati,669.5
2016,Heriotza-tasa 100.000 biztanleko,,,,,Oñati,100.000 biztanleko,Oñati,548.2
2018,Heriotza-tasa 100.000 biztanleko,,,,,Oñati,100.000 biztanleko,Oñati,626.6
2020,Heriotza-tasa 100.000 biztanleko,,,,,Oñati,100.000 biztanleko,Oñati,604.3
2022,Heriotza-tasa 100.000 biztanleko,,,,,Oñati,100.000 biztanleko,Oñati,687.8
2024,Heriotza-tasa 100.000 biztanleko,,,,,Oñati,100.000 biztanleko,Oñati,636.9
2017,Heriotza-tasa 100.000 biztanleko,,,,,Oñati,100.000 biztanleko,Oñati,671.0
2021,Heriotza-tasa 100.000 biztanleko,,,,,Oñati,100.000 biztanleko,Oñati,604.8
2020,Heriotza-tasa 100.000 biztanleko,,,,,Ordizia,100.000 biztanleko,Ordizia,556.5
2018,Heriotza-tasa 100.000 biztanleko,,,,,Ordizia,100.000 biztanleko,Ordizia,599.3
2016,Heriotza-tasa 100.000 biztanleko,,,,,Ordizia,100.000 biztanleko,Ordizia,723.3
2012,Heriotza-tasa 100.000 biztanleko,,,,,Ordizia,100.000 biztanleko,Ordizia,611.9
2024,Heriotza-tasa 100.000 biztanleko,,,,,Ordizia,100.000 biztanleko,Ordizia,563.9
2014,Heriotza-tasa 100.000 biztanleko,,,,,Ordizia,100.000 biztanleko,Ordizia,834.3
2022,Heriotza-tasa 100.000 biztanleko,,,,,Ordizia,100.000 biztanleko,Ordizia,524.1
2011,Heriotza-tasa 100.000 biztanleko,,,,,Ordizia,100.000 biztanleko,Ordizia,713.2
2013,Heriotza-tasa 100.000 biztanleko,,,,,Ordizia,100.000 biztanleko,Ordizia,677.6
2015,Heriotza-tasa 100.000 biztanleko,,,,,Ordizia,100.000 biztanleko,Ordizia,790.7
2017,Heriotza-tasa 100.000 biztanleko,,,,,Ordizia,100.000 biztanleko,Ordizia,662.9
2019,Heriotza-tasa 100.000 biztanleko,,,,,Ordizia,100.000 biztanleko,Ordizia,419.2
2021,Heriotza-tasa 100.000 biztanleko,,,,,Ordizia,100.000 biztanleko,Ordizia,498.3
2023,Heriotza-tasa 100.000 biztanleko,,,,,Ordizia,100.000 biztanleko,Ordizia,547.8
2010,Heriotza-tasa 100.000 biztanleko,,,,,Ordizia,100.000 biztanleko,Ordizia,513.6
2016,Heriotza-tasa 100.000 biztanleko,,,,,Orendain,100.000 biztanleko,Orendain,1025.6
2014,Heriotza-tasa 100.000 biztanleko,,,,,Orendain,100.000 biztanleko,Orendain,1574.8
2023,Heriotza-tasa 100.000 biztanleko,,,,,Orendain,100.000 biztanleko,Orendain,854.7
2019,Heriotza-tasa 100.000 biztanleko,,,,,Orendain,100.000 biztanleko,Orendain,968.5
2021,Heriotza-tasa 100.000 biztanleko,,,,,Orendain,100.000 biztanleko,Orendain,428.3
2012,Heriotza-tasa 100.000 biztanleko,,,,,Orendain,100.000 biztanleko,Orendain,542.0
2011,Heriotza-tasa 100.000 biztanleko,,,,,Orendain,100.000 biztanleko,Orendain,2216.1
2015,Heriotza-tasa 100.000 biztanleko,,,,,Orendain,100.000 biztanleko,Orendain,1554.4
2017,Heriotza-tasa 100.000 biztanleko,,,,,Orendain,100.000 biztanleko,Orendain,1010.1
2020,Heriotza-tasa 100.000 biztanleko,,,,,Orendain,100.000 biztanleko,Orendain,458.7
2022,Heriotza-tasa 100.000 biztanleko,,,,,Orendain,100.000 biztanleko,Orendain,420.2
2024,Heriotza-tasa 100.000 biztanleko,,,,,Orendain,100.000 biztanleko,Orendain,829.9
2013,Heriotza-tasa 100.000 biztanleko,,,,,Orendain,100.000 biztanleko,Orendain,1049.9
2010,Heriotza-tasa 100.000 biztanleko,,,,,Orendain,100.000 biztanleko,Orendain,542.0
2016,Heriotza-tasa 100.000 biztanleko,,,,,Orexa,100.000 biztanleko,Orexa,885.0
2014,Heriotza-tasa 100.000 biztanleko,,,,,Orexa,100.000 biztanleko,Orexa,869.6
2012,Heriotza-tasa 100.000 biztanleko,,,,,Orexa,100.000 biztanleko,Orexa,1754.4
2015,Heriotza-tasa 100.000 biztanleko,,,,,Orexa,100.000 biztanleko,Orexa,1739.1
2022,Heriotza-tasa 100.000 biztanleko,,,,,Orexa,100.000 biztanleko,Orexa,1886.8
2018,Heriotza-tasa 100.000 biztanleko,,,,,Orio,100.000 biztanleko,Orio,381.8
2010,Heriotza-tasa 100.000 biztanleko,,,,,Orio,100.000 biztanleko,Orio,441.2
2016,Heriotza-tasa 100.000 biztanleko,,,,,Orio,100.000 biztanleko,Orio,388.3
2022,Heriotza-tasa 100.000 biztanleko,,,,,Orio,100.000 biztanleko,Orio,345.3
2020,Heriotza-tasa 100.000 biztanleko,,,,,Orio,100.000 biztanleko,Orio,555.6
2012,Heriotza-tasa 100.000 biztanleko,,,,,Orio,100.000 biztanleko,Orio,509.6
2011,Heriotza-tasa 100.000 biztanleko,,,,,Orio,100.000 biztanleko,Orio,373.9
2013,Heriotza-tasa 100.000 biztanleko,,,,,Orio,100.000 biztanleko,Orio,424.0
2015,Heriotza-tasa 100.000 biztanleko,,,,,Orio,100.000 biztanleko,Orio,425.4
2017,Heriotza-tasa 100.000 biztanleko,,,,,Orio,100.000 biztanleko,Orio,553.2
2019,Heriotza-tasa 100.000 biztanleko,,,,,Orio,100.000 biztanleko,Orio,393.7
2021,Heriotza-tasa 100.000 biztanleko,,,,,Orio,100.000 biztanleko,Orio,525.5
2023,Heriotza-tasa 100.000 biztanleko,,,,,Orio,100.000 biztanleko,Orio,618.8
2024,Heriotza-tasa 100.000 biztanleko,,,,,Orio,100.000 biztanleko,Orio,501.1
2014,Heriotza-tasa 100.000 biztanleko,,,,,Orio,100.000 biztanleko,Orio,551.7
2019,Heriotza-tasa 100.000 biztanleko,,,,,Ormaiztegi,100.000 biztanleko,Ormaiztegi,622.3
2017,Heriotza-tasa 100.000 biztanleko,,,,,Ormaiztegi,100.000 biztanleko,Ormaiztegi,608.1
2015,Heriotza-tasa 100.000 biztanleko,,,,,Ormaiztegi,100.000 biztanleko,Ormaiztegi,617.3
2011,Heriotza-tasa 100.000 biztanleko,,,,,Ormaiztegi,100.000 biztanleko,Ormaiztegi,461.5
2023,Heriotza-tasa 100.000 biztanleko,,,,,Ormaiztegi,100.000 biztanleko,Ormaiztegi,481.9
2013,Heriotza-tasa 100.000 biztanleko,,,,,Ormaiztegi,100.000 biztanleko,Ormaiztegi,77.2
2021,Heriotza-tasa 100.000 biztanleko,,,,,Ormaiztegi,100.000 biztanleko,Ormaiztegi,721.7
2010,Heriotza-tasa 100.000 biztanleko,,,,,Ormaiztegi,100.000 biztanleko,Ormaiztegi,687.5
2012,Heriotza-tasa 100.000 biztanleko,,,,,Ormaiztegi,100.000 biztanleko,Ormaiztegi,308.9
2014,Heriotza-tasa 100.000 biztanleko,,,,,Ormaiztegi,100.000 biztanleko,Ormaiztegi,309.7
2016,Heriotza-tasa 100.000 biztanleko,,,,,Ormaiztegi,100.000 biztanleko,Ormaiztegi,689.7
2018,Heriotza-tasa 100.000 biztanleko,,,,,Ormaiztegi,100.000 biztanleko,Ormaiztegi,917.4
2020,Heriotza-tasa 100.000 biztanleko,,,,,Ormaiztegi,100.000 biztanleko,Ormaiztegi,791.1
2022,Heriotza-tasa 100.000 biztanleko,,,,,Ormaiztegi,100.000 biztanleko,Ormaiztegi,240.4
2024,Heriotza-tasa 100.000 biztanleko,,,,,Ormaiztegi,100.000 biztanleko,Ormaiztegi,789.9
2011,Heriotza-tasa 100.000 biztanleko,,,,,Orozko,100.000 biztanleko,Orozko,472.9
2010,Heriotza-tasa 100.000 biztanleko,,,,,Orozko,100.000 biztanleko,Orozko,606.4
2020,Heriotza-tasa 100.000 biztanleko,,,,,Orozko,100.000 biztanleko,Orozko,484.7
2019,Heriotza-tasa 100.000 biztanleko,,,,,Orozko,100.000 biztanleko,Orozko,839.1
2021,Heriotza-tasa 100.000 biztanleko,,,,,Orozko,100.000 biztanleko,Orozko,510.7
2013,Heriotza-tasa 100.000 biztanleko,,,,,Orozko,100.000 biztanleko,Orozko,647.2
2015,Heriotza-tasa 100.000 biztanleko,,,,,Orozko,100.000 biztanleko,Orozko,379.7
2024,Heriotza-tasa 100.000 biztanleko,,,,,Orozko,100.000 biztanleko,Orozko,438.3
2023,Heriotza-tasa 100.000 biztanleko,,,,,Orozko,100.000 biztanleko,Orozko,293.7
2018,Heriotza-tasa 100.000 biztanleko,,,,,Orozko,100.000 biztanleko,Orozko,611.9
2022,Heriotza-tasa 100.000 biztanleko,,,,,Orozko,100.000 biztanleko,Orozko,687.4
2014,Heriotza-tasa 100.000 biztanleko,,,,,Orozko,100.000 biztanleko,Orozko,684.8
2012,Heriotza-tasa 100.000 biztanleko,,,,,Orozko,100.000 biztanleko,Orozko,767.9
2016,Heriotza-tasa 100.000 biztanleko,,,,,Orozko,100.000 biztanleko,Orozko,456.9
