Year,Series,Edad,Sexo,EmpCont,Territorio,Comarca,Municipio,Units,GeoCode,Value
2021,EU_EMP_LFS,Y_GE16,M,,,,ES48039,PT,ES48039,70.1
2016,EU_EMP_LFS,Y_GE16,M,,,,ES48039,PT,ES48039,68.8
2022,EU_EMP_LFS,Y_GE16,M,,,,ES48039,PT,ES48039,64.5
2019,EU_EMP_LFS,Y_GE16,M,,,,ES48039,PT,ES48039,67.7
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48039,PT,ES48039,65.6
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48039,PT,ES48039,67.2
2019,EU_EMP_LFS,Y_GE16,M,,,,ES48040,PT,ES48040,56.1
2018,EU_EMP_LFS,Y_GE16,M,,,,ES48040,PT,ES48040,57.1
2023,EU_EMP_LFS,Y_GE16,M,,,,ES48040,PT,ES48040,57.6
2022,EU_EMP_LFS,Y_GE16,M,,,,ES48040,PT,ES48040,55.7
2021,EU_EMP_LFS,Y_GE16,M,,,,ES48040,PT,ES48040,53.8
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48040,PT,ES48040,60.5
2016,EU_EMP_LFS,Y_GE16,M,,,,ES48040,PT,ES48040,56.7
2020,EU_EMP_LFS,Y_GE16,M,,,,ES48040,PT,ES48040,56.5
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48040,PT,ES48040,55.2
2022,EU_EMP_LFS,Y_GE16,M,,,,ES48041,PT,ES48041,57.4
2016,EU_EMP_LFS,Y_GE16,M,,,,ES48041,PT,ES48041,52.8
2021,EU_EMP_LFS,Y_GE16,M,,,,ES48041,PT,ES48041,53.4
2020,EU_EMP_LFS,Y_GE16,M,,,,ES48041,PT,ES48041,51.6
2018,EU_EMP_LFS,Y_GE16,M,,,,ES48041,PT,ES48041,52.9
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48041,PT,ES48041,51.4
2019,EU_EMP_LFS,Y_GE16,M,,,,ES48041,PT,ES48041,51.7
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48041,PT,ES48041,55.4
2023,EU_EMP_LFS,Y_GE16,M,,,,ES48041,PT,ES48041,59.0
2019,EU_EMP_LFS,Y_GE16,M,,,,ES20907,PT,ES20907,51.2
2022,EU_EMP_LFS,Y_GE16,M,,,,ES20907,PT,ES20907,60.0
2021,EU_EMP_LFS,Y_GE16,M,,,,ES20907,PT,ES20907,56.6
2020,EU_EMP_LFS,Y_GE16,M,,,,ES20907,PT,ES20907,53.1
2018,EU_EMP_LFS,Y_GE16,M,,,,ES20907,PT,ES20907,50.6
2016,EU_EMP_LFS,Y_GE16,M,,,,ES20907,PT,ES20907,45.7
2015,EU_EMP_LFS,Y_GE16,M,,,,ES20907,PT,ES20907,46.4
2023,EU_EMP_LFS,Y_GE16,M,,,,ES20907,PT,ES20907,53.8
2010,EU_EMP_LFS,Y_GE16,M,,,,ES20907,PT,ES20907,63.4
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48046,PT,ES48046,53.4
2020,EU_EMP_LFS,Y_GE16,M,,,,ES48046,PT,ES48046,54.6
2016,EU_EMP_LFS,Y_GE16,M,,,,ES48046,PT,ES48046,51.7
2023,EU_EMP_LFS,Y_GE16,M,,,,ES48046,PT,ES48046,55.4
2021,EU_EMP_LFS,Y_GE16,M,,,,ES48046,PT,ES48046,53.1
2019,EU_EMP_LFS,Y_GE16,M,,,,ES48046,PT,ES48046,54.9
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48046,PT,ES48046,51.2
2022,EU_EMP_LFS,Y_GE16,M,,,,ES48046,PT,ES48046,55.2
2018,EU_EMP_LFS,Y_GE16,M,,,,ES48046,PT,ES48046,54.4
2010,EU_EMP_LFS,Y_GE16,M,,,,ES20039,PT,ES20039,57.2
2020,EU_EMP_LFS,Y_GE16,M,,,,ES20039,PT,ES20039,59.9
2015,EU_EMP_LFS,Y_GE16,M,,,,ES20039,PT,ES20039,54.7
2019,EU_EMP_LFS,Y_GE16,M,,,,ES20039,PT,ES20039,57.8
2021,EU_EMP_LFS,Y_GE16,M,,,,ES20039,PT,ES20039,59.0
2018,EU_EMP_LFS,Y_GE16,M,,,,ES20039,PT,ES20039,59.2
2022,EU_EMP_LFS,Y_GE16,M,,,,ES20039,PT,ES20039,63.7
2016,EU_EMP_LFS,Y_GE16,M,,,,ES20039,PT,ES20039,55.2
2023,EU_EMP_LFS,Y_GE16,M,,,,ES20039,PT,ES20039,64.4
2016,EU_EMP_LFS,Y_GE16,M,,,,ES48044,PT,ES48044,49.9
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48044,PT,ES48044,53.1
2019,EU_EMP_LFS,Y_GE16,M,,,,ES48044,PT,ES48044,51.2
2020,EU_EMP_LFS,Y_GE16,M,,,,ES48044,PT,ES48044,51.0
2023,EU_EMP_LFS,Y_GE16,M,,,,ES48044,PT,ES48044,51.8
2022,EU_EMP_LFS,Y_GE16,M,,,,ES48044,PT,ES48044,50.8
2021,EU_EMP_LFS,Y_GE16,M,,,,ES48044,PT,ES48044,50.0
2018,EU_EMP_LFS,Y_GE16,M,,,,ES48044,PT,ES48044,51.1
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48044,PT,ES48044,50.8
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48047,PT,ES48047,57.1
2019,EU_EMP_LFS,Y_GE16,M,,,,ES48047,PT,ES48047,53.3
2020,EU_EMP_LFS,Y_GE16,M,,,,ES48047,PT,ES48047,61.1
2023,EU_EMP_LFS,Y_GE16,M,,,,ES48047,PT,ES48047,60.0
2022,EU_EMP_LFS,Y_GE16,M,,,,ES48047,PT,ES48047,57.3
2018,EU_EMP_LFS,Y_GE16,M,,,,ES48047,PT,ES48047,54.6
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48047,PT,ES48047,69.0
2021,EU_EMP_LFS,Y_GE16,M,,,,ES48047,PT,ES48047,61.3
2016,EU_EMP_LFS,Y_GE16,M,,,,ES48047,PT,ES48047,58.1
2022,EU_EMP_LFS,Y_GE16,M,,,,ES48042,PT,ES48042,56.3
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48042,PT,ES48042,54.7
2020,EU_EMP_LFS,Y_GE16,M,,,,ES48042,PT,ES48042,56.0
2021,EU_EMP_LFS,Y_GE16,M,,,,ES48042,PT,ES48042,55.9
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48042,PT,ES48042,57.9
2023,EU_EMP_LFS,Y_GE16,M,,,,ES48042,PT,ES48042,56.3
2019,EU_EMP_LFS,Y_GE16,M,,,,ES48042,PT,ES48042,58.0
2016,EU_EMP_LFS,Y_GE16,M,,,,ES48042,PT,ES48042,54.2
2018,EU_EMP_LFS,Y_GE16,M,,,,ES48042,PT,ES48042,56.7
2019,EU_EMP_LFS,Y_GE16,M,,,,ES48043,PT,ES48043,58.3
2022,EU_EMP_LFS,Y_GE16,M,,,,ES48043,PT,ES48043,56.1
2016,EU_EMP_LFS,Y_GE16,M,,,,ES48043,PT,ES48043,56.3
2023,EU_EMP_LFS,Y_GE16,M,,,,ES48043,PT,ES48043,55.9
2020,EU_EMP_LFS,Y_GE16,M,,,,ES48043,PT,ES48043,57.6
2018,EU_EMP_LFS,Y_GE16,M,,,,ES48043,PT,ES48043,58.4
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48043,PT,ES48043,57.3
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48043,PT,ES48043,59.6
2021,EU_EMP_LFS,Y_GE16,M,,,,ES48043,PT,ES48043,56.1
2016,EU_EMP_LFS,Y_GE16,M,,,,ES48045,PT,ES48045,53.4
2020,EU_EMP_LFS,Y_GE16,M,,,,ES48045,PT,ES48045,56.7
2021,EU_EMP_LFS,Y_GE16,M,,,,ES48045,PT,ES48045,56.5
2022,EU_EMP_LFS,Y_GE16,M,,,,ES48045,PT,ES48045,56.8
2018,EU_EMP_LFS,Y_GE16,M,,,,ES48045,PT,ES48045,56.8
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48045,PT,ES48045,53.2
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48045,PT,ES48045,58.6
2019,EU_EMP_LFS,Y_GE16,M,,,,ES48045,PT,ES48045,58.1
2023,EU_EMP_LFS,Y_GE16,M,,,,ES48045,PT,ES48045,57.8
2022,EU_EMP_LFS,Y_GE16,M,,,,ES01056,PT,ES01056,46.4
2019,EU_EMP_LFS,Y_GE16,M,,,,ES01056,PT,ES01056,45.7
2023,EU_EMP_LFS,Y_GE16,M,,,,ES01056,PT,ES01056,46.7
2021,EU_EMP_LFS,Y_GE16,M,,,,ES01056,PT,ES01056,46.0
2015,EU_EMP_LFS,Y_GE16,M,,,,ES01056,PT,ES01056,44.0
2020,EU_EMP_LFS,Y_GE16,M,,,,ES01056,PT,ES01056,44.5
2010,EU_EMP_LFS,Y_GE16,M,,,,ES01056,PT,ES01056,46.2
2018,EU_EMP_LFS,Y_GE16,M,,,,ES01056,PT,ES01056,45.5
2016,EU_EMP_LFS,Y_GE16,M,,,,ES01056,PT,ES01056,40.9
2023,EU_EMP_LFS,Y_GE16,M,,,,ES20040,PT,ES20040,58.4
2015,EU_EMP_LFS,Y_GE16,M,,,,ES20040,PT,ES20040,55.3
2022,EU_EMP_LFS,Y_GE16,M,,,,ES20040,PT,ES20040,58.7
2010,EU_EMP_LFS,Y_GE16,M,,,,ES20040,PT,ES20040,59.1
2020,EU_EMP_LFS,Y_GE16,M,,,,ES20040,PT,ES20040,58.9
2019,EU_EMP_LFS,Y_GE16,M,,,,ES20040,PT,ES20040,58.8
2016,EU_EMP_LFS,Y_GE16,M,,,,ES20040,PT,ES20040,54.9
2018,EU_EMP_LFS,Y_GE16,M,,,,ES20040,PT,ES20040,58.0
2021,EU_EMP_LFS,Y_GE16,M,,,,ES20040,PT,ES20040,57.0
2015,EU_EMP_LFS,Y_GE16,M,,,,ES20041,PT,ES20041,48.1
2023,EU_EMP_LFS,Y_GE16,M,,,,ES20041,PT,ES20041,49.3
2016,EU_EMP_LFS,Y_GE16,M,,,,ES20041,PT,ES20041,46.2
2020,EU_EMP_LFS,Y_GE16,M,,,,ES20041,PT,ES20041,50.0
2021,EU_EMP_LFS,Y_GE16,M,,,,ES20041,PT,ES20041,48.3
2022,EU_EMP_LFS,Y_GE16,M,,,,ES20041,PT,ES20041,47.9
2018,EU_EMP_LFS,Y_GE16,M,,,,ES20041,PT,ES20041,50.8
2010,EU_EMP_LFS,Y_GE16,M,,,,ES20041,PT,ES20041,57.6
2019,EU_EMP_LFS,Y_GE16,M,,,,ES20041,PT,ES20041,52.0
2019,EU_EMP_LFS,Y_GE16,M,,,,ES20036,PT,ES20036,53.8
2010,EU_EMP_LFS,Y_GE16,M,,,,ES20036,PT,ES20036,56.4
2018,EU_EMP_LFS,Y_GE16,M,,,,ES20036,PT,ES20036,53.6
2016,EU_EMP_LFS,Y_GE16,M,,,,ES20036,PT,ES20036,51.8
2020,EU_EMP_LFS,Y_GE16,M,,,,ES20036,PT,ES20036,53.1
2015,EU_EMP_LFS,Y_GE16,M,,,,ES20036,PT,ES20036,52.8
2023,EU_EMP_LFS,Y_GE16,M,,,,ES20036,PT,ES20036,54.7
2022,EU_EMP_LFS,Y_GE16,M,,,,ES20036,PT,ES20036,54.9
2021,EU_EMP_LFS,Y_GE16,M,,,,ES20036,PT,ES20036,52.2
2023,EU_EMP_LFS,Y_GE16,M,,,,ES20042,PT,ES20042,55.1
2018,EU_EMP_LFS,Y_GE16,M,,,,ES20042,PT,ES20042,53.1
2020,EU_EMP_LFS,Y_GE16,M,,,,ES20042,PT,ES20042,55.0
2019,EU_EMP_LFS,Y_GE16,M,,,,ES20042,PT,ES20042,56.7
2016,EU_EMP_LFS,Y_GE16,M,,,,ES20042,PT,ES20042,53.3
2010,EU_EMP_LFS,Y_GE16,M,,,,ES20042,PT,ES20042,58.4
2015,EU_EMP_LFS,Y_GE16,M,,,,ES20042,PT,ES20042,53.6
2022,EU_EMP_LFS,Y_GE16,M,,,,ES20042,PT,ES20042,54.1
2021,EU_EMP_LFS,Y_GE16,M,,,,ES20042,PT,ES20042,52.1
2021,EU_EMP_LFS,Y_GE16,M,,,,ES48048,PT,ES48048,54.2
2022,EU_EMP_LFS,Y_GE16,M,,,,ES48048,PT,ES48048,54.1
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48048,PT,ES48048,58.0
2023,EU_EMP_LFS,Y_GE16,M,,,,ES48048,PT,ES48048,54.7
2019,EU_EMP_LFS,Y_GE16,M,,,,ES48048,PT,ES48048,56.8
2018,EU_EMP_LFS,Y_GE16,M,,,,ES48048,PT,ES48048,57.3
2016,EU_EMP_LFS,Y_GE16,M,,,,ES48048,PT,ES48048,57.0
2020,EU_EMP_LFS,Y_GE16,M,,,,ES48048,PT,ES48048,52.4
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48048,PT,ES48048,56.4
2020,EU_EMP_LFS,Y_GE16,M,,,,ES20043,PT,ES20043,58.4
2023,EU_EMP_LFS,Y_GE16,M,,,,ES20043,PT,ES20043,58.4
2019,EU_EMP_LFS,Y_GE16,M,,,,ES20043,PT,ES20043,58.1
2022,EU_EMP_LFS,Y_GE16,M,,,,ES20043,PT,ES20043,58.7
2010,EU_EMP_LFS,Y_GE16,M,,,,ES20043,PT,ES20043,59.1
2021,EU_EMP_LFS,Y_GE16,M,,,,ES20043,PT,ES20043,56.2
2018,EU_EMP_LFS,Y_GE16,M,,,,ES20043,PT,ES20043,57.3
2015,EU_EMP_LFS,Y_GE16,M,,,,ES20043,PT,ES20043,59.3
2016,EU_EMP_LFS,Y_GE16,M,,,,ES20043,PT,ES20043,58.5
2022,EU_EMP_LFS,Y_GE16,M,,,,ES48094,PT,ES48094,55.7
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48094,PT,ES48094,55.8
2021,EU_EMP_LFS,Y_GE16,M,,,,ES48094,PT,ES48094,52.6
2016,EU_EMP_LFS,Y_GE16,M,,,,ES48094,PT,ES48094,56.2
2019,EU_EMP_LFS,Y_GE16,M,,,,ES48094,PT,ES48094,57.8
2023,EU_EMP_LFS,Y_GE16,M,,,,ES48094,PT,ES48094,55.3
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48094,PT,ES48094,61.9
2020,EU_EMP_LFS,Y_GE16,M,,,,ES48094,PT,ES48094,56.2
2018,EU_EMP_LFS,Y_GE16,M,,,,ES48094,PT,ES48094,58.2
2022,EU_EMP_LFS,Y_GE16,M,,,,ES20044,PT,ES20044,50.7
2018,EU_EMP_LFS,Y_GE16,M,,,,ES20044,PT,ES20044,55.5
2020,EU_EMP_LFS,Y_GE16,M,,,,ES20044,PT,ES20044,56.7
2023,EU_EMP_LFS,Y_GE16,M,,,,ES20044,PT,ES20044,49.8
2019,EU_EMP_LFS,Y_GE16,M,,,,ES20044,PT,ES20044,58.4
2015,EU_EMP_LFS,Y_GE16,M,,,,ES20044,PT,ES20044,56.1
2016,EU_EMP_LFS,Y_GE16,M,,,,ES20044,PT,ES20044,53.6
2010,EU_EMP_LFS,Y_GE16,M,,,,ES20044,PT,ES20044,55.0
2021,EU_EMP_LFS,Y_GE16,M,,,,ES20044,PT,ES20044,50.0
2023,EU_EMP_LFS,Y_GE16,M,,,,ES20045,PT,ES20045,55.4
2016,EU_EMP_LFS,Y_GE16,M,,,,ES20045,PT,ES20045,52.0
2019,EU_EMP_LFS,Y_GE16,M,,,,ES20045,PT,ES20045,54.9
2022,EU_EMP_LFS,Y_GE16,M,,,,ES20045,PT,ES20045,54.5
2015,EU_EMP_LFS,Y_GE16,M,,,,ES20045,PT,ES20045,52.5
2010,EU_EMP_LFS,Y_GE16,M,,,,ES20045,PT,ES20045,57.1
2021,EU_EMP_LFS,Y_GE16,M,,,,ES20045,PT,ES20045,52.6
2020,EU_EMP_LFS,Y_GE16,M,,,,ES20045,PT,ES20045,54.1
2018,EU_EMP_LFS,Y_GE16,M,,,,ES20045,PT,ES20045,54.6
2021,EU_EMP_LFS,Y_GE16,M,,,,ES01901,PT,ES01901,61.2
2022,EU_EMP_LFS,Y_GE16,M,,,,ES01901,PT,ES01901,60.8
2019,EU_EMP_LFS,Y_GE16,M,,,,ES01901,PT,ES01901,65.4
2015,EU_EMP_LFS,Y_GE16,M,,,,ES01901,PT,ES01901,64.4
2010,EU_EMP_LFS,Y_GE16,M,,,,ES01901,PT,ES01901,68.4
2020,EU_EMP_LFS,Y_GE16,M,,,,ES01901,PT,ES01901,63.8
2018,EU_EMP_LFS,Y_GE16,M,,,,ES01901,PT,ES01901,66.4
2016,EU_EMP_LFS,Y_GE16,M,,,,ES01901,PT,ES01901,64.6
2023,EU_EMP_LFS,Y_GE16,M,,,,ES01901,PT,ES01901,60.7
2015,EU_EMP_LFS,Y_GE16,M,,,,ES20046,PT,ES20046,67.9
2016,EU_EMP_LFS,Y_GE16,M,,,,ES20046,PT,ES20046,68.4
2022,EU_EMP_LFS,Y_GE16,M,,,,ES20046,PT,ES20046,72.3
2010,EU_EMP_LFS,Y_GE16,M,,,,ES20046,PT,ES20046,72.9
2018,EU_EMP_LFS,Y_GE16,M,,,,ES20046,PT,ES20046,71.7
2023,EU_EMP_LFS,Y_GE16,M,,,,ES20046,PT,ES20046,72.1
2019,EU_EMP_LFS,Y_GE16,M,,,,ES20046,PT,ES20046,71.1
2021,EU_EMP_LFS,Y_GE16,M,,,,ES20046,PT,ES20046,69.2
2020,EU_EMP_LFS,Y_GE16,M,,,,ES20046,PT,ES20046,72.2
2010,EU_EMP_LFS,Y_GE16,M,,,,ES01027,PT,ES01027,66.9
2019,EU_EMP_LFS,Y_GE16,M,,,,ES01027,PT,ES01027,64.3
2021,EU_EMP_LFS,Y_GE16,M,,,,ES01027,PT,ES01027,62.2
2015,EU_EMP_LFS,Y_GE16,M,,,,ES01027,PT,ES01027,61.9
2020,EU_EMP_LFS,Y_GE16,M,,,,ES01027,PT,ES01027,63.3
2016,EU_EMP_LFS,Y_GE16,M,,,,ES01027,PT,ES01027,62.5
2018,EU_EMP_LFS,Y_GE16,M,,,,ES01027,PT,ES01027,62.6
2022,EU_EMP_LFS,Y_GE16,M,,,,ES01027,PT,ES01027,65.4
2023,EU_EMP_LFS,Y_GE16,M,,,,ES01027,PT,ES01027,58.8
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48049,PT,ES48049,56.4
2018,EU_EMP_LFS,Y_GE16,M,,,,ES48049,PT,ES48049,51.9
2021,EU_EMP_LFS,Y_GE16,M,,,,ES48049,PT,ES48049,49.2
2020,EU_EMP_LFS,Y_GE16,M,,,,ES48049,PT,ES48049,50.3
2022,EU_EMP_LFS,Y_GE16,M,,,,ES48049,PT,ES48049,48.6
2016,EU_EMP_LFS,Y_GE16,M,,,,ES48049,PT,ES48049,53.6
2023,EU_EMP_LFS,Y_GE16,M,,,,ES48049,PT,ES48049,47.5
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48049,PT,ES48049,59.9
2019,EU_EMP_LFS,Y_GE16,M,,,,ES48049,PT,ES48049,51.4
2023,EU_EMP_LFS,Y_GE16,M,,,,ES20047,PT,ES20047,60.5
2020,EU_EMP_LFS,Y_GE16,M,,,,ES20047,PT,ES20047,58.0
2010,EU_EMP_LFS,Y_GE16,M,,,,ES20047,PT,ES20047,60.3
2015,EU_EMP_LFS,Y_GE16,M,,,,ES20047,PT,ES20047,58.1
2016,EU_EMP_LFS,Y_GE16,M,,,,ES20047,PT,ES20047,57.9
2022,EU_EMP_LFS,Y_GE16,M,,,,ES20047,PT,ES20047,57.4
2021,EU_EMP_LFS,Y_GE16,M,,,,ES20047,PT,ES20047,55.0
2018,EU_EMP_LFS,Y_GE16,M,,,,ES20047,PT,ES20047,59.6
2019,EU_EMP_LFS,Y_GE16,M,,,,ES20047,PT,ES20047,55.6
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48910,PT,ES48910,51.3
2018,EU_EMP_LFS,Y_GE16,M,,,,ES48910,PT,ES48910,54.5
2022,EU_EMP_LFS,Y_GE16,M,,,,ES48910,PT,ES48910,56.7
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48910,PT,ES48910,56.3
2023,EU_EMP_LFS,Y_GE16,M,,,,ES48910,PT,ES48910,56.4
2019,EU_EMP_LFS,Y_GE16,M,,,,ES48910,PT,ES48910,55.6
2021,EU_EMP_LFS,Y_GE16,M,,,,ES48910,PT,ES48910,53.6
2020,EU_EMP_LFS,Y_GE16,M,,,,ES48910,PT,ES48910,53.3
2016,EU_EMP_LFS,Y_GE16,M,,,,ES48910,PT,ES48910,53.0
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48050,PT,ES48050,62.0
2018,EU_EMP_LFS,Y_GE16,M,,,,ES48050,PT,ES48050,53.1
2019,EU_EMP_LFS,Y_GE16,M,,,,ES48050,PT,ES48050,52.6
2016,EU_EMP_LFS,Y_GE16,M,,,,ES48050,PT,ES48050,56.7
2023,EU_EMP_LFS,Y_GE16,M,,,,ES48050,PT,ES48050,48.9
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48050,PT,ES48050,58.9
2021,EU_EMP_LFS,Y_GE16,M,,,,ES48050,PT,ES48050,49.3
2020,EU_EMP_LFS,Y_GE16,M,,,,ES48050,PT,ES48050,45.5
2022,EU_EMP_LFS,Y_GE16,M,,,,ES48050,PT,ES48050,52.6
2023,EU_EMP_LFS,Y_GE16,M,,,,ES48022,PT,ES48022,48.4
2021,EU_EMP_LFS,Y_GE16,M,,,,ES48022,PT,ES48022,46.7
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48022,PT,ES48022,51.7
2016,EU_EMP_LFS,Y_GE16,M,,,,ES48022,PT,ES48022,44.5
2020,EU_EMP_LFS,Y_GE16,M,,,,ES48022,PT,ES48022,45.0
2019,EU_EMP_LFS,Y_GE16,M,,,,ES48022,PT,ES48022,45.8
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48022,PT,ES48022,46.1
2022,EU_EMP_LFS,Y_GE16,M,,,,ES48022,PT,ES48022,47.8
2018,EU_EMP_LFS,Y_GE16,M,,,,ES48022,PT,ES48022,45.1
2023,EU_EMP_LFS,Y_GE16,M,,,,ES48907,PT,ES48907,56.2
2021,EU_EMP_LFS,Y_GE16,M,,,,ES48907,PT,ES48907,59.5
2018,EU_EMP_LFS,Y_GE16,M,,,,ES48907,PT,ES48907,63.0
2016,EU_EMP_LFS,Y_GE16,M,,,,ES48907,PT,ES48907,60.5
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48907,PT,ES48907,63.8
2020,EU_EMP_LFS,Y_GE16,M,,,,ES48907,PT,ES48907,59.0
2022,EU_EMP_LFS,Y_GE16,M,,,,ES48907,PT,ES48907,58.5
2019,EU_EMP_LFS,Y_GE16,M,,,,ES48907,PT,ES48907,60.8
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48907,PT,ES48907,58.7
2015,EU_EMP_LFS,Y_GE16,M,,,,ES01019,PT,ES01019,50.6
2023,EU_EMP_LFS,Y_GE16,M,,,,ES01019,PT,ES01019,56.5
2021,EU_EMP_LFS,Y_GE16,M,,,,ES01019,PT,ES01019,45.9
2010,EU_EMP_LFS,Y_GE16,M,,,,ES01019,PT,ES01019,52.4
2018,EU_EMP_LFS,Y_GE16,M,,,,ES01019,PT,ES01019,54.2
2019,EU_EMP_LFS,Y_GE16,M,,,,ES01019,PT,ES01019,54.8
2016,EU_EMP_LFS,Y_GE16,M,,,,ES01019,PT,ES01019,47.6
2022,EU_EMP_LFS,Y_GE16,M,,,,ES01019,PT,ES01019,55.3
2020,EU_EMP_LFS,Y_GE16,M,,,,ES01019,PT,ES01019,52.4
2023,EU_EMP_LFS,Y_GE16,M,,,,ES01020,PT,ES01020,58.5
2018,EU_EMP_LFS,Y_GE16,M,,,,ES01020,PT,ES01020,57.8
2019,EU_EMP_LFS,Y_GE16,M,,,,ES01020,PT,ES01020,55.7
2016,EU_EMP_LFS,Y_GE16,M,,,,ES01020,PT,ES01020,57.0
2021,EU_EMP_LFS,Y_GE16,M,,,,ES01020,PT,ES01020,57.2
2015,EU_EMP_LFS,Y_GE16,M,,,,ES01020,PT,ES01020,55.7
2022,EU_EMP_LFS,Y_GE16,M,,,,ES01020,PT,ES01020,56.7
2010,EU_EMP_LFS,Y_GE16,M,,,,ES01020,PT,ES01020,64.0
2020,EU_EMP_LFS,Y_GE16,M,,,,ES01020,PT,ES01020,53.4
2019,EU_EMP_LFS,Y_GE16,M,,,,ES01028,PT,ES01028,49.8
2020,EU_EMP_LFS,Y_GE16,M,,,,ES01028,PT,ES01028,49.6
2015,EU_EMP_LFS,Y_GE16,M,,,,ES01028,PT,ES01028,49.6
2016,EU_EMP_LFS,Y_GE16,M,,,,ES01028,PT,ES01028,49.3
2010,EU_EMP_LFS,Y_GE16,M,,,,ES01028,PT,ES01028,51.8
2023,EU_EMP_LFS,Y_GE16,M,,,,ES01028,PT,ES01028,55.6
2021,EU_EMP_LFS,Y_GE16,M,,,,ES01028,PT,ES01028,50.1
2018,EU_EMP_LFS,Y_GE16,M,,,,ES01028,PT,ES01028,48.5
2022,EU_EMP_LFS,Y_GE16,M,,,,ES01028,PT,ES01028,56.2
2021,EU_EMP_LFS,Y_GE16,M,,,,ES01030,PT,ES01030,44.2
2015,EU_EMP_LFS,Y_GE16,M,,,,ES01030,PT,ES01030,47.7
2018,EU_EMP_LFS,Y_GE16,M,,,,ES01030,PT,ES01030,40.2
2020,EU_EMP_LFS,Y_GE16,M,,,,ES01030,PT,ES01030,40.7
2016,EU_EMP_LFS,Y_GE16,M,,,,ES01030,PT,ES01030,47.7
2019,EU_EMP_LFS,Y_GE16,M,,,,ES01030,PT,ES01030,39.5
2010,EU_EMP_LFS,Y_GE16,M,,,,ES01030,PT,ES01030,42.7
2023,EU_EMP_LFS,Y_GE16,M,,,,ES01030,PT,ES01030,46.7
2022,EU_EMP_LFS,Y_GE16,M,,,,ES01030,PT,ES01030,46.7
2016,EU_EMP_LFS,Y_GE16,M,,,,ES01031,PT,ES01031,56.1
2020,EU_EMP_LFS,Y_GE16,M,,,,ES01031,PT,ES01031,57.6
2023,EU_EMP_LFS,Y_GE16,M,,,,ES01031,PT,ES01031,56.0
2022,EU_EMP_LFS,Y_GE16,M,,,,ES01031,PT,ES01031,57.6
2019,EU_EMP_LFS,Y_GE16,M,,,,ES01031,PT,ES01031,58.4
2015,EU_EMP_LFS,Y_GE16,M,,,,ES01031,PT,ES01031,58.6
2021,EU_EMP_LFS,Y_GE16,M,,,,ES01031,PT,ES01031,56.3
2018,EU_EMP_LFS,Y_GE16,M,,,,ES01031,PT,ES01031,58.4
2010,EU_EMP_LFS,Y_GE16,M,,,,ES01031,PT,ES01031,60.2
2018,EU_EMP_LFS,Y_GE16,M,,,,ES01032,PT,ES01032,50.6
2016,EU_EMP_LFS,Y_GE16,M,,,,ES01032,PT,ES01032,48.7
2010,EU_EMP_LFS,Y_GE16,M,,,,ES01032,PT,ES01032,55.4
2022,EU_EMP_LFS,Y_GE16,M,,,,ES01032,PT,ES01032,54.4
2019,EU_EMP_LFS,Y_GE16,M,,,,ES01032,PT,ES01032,55.6
2020,EU_EMP_LFS,Y_GE16,M,,,,ES01032,PT,ES01032,52.0
2021,EU_EMP_LFS,Y_GE16,M,,,,ES01032,PT,ES01032,52.3
2015,EU_EMP_LFS,Y_GE16,M,,,,ES01032,PT,ES01032,51.3
2023,EU_EMP_LFS,Y_GE16,M,,,,ES01032,PT,ES01032,52.3
2015,EU_EMP_LFS,Y_GE16,M,,,,ES48051,PT,ES48051,39.9
2020,EU_EMP_LFS,Y_GE16,M,,,,ES48051,PT,ES48051,43.5
2010,EU_EMP_LFS,Y_GE16,M,,,,ES48051,PT,ES48051,34.8
