Year,Sexo,Edad,Residencia,Personas sin y con discapacidad,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2020,,16 años y más,,,,,Oiartzun,%,Oiartzun,6.6
2018,,16 años y más,,,,,Okondo,%,Okondo,11.6
2019,,16 años y más,,,,,Okondo,%,Okondo,10.2
2020,,16 años y más,,,,,Okondo,%,Okondo,10.9
2010,,16 años y más,,,,,Okondo,%,Okondo,9.3
2015,,16 años y más,,,,,Okondo,%,Okondo,13.9
2021,,16 años y más,,,,,Okondo,%,Okondo,9.3
2016,,16 años y más,,,,,Okondo,%,Okondo,16.3
2021,,16 años y más,,,,,Olaberria,%,Olaberria,8.5
2010,,16 años y más,,,,,Olaberria,%,Olaberria,7.7
2019,,16 años y más,,,,,Olaberria,%,Olaberria,8.7
2018,,16 años y más,,,,,Olaberria,%,Olaberria,10.0
2016,,16 años y más,,,,,Olaberria,%,Olaberria,12.4
2015,,16 años y más,,,,,Olaberria,%,Olaberria,13.1
2020,,16 años y más,,,,,Olaberria,%,Olaberria,8.8
2019,,16 años y más,,,,,Ondarroa,%,Ondarroa,13.2
2015,,16 años y más,,,,,Ondarroa,%,Ondarroa,20.7
2016,,16 años y más,,,,,Ondarroa,%,Ondarroa,16.7
2010,,16 años y más,,,,,Ondarroa,%,Ondarroa,11.5
2021,,16 años y más,,,,,Ondarroa,%,Ondarroa,14.7
2018,,16 años y más,,,,,Ondarroa,%,Ondarroa,13.8
2020,,16 años y más,,,,,Ondarroa,%,Ondarroa,12.0
2019,,16 años y más,,,,,Oñati,%,Oñati,5.5
2010,,16 años y más,,,,,Oñati,%,Oñati,6.3
2018,,16 años y más,,,,,Oñati,%,Oñati,5.8
2015,,16 años y más,,,,,Oñati,%,Oñati,8.8
2021,,16 años y más,,,,,Oñati,%,Oñati,6.7
2020,,16 años y más,,,,,Oñati,%,Oñati,5.5
2016,,16 años y más,,,,,Oñati,%,Oñati,8.2
2010,,16 años y más,,,,,Ordizia,%,Ordizia,8.9
2020,,16 años y más,,,,,Ordizia,%,Ordizia,8.4
2016,,16 años y más,,,,,Ordizia,%,Ordizia,13.1
2021,,16 años y más,,,,,Ordizia,%,Ordizia,9.2
2018,,16 años y más,,,,,Ordizia,%,Ordizia,9.5
2019,,16 años y más,,,,,Ordizia,%,Ordizia,8.5
2015,,16 años y más,,,,,Ordizia,%,Ordizia,14.9
2019,,16 años y más,,,,,Orendain,%,Orendain,3.8
2018,,16 años y más,,,,,Orendain,%,Orendain,3.8
2015,,16 años y más,,,,,Orendain,%,Orendain,8.0
2021,,16 años y más,,,,,Orendain,%,Orendain,2.5
2010,,16 años y más,,,,,Orendain,%,Orendain,4.6
2020,,16 años y más,,,,,Orendain,%,Orendain,2.8
2016,,16 años y más,,,,,Orendain,%,Orendain,5.7
2015,,16 años y más,,,,,Orexa,%,Orexa,5.4
2016,,16 años y más,,,,,Orexa,%,Orexa,1.7
2010,,16 años y más,,,,,Orexa,%,Orexa,7.9
2021,,16 años y más,,,,,Orexa,%,Orexa,2.0
2018,,16 años y más,,,,,Orexa,%,Orexa,1.9
2019,,16 años y más,,,,,Orexa,%,Orexa,3.7
2020,,16 años y más,,,,,Orexa,%,Orexa,5.6
2016,,16 años y más,,,,,Orio,%,Orio,13.7
2019,,16 años y más,,,,,Orio,%,Orio,9.5
2021,,16 años y más,,,,,Orio,%,Orio,10.5
2018,,16 años y más,,,,,Orio,%,Orio,10.9
2010,,16 años y más,,,,,Orio,%,Orio,8.0
2020,,16 años y más,,,,,Orio,%,Orio,10.1
2015,,16 años y más,,,,,Orio,%,Orio,15.9
2016,,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,10.6
2018,,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,10.2
2021,,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,7.5
2020,,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,7.0
2019,,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,7.0
2010,,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,7.7
2015,,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,11.2
2021,,16 años y más,,,,,Orozko,%,Orozko,10.5
2010,,16 años y más,,,,,Orozko,%,Orozko,6.3
2020,,16 años y más,,,,,Orozko,%,Orozko,9.5
2018,,16 años y más,,,,,Orozko,%,Orozko,10.0
2019,,16 años y más,,,,,Orozko,%,Orozko,8.9
2016,,16 años y más,,,,,Orozko,%,Orozko,12.4
2015,,16 años y más,,,,,Orozko,%,Orozko,12.6
2010,,16 años y más,,,,,Ortuella,%,Ortuella,9.5
2019,,16 años y más,,,,,Ortuella,%,Ortuella,14.1
2015,,16 años y más,,,,,Ortuella,%,Ortuella,19.7
2016,,16 años y más,,,,,Ortuella,%,Ortuella,19.9
2020,,16 años y más,,,,,Ortuella,%,Ortuella,12.6
2018,,16 años y más,,,,,Ortuella,%,Ortuella,15.0
2021,,16 años y más,,,,,Ortuella,%,Ortuella,15.2
2020,,16 años y más,,,,,Otxandio,%,Otxandio,7.8
2019,,16 años y más,,,,,Otxandio,%,Otxandio,8.1
2010,,16 años y más,,,,,Otxandio,%,Otxandio,8.3
2021,,16 años y más,,,,,Otxandio,%,Otxandio,9.0
2015,,16 años y más,,,,,Otxandio,%,Otxandio,11.9
2018,,16 años y más,,,,,Otxandio,%,Otxandio,9.0
2016,,16 años y más,,,,,Otxandio,%,Otxandio,12.3
2016,,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,25.0
2015,,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,24.7
2010,,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,20.8
2019,,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,19.2
2018,,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,20.0
2021,,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,16.5
2020,,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,17.2
2015,,16 años y más,,,,,Pasaia,%,Pasaia,17.2
2021,,16 años y más,,,,,Pasaia,%,Pasaia,11.8
2020,,16 años y más,,,,,Pasaia,%,Pasaia,10.5
2019,,16 años y más,,,,,Pasaia,%,Pasaia,11.3
2016,,16 años y más,,,,,Pasaia,%,Pasaia,15.7
2018,,16 años y más,,,,,Pasaia,%,Pasaia,12.4
2010,,16 años y más,,,,,Pasaia,%,Pasaia,10.6
2021,,16 años y más,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,4.4
2015,,16 años y más,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,8.6
2010,,16 años y más,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,11.5
2019,,16 años y más,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,6.7
2018,,16 años y más,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,6.6
2020,,16 años y más,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,6.6
2016,,16 años y más,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,4.0
2019,,16 años y más,,,,,Plentzia,%,Plentzia,10.8
2020,,16 años y más,,,,,Plentzia,%,Plentzia,10.9
2015,,16 años y más,,,,,Plentzia,%,Plentzia,17.1
2018,,16 años y más,,,,,Plentzia,%,Plentzia,11.2
2016,,16 años y más,,,,,Plentzia,%,Plentzia,14.9
2010,,16 años y más,,,,,Plentzia,%,Plentzia,9.6
2021,,16 años y más,,,,,Plentzia,%,Plentzia,10.9
2020,,16 años y más,,,,,Portugalete,%,Portugalete,13.0
2018,,16 años y más,,,,,Portugalete,%,Portugalete,14.2
2021,,16 años y más,,,,,Portugalete,%,Portugalete,13.9
2019,,16 años y más,,,,,Portugalete,%,Portugalete,13.0
2015,,16 años y más,,,,,Portugalete,%,Portugalete,17.4
2010,,16 años y más,,,,,Portugalete,%,Portugalete,10.3
2016,,16 años y más,,,,,Portugalete,%,Portugalete,17.6
2020,,16 años y más,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,9.2
2021,,16 años y más,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,10.8
2018,,16 años y más,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,13.6
2015,,16 años y más,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,18.8
2019,,16 años y más,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,10.9
2010,,16 años y más,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,14.6
2016,,16 años y más,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,15.4
2018,,16 años y más,,,,,Samaniego,%,Samaniego,1.9
2010,,16 años y más,,,,,Samaniego,%,Samaniego,2.6
2020,,16 años y más,,,,,Samaniego,%,Samaniego,2.9
2016,,16 años y más,,,,,Samaniego,%,Samaniego,5.9
2015,,16 años y más,,,,,Samaniego,%,Samaniego,8.6
2021,,16 años y más,,,,,Samaniego,%,Samaniego,8.3
2019,,16 años y más,,,,,Samaniego,%,Samaniego,5.6
2020,,16 años y más,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,7.2
2021,,16 años y más,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,5.5
2015,,16 años y más,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,11.3
2016,,16 años y más,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,8.9
2010,,16 años y más,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,7.4
2019,,16 años y más,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,7.3
2018,,16 años y más,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,7.8
2020,,16 años y más,,,,,Santurtzi,%,Santurtzi,13.8
2018,,16 años y más,,,,,Santurtzi,%,Santurtzi,16.1
2016,,16 años y más,,,,,Santurtzi,%,Santurtzi,20.0
2010,,16 años y más,,,,,Santurtzi,%,Santurtzi,11.2
2015,,16 años y más,,,,,Santurtzi,%,Santurtzi,19.6
2019,,16 años y más,,,,,Santurtzi,%,Santurtzi,14.9
2021,,16 años y más,,,,,Santurtzi,%,Santurtzi,15.0
2018,,16 años y más,,,,,Segura,%,Segura,7.7
2010,,16 años y más,,,,,Segura,%,Segura,8.0
2019,,16 años y más,,,,,Segura,%,Segura,6.7
2015,,16 años y más,,,,,Segura,%,Segura,9.2
2021,,16 años y más,,,,,Segura,%,Segura,6.0
2020,,16 años y más,,,,,Segura,%,Segura,6.7
2016,,16 años y más,,,,,Segura,%,Segura,8.7
2016,,16 años y más,,,,,Sestao,%,Sestao,23.9
2015,,16 años y más,,,,,Sestao,%,Sestao,22.5
2020,,16 años y más,,,,,Sestao,%,Sestao,15.6
2019,,16 años y más,,,,,Sestao,%,Sestao,17.3
2021,,16 años y más,,,,,Sestao,%,Sestao,16.9
2010,,16 años y más,,,,,Sestao,%,Sestao,12.6
2018,,16 años y más,,,,,Sestao,%,Sestao,18.7
2018,,16 años y más,,,,,Sondika,%,Sondika,8.6
2010,,16 años y más,,,,,Sondika,%,Sondika,7.3
2015,,16 años y más,,,,,Sondika,%,Sondika,13.1
2019,,16 años y más,,,,,Sondika,%,Sondika,9.0
2020,,16 años y más,,,,,Sondika,%,Sondika,7.8
2021,,16 años y más,,,,,Sondika,%,Sondika,9.1
2016,,16 años y más,,,,,Sondika,%,Sondika,12.2
2010,,16 años y más,,,,,Sopela,%,Sopela,9.5
2016,,16 años y más,,,,,Sopela,%,Sopela,13.2
2015,,16 años y más,,,,,Sopela,%,Sopela,14.8
2021,,16 años y más,,,,,Sopela,%,Sopela,10.9
2018,,16 años y más,,,,,Sopela,%,Sopela,10.4
2020,,16 años y más,,,,,Sopela,%,Sopela,9.0
2019,,16 años y más,,,,,Sopela,%,Sopela,9.5
2010,,16 años y más,,,,,Sopuerta,%,Sopuerta,10.3
2021,,16 años y más,,,,,Sopuerta,%,Sopuerta,11.1
2015,,16 años y más,,,,,Sopuerta,%,Sopuerta,17.6
2018,,16 años y más,,,,,Sopuerta,%,Sopuerta,11.6
2020,,16 años y más,,,,,Sopuerta,%,Sopuerta,8.4
2019,,16 años y más,,,,,Sopuerta,%,Sopuerta,10.2
2016,,16 años y más,,,,,Sopuerta,%,Sopuerta,15.0
2016,,16 años y más,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,18.0
2020,,16 años y más,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,12.2
2015,,16 años y más,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,17.7
2010,,16 años y más,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,9.6
2018,,16 años y más,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,14.4
2021,,16 años y más,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,13.0
2019,,16 años y más,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,12.8
2015,,16 años y más,,,,,Sukarrieta,%,Sukarrieta,15.2
2010,,16 años y más,,,,,Sukarrieta,%,Sukarrieta,9.0
2016,,16 años y más,,,,,Sukarrieta,%,Sukarrieta,16.3
2020,,16 años y más,,,,,Sukarrieta,%,Sukarrieta,11.8
2018,,16 años y más,,,,,Sukarrieta,%,Sukarrieta,12.4
2021,,16 años y más,,,,,Sukarrieta,%,Sukarrieta,10.7
2019,,16 años y más,,,,,Sukarrieta,%,Sukarrieta,14.7
2019,,16 años y más,,,,,Tolosa,%,Tolosa,7.9
2015,,16 años y más,,,,,Tolosa,%,Tolosa,13.5
2018,,16 años y más,,,,,Tolosa,%,Tolosa,9.4
2021,,16 años y más,,,,,Tolosa,%,Tolosa,8.0
2016,,16 años y más,,,,,Tolosa,%,Tolosa,12.2
2010,,16 años y más,,,,,Tolosa,%,Tolosa,7.5
2020,,16 años y más,,,,,Tolosa,%,Tolosa,7.3
2016,,16 años y más,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,22.6
2021,,16 años y más,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,15.8
2010,,16 años y más,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,11.6
2015,,16 años y más,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,17.6
2018,,16 años y más,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,21.5
2020,,16 años y más,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,11.6
2019,,16 años y más,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,15.0
2015,,16 años y más,,,,,Ubide,%,Ubide,10.6
2018,,16 años y más,,,,,Ubide,%,Ubide,8.8
2016,,16 años y más,,,,,Ubide,%,Ubide,9.9
2019,,16 años y más,,,,,Ubide,%,Ubide,11.0
2010,,16 años y más,,,,,Ubide,%,Ubide,5.4
2021,,16 años y más,,,,,Ubide,%,Ubide,15.1
2020,,16 años y más,,,,,Ubide,%,Ubide,8.1
2010,,16 años y más,,,,,Ugao-Miraballes,%,Ugao-Miraballes,7.6
2016,,16 años y más,,,,,Ugao-Miraballes,%,Ugao-Miraballes,17.2
2015,,16 años y más,,,,,Ugao-Miraballes,%,Ugao-Miraballes,15.5
2020,,16 años y más,,,,,Ugao-Miraballes,%,Ugao-Miraballes,9.6
2021,,16 años y más,,,,,Ugao-Miraballes,%,Ugao-Miraballes,10.8
2018,,16 años y más,,,,,Ugao-Miraballes,%,Ugao-Miraballes,12.1
2019,,16 años y más,,,,,Ugao-Miraballes,%,Ugao-Miraballes,10.7
2019,,16 años y más,,,,,Urduliz,%,Urduliz,9.2
2018,,16 años y más,,,,,Urduliz,%,Urduliz,9.9
2021,,16 años y más,,,,,Urduliz,%,Urduliz,10.0
2010,,16 años y más,,,,,Urduliz,%,Urduliz,8.8
2016,,16 años y más,,,,,Urduliz,%,Urduliz,12.1
2020,,16 años y más,,,,,Urduliz,%,Urduliz,9.5
2015,,16 años y más,,,,,Urduliz,%,Urduliz,14.2
2020,,16 años y más,,,,,Urduña/Orduña,%,Urduña/Orduña,13.4
2019,,16 años y más,,,,,Urduña/Orduña,%,Urduña/Orduña,14.9
2018,,16 años y más,,,,,Urduña/Orduña,%,Urduña/Orduña,14.5
2010,,16 años y más,,,,,Urduña/Orduña,%,Urduña/Orduña,10.2
2016,,16 años y más,,,,,Urduña/Orduña,%,Urduña/Orduña,19.3
2021,,16 años y más,,,,,Urduña/Orduña,%,Urduña/Orduña,14.2
2015,,16 años y más,,,,,Urduña/Orduña,%,Urduña/Orduña,19.1
2015,,16 años y más,,,,,Urkabustaiz,%,Urkabustaiz,13.3
2019,,16 años y más,,,,,Urkabustaiz,%,Urkabustaiz,9.9
2021,,16 años y más,,,,,Urkabustaiz,%,Urkabustaiz,10.9
2010,,16 años y más,,,,,Urkabustaiz,%,Urkabustaiz,6.4
2020,,16 años y más,,,,,Urkabustaiz,%,Urkabustaiz,9.3
2016,,16 años y más,,,,,Urkabustaiz,%,Urkabustaiz,11.2
2018,,16 años y más,,,,,Urkabustaiz,%,Urkabustaiz,9.1
2015,,16 años y más,,,,,Urnieta,%,Urnieta,11.9
2020,,16 años y más,,,,,Urnieta,%,Urnieta,6.7
2019,,16 años y más,,,,,Urnieta,%,Urnieta,7.3
2016,,16 años y más,,,,,Urnieta,%,Urnieta,11.7
2018,,16 años y más,,,,,Urnieta,%,Urnieta,8.0
2021,,16 años y más,,,,,Urnieta,%,Urnieta,8.9
2010,,16 años y más,,,,,Urnieta,%,Urnieta,7.6
2015,,16 años y más,,,,,Urretxu,%,Urretxu,13.0
2021,,16 años y más,,,,,Urretxu,%,Urretxu,8.5
2016,,16 años y más,,,,,Urretxu,%,Urretxu,11.0
2010,,16 años y más,,,,,Urretxu,%,Urretxu,7.0
2018,,16 años y más,,,,,Urretxu,%,Urretxu,9.1
2019,,16 años y más,,,,,Urretxu,%,Urretxu,8.0
2020,,16 años y más,,,,,Urretxu,%,Urretxu,7.6
2015,,16 años y más,,,,,Usurbil,%,Usurbil,12.2
2020,,16 años y más,,,,,Usurbil,%,Usurbil,7.0
2021,,16 años y más,,,,,Usurbil,%,Usurbil,8.2
2010,,16 años y más,,,,,Usurbil,%,Usurbil,7.3
2018,,16 años y más,,,,,Usurbil,%,Usurbil,8.6
2019,,16 años y más,,,,,Usurbil,%,Usurbil,7.4
2016,,16 años y más,,,,,Usurbil,%,Usurbil,10.9
2021,,16 años y más,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,16.0
2018,,16 años y más,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,9.2
2019,,16 años y más,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,9.8
2010,,16 años y más,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,10.0
2016,,16 años y más,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,14.4
2020,,16 años y más,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,11.5
2015,,16 años y más,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,14.6
2015,,16 años y más,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,17.5
2021,,16 años y más,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,12.3
2010,,16 años y más,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,9.6
2018,,16 años y más,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,13.7
2019,,16 años y más,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,12.4
2020,,16 años y más,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,11.2
2016,,16 años y más,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,17.2
2016,,16 años y más,,,,,Villabona,%,Villabona,14.2
2010,,16 años y más,,,,,Villabona,%,Villabona,9.3
2020,,16 años y más,,,,,Villabona,%,Villabona,9.2
2021,,16 años y más,,,,,Villabona,%,Villabona,10.4
2018,,16 años y más,,,,,Villabona,%,Villabona,11.1
2019,,16 años y más,,,,,Villabona,%,Villabona,8.7
2015,,16 años y más,,,,,Villabona,%,Villabona,14.8
2018,,16 años y más,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,4.3
2021,,16 años y más,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,10.3
2020,,16 años y más,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,6.6
2010,,16 años y más,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,7.0
2019,,16 años y más,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,2.9
2016,,16 años y más,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,6.6
2015,,16 años y más,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,9.7
2015,,16 años y más,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,15.8
2020,,16 años y más,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,10.5
2010,,16 años y más,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,10.0
2018,,16 años y más,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,11.9
2021,,16 años y más,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,12.1
2016,,16 años y más,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,15.0
2019,,16 años y más,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,11.2
2020,,16 años y más,,,,,Yécora/Iekora,%,Yécora/Iekora,11.2
2019,,16 años y más,,,,,Yécora/Iekora,%,Yécora/Iekora,8.2
2010,,16 años y más,,,,,Yécora/Iekora,%,Yécora/Iekora,12.3
2021,,16 años y más,,,,,Yécora/Iekora,%,Yécora/Iekora,9.8
2015,,16 años y más,,,,,Yécora/Iekora,%,Yécora/Iekora,20.2
2016,,16 años y más,,,,,Yécora/Iekora,%,Yécora/Iekora,17.3
2018,,16 años y más,,,,,Yécora/Iekora,%,Yécora/Iekora,9.2
2021,,16 años y más,,,,,Zaldibar,%,Zaldibar,9.5
2015,,16 años y más,,,,,Zaldibar,%,Zaldibar,13.8
2010,,16 años y más,,,,,Zaldibar,%,Zaldibar,8.8
2019,,16 años y más,,,,,Zaldibar,%,Zaldibar,9.7
2020,,16 años y más,,,,,Zaldibar,%,Zaldibar,7.3
2018,,16 años y más,,,,,Zaldibar,%,Zaldibar,9.9
2016,,16 años y más,,,,,Zaldibar,%,Zaldibar,12.9
2019,,16 años y más,,,,,Zaldibia,%,Zaldibia,6.3
2021,,16 años y más,,,,,Zaldibia,%,Zaldibia,9.1
2018,,16 años y más,,,,,Zaldibia,%,Zaldibia,5.5
2015,,16 años y más,,,,,Zaldibia,%,Zaldibia,12.7
2020,,16 años y más,,,,,Zaldibia,%,Zaldibia,5.7
2016,,16 años y más,,,,,Zaldibia,%,Zaldibia,10.1
2010,,16 años y más,,,,,Zaldibia,%,Zaldibia,6.8
2010,,16 años y más,,,,,Zalduondo,%,Zalduondo,5.6
2016,,16 años y más,,,,,Zalduondo,%,Zalduondo,10.6
2015,,16 años y más,,,,,Zalduondo,%,Zalduondo,11.4
2021,,16 años y más,,,,,Zalduondo,%,Zalduondo,8.3
2019,,16 años y más,,,,,Zalduondo,%,Zalduondo,3.9
2020,,16 años y más,,,,,Zalduondo,%,Zalduondo,6.4
2018,,16 años y más,,,,,Zalduondo,%,Zalduondo,6.8
2019,,16 años y más,,,,,Zalla,%,Zalla,13.6
2016,,16 años y más,,,,,Zalla,%,Zalla,20.4
2018,,16 años y más,,,,,Zalla,%,Zalla,14.8
2015,,16 años y más,,,,,Zalla,%,Zalla,20.6
2021,,16 años y más,,,,,Zalla,%,Zalla,13.3
2020,,16 años y más,,,,,Zalla,%,Zalla,12.9
2010,,16 años y más,,,,,Zalla,%,Zalla,9.9
2010,,16 años y más,,,,,Zambrana,%,Zambrana,13.5
2015,,16 años y más,,,,,Zambrana,%,Zambrana,24.5
2019,,16 años y más,,,,,Zambrana,%,Zambrana,14.6
2021,,16 años y más,,,,,Zambrana,%,Zambrana,14.1
2018,,16 años y más,,,,,Zambrana,%,Zambrana,19.6
2020,,16 años y más,,,,,Zambrana,%,Zambrana,10.6
2016,,16 años y más,,,,,Zambrana,%,Zambrana,19.1
2020,,16 años y más,,,,,Zamudio,%,Zamudio,8.5
2019,,16 años y más,,,,,Zamudio,%,Zamudio,9.5
2016,,16 años y más,,,,,Zamudio,%,Zamudio,12.9
2015,,16 años y más,,,,,Zamudio,%,Zamudio,14.6
2018,,16 años y más,,,,,Zamudio,%,Zamudio,9.8
2021,,16 años y más,,,,,Zamudio,%,Zamudio,9.8
2010,,16 años y más,,,,,Zamudio,%,Zamudio,8.9
2021,,16 años y más,,,,,Zaratamo,%,Zaratamo,13.1
2020,,16 años y más,,,,,Zaratamo,%,Zaratamo,11.4
2010,,16 años y más,,,,,Zaratamo,%,Zaratamo,8.9
2015,,16 años y más,,,,,Zaratamo,%,Zaratamo,17.3
2018,,16 años y más,,,,,Zaratamo,%,Zaratamo,12.9
2016,,16 años y más,,,,,Zaratamo,%,Zaratamo,16.4
2019,,16 años y más,,,,,Zaratamo,%,Zaratamo,13.2
2010,,16 años y más,,,,,Zarautz,%,Zarautz,9.1
2015,,16 años y más,,,,,Zarautz,%,Zarautz,13.8
2020,,16 años y más,,,,,Zarautz,%,Zarautz,7.3
2021,,16 años y más,,,,,Zarautz,%,Zarautz,8.4
2019,,16 años y más,,,,,Zarautz,%,Zarautz,7.6
2018,,16 años y más,,,,,Zarautz,%,Zarautz,8.6
2016,,16 años y más,,,,,Zarautz,%,Zarautz,12.5
2019,,16 años y más,,,,,Zeanuri,%,Zeanuri,6.9
2021,,16 años y más,,,,,Zeanuri,%,Zeanuri,8.4
2020,,16 años y más,,,,,Zeanuri,%,Zeanuri,6.3
2015,,16 años y más,,,,,Zeanuri,%,Zeanuri,9.4
2016,,16 años y más,,,,,Zeanuri,%,Zeanuri,7.1
2010,,16 años y más,,,,,Zeanuri,%,Zeanuri,6.7
2018,,16 años y más,,,,,Zeanuri,%,Zeanuri,6.5
2021,,16 años y más,,,,,Zeberio,%,Zeberio,9.0
2019,,16 años y más,,,,,Zeberio,%,Zeberio,8.3
2018,,16 años y más,,,,,Zeberio,%,Zeberio,9.7
2016,,16 años y más,,,,,Zeberio,%,Zeberio,11.0
2010,,16 años y más,,,,,Zeberio,%,Zeberio,4.8
2020,,16 años y más,,,,,Zeberio,%,Zeberio,7.9
2015,,16 años y más,,,,,Zeberio,%,Zeberio,12.0
2010,,16 años y más,,,,,Zegama,%,Zegama,9.9
2016,,16 años y más,,,,,Zegama,%,Zegama,12.2
2020,,16 años y más,,,,,Zegama,%,Zegama,5.7
2018,,16 años y más,,,,,Zegama,%,Zegama,8.6
2021,,16 años y más,,,,,Zegama,%,Zegama,7.0
2019,,16 años y más,,,,,Zegama,%,Zegama,7.1
2015,,16 años y más,,,,,Zegama,%,Zegama,11.4
2016,,16 años y más,,,,,Zerain,%,Zerain,9.1
2018,,16 años y más,,,,,Zerain,%,Zerain,7.4
2019,,16 años y más,,,,,Zerain,%,Zerain,2.6
2021,,16 años y más,,,,,Zerain,%,Zerain,2.5
2020,,16 años y más,,,,,Zerain,%,Zerain,5.1
2010,,16 años y más,,,,,Zerain,%,Zerain,7.0
2015,,16 años y más,,,,,Zerain,%,Zerain,12.7
2010,,16 años y más,,,,,Zestoa,%,Zestoa,9.8
