Year,Series,Sexo,Territorio histórico,Units,Value
2019,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,,Gipuzkoa,Por 100.000,25.6
2015,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,,Gipuzkoa,Por 100.000,31.9
2022,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,,Gipuzkoa,Por 100.000,29.3
2017,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,,Gipuzkoa,Por 100.000,21.0
2018,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,,Gipuzkoa,Por 100.000,35.5
2021,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,,Gipuzkoa,Por 100.000,22.5
2023,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,,Gipuzkoa,Por 100.000,20.2
2020,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,,Gipuzkoa,Por 100.000,21.1
2016,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,,Gipuzkoa,Por 100.000,18.7
2016,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,,Por 100.000,26.5
2021,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,,Por 100.000,29.0
2020,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,,Por 100.000,29.3
2017,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,,Por 100.000,28.6
2018,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,,Por 100.000,40.3
2015,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,,Por 100.000,38.9
2023,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,,Por 100.000,27.3
2019,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,,Por 100.000,30.7
2022,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,,Por 100.000,36.5
2018,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Araba/Álava,Por 100.000,34.6
2020,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Araba/Álava,Por 100.000,25.8
2022,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Araba/Álava,Por 100.000,30.8
2017,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Araba/Álava,Por 100.000,23.6
2016,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Araba/Álava,Por 100.000,23.2
2023,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Araba/Álava,Por 100.000,20.3
2015,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Araba/Álava,Por 100.000,34.0
2019,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Araba/Álava,Por 100.000,26.1
2021,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Araba/Álava,Por 100.000,22.3
2017,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Bizkaia,Por 100.000,34.8
2020,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Bizkaia,Por 100.000,35.5
2015,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Bizkaia,Por 100.000,44.7
2019,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Bizkaia,Por 100.000,35.4
2022,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Bizkaia,Por 100.000,42.7
2018,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Bizkaia,Por 100.000,45.3
2021,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Bizkaia,Por 100.000,35.5
2016,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Bizkaia,Por 100.000,32.4
2023,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Bizkaia,Por 100.000,33.8
2023,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Gipuzkoa,Por 100.000,19.6
2020,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Gipuzkoa,Por 100.000,20.7
2019,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Gipuzkoa,Por 100.000,24.9
2018,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Gipuzkoa,Por 100.000,34.9
2022,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Gipuzkoa,Por 100.000,28.9
2015,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Gipuzkoa,Por 100.000,31.5
2016,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Gipuzkoa,Por 100.000,18.3
2017,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Gipuzkoa,Por 100.000,20.6
2021,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Mujer,Gipuzkoa,Por 100.000,21.8
2018,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,,Por 100.000,41.8
2016,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,,Por 100.000,27.8
2015,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,,Por 100.000,40.1
2019,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,,Por 100.000,32.0
2021,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,,Por 100.000,31.1
2023,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,,Por 100.000,28.3
2022,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,,Por 100.000,37.6
2017,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,,Por 100.000,29.5
2020,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,,Por 100.000,30.4
2022,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Araba/Álava,Por 100.000,32.0
2015,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Araba/Álava,Por 100.000,35.1
2018,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Araba/Álava,Por 100.000,35.9
2021,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Araba/Álava,Por 100.000,23.8
2017,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Araba/Álava,Por 100.000,23.9
2019,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Araba/Álava,Por 100.000,27.1
2020,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Araba/Álava,Por 100.000,26.8
2016,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Araba/Álava,Por 100.000,24.6
2023,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Araba/Álava,Por 100.000,21.1
2016,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Bizkaia,Por 100.000,33.9
2018,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Bizkaia,Por 100.000,47.0
2017,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Bizkaia,Por 100.000,35.9
2021,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Bizkaia,Por 100.000,38.0
2015,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Bizkaia,Por 100.000,46.1
2020,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Bizkaia,Por 100.000,37.0
2022,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Bizkaia,Por 100.000,44.2
2023,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Bizkaia,Por 100.000,35.2
2019,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Bizkaia,Por 100.000,36.9
2023,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Gipuzkoa,Por 100.000,20.4
2021,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Gipuzkoa,Por 100.000,23.3
2016,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Gipuzkoa,Por 100.000,19.0
2020,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Gipuzkoa,Por 100.000,21.5
2015,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Gipuzkoa,Por 100.000,32.3
2017,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Gipuzkoa,Por 100.000,21.1
2018,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Gipuzkoa,Por 100.000,36.2
2019,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Gipuzkoa,Por 100.000,26.2
2022,Tasa de mortalidad prematura por exposición a partículas finas por 100.000 habitantes,Hombre,Gipuzkoa,Por 100.000,29.7
2023,Número de muertes prematuras por exposición a partículas finas,,,Número,569.0
2021,Número de muertes prematuras por exposición a partículas finas,,,Número,607.0
2016,Número de muertes prematuras por exposición a partículas finas,,,Número,560.0
2020,Número de muertes prematuras por exposición a partículas finas,,,Número,606.0
2018,Número de muertes prematuras por exposición a partículas finas,,,Número,836.0
2019,Número de muertes prematuras por exposición a partículas finas,,,Número,636.0
2015,Número de muertes prematuras por exposición a partículas finas,,,Número,821.0
2017,Número de muertes prematuras por exposición a partículas finas,,,Número,594.0
2022,Número de muertes prematuras por exposición a partículas finas,,,Número,750.0
2017,Número de muertes prematuras por exposición a partículas finas,,Araba/Álava,Número,79.0
2015,Número de muertes prematuras por exposición a partículas finas,,Araba/Álava,Número,115.0
2019,Número de muertes prematuras por exposición a partículas finas,,Araba/Álava,Número,91.0
2020,Número de muertes prematuras por exposición a partículas finas,,Araba/Álava,Número,90.0
2021,Número de muertes prematuras por exposición a partículas finas,,Araba/Álava,Número,79.0
2022,Número de muertes prematuras por exposición a partículas finas,,Araba/Álava,Número,108.0
2016,Número de muertes prematuras por exposición a partículas finas,,Araba/Álava,Número,79.0
2018,Número de muertes prematuras por exposición a partículas finas,,Araba/Álava,Número,119.0
2023,Número de muertes prematuras por exposición a partículas finas,,Araba/Álava,Número,73.0
2017,Número de muertes prematuras por exposición a partículas finas,,Bizkaia,Número,377.0
2022,Número de muertes prematuras por exposición a partículas finas,,Bizkaia,Número,456.0
2020,Número de muertes prematuras por exposición a partículas finas,,Bizkaia,Número,381.0
2023,Número de muertes prematuras por exposición a partículas finas,,Bizkaia,Número,367.0
2016,Número de muertes prematuras por exposición a partículas finas,,Bizkaia,Número,357.0
2018,Número de muertes prematuras por exposición a partículas finas,,Bizkaia,Número,488.0
2015,Número de muertes prematuras por exposición a partículas finas,,Bizkaia,Número,494.0
2021,Número de muertes prematuras por exposición a partículas finas,,Bizkaia,Número,384.0
2019,Número de muertes prematuras por exposición a partículas finas,,Bizkaia,Número,381.0
2017,Número de muertes prematuras por exposición a partículas finas,,Gipuzkoa,Número,136.0
2023,Número de muertes prematuras por exposición a partículas finas,,Gipuzkoa,Número,129.0
2015,Número de muertes prematuras por exposición a partículas finas,,Gipuzkoa,Número,211.0
2016,Número de muertes prematuras por exposición a partículas finas,,Gipuzkoa,Número,122.0
2020,Número de muertes prematuras por exposición a partículas finas,,Gipuzkoa,Número,134.0
2019,Número de muertes prematuras por exposición a partículas finas,,Gipuzkoa,Número,163.0
2018,Número de muertes prematuras por exposición a partículas finas,,Gipuzkoa,Número,228.0
2022,Número de muertes prematuras por exposición a partículas finas,,Gipuzkoa,Número,185.0
2021,Número de muertes prematuras por exposición a partículas finas,,Gipuzkoa,Número,142.0
2021,Número de muertes prematuras por exposición a partículas finas,Mujer,,Número,299.0
2016,Número de muertes prematuras por exposición a partículas finas,Mujer,,Número,278.0
2023,Número de muertes prematuras por exposición a partículas finas,Mujer,,Número,285.0
2018,Número de muertes prematuras por exposición a partículas finas,Mujer,,Número,418.0
2022,Número de muertes prematuras por exposición a partículas finas,Mujer,,Número,376.0
2019,Número de muertes prematuras por exposición a partículas finas,Mujer,,Número,317.0
2020,Número de muertes prematuras por exposición a partículas finas,Mujer,,Número,303.0
2015,Número de muertes prematuras por exposición a partículas finas,Mujer,,Número,411.0
2017,Número de muertes prematuras por exposición a partículas finas,Mujer,,Número,298.0
2021,Número de muertes prematuras por exposición a partículas finas,Mujer,Araba/Álava,Número,39.0
2022,Número de muertes prematuras por exposición a partículas finas,Mujer,Araba/Álava,Número,54.0
2017,Número de muertes prematuras por exposición a partículas finas,Mujer,Araba/Álava,Número,40.0
2015,Número de muertes prematuras por exposición a partículas finas,Mujer,Araba/Álava,Número,57.0
2016,Número de muertes prematuras por exposición a partículas finas,Mujer,Araba/Álava,Número,39.0
2018,Número de muertes prematuras por exposición a partículas finas,Mujer,Araba/Álava,Número,59.0
2019,Número de muertes prematuras por exposición a partículas finas,Mujer,Araba/Álava,Número,45.0
2020,Número de muertes prematuras por exposición a partículas finas,Mujer,Araba/Álava,Número,45.0
2023,Número de muertes prematuras por exposición a partículas finas,Mujer,Araba/Álava,Número,36.0
2021,Número de muertes prematuras por exposición a partículas finas,Mujer,Bizkaia,Número,189.0
2017,Número de muertes prematuras por exposición a partículas finas,Mujer,Bizkaia,Número,189.0
2015,Número de muertes prematuras por exposición a partículas finas,Mujer,Bizkaia,Número,247.0
2018,Número de muertes prematuras por exposición a partículas finas,Mujer,Bizkaia,Número,244.0
2020,Número de muertes prematuras por exposición a partículas finas,Mujer,Bizkaia,Número,190.0
2022,Número de muertes prematuras por exposición a partículas finas,Mujer,Bizkaia,Número,228.0
2023,Número de muertes prematuras por exposición a partículas finas,Mujer,Bizkaia,Número,183.0
2016,Número de muertes prematuras por exposición a partículas finas,Mujer,Bizkaia,Número,177.0
2019,Número de muertes prematuras por exposición a partículas finas,Mujer,Bizkaia,Número,190.0
2015,Número de muertes prematuras por exposición a partículas finas,Mujer,Gipuzkoa,Número,106.0
2016,Número de muertes prematuras por exposición a partículas finas,Mujer,Gipuzkoa,Número,61.0
2018,Número de muertes prematuras por exposición a partículas finas,Mujer,Gipuzkoa,Número,114.0
2020,Número de muertes prematuras por exposición a partículas finas,Mujer,Gipuzkoa,Número,67.0
2017,Número de muertes prematuras por exposición a partículas finas,Mujer,Gipuzkoa,Número,68.0
2021,Número de muertes prematuras por exposición a partículas finas,Mujer,Gipuzkoa,Número,70.0
2019,Número de muertes prematuras por exposición a partículas finas,Mujer,Gipuzkoa,Número,81.0
2023,Número de muertes prematuras por exposición a partículas finas,Mujer,Gipuzkoa,Número,64.0
2022,Número de muertes prematuras por exposición a partículas finas,Mujer,Gipuzkoa,Número,93.0
2017,Número de muertes prematuras por exposición a partículas finas,Hombre,,Número,296.0
2019,Número de muertes prematuras por exposición a partículas finas,Hombre,,Número,319.0
2018,Número de muertes prematuras por exposición a partículas finas,Hombre,,Número,417.0
2015,Número de muertes prematuras por exposición a partículas finas,Hombre,,Número,410.0
2022,Número de muertes prematuras por exposición a partículas finas,Hombre,,Número,373.0
2020,Número de muertes prematuras por exposición a partículas finas,Hombre,,Número,303.0
2021,Número de muertes prematuras por exposición a partículas finas,Hombre,,Número,308.0
2016,Número de muertes prematuras por exposición a partículas finas,Hombre,,Número,281.0
2023,Número de muertes prematuras por exposición a partículas finas,Hombre,,Número,284.0
2021,Número de muertes prematuras por exposición a partículas finas,Hombre,Araba/Álava,Número,40.0
2019,Número de muertes prematuras por exposición a partículas finas,Hombre,Araba/Álava,Número,45.0
2023,Número de muertes prematuras por exposición a partículas finas,Hombre,Araba/Álava,Número,36.0
2022,Número de muertes prematuras por exposición a partículas finas,Hombre,Araba/Álava,Número,54.0
2016,Número de muertes prematuras por exposición a partículas finas,Hombre,Araba/Álava,Número,40.0
2020,Número de muertes prematuras por exposición a partículas finas,Hombre,Araba/Álava,Número,45.0
2018,Número de muertes prematuras por exposición a partículas finas,Hombre,Araba/Álava,Número,59.0
2017,Número de muertes prematuras por exposición a partículas finas,Hombre,Araba/Álava,Número,39.0
2015,Número de muertes prematuras por exposición a partículas finas,Hombre,Araba/Álava,Número,57.0
2018,Número de muertes prematuras por exposición a partículas finas,Hombre,Bizkaia,Número,244.0
2017,Número de muertes prematuras por exposición a partículas finas,Hombre,Bizkaia,Número,188.0
2021,Número de muertes prematuras por exposición a partículas finas,Hombre,Bizkaia,Número,195.0
2015,Número de muertes prematuras por exposición a partículas finas,Hombre,Bizkaia,Número,246.0
2016,Número de muertes prematuras por exposición a partículas finas,Hombre,Bizkaia,Número,179.0
2022,Número de muertes prematuras por exposición a partículas finas,Hombre,Bizkaia,Número,227.0
2020,Número de muertes prematuras por exposición a partículas finas,Hombre,Bizkaia,Número,191.0
2023,Número de muertes prematuras por exposición a partículas finas,Hombre,Bizkaia,Número,183.0
2019,Número de muertes prematuras por exposición a partículas finas,Hombre,Bizkaia,Número,191.0
2016,Número de muertes prematuras por exposición a partículas finas,Hombre,Gipuzkoa,Número,61.0
2017,Número de muertes prematuras por exposición a partículas finas,Hombre,Gipuzkoa,Número,67.0
2019,Número de muertes prematuras por exposición a partículas finas,Hombre,Gipuzkoa,Número,82.0
2018,Número de muertes prematuras por exposición a partículas finas,Hombre,Gipuzkoa,Número,114.0
2023,Número de muertes prematuras por exposición a partículas finas,Hombre,Gipuzkoa,Número,64.0
2020,Número de muertes prematuras por exposición a partículas finas,Hombre,Gipuzkoa,Número,67.0
2015,Número de muertes prematuras por exposición a partículas finas,Hombre,Gipuzkoa,Número,105.0
2021,Número de muertes prematuras por exposición a partículas finas,Hombre,Gipuzkoa,Número,72.0
2022,Número de muertes prematuras por exposición a partículas finas,Hombre,Gipuzkoa,Número,92.0
