Year,Series,Province,County,Municipality,Units,GeoCode,Value
2014,Proportion of households with a toilet,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,98.7
2015,Proportion of households with running water,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,99.5
2021,Proportion of households with running water,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,99.4
2020,Proportion of households with running water,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,99.4
2016,Proportion of households with running water,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,99.5
2023,Proportion of households with running water,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,99.5
2018,Proportion of households with running water,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,99.5
2015,Proportion of households with a toilet,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,98.7
2018,Proportion of households with running water,,,Sukarrieta,%,Sukarrieta,100.0
2013,Proportion of households with a toilet,,,Sukarrieta,%,Sukarrieta,99.4
2010,Proportion of households with running water,,,Sukarrieta,%,Sukarrieta,100.0
2018,Proportion of households with a toilet,,,Sukarrieta,%,Sukarrieta,99.4
2022,Proportion of households with a toilet,,,Sukarrieta,%,Sukarrieta,100.0
2010,Proportion of households with a toilet,,,Sukarrieta,%,Sukarrieta,100.0
2016,Proportion of households with a toilet,,,Sukarrieta,%,Sukarrieta,99.4
2020,Proportion of households with a toilet,,,Sukarrieta,%,Sukarrieta,100.0
2019,Proportion of households with a toilet,,,Sukarrieta,%,Sukarrieta,99.4
2015,Proportion of households with a toilet,,,Sukarrieta,%,Sukarrieta,99.4
2014,Proportion of households with a toilet,,,Sukarrieta,%,Sukarrieta,99.4
2023,Proportion of households with running water,,,Sukarrieta,%,Sukarrieta,100.0
2022,Proportion of households with running water,,,Sukarrieta,%,Sukarrieta,100.0
2015,Proportion of households with running water,,,Sukarrieta,%,Sukarrieta,100.0
2021,Proportion of households with running water,,,Sukarrieta,%,Sukarrieta,100.0
2014,Proportion of households with running water,,,Sukarrieta,%,Sukarrieta,100.0
2013,Proportion of households with running water,,,Sukarrieta,%,Sukarrieta,100.0
2019,Proportion of households with running water,,,Sukarrieta,%,Sukarrieta,100.0
2020,Proportion of households with running water,,,Sukarrieta,%,Sukarrieta,100.0
2023,Proportion of households with a toilet,,,Sukarrieta,%,Sukarrieta,100.0
2016,Proportion of households with running water,,,Sukarrieta,%,Sukarrieta,100.0
2021,Proportion of households with a toilet,,,Sukarrieta,%,Sukarrieta,100.0
2023,Proportion of households with running water,,,Tolosa,%,Tolosa,100.0
2016,Proportion of households with running water,,,Tolosa,%,Tolosa,100.0
2022,Proportion of households with running water,,,Tolosa,%,Tolosa,100.0
2014,Proportion of households with running water,,,Tolosa,%,Tolosa,100.0
2022,Proportion of households with a toilet,,,Tolosa,%,Tolosa,98.8
2014,Proportion of households with a toilet,,,Tolosa,%,Tolosa,98.5
2018,Proportion of households with a toilet,,,Tolosa,%,Tolosa,98.7
2021,Proportion of households with a toilet,,,Tolosa,%,Tolosa,98.8
2013,Proportion of households with a toilet,,,Tolosa,%,Tolosa,98.5
2023,Proportion of households with a toilet,,,Tolosa,%,Tolosa,98.8
2020,Proportion of households with a toilet,,,Tolosa,%,Tolosa,98.8
2019,Proportion of households with a toilet,,,Tolosa,%,Tolosa,98.7
2016,Proportion of households with a toilet,,,Tolosa,%,Tolosa,98.6
2015,Proportion of households with a toilet,,,Tolosa,%,Tolosa,98.6
2010,Proportion of households with a toilet,,,Tolosa,%,Tolosa,98.3
2020,Proportion of households with running water,,,Tolosa,%,Tolosa,100.0
2015,Proportion of households with running water,,,Tolosa,%,Tolosa,100.0
2018,Proportion of households with running water,,,Tolosa,%,Tolosa,100.0
2010,Proportion of households with running water,,,Tolosa,%,Tolosa,100.0
2019,Proportion of households with running water,,,Tolosa,%,Tolosa,100.0
2013,Proportion of households with running water,,,Tolosa,%,Tolosa,100.0
2021,Proportion of households with running water,,,Tolosa,%,Tolosa,100.0
2021,Proportion of households with running water,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.5
2014,Proportion of households with running water,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.5
2016,Proportion of households with a toilet,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.0
2023,Proportion of households with a toilet,,,Trucios-Turtzioz,%,Trucios-Turtzioz,100.0
2014,Proportion of households with a toilet,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.0
2010,Proportion of households with a toilet,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.0
2022,Proportion of households with a toilet,,,Trucios-Turtzioz,%,Trucios-Turtzioz,100.0
2021,Proportion of households with a toilet,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.5
2015,Proportion of households with a toilet,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.0
2019,Proportion of households with running water,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.5
2013,Proportion of households with running water,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.5
2023,Proportion of households with running water,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.1
2020,Proportion of households with running water,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.5
2022,Proportion of households with running water,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.1
2010,Proportion of households with running water,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.5
2015,Proportion of households with running water,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.5
2016,Proportion of households with running water,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.5
2018,Proportion of households with running water,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.5
2013,Proportion of households with a toilet,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.0
2018,Proportion of households with a toilet,,,Trucios-Turtzioz,%,Trucios-Turtzioz,98.6
2020,Proportion of households with a toilet,,,Trucios-Turtzioz,%,Trucios-Turtzioz,99.5
2019,Proportion of households with a toilet,,,Trucios-Turtzioz,%,Trucios-Turtzioz,98.6
2014,Proportion of households with running water,,,Ubide,%,Ubide,100.0
2015,Proportion of households with a toilet,,,Ubide,%,Ubide,100.0
2018,Proportion of households with a toilet,,,Ubide,%,Ubide,100.0
2014,Proportion of households with a toilet,,,Ubide,%,Ubide,100.0
2010,Proportion of households with a toilet,,,Ubide,%,Ubide,98.8
2016,Proportion of households with a toilet,,,Ubide,%,Ubide,100.0
2022,Proportion of households with a toilet,,,Ubide,%,Ubide,100.0
2021,Proportion of households with a toilet,,,Ubide,%,Ubide,100.0
2020,Proportion of households with a toilet,,,Ubide,%,Ubide,100.0
2013,Proportion of households with a toilet,,,Ubide,%,Ubide,100.0
2023,Proportion of households with running water,,,Ubide,%,Ubide,100.0
2019,Proportion of households with running water,,,Ubide,%,Ubide,100.0
2022,Proportion of households with running water,,,Ubide,%,Ubide,100.0
2018,Proportion of households with running water,,,Ubide,%,Ubide,100.0
2016,Proportion of households with running water,,,Ubide,%,Ubide,100.0
2013,Proportion of households with running water,,,Ubide,%,Ubide,100.0
2010,Proportion of households with running water,,,Ubide,%,Ubide,100.0
2021,Proportion of households with running water,,,Ubide,%,Ubide,100.0
2015,Proportion of households with running water,,,Ubide,%,Ubide,100.0
2020,Proportion of households with running water,,,Ubide,%,Ubide,100.0
2023,Proportion of households with a toilet,,,Ubide,%,Ubide,100.0
2019,Proportion of households with a toilet,,,Ubide,%,Ubide,100.0
2014,Proportion of households with running water,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2016,Proportion of households with running water,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2016,Proportion of households with a toilet,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2010,Proportion of households with a toilet,,,Ugao-Miraballes,%,Ugao-Miraballes,99.9
2022,Proportion of households with a toilet,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2018,Proportion of households with a toilet,,,Ugao-Miraballes,%,Ugao-Miraballes,99.9
2021,Proportion of households with a toilet,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2020,Proportion of households with a toilet,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2019,Proportion of households with a toilet,,,Ugao-Miraballes,%,Ugao-Miraballes,99.9
2015,Proportion of households with a toilet,,,Ugao-Miraballes,%,Ugao-Miraballes,99.9
2013,Proportion of households with a toilet,,,Ugao-Miraballes,%,Ugao-Miraballes,99.9
2019,Proportion of households with running water,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2023,Proportion of households with running water,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2010,Proportion of households with running water,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2021,Proportion of households with running water,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2013,Proportion of households with running water,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2015,Proportion of households with running water,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2018,Proportion of households with running water,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2020,Proportion of households with running water,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2022,Proportion of households with running water,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2014,Proportion of households with a toilet,,,Ugao-Miraballes,%,Ugao-Miraballes,99.9
2023,Proportion of households with a toilet,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2020,Proportion of households with running water,,,Urduliz,%,Urduliz,99.8
2021,Proportion of households with running water,,,Urduliz,%,Urduliz,99.8
2016,Proportion of households with a toilet,,,Urduliz,%,Urduliz,99.9
2015,Proportion of households with a toilet,,,Urduliz,%,Urduliz,99.9
2022,Proportion of households with a toilet,,,Urduliz,%,Urduliz,100.0
2021,Proportion of households with a toilet,,,Urduliz,%,Urduliz,100.0
2023,Proportion of households with a toilet,,,Urduliz,%,Urduliz,100.0
2019,Proportion of households with a toilet,,,Urduliz,%,Urduliz,99.9
2018,Proportion of households with a toilet,,,Urduliz,%,Urduliz,99.9
2014,Proportion of households with a toilet,,,Urduliz,%,Urduliz,99.9
2013,Proportion of households with a toilet,,,Urduliz,%,Urduliz,99.9
2013,Proportion of households with running water,,,Urduliz,%,Urduliz,99.9
2022,Proportion of households with running water,,,Urduliz,%,Urduliz,99.9
2015,Proportion of households with running water,,,Urduliz,%,Urduliz,99.9
2023,Proportion of households with running water,,,Urduliz,%,Urduliz,99.9
2010,Proportion of households with running water,,,Urduliz,%,Urduliz,99.8
2018,Proportion of households with running water,,,Urduliz,%,Urduliz,99.9
2019,Proportion of households with running water,,,Urduliz,%,Urduliz,99.8
2014,Proportion of households with running water,,,Urduliz,%,Urduliz,99.9
2016,Proportion of households with running water,,,Urduliz,%,Urduliz,99.9
2020,Proportion of households with a toilet,,,Urduliz,%,Urduliz,100.0
2010,Proportion of households with a toilet,,,Urduliz,%,Urduliz,99.9
2018,Proportion of households with a toilet,,,Urduña/Orduña,%,Urduña/Orduña,97.5
2020,Proportion of households with a toilet,,,Urduña/Orduña,%,Urduña/Orduña,99.9
2021,Proportion of households with a toilet,,,Urduña/Orduña,%,Urduña/Orduña,99.9
2014,Proportion of households with a toilet,,,Urduña/Orduña,%,Urduña/Orduña,96.9
2015,Proportion of households with a toilet,,,Urduña/Orduña,%,Urduña/Orduña,96.6
2023,Proportion of households with a toilet,,,Urduña/Orduña,%,Urduña/Orduña,99.9
2022,Proportion of households with a toilet,,,Urduña/Orduña,%,Urduña/Orduña,99.9
2019,Proportion of households with a toilet,,,Urduña/Orduña,%,Urduña/Orduña,97.6
2013,Proportion of households with a toilet,,,Urduña/Orduña,%,Urduña/Orduña,96.8
2015,Proportion of households with running water,,,Urduña/Orduña,%,Urduña/Orduña,99.9
2019,Proportion of households with running water,,,Urduña/Orduña,%,Urduña/Orduña,99.9
2013,Proportion of households with running water,,,Urduña/Orduña,%,Urduña/Orduña,99.8
2010,Proportion of households with running water,,,Urduña/Orduña,%,Urduña/Orduña,99.8
2014,Proportion of households with running water,,,Urduña/Orduña,%,Urduña/Orduña,99.8
2021,Proportion of households with running water,,,Urduña/Orduña,%,Urduña/Orduña,99.9
2023,Proportion of households with running water,,,Urduña/Orduña,%,Urduña/Orduña,99.9
2018,Proportion of households with running water,,,Urduña/Orduña,%,Urduña/Orduña,99.9
2022,Proportion of households with running water,,,Urduña/Orduña,%,Urduña/Orduña,99.9
2020,Proportion of households with running water,,,Urduña/Orduña,%,Urduña/Orduña,99.9
2016,Proportion of households with running water,,,Urduña/Orduña,%,Urduña/Orduña,99.9
2010,Proportion of households with a toilet,,,Urduña/Orduña,%,Urduña/Orduña,96.6
2016,Proportion of households with a toilet,,,Urduña/Orduña,%,Urduña/Orduña,96.7
2016,Proportion of households with running water,,,Urkabustaiz,%,Urkabustaiz,100.0
2015,Proportion of households with a toilet,,,Urkabustaiz,%,Urkabustaiz,98.1
2010,Proportion of households with a toilet,,,Urkabustaiz,%,Urkabustaiz,98.2
2020,Proportion of households with a toilet,,,Urkabustaiz,%,Urkabustaiz,98.4
2015,Proportion of households with running water,,,Urkabustaiz,%,Urkabustaiz,100.0
2016,Proportion of households with a toilet,,,Urkabustaiz,%,Urkabustaiz,98.1
2022,Proportion of households with a toilet,,,Urkabustaiz,%,Urkabustaiz,98.6
2018,Proportion of households with running water,,,Urkabustaiz,%,Urkabustaiz,100.0
2013,Proportion of households with running water,,,Urkabustaiz,%,Urkabustaiz,100.0
2020,Proportion of households with running water,,,Urkabustaiz,%,Urkabustaiz,100.0
2019,Proportion of households with running water,,,Urkabustaiz,%,Urkabustaiz,100.0
2022,Proportion of households with running water,,,Urkabustaiz,%,Urkabustaiz,100.0
2014,Proportion of households with a toilet,,,Urkabustaiz,%,Urkabustaiz,98.0
2021,Proportion of households with a toilet,,,Urkabustaiz,%,Urkabustaiz,98.6
2019,Proportion of households with a toilet,,,Urkabustaiz,%,Urkabustaiz,98.4
2018,Proportion of households with a toilet,,,Urkabustaiz,%,Urkabustaiz,98.3
2013,Proportion of households with a toilet,,,Urkabustaiz,%,Urkabustaiz,98.1
2010,Proportion of households with running water,,,Urkabustaiz,%,Urkabustaiz,100.0
2023,Proportion of households with a toilet,,,Urkabustaiz,%,Urkabustaiz,98.5
2014,Proportion of households with running water,,,Urkabustaiz,%,Urkabustaiz,100.0
2021,Proportion of households with running water,,,Urkabustaiz,%,Urkabustaiz,100.0
2023,Proportion of households with running water,,,Urkabustaiz,%,Urkabustaiz,100.0
2015,Proportion of households with running water,,,Urnieta,%,Urnieta,100.0
2019,Proportion of households with running water,,,Urnieta,%,Urnieta,100.0
2010,Proportion of households with a toilet,,,Urnieta,%,Urnieta,99.8
2018,Proportion of households with running water,,,Urnieta,%,Urnieta,100.0
2013,Proportion of households with a toilet,,,Urnieta,%,Urnieta,99.8
2016,Proportion of households with a toilet,,,Urnieta,%,Urnieta,99.8
2020,Proportion of households with a toilet,,,Urnieta,%,Urnieta,99.8
2023,Proportion of households with a toilet,,,Urnieta,%,Urnieta,99.8
2015,Proportion of households with a toilet,,,Urnieta,%,Urnieta,99.8
2022,Proportion of households with a toilet,,,Urnieta,%,Urnieta,99.8
2019,Proportion of households with a toilet,,,Urnieta,%,Urnieta,99.7
2018,Proportion of households with a toilet,,,Urnieta,%,Urnieta,99.8
2014,Proportion of households with a toilet,,,Urnieta,%,Urnieta,99.8
2021,Proportion of households with a toilet,,,Urnieta,%,Urnieta,99.8
2014,Proportion of households with running water,,,Urnieta,%,Urnieta,100.0
2021,Proportion of households with running water,,,Urnieta,%,Urnieta,100.0
2022,Proportion of households with running water,,,Urnieta,%,Urnieta,100.0
2020,Proportion of households with running water,,,Urnieta,%,Urnieta,100.0
2010,Proportion of households with running water,,,Urnieta,%,Urnieta,100.0
2016,Proportion of households with running water,,,Urnieta,%,Urnieta,100.0
2013,Proportion of households with running water,,,Urnieta,%,Urnieta,100.0
2023,Proportion of households with running water,,,Urnieta,%,Urnieta,100.0
2023,Proportion of households with a toilet,,,Urretxu,%,Urretxu,99.8
2010,Proportion of households with running water,,,Urretxu,%,Urretxu,100.0
2022,Proportion of households with running water,,,Urretxu,%,Urretxu,100.0
2013,Proportion of households with a toilet,,,Urretxu,%,Urretxu,99.1
2020,Proportion of households with a toilet,,,Urretxu,%,Urretxu,99.8
2016,Proportion of households with a toilet,,,Urretxu,%,Urretxu,99.2
2010,Proportion of households with a toilet,,,Urretxu,%,Urretxu,99.1
2022,Proportion of households with a toilet,,,Urretxu,%,Urretxu,99.8
2021,Proportion of households with a toilet,,,Urretxu,%,Urretxu,99.8
2019,Proportion of households with a toilet,,,Urretxu,%,Urretxu,99.3
2018,Proportion of households with a toilet,,,Urretxu,%,Urretxu,99.2
2015,Proportion of households with a toilet,,,Urretxu,%,Urretxu,99.1
2014,Proportion of households with a toilet,,,Urretxu,%,Urretxu,99.1
2018,Proportion of households with running water,,,Urretxu,%,Urretxu,100.0
2020,Proportion of households with running water,,,Urretxu,%,Urretxu,100.0
2015,Proportion of households with running water,,,Urretxu,%,Urretxu,100.0
2013,Proportion of households with running water,,,Urretxu,%,Urretxu,100.0
2021,Proportion of households with running water,,,Urretxu,%,Urretxu,100.0
2014,Proportion of households with running water,,,Urretxu,%,Urretxu,100.0
2019,Proportion of households with running water,,,Urretxu,%,Urretxu,100.0
2023,Proportion of households with running water,,,Urretxu,%,Urretxu,100.0
2016,Proportion of households with running water,,,Urretxu,%,Urretxu,100.0
2022,Proportion of households with a toilet,,,Usurbil,%,Usurbil,99.7
2010,Proportion of households with running water,,,Usurbil,%,Usurbil,100.0
2023,Proportion of households with running water,,,Usurbil,%,Usurbil,100.0
2019,Proportion of households with running water,,,Usurbil,%,Usurbil,100.0
2020,Proportion of households with running water,,,Usurbil,%,Usurbil,100.0
2013,Proportion of households with a toilet,,,Usurbil,%,Usurbil,99.7
2019,Proportion of households with a toilet,,,Usurbil,%,Usurbil,99.7
2014,Proportion of households with a toilet,,,Usurbil,%,Usurbil,99.8
2023,Proportion of households with a toilet,,,Usurbil,%,Usurbil,99.8
2018,Proportion of households with a toilet,,,Usurbil,%,Usurbil,99.7
2021,Proportion of households with a toilet,,,Usurbil,%,Usurbil,99.7
2020,Proportion of households with a toilet,,,Usurbil,%,Usurbil,99.7
2016,Proportion of households with a toilet,,,Usurbil,%,Usurbil,99.7
2015,Proportion of households with a toilet,,,Usurbil,%,Usurbil,99.7
2010,Proportion of households with a toilet,,,Usurbil,%,Usurbil,99.7
2013,Proportion of households with running water,,,Usurbil,%,Usurbil,100.0
2014,Proportion of households with running water,,,Usurbil,%,Usurbil,100.0
2022,Proportion of households with running water,,,Usurbil,%,Usurbil,100.0
2015,Proportion of households with running water,,,Usurbil,%,Usurbil,100.0
2018,Proportion of households with running water,,,Usurbil,%,Usurbil,100.0
2021,Proportion of households with running water,,,Usurbil,%,Usurbil,100.0
2016,Proportion of households with running water,,,Usurbil,%,Usurbil,100.0
2023,Proportion of households with a toilet,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,97.4
2021,Proportion of households with running water,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,100.0
2020,Proportion of households with running water,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,100.0
2010,Proportion of households with a toilet,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,96.0
2018,Proportion of households with running water,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,100.0
2015,Proportion of households with running water,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,100.0
2020,Proportion of households with a toilet,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,96.7
2019,Proportion of households with a toilet,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,96.7
2021,Proportion of households with a toilet,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,96.5
2022,Proportion of households with a toilet,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,97.1
2013,Proportion of households with a toilet,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,96.4
2015,Proportion of households with a toilet,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,96.5
2019,Proportion of households with running water,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,100.0
2022,Proportion of households with running water,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,100.0
2014,Proportion of households with running water,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,100.0
2010,Proportion of households with running water,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,100.0
2016,Proportion of households with running water,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,100.0
2023,Proportion of households with running water,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,100.0
2013,Proportion of households with running water,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,100.0
2018,Proportion of households with a toilet,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,96.7
2014,Proportion of households with a toilet,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,96.6
2016,Proportion of households with a toilet,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,96.5
2016,Proportion of households with a toilet,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.2
2010,Proportion of households with a toilet,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.2
2022,Proportion of households with a toilet,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,100.0
2018,Proportion of households with a toilet,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.3
2023,Proportion of households with running water,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.7
2020,Proportion of households with a toilet,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,100.0
2015,Proportion of households with a toilet,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.2
2013,Proportion of households with a toilet,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.2
2022,Proportion of households with running water,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.7
2016,Proportion of households with running water,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.8
2020,Proportion of households with running water,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.7
2010,Proportion of households with running water,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.9
2015,Proportion of households with running water,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.8
2021,Proportion of households with running water,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.7
2013,Proportion of households with running water,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.8
2018,Proportion of households with running water,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.7
2019,Proportion of households with running water,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.7
2023,Proportion of households with a toilet,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,100.0
2014,Proportion of households with a toilet,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.2
2014,Proportion of households with running water,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.8
2019,Proportion of households with a toilet,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,99.3
2021,Proportion of households with a toilet,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,100.0
2020,Proportion of households with a toilet,,,Villabona,%,Villabona,99.7
2019,Proportion of households with a toilet,,,Villabona,%,Villabona,99.7
2023,Proportion of households with a toilet,,,Villabona,%,Villabona,99.7
2010,Proportion of households with a toilet,,,Villabona,%,Villabona,99.5
2013,Proportion of households with a toilet,,,Villabona,%,Villabona,99.7
2022,Proportion of households with a toilet,,,Villabona,%,Villabona,99.8
2015,Proportion of households with a toilet,,,Villabona,%,Villabona,99.7
2021,Proportion of households with a toilet,,,Villabona,%,Villabona,99.7
2018,Proportion of households with a toilet,,,Villabona,%,Villabona,99.7
2014,Proportion of households with a toilet,,,Villabona,%,Villabona,99.7
2016,Proportion of households with a toilet,,,Villabona,%,Villabona,99.7
2018,Proportion of households with running water,,,Villabona,%,Villabona,100.0
2013,Proportion of households with running water,,,Villabona,%,Villabona,100.0
2023,Proportion of households with running water,,,Villabona,%,Villabona,100.0
2022,Proportion of households with running water,,,Villabona,%,Villabona,100.0
2020,Proportion of households with running water,,,Villabona,%,Villabona,100.0
2014,Proportion of households with running water,,,Villabona,%,Villabona,100.0
2010,Proportion of households with running water,,,Villabona,%,Villabona,99.8
2016,Proportion of households with running water,,,Villabona,%,Villabona,100.0
2021,Proportion of households with running water,,,Villabona,%,Villabona,100.0
2019,Proportion of households with running water,,,Villabona,%,Villabona,100.0
2015,Proportion of households with running water,,,Villabona,%,Villabona,100.0
2015,Proportion of households with running water,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,100.0
2013,Proportion of households with running water,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,100.0
2018,Proportion of households with running water,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,100.0
2016,Proportion of households with running water,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,100.0
2021,Proportion of households with running water,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,100.0
2019,Proportion of households with a toilet,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,99.2
2019,Proportion of households with running water,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,100.0
2023,Proportion of households with running water,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,100.0
2022,Proportion of households with a toilet,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,99.2
2015,Proportion of households with a toilet,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,99.2
2021,Proportion of households with a toilet,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,98.3
2013,Proportion of households with a toilet,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,99.2
2014,Proportion of households with running water,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,100.0
2023,Proportion of households with a toilet,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,98.3
2020,Proportion of households with a toilet,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,99.2
2014,Proportion of households with a toilet,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,99.2
2010,Proportion of households with a toilet,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,99.2
2018,Proportion of households with a toilet,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,99.2
2016,Proportion of households with a toilet,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,99.2
2020,Proportion of households with running water,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,100.0
2022,Proportion of households with running water,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,100.0
2010,Proportion of households with running water,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,100.0
2013,Proportion of households with running water,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,100.0
2019,Proportion of households with running water,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,100.0
2015,Proportion of households with running water,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,100.0
2014,Proportion of households with running water,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,100.0
