Year,Series,Territorio,Comarca,Municipio,Units,GeoCode,Value
2021,AG_LND_FRST,,,ES01013,PT,ES01013,42.6
2021,AG_LND_FRST,,,ES48015,PT,ES48015,12.7
2016,AG_LND_FRST,,,ES48015,PT,ES48015,11.5
2019,AG_LND_FRST,,,ES48015,PT,ES48015,12.7
2010,AG_LND_FRST,,,ES48015,PT,ES48015,11.4
2018,AG_LND_FRST,,,ES48015,PT,ES48015,11.5
2020,AG_LND_FRST,,,ES48015,PT,ES48015,12.7
2022,AG_LND_FRST,,,ES48015,PT,ES48015,12.7
2019,AG_LND_FRST,,,ES20019,PT,ES20019,71.1
2020,AG_LND_FRST,,,ES20019,PT,ES20019,71.1
2018,AG_LND_FRST,,,ES20019,PT,ES20019,71.2
2022,AG_LND_FRST,,,ES20019,PT,ES20019,71.7
2010,AG_LND_FRST,,,ES20019,PT,ES20019,73.8
2021,AG_LND_FRST,,,ES20019,PT,ES20019,71.5
2016,AG_LND_FRST,,,ES20019,PT,ES20019,72.9
2010,AG_LND_FRST,,,ES48092,PT,ES48092,80.8
2022,AG_LND_FRST,,,ES48092,PT,ES48092,77.8
2020,AG_LND_FRST,,,ES48092,PT,ES48092,77.7
2016,AG_LND_FRST,,,ES48092,PT,ES48092,81.2
2019,AG_LND_FRST,,,ES48092,PT,ES48092,77.1
2021,AG_LND_FRST,,,ES48092,PT,ES48092,77.8
2018,AG_LND_FRST,,,ES48092,PT,ES48092,77.1
2018,AG_LND_FRST,,,ES20020,PT,ES20020,73.3
2022,AG_LND_FRST,,,ES20020,PT,ES20020,73.4
2016,AG_LND_FRST,,,ES20020,PT,ES20020,74.3
2010,AG_LND_FRST,,,ES20020,PT,ES20020,71.7
2020,AG_LND_FRST,,,ES20020,PT,ES20020,73.3
2021,AG_LND_FRST,,,ES20020,PT,ES20020,73.3
2019,AG_LND_FRST,,,ES20020,PT,ES20020,73.3
2010,AG_LND_FRST,,,ES20021,PT,ES20021,60.9
2020,AG_LND_FRST,,,ES20021,PT,ES20021,56.4
2019,AG_LND_FRST,,,ES20021,PT,ES20021,56.4
2021,AG_LND_FRST,,,ES20021,PT,ES20021,56.4
2016,AG_LND_FRST,,,ES20021,PT,ES20021,56.9
2022,AG_LND_FRST,,,ES20021,PT,ES20021,56.3
2018,AG_LND_FRST,,,ES20021,PT,ES20021,56.3
