Year,Value,Units,Series
2012,42.3,%,Emakumezkoen proportzioa Foru Diputatuen artean
2011,42.3,%,Emakumezkoen proportzioa Foru Diputatuen artean
2010,36.4,%,Emakumezkoen proportzioa Foru Diputatuen artean
2016,50.0,%,Emakumezkoen proportzioa Foru Diputatuen artean
2020,55.2,%,Emakumezkoen proportzioa Foru Diputatuen artean
2024,66.7,%,Emakumezkoen proportzioa Foru Diputatuen artean
2025,66.7,%,Emakumezkoen proportzioa Foru Diputatuen artean
2025,46.8,%,Emakumezkoen proportzioa zinegotzien artean
2024,46.5,%,Emakumezkoen proportzioa zinegotzien artean
2023,48.3,%,Emakumezkoen proportzioa zinegotzien artean
2022,47.5,%,Emakumezkoen proportzioa zinegotzien artean
2021,47.5,%,Emakumezkoen proportzioa zinegotzien artean
2020,47.8,%,Emakumezkoen proportzioa zinegotzien artean
2019,47.8,%,Emakumezkoen proportzioa zinegotzien artean
2018,41.4,%,Emakumezkoen proportzioa zinegotzien artean
2017,41.4,%,Emakumezkoen proportzioa zinegotzien artean
2016,41.4,%,Emakumezkoen proportzioa zinegotzien artean
2015,41.4,%,Emakumezkoen proportzioa zinegotzien artean
2014,40.3,%,Emakumezkoen proportzioa zinegotzien artean
2013,40.5,%,Emakumezkoen proportzioa zinegotzien artean
2012,40.4,%,Emakumezkoen proportzioa zinegotzien artean
2011,40.4,%,Emakumezkoen proportzioa zinegotzien artean
2010,27.8,%,Emakumezkoen proportzioa zinegotzien artean
2024,34.3,%,Emakumezkoen proportzioa alkateen artean
2023,33.1,%,Emakumezkoen proportzioa alkateen artean
2022,30.3,%,Emakumezkoen proportzioa alkateen artean
2021,30.3,%,Emakumezkoen proportzioa alkateen artean
2020,29.2,%,Emakumezkoen proportzioa alkateen artean
2019,29.2,%,Emakumezkoen proportzioa alkateen artean
2018,25.2,%,Emakumezkoen proportzioa alkateen artean
2017,25.2,%,Emakumezkoen proportzioa alkateen artean
2016,25.2,%,Emakumezkoen proportzioa alkateen artean
2015,25.2,%,Emakumezkoen proportzioa alkateen artean
2014,23.1,%,Emakumezkoen proportzioa alkateen artean
2013,22.3,%,Emakumezkoen proportzioa alkateen artean
2012,22.0,%,Emakumezkoen proportzioa alkateen artean
2011,22.0,%,Emakumezkoen proportzioa alkateen artean
2010,19.9,%,Emakumezkoen proportzioa alkateen artean
2025,35.7,%,Emakumezkoen proportzioa alkateen artean
