Year,Value,Units,Series
2016,0.24,CO2 kg baliokideak euroko,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko"
2018,0.23,CO2 kg baliokideak euroko,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko"
2021,8.04,Tona CO2 baliokide biztanle bakoitzeko ,"Berotegi-efektuko gasen isurketak, guztira, biztanleko"
2019,8.48,Tona CO2 baliokide biztanle bakoitzeko ,"Berotegi-efektuko gasen isurketak, guztira, biztanleko"
2016,8.62,Tona CO2 baliokide biztanle bakoitzeko ,"Berotegi-efektuko gasen isurketak, guztira, biztanleko"
2017,9.06,Tona CO2 baliokide biztanle bakoitzeko ,"Berotegi-efektuko gasen isurketak, guztira, biztanleko"
2023,7.36,Tona CO2 baliokide biztanle bakoitzeko ,"Berotegi-efektuko gasen isurketak, guztira, biztanleko"
2018,8.74,Tona CO2 baliokide biztanle bakoitzeko ,"Berotegi-efektuko gasen isurketak, guztira, biztanleko"
2010,10.01,Tona CO2 baliokide biztanle bakoitzeko ,"Berotegi-efektuko gasen isurketak, guztira, biztanleko"
2012,9.38,Tona CO2 baliokide biztanle bakoitzeko ,"Berotegi-efektuko gasen isurketak, guztira, biztanleko"
2014,8.67,Tona CO2 baliokide biztanle bakoitzeko ,"Berotegi-efektuko gasen isurketak, guztira, biztanleko"
2015,8.96,Tona CO2 baliokide biztanle bakoitzeko ,"Berotegi-efektuko gasen isurketak, guztira, biztanleko"
2013,8.65,Tona CO2 baliokide biztanle bakoitzeko ,"Berotegi-efektuko gasen isurketak, guztira, biztanleko"
2020,7.49,Tona CO2 baliokide biztanle bakoitzeko ,"Berotegi-efektuko gasen isurketak, guztira, biztanleko"
2011,9.3,Tona CO2 baliokide biztanle bakoitzeko ,"Berotegi-efektuko gasen isurketak, guztira, biztanleko"
2022,8.34,Tona CO2 baliokide biztanle bakoitzeko ,"Berotegi-efektuko gasen isurketak, guztira, biztanleko"
2011,-2.46,%,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko"
2019,-10.39,%,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko"
2012,-1.49,%,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko"
2017,-4.9,%,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko"
2018,-8.07,%,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko"
2016,-9.69,%,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko"
2010,4.77,%,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko"
2021,-15.17,%,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko"
2020,-20.71,%,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko"
2013,-9.36,%,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko"
2023,-21.98,%,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko"
2014,-9.21,%,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko"
2015,-6.21,%,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko"
2022,-12.04,%,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko"
2020,-35.52,%,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko"
2014,-26.17,%,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko"
2022,-28.47,%,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko"
2019,-27.13,%,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko"
2012,-19.89,%,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko"
2013,-26.29,%,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko"
2016,-26.56,%,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko"
2018,-25.24,%,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko"
2015,-23.73,%,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko"
2023,-36.55,%,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko"
2017,-22.67,%,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko"
2021,-31.02,%,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko"
2010,-14.8,%,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko"
2011,-20.68,%,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko"
