Year,Series,Territorio,Comarca,Municipio,Units,GeoCode,Value
2011,SG_DSR_SILS,,,ES48004,PT,ES48004,0.0
2022,SG_DSR_SILS,,,ES48004,PT,ES48004,0.0
2018,SG_DSR_SILS,,,ES48004,PT,ES48004,0.0
2021,SG_DSR_SILS,,,ES48004,PT,ES48004,0.0
2017,SG_DSR_SILS,,,ES48004,PT,ES48004,0.0
2014,SG_DSR_SILS,,,ES48004,PT,ES48004,0.0
2013,SG_DSR_SILS,,,ES48004,PT,ES48004,0.0
2023,SG_DSR_SILS,,,ES48004,PT,ES48004,0.0
2010,SG_DSR_SILS,,,ES48004,PT,ES48004,0.0
2016,SG_DSR_SILS,,,ES48004,PT,ES48004,0.0
2012,SG_DSR_SILS,,,ES48004,PT,ES48004,0.0
2019,SG_DSR_SILS,,,ES48004,PT,ES48004,0.0
2017,SG_DSR_SILS,,,ES01002,PT,ES01002,100.0
2014,SG_DSR_SILS,,,ES01002,PT,ES01002,100.0
2010,SG_DSR_SILS,,,ES01002,PT,ES01002,100.0
2011,SG_DSR_SILS,,,ES01002,PT,ES01002,100.0
2015,SG_DSR_SILS,,,ES01002,PT,ES01002,100.0
2020,SG_DSR_SILS,,,ES01002,PT,ES01002,100.0
2013,SG_DSR_SILS,,,ES01002,PT,ES01002,100.0
2021,SG_DSR_SILS,,,ES01002,PT,ES01002,100.0
2016,SG_DSR_SILS,,,ES01002,PT,ES01002,100.0
2019,SG_DSR_SILS,,,ES01002,PT,ES01002,100.0
2018,SG_DSR_SILS,,,ES01002,PT,ES01002,100.0
2012,SG_DSR_SILS,,,ES01002,PT,ES01002,100.0
2024,SG_DSR_SILS,,,ES01002,PT,ES01002,100.0
2022,SG_DSR_SILS,,,ES01002,PT,ES01002,100.0
2023,SG_DSR_SILS,,,ES01002,PT,ES01002,100.0
2016,SG_DSR_SILS,,,ES20009,PT,ES20009,100.0
2024,SG_DSR_SILS,,,ES20009,PT,ES20009,100.0
2013,SG_DSR_SILS,,,ES20009,PT,ES20009,100.0
2014,SG_DSR_SILS,,,ES20009,PT,ES20009,100.0
2023,SG_DSR_SILS,,,ES20009,PT,ES20009,100.0
2022,SG_DSR_SILS,,,ES20009,PT,ES20009,100.0
2012,SG_DSR_SILS,,,ES20009,PT,ES20009,100.0
2019,SG_DSR_SILS,,,ES20009,PT,ES20009,100.0
2020,SG_DSR_SILS,,,ES20009,PT,ES20009,100.0
2011,SG_DSR_SILS,,,ES20009,PT,ES20009,100.0
2010,SG_DSR_SILS,,,ES20009,PT,ES20009,100.0
2015,SG_DSR_SILS,,,ES20009,PT,ES20009,100.0
2018,SG_DSR_SILS,,,ES20009,PT,ES20009,100.0
2017,SG_DSR_SILS,,,ES20009,PT,ES20009,100.0
2021,SG_DSR_SILS,,,ES20009,PT,ES20009,100.0
2017,SG_DSR_SILS,,,ES20010,PT,ES20010,0.0
2018,SG_DSR_SILS,,,ES20010,PT,ES20010,0.0
2011,SG_DSR_SILS,,,ES20010,PT,ES20010,0.0
2023,SG_DSR_SILS,,,ES20010,PT,ES20010,0.0
2012,SG_DSR_SILS,,,ES20010,PT,ES20010,0.0
2020,SG_DSR_SILS,,,ES20010,PT,ES20010,0.0
2014,SG_DSR_SILS,,,ES20010,PT,ES20010,0.0
2015,SG_DSR_SILS,,,ES20010,PT,ES20010,0.0
2013,SG_DSR_SILS,,,ES20010,PT,ES20010,0.0
2021,SG_DSR_SILS,,,ES20010,PT,ES20010,0.0
2016,SG_DSR_SILS,,,ES20010,PT,ES20010,0.0
2022,SG_DSR_SILS,,,ES20010,PT,ES20010,0.0
2024,SG_DSR_SILS,,,ES20010,PT,ES20010,0.0
2010,SG_DSR_SILS,,,ES20010,PT,ES20010,0.0
2019,SG_DSR_SILS,,,ES20010,PT,ES20010,0.0
2023,SG_DSR_SILS,,,ES20011,PT,ES20011,0.0
2018,SG_DSR_SILS,,,ES20011,PT,ES20011,0.0
2015,SG_DSR_SILS,,,ES20011,PT,ES20011,0.0
2021,SG_DSR_SILS,,,ES20011,PT,ES20011,0.0
2013,SG_DSR_SILS,,,ES20011,PT,ES20011,0.0
2020,SG_DSR_SILS,,,ES20011,PT,ES20011,0.0
2016,SG_DSR_SILS,,,ES20011,PT,ES20011,0.0
2019,SG_DSR_SILS,,,ES20011,PT,ES20011,0.0
2012,SG_DSR_SILS,,,ES20011,PT,ES20011,0.0
2011,SG_DSR_SILS,,,ES20011,PT,ES20011,0.0
2017,SG_DSR_SILS,,,ES20011,PT,ES20011,0.0
2022,SG_DSR_SILS,,,ES20011,PT,ES20011,0.0
2024,SG_DSR_SILS,,,ES20011,PT,ES20011,0.0
