Year,Sexo,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2010,Mujer,,,Leioa,Por 100.000 habitantes,,0.0
2017,Mujer,,,Leioa,Por 100.000 habitantes,,0.0
2013,Mujer,,,Leioa,Por 100.000 habitantes,,0.0
2020,Mujer,,,Leioa,Por 100.000 habitantes,,0.0
2018,Mujer,,,Leioa,Por 100.000 habitantes,,0.0
2022,Mujer,,,Leioa,Por 100.000 habitantes,,0.0
2013,Mujer,,,Lekeitio,Por 100.000 habitantes,,0.0
2017,Mujer,,,Lekeitio,Por 100.000 habitantes,,0.0
2015,Mujer,,,Lekeitio,Por 100.000 habitantes,,0.0
2010,Mujer,,,Lekeitio,Por 100.000 habitantes,,0.0
2014,Mujer,,,Lekeitio,Por 100.000 habitantes,,0.0
2016,Mujer,,,Lekeitio,Por 100.000 habitantes,,0.0
2012,Mujer,,,Lekeitio,Por 100.000 habitantes,,0.0
2020,Mujer,,,Lekeitio,Por 100.000 habitantes,,0.0
2024,Mujer,,,Lekeitio,Por 100.000 habitantes,,0.0
2022,Mujer,,,Lekeitio,Por 100.000 habitantes,,0.0
2021,Mujer,,,Lekeitio,Por 100.000 habitantes,,0.0
2018,Mujer,,,Lekeitio,Por 100.000 habitantes,,0.0
2011,Mujer,,,Lekeitio,Por 100.000 habitantes,,0.0
2023,Mujer,,,Lekeitio,Por 100.000 habitantes,,0.0
2019,Mujer,,,Lekeitio,Por 100.000 habitantes,,0.0
2011,Mujer,,,Lemoa,Por 100.000 habitantes,,0.0
2021,Mujer,,,Lemoa,Por 100.000 habitantes,,0.0
2016,Mujer,,,Lemoa,Por 100.000 habitantes,,0.0
2017,Mujer,,,Lemoa,Por 100.000 habitantes,,0.0
2024,Mujer,,,Lemoa,Por 100.000 habitantes,,0.0
2019,Mujer,,,Lemoa,Por 100.000 habitantes,,0.0
2023,Mujer,,,Lemoa,Por 100.000 habitantes,,0.0
2012,Mujer,,,Lemoa,Por 100.000 habitantes,,0.0
2020,Mujer,,,Lemoa,Por 100.000 habitantes,,0.0
2015,Mujer,,,Lemoa,Por 100.000 habitantes,,0.0
2010,Mujer,,,Lemoa,Por 100.000 habitantes,,0.0
2014,Mujer,,,Lemoa,Por 100.000 habitantes,,0.0
2018,Mujer,,,Lemoa,Por 100.000 habitantes,,0.0
2013,Mujer,,,Lemoa,Por 100.000 habitantes,,0.0
2022,Mujer,,,Lemoa,Por 100.000 habitantes,,0.0
2024,Mujer,,,Lemoiz,Por 100.000 habitantes,,0.0
2022,Mujer,,,Lemoiz,Por 100.000 habitantes,,0.0
2018,Mujer,,,Lemoiz,Por 100.000 habitantes,,0.0
2017,Mujer,,,Lemoiz,Por 100.000 habitantes,,0.0
2023,Mujer,,,Lemoiz,Por 100.000 habitantes,,0.0
2013,Mujer,,,Lemoiz,Por 100.000 habitantes,,0.0
2021,Mujer,,,Lemoiz,Por 100.000 habitantes,,0.0
2012,Mujer,,,Lemoiz,Por 100.000 habitantes,,0.0
2016,Mujer,,,Lemoiz,Por 100.000 habitantes,,0.0
2010,Mujer,,,Lemoiz,Por 100.000 habitantes,,0.0
2020,Mujer,,,Lemoiz,Por 100.000 habitantes,,0.0
2014,Mujer,,,Lemoiz,Por 100.000 habitantes,,0.0
2015,Mujer,,,Lemoiz,Por 100.000 habitantes,,0.0
2019,Mujer,,,Lemoiz,Por 100.000 habitantes,,0.0
2011,Mujer,,,Lemoiz,Por 100.000 habitantes,,0.0
2016,Mujer,,,Leza,Por 100.000 habitantes,,0.0
2017,Mujer,,,Leza,Por 100.000 habitantes,,0.0
2024,Mujer,,,Leza,Por 100.000 habitantes,,0.0
2020,Mujer,,,Leza,Por 100.000 habitantes,,0.0
2023,Mujer,,,Leza,Por 100.000 habitantes,,0.0
2010,Mujer,,,Leza,Por 100.000 habitantes,,0.0
2018,Mujer,,,Leza,Por 100.000 habitantes,,0.0
2022,Mujer,,,Leza,Por 100.000 habitantes,,0.0
2019,Mujer,,,Leza,Por 100.000 habitantes,,0.0
2015,Mujer,,,Leza,Por 100.000 habitantes,,0.0
2021,Mujer,,,Leza,Por 100.000 habitantes,,0.0
2012,Mujer,,,Leza,Por 100.000 habitantes,,0.0
2014,Mujer,,,Leza,Por 100.000 habitantes,,0.0
2011,Mujer,,,Leza,Por 100.000 habitantes,,0.0
2013,Mujer,,,Leza,Por 100.000 habitantes,,0.0
2021,Mujer,,,Lezama,Por 100.000 habitantes,,0.0
2019,Mujer,,,Lezama,Por 100.000 habitantes,,0.0
2020,Mujer,,,Lezama,Por 100.000 habitantes,,0.0
2016,Mujer,,,Lezama,Por 100.000 habitantes,,0.0
2024,Mujer,,,Lezama,Por 100.000 habitantes,,0.0
2015,Mujer,,,Lezama,Por 100.000 habitantes,,0.0
2023,Mujer,,,Lezama,Por 100.000 habitantes,,0.0
2018,Mujer,,,Lezama,Por 100.000 habitantes,,0.0
2017,Mujer,,,Lezama,Por 100.000 habitantes,,0.0
2012,Mujer,,,Lezama,Por 100.000 habitantes,,0.0
2011,Mujer,,,Lezama,Por 100.000 habitantes,,0.0
2010,Mujer,,,Lezama,Por 100.000 habitantes,,0.0
2014,Mujer,,,Lezama,Por 100.000 habitantes,,0.0
2013,Mujer,,,Lezama,Por 100.000 habitantes,,0.0
2022,Mujer,,,Lezama,Por 100.000 habitantes,,0.0
2015,Mujer,,,Lezo,Por 100.000 habitantes,,0.0
2021,Mujer,,,Lezo,Por 100.000 habitantes,,0.0
2017,Mujer,,,Lezo,Por 100.000 habitantes,,0.0
2024,Mujer,,,Lezo,Por 100.000 habitantes,,0.0
2012,Mujer,,,Lezo,Por 100.000 habitantes,,0.0
2023,Mujer,,,Lezo,Por 100.000 habitantes,,0.0
2019,Mujer,,,Lezo,Por 100.000 habitantes,,0.0
2011,Mujer,,,Lezo,Por 100.000 habitantes,,0.0
2013,Mujer,,,Lezo,Por 100.000 habitantes,,0.0
2010,Mujer,,,Lezo,Por 100.000 habitantes,,0.0
2018,Mujer,,,Lezo,Por 100.000 habitantes,,0.0
2014,Mujer,,,Lezo,Por 100.000 habitantes,,0.0
2020,Mujer,,,Lezo,Por 100.000 habitantes,,0.0
2016,Mujer,,,Lezo,Por 100.000 habitantes,,0.0
2022,Mujer,,,Lezo,Por 100.000 habitantes,,0.0
2014,Mujer,,,Lizartza,Por 100.000 habitantes,,0.0
2023,Mujer,,,Lizartza,Por 100.000 habitantes,,0.0
2013,Mujer,,,Lizartza,Por 100.000 habitantes,,0.0
2018,Mujer,,,Lizartza,Por 100.000 habitantes,,0.0
2022,Mujer,,,Lizartza,Por 100.000 habitantes,,0.0
2017,Mujer,,,Lizartza,Por 100.000 habitantes,,0.0
2024,Mujer,,,Lizartza,Por 100.000 habitantes,,0.0
2021,Mujer,,,Lizartza,Por 100.000 habitantes,,0.0
2016,Mujer,,,Lizartza,Por 100.000 habitantes,,0.0
2012,Mujer,,,Lizartza,Por 100.000 habitantes,,0.0
2019,Mujer,,,Lizartza,Por 100.000 habitantes,,0.0
2020,Mujer,,,Lizartza,Por 100.000 habitantes,,0.0
2011,Mujer,,,Lizartza,Por 100.000 habitantes,,0.0
2015,Mujer,,,Lizartza,Por 100.000 habitantes,,0.0
2010,Mujer,,,Lizartza,Por 100.000 habitantes,,0.0
2013,Mujer,,,Loiu,Por 100.000 habitantes,,0.0
2014,Mujer,,,Loiu,Por 100.000 habitantes,,0.0
2022,Mujer,,,Loiu,Por 100.000 habitantes,,0.0
2012,Mujer,,,Loiu,Por 100.000 habitantes,,0.0
2018,Mujer,,,Loiu,Por 100.000 habitantes,,0.0
2021,Mujer,,,Loiu,Por 100.000 habitantes,,0.0
2016,Mujer,,,Loiu,Por 100.000 habitantes,,0.0
2011,Mujer,,,Loiu,Por 100.000 habitantes,,0.0
2015,Mujer,,,Loiu,Por 100.000 habitantes,,0.0
2017,Mujer,,,Loiu,Por 100.000 habitantes,,0.0
2024,Mujer,,,Loiu,Por 100.000 habitantes,,0.0
2019,Mujer,,,Loiu,Por 100.000 habitantes,,0.0
2023,Mujer,,,Loiu,Por 100.000 habitantes,,0.0
2010,Mujer,,,Loiu,Por 100.000 habitantes,,0.0
2020,Mujer,,,Loiu,Por 100.000 habitantes,,0.0
2018,Mujer,,,Mallabia,Por 100.000 habitantes,,0.0
2023,Mujer,,,Mallabia,Por 100.000 habitantes,,0.0
2022,Mujer,,,Mallabia,Por 100.000 habitantes,,0.0
2012,Mujer,,,Mallabia,Por 100.000 habitantes,,0.0
2020,Mujer,,,Mallabia,Por 100.000 habitantes,,0.0
2015,Mujer,,,Mallabia,Por 100.000 habitantes,,0.0
2024,Mujer,,,Mallabia,Por 100.000 habitantes,,0.0
2019,Mujer,,,Mallabia,Por 100.000 habitantes,,0.0
2014,Mujer,,,Mallabia,Por 100.000 habitantes,,0.0
2013,Mujer,,,Mallabia,Por 100.000 habitantes,,0.0
2017,Mujer,,,Mallabia,Por 100.000 habitantes,,0.0
2011,Mujer,,,Mallabia,Por 100.000 habitantes,,0.0
2016,Mujer,,,Mallabia,Por 100.000 habitantes,,0.0
2010,Mujer,,,Mallabia,Por 100.000 habitantes,,0.0
2021,Mujer,,,Mallabia,Por 100.000 habitantes,,0.0
2021,Mujer,,,Mañaria,Por 100.000 habitantes,,0.0
2011,Mujer,,,Mañaria,Por 100.000 habitantes,,0.0
2012,Mujer,,,Mañaria,Por 100.000 habitantes,,0.0
2023,Mujer,,,Mañaria,Por 100.000 habitantes,,0.0
2017,Mujer,,,Mañaria,Por 100.000 habitantes,,0.0
2016,Mujer,,,Mañaria,Por 100.000 habitantes,,0.0
2020,Mujer,,,Mañaria,Por 100.000 habitantes,,0.0
2024,Mujer,,,Mañaria,Por 100.000 habitantes,,0.0
2010,Mujer,,,Mañaria,Por 100.000 habitantes,,0.0
2019,Mujer,,,Mañaria,Por 100.000 habitantes,,0.0
2013,Mujer,,,Mañaria,Por 100.000 habitantes,,0.0
2014,Mujer,,,Mañaria,Por 100.000 habitantes,,0.0
2018,Mujer,,,Mañaria,Por 100.000 habitantes,,0.0
2022,Mujer,,,Mañaria,Por 100.000 habitantes,,0.0
2015,Mujer,,,Mañaria,Por 100.000 habitantes,,0.0
2013,Mujer,,,Markina-Xemein,Por 100.000 habitantes,,0.0
2010,Mujer,,,Markina-Xemein,Por 100.000 habitantes,,0.0
2011,Mujer,,,Markina-Xemein,Por 100.000 habitantes,,0.0
2015,Mujer,,,Markina-Xemein,Por 100.000 habitantes,,0.0
2023,Mujer,,,Markina-Xemein,Por 100.000 habitantes,,0.0
2014,Mujer,,,Markina-Xemein,Por 100.000 habitantes,,0.0
2017,Mujer,,,Markina-Xemein,Por 100.000 habitantes,,0.0
2012,Mujer,,,Markina-Xemein,Por 100.000 habitantes,,0.0
2018,Mujer,,,Markina-Xemein,Por 100.000 habitantes,,0.0
2016,Mujer,,,Markina-Xemein,Por 100.000 habitantes,,0.0
2024,Mujer,,,Markina-Xemein,Por 100.000 habitantes,,0.0
2020,Mujer,,,Markina-Xemein,Por 100.000 habitantes,,0.0
2021,Mujer,,,Markina-Xemein,Por 100.000 habitantes,,0.0
2019,Mujer,,,Markina-Xemein,Por 100.000 habitantes,,0.0
2022,Mujer,,,Markina-Xemein,Por 100.000 habitantes,,0.0
2016,Mujer,,,Maruri-Jatabe,Por 100.000 habitantes,,0.0
2013,Mujer,,,Maruri-Jatabe,Por 100.000 habitantes,,0.0
2024,Mujer,,,Maruri-Jatabe,Por 100.000 habitantes,,0.0
2011,Mujer,,,Maruri-Jatabe,Por 100.000 habitantes,,0.0
2015,Mujer,,,Maruri-Jatabe,Por 100.000 habitantes,,0.0
2018,Mujer,,,Maruri-Jatabe,Por 100.000 habitantes,,0.0
2014,Mujer,,,Maruri-Jatabe,Por 100.000 habitantes,,0.0
2020,Mujer,,,Maruri-Jatabe,Por 100.000 habitantes,,0.0
2019,Mujer,,,Maruri-Jatabe,Por 100.000 habitantes,,0.0
2022,Mujer,,,Maruri-Jatabe,Por 100.000 habitantes,,0.0
2023,Mujer,,,Maruri-Jatabe,Por 100.000 habitantes,,0.0
2012,Mujer,,,Maruri-Jatabe,Por 100.000 habitantes,,0.0
2010,Mujer,,,Maruri-Jatabe,Por 100.000 habitantes,,0.0
2017,Mujer,,,Maruri-Jatabe,Por 100.000 habitantes,,0.0
2021,Mujer,,,Maruri-Jatabe,Por 100.000 habitantes,,0.0
2020,Mujer,,,Mendaro,Por 100.000 habitantes,,0.0
2022,Mujer,,,Mendaro,Por 100.000 habitantes,,0.0
2016,Mujer,,,Mendaro,Por 100.000 habitantes,,0.0
2012,Mujer,,,Mendaro,Por 100.000 habitantes,,0.0
2017,Mujer,,,Mendaro,Por 100.000 habitantes,,0.0
2024,Mujer,,,Mendaro,Por 100.000 habitantes,,0.0
2014,Mujer,,,Mendaro,Por 100.000 habitantes,,0.0
2011,Mujer,,,Mendaro,Por 100.000 habitantes,,0.0
2015,Mujer,,,Mendaro,Por 100.000 habitantes,,0.0
2023,Mujer,,,Mendaro,Por 100.000 habitantes,,0.0
2021,Mujer,,,Mendaro,Por 100.000 habitantes,,0.0
2013,Mujer,,,Mendaro,Por 100.000 habitantes,,0.0
2010,Mujer,,,Mendaro,Por 100.000 habitantes,,0.0
2018,Mujer,,,Mendaro,Por 100.000 habitantes,,0.0
2019,Mujer,,,Mendaro,Por 100.000 habitantes,,0.0
2019,Mujer,,,Mendata,Por 100.000 habitantes,,0.0
2013,Mujer,,,Mendata,Por 100.000 habitantes,,0.0
2015,Mujer,,,Mendata,Por 100.000 habitantes,,0.0
2024,Mujer,,,Mendata,Por 100.000 habitantes,,0.0
2021,Mujer,,,Mendata,Por 100.000 habitantes,,0.0
2016,Mujer,,,Mendata,Por 100.000 habitantes,,0.0
2023,Mujer,,,Mendata,Por 100.000 habitantes,,0.0
2012,Mujer,,,Mendata,Por 100.000 habitantes,,0.0
2017,Mujer,,,Mendata,Por 100.000 habitantes,,0.0
2018,Mujer,,,Mendata,Por 100.000 habitantes,,0.0
2022,Mujer,,,Mendata,Por 100.000 habitantes,,0.0
2010,Mujer,,,Mendata,Por 100.000 habitantes,,0.0
2020,Mujer,,,Mendata,Por 100.000 habitantes,,0.0
2011,Mujer,,,Mendata,Por 100.000 habitantes,,0.0
2014,Mujer,,,Mendata,Por 100.000 habitantes,,0.0
2012,Mujer,,,Mendexa,Por 100.000 habitantes,,0.0
2014,Mujer,,,Mendexa,Por 100.000 habitantes,,0.0
2024,Mujer,,,Mendexa,Por 100.000 habitantes,,0.0
2015,Mujer,,,Mendexa,Por 100.000 habitantes,,0.0
2020,Mujer,,,Mendexa,Por 100.000 habitantes,,0.0
2010,Mujer,,,Mendexa,Por 100.000 habitantes,,0.0
2022,Mujer,,,Mendexa,Por 100.000 habitantes,,0.0
2017,Mujer,,,Mendexa,Por 100.000 habitantes,,0.0
2013,Mujer,,,Mendexa,Por 100.000 habitantes,,0.0
2021,Mujer,,,Mendexa,Por 100.000 habitantes,,0.0
2016,Mujer,,,Mendexa,Por 100.000 habitantes,,0.0
2018,Mujer,,,Mendexa,Por 100.000 habitantes,,0.0
2023,Mujer,,,Mendexa,Por 100.000 habitantes,,0.0
2011,Mujer,,,Mendexa,Por 100.000 habitantes,,0.0
2019,Mujer,,,Mendexa,Por 100.000 habitantes,,0.0
2019,Mujer,,,Meñaka,Por 100.000 habitantes,,0.0
2023,Mujer,,,Meñaka,Por 100.000 habitantes,,0.0
2018,Mujer,,,Meñaka,Por 100.000 habitantes,,0.0
2013,Mujer,,,Meñaka,Por 100.000 habitantes,,0.0
2010,Mujer,,,Meñaka,Por 100.000 habitantes,,0.0
2022,Mujer,,,Meñaka,Por 100.000 habitantes,,0.0
2015,Mujer,,,Meñaka,Por 100.000 habitantes,,0.0
2014,Mujer,,,Meñaka,Por 100.000 habitantes,,0.0
2016,Mujer,,,Meñaka,Por 100.000 habitantes,,0.0
2021,Mujer,,,Meñaka,Por 100.000 habitantes,,0.0
2011,Mujer,,,Meñaka,Por 100.000 habitantes,,0.0
2017,Mujer,,,Meñaka,Por 100.000 habitantes,,0.0
2012,Mujer,,,Meñaka,Por 100.000 habitantes,,0.0
2020,Mujer,,,Meñaka,Por 100.000 habitantes,,0.0
2024,Mujer,,,Meñaka,Por 100.000 habitantes,,0.0
2021,Mujer,,,Moreda de Álava/Moreda Araba,Por 100.000 habitantes,,0.0
2015,Mujer,,,Moreda de Álava/Moreda Araba,Por 100.000 habitantes,,0.0
2010,Mujer,,,Moreda de Álava/Moreda Araba,Por 100.000 habitantes,,0.0
2014,Mujer,,,Moreda de Álava/Moreda Araba,Por 100.000 habitantes,,0.0
2011,Mujer,,,Moreda de Álava/Moreda Araba,Por 100.000 habitantes,,0.0
2018,Mujer,,,Moreda de Álava/Moreda Araba,Por 100.000 habitantes,,0.0
2023,Mujer,,,Moreda de Álava/Moreda Araba,Por 100.000 habitantes,,0.0
2020,Mujer,,,Moreda de Álava/Moreda Araba,Por 100.000 habitantes,,0.0
2019,Mujer,,,Moreda de Álava/Moreda Araba,Por 100.000 habitantes,,0.0
2024,Mujer,,,Moreda de Álava/Moreda Araba,Por 100.000 habitantes,,0.0
2022,Mujer,,,Moreda de Álava/Moreda Araba,Por 100.000 habitantes,,0.0
2013,Mujer,,,Moreda de Álava/Moreda Araba,Por 100.000 habitantes,,0.0
2016,Mujer,,,Moreda de Álava/Moreda Araba,Por 100.000 habitantes,,0.0
2017,Mujer,,,Moreda de Álava/Moreda Araba,Por 100.000 habitantes,,0.0
2012,Mujer,,,Moreda de Álava/Moreda Araba,Por 100.000 habitantes,,0.0
2019,Mujer,,,Morga,Por 100.000 habitantes,,0.0
2013,Mujer,,,Morga,Por 100.000 habitantes,,0.0
2020,Mujer,,,Morga,Por 100.000 habitantes,,0.0
2018,Mujer,,,Morga,Por 100.000 habitantes,,0.0
2024,Mujer,,,Morga,Por 100.000 habitantes,,0.0
2015,Mujer,,,Morga,Por 100.000 habitantes,,0.0
2023,Mujer,,,Morga,Por 100.000 habitantes,,0.0
2021,Mujer,,,Morga,Por 100.000 habitantes,,0.0
2017,Mujer,,,Morga,Por 100.000 habitantes,,0.0
2012,Mujer,,,Morga,Por 100.000 habitantes,,0.0
2016,Mujer,,,Morga,Por 100.000 habitantes,,0.0
2011,Mujer,,,Morga,Por 100.000 habitantes,,0.0
2010,Mujer,,,Morga,Por 100.000 habitantes,,0.0
2014,Mujer,,,Morga,Por 100.000 habitantes,,0.0
2022,Mujer,,,Morga,Por 100.000 habitantes,,0.0
2017,Mujer,,,Mundaka,Por 100.000 habitantes,,0.0
2024,Mujer,,,Mundaka,Por 100.000 habitantes,,0.0
2023,Mujer,,,Mundaka,Por 100.000 habitantes,,0.0
2022,Mujer,,,Mundaka,Por 100.000 habitantes,,0.0
2018,Mujer,,,Mundaka,Por 100.000 habitantes,,0.0
2014,Mujer,,,Mundaka,Por 100.000 habitantes,,0.0
2013,Mujer,,,Mundaka,Por 100.000 habitantes,,0.0
2021,Mujer,,,Mundaka,Por 100.000 habitantes,,0.0
2019,Mujer,,,Mundaka,Por 100.000 habitantes,,0.0
2011,Mujer,,,Mundaka,Por 100.000 habitantes,,0.0
2020,Mujer,,,Mundaka,Por 100.000 habitantes,,0.0
2015,Mujer,,,Mundaka,Por 100.000 habitantes,,0.0
2010,Mujer,,,Mundaka,Por 100.000 habitantes,,0.0
2012,Mujer,,,Mundaka,Por 100.000 habitantes,,0.0
2016,Mujer,,,Mundaka,Por 100.000 habitantes,,0.0
2023,Mujer,,,Mungia,Por 100.000 habitantes,,0.0
2014,Mujer,,,Mungia,Por 100.000 habitantes,,0.0
2022,Mujer,,,Mungia,Por 100.000 habitantes,,0.0
2019,Mujer,,,Mungia,Por 100.000 habitantes,,0.0
2021,Mujer,,,Mungia,Por 100.000 habitantes,,0.0
2016,Mujer,,,Mungia,Por 100.000 habitantes,,0.0
2024,Mujer,,,Mungia,Por 100.000 habitantes,,0.0
2020,Mujer,,,Mungia,Por 100.000 habitantes,,0.0
2015,Mujer,,,Mungia,Por 100.000 habitantes,,0.0
2010,Mujer,,,Mungia,Por 100.000 habitantes,,0.0
2017,Mujer,,,Mungia,Por 100.000 habitantes,,0.0
2013,Mujer,,,Mungia,Por 100.000 habitantes,,0.0
2011,Mujer,,,Mungia,Por 100.000 habitantes,,0.0
2018,Mujer,,,Mungia,Por 100.000 habitantes,,0.0
2012,Mujer,,,Mungia,Por 100.000 habitantes,,0.0
2022,Mujer,,,Munitibar-Arbatzegi Gerrikaitz,Por 100.000 habitantes,,0.0
2023,Mujer,,,Munitibar-Arbatzegi Gerrikaitz,Por 100.000 habitantes,,0.0
2014,Mujer,,,Munitibar-Arbatzegi Gerrikaitz,Por 100.000 habitantes,,0.0
2017,Mujer,,,Munitibar-Arbatzegi Gerrikaitz,Por 100.000 habitantes,,0.0
2011,Mujer,,,Munitibar-Arbatzegi Gerrikaitz,Por 100.000 habitantes,,0.0
2018,Mujer,,,Munitibar-Arbatzegi Gerrikaitz,Por 100.000 habitantes,,0.0
2015,Mujer,,,Munitibar-Arbatzegi Gerrikaitz,Por 100.000 habitantes,,0.0
2019,Mujer,,,Munitibar-Arbatzegi Gerrikaitz,Por 100.000 habitantes,,0.0
2012,Mujer,,,Munitibar-Arbatzegi Gerrikaitz,Por 100.000 habitantes,,0.0
2016,Mujer,,,Munitibar-Arbatzegi Gerrikaitz,Por 100.000 habitantes,,0.0
2013,Mujer,,,Munitibar-Arbatzegi Gerrikaitz,Por 100.000 habitantes,,0.0
2021,Mujer,,,Munitibar-Arbatzegi Gerrikaitz,Por 100.000 habitantes,,0.0
2020,Mujer,,,Munitibar-Arbatzegi Gerrikaitz,Por 100.000 habitantes,,0.0
2024,Mujer,,,Munitibar-Arbatzegi Gerrikaitz,Por 100.000 habitantes,,0.0
2010,Mujer,,,Munitibar-Arbatzegi Gerrikaitz,Por 100.000 habitantes,,0.0
2020,Mujer,,,Murueta,Por 100.000 habitantes,,0.0
2011,Mujer,,,Murueta,Por 100.000 habitantes,,0.0
2012,Mujer,,,Murueta,Por 100.000 habitantes,,0.0
2023,Mujer,,,Murueta,Por 100.000 habitantes,,0.0
2016,Mujer,,,Murueta,Por 100.000 habitantes,,0.0
2019,Mujer,,,Murueta,Por 100.000 habitantes,,0.0
2013,Mujer,,,Murueta,Por 100.000 habitantes,,0.0
2021,Mujer,,,Murueta,Por 100.000 habitantes,,0.0
2015,Mujer,,,Murueta,Por 100.000 habitantes,,0.0
2024,Mujer,,,Murueta,Por 100.000 habitantes,,0.0
2010,Mujer,,,Murueta,Por 100.000 habitantes,,0.0
2017,Mujer,,,Murueta,Por 100.000 habitantes,,0.0
2022,Mujer,,,Murueta,Por 100.000 habitantes,,0.0
2018,Mujer,,,Murueta,Por 100.000 habitantes,,0.0
2014,Mujer,,,Murueta,Por 100.000 habitantes,,0.0
2022,Mujer,,,Muskiz,Por 100.000 habitantes,,0.0
2017,Mujer,,,Muskiz,Por 100.000 habitantes,,0.0
2011,Mujer,,,Muskiz,Por 100.000 habitantes,,0.0
2013,Mujer,,,Muskiz,Por 100.000 habitantes,,0.0
2018,Mujer,,,Muskiz,Por 100.000 habitantes,,0.0
2023,Mujer,,,Muskiz,Por 100.000 habitantes,,0.0
2021,Mujer,,,Muskiz,Por 100.000 habitantes,,0.0
2015,Mujer,,,Muskiz,Por 100.000 habitantes,,0.0
2024,Mujer,,,Muskiz,Por 100.000 habitantes,,0.0
2010,Mujer,,,Muskiz,Por 100.000 habitantes,,0.0
2019,Mujer,,,Muskiz,Por 100.000 habitantes,,0.0
2014,Mujer,,,Muskiz,Por 100.000 habitantes,,0.0
2020,Mujer,,,Muskiz,Por 100.000 habitantes,,0.0
2016,Mujer,,,Muskiz,Por 100.000 habitantes,,0.0
2012,Mujer,,,Muskiz,Por 100.000 habitantes,,0.0
2016,Mujer,,,Mutiloa,Por 100.000 habitantes,,0.0
2021,Mujer,,,Mutiloa,Por 100.000 habitantes,,0.0
2024,Mujer,,,Mutiloa,Por 100.000 habitantes,,0.0
2020,Mujer,,,Mutiloa,Por 100.000 habitantes,,0.0
2013,Mujer,,,Mutiloa,Por 100.000 habitantes,,0.0
2019,Mujer,,,Mutiloa,Por 100.000 habitantes,,0.0
2023,Mujer,,,Mutiloa,Por 100.000 habitantes,,0.0
2018,Mujer,,,Mutiloa,Por 100.000 habitantes,,0.0
2015,Mujer,,,Mutiloa,Por 100.000 habitantes,,0.0
2010,Mujer,,,Mutiloa,Por 100.000 habitantes,,0.0
2012,Mujer,,,Mutiloa,Por 100.000 habitantes,,0.0
2011,Mujer,,,Mutiloa,Por 100.000 habitantes,,0.0
2022,Mujer,,,Mutiloa,Por 100.000 habitantes,,0.0
2014,Mujer,,,Mutiloa,Por 100.000 habitantes,,0.0
2017,Mujer,,,Mutiloa,Por 100.000 habitantes,,0.0
2010,Mujer,,,Mutriku,Por 100.000 habitantes,,0.0
2011,Mujer,,,Mutriku,Por 100.000 habitantes,,0.0
2020,Mujer,,,Mutriku,Por 100.000 habitantes,,0.0
2022,Mujer,,,Mutriku,Por 100.000 habitantes,,0.0
2016,Mujer,,,Mutriku,Por 100.000 habitantes,,0.0
2023,Mujer,,,Mutriku,Por 100.000 habitantes,,0.0
2021,Mujer,,,Mutriku,Por 100.000 habitantes,,0.0
2019,Mujer,,,Mutriku,Por 100.000 habitantes,,0.0
2018,Mujer,,,Mutriku,Por 100.000 habitantes,,0.0
2012,Mujer,,,Mutriku,Por 100.000 habitantes,,0.0
2024,Mujer,,,Mutriku,Por 100.000 habitantes,,0.0
2017,Mujer,,,Mutriku,Por 100.000 habitantes,,0.0
2014,Mujer,,,Mutriku,Por 100.000 habitantes,,0.0
2013,Mujer,,,Mutriku,Por 100.000 habitantes,,0.0
2015,Mujer,,,Mutriku,Por 100.000 habitantes,,0.0
2024,Mujer,,,Muxika,Por 100.000 habitantes,,0.0
2022,Mujer,,,Muxika,Por 100.000 habitantes,,0.0
2013,Mujer,,,Muxika,Por 100.000 habitantes,,0.0
2019,Mujer,,,Muxika,Por 100.000 habitantes,,0.0
2017,Mujer,,,Muxika,Por 100.000 habitantes,,0.0
2018,Mujer,,,Muxika,Por 100.000 habitantes,,0.0
2012,Mujer,,,Muxika,Por 100.000 habitantes,,0.0
2014,Mujer,,,Muxika,Por 100.000 habitantes,,0.0
2021,Mujer,,,Muxika,Por 100.000 habitantes,,0.0
2020,Mujer,,,Muxika,Por 100.000 habitantes,,0.0
2016,Mujer,,,Muxika,Por 100.000 habitantes,,0.0
2010,Mujer,,,Muxika,Por 100.000 habitantes,,0.0
2011,Mujer,,,Muxika,Por 100.000 habitantes,,0.0
2015,Mujer,,,Muxika,Por 100.000 habitantes,,0.0
2023,Mujer,,,Muxika,Por 100.000 habitantes,,0.0
2013,Mujer,,,Nabarniz,Por 100.000 habitantes,,0.0
2018,Mujer,,,Nabarniz,Por 100.000 habitantes,,0.0
2021,Mujer,,,Nabarniz,Por 100.000 habitantes,,0.0
2023,Mujer,,,Nabarniz,Por 100.000 habitantes,,0.0
2019,Mujer,,,Nabarniz,Por 100.000 habitantes,,0.0
2024,Mujer,,,Nabarniz,Por 100.000 habitantes,,0.0
2010,Mujer,,,Nabarniz,Por 100.000 habitantes,,0.0
2016,Mujer,,,Nabarniz,Por 100.000 habitantes,,0.0
2017,Mujer,,,Nabarniz,Por 100.000 habitantes,,0.0
2011,Mujer,,,Nabarniz,Por 100.000 habitantes,,0.0
2022,Mujer,,,Nabarniz,Por 100.000 habitantes,,0.0
2015,Mujer,,,Nabarniz,Por 100.000 habitantes,,0.0
2012,Mujer,,,Nabarniz,Por 100.000 habitantes,,0.0
2020,Mujer,,,Nabarniz,Por 100.000 habitantes,,0.0
