Year,Sexo,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2011,,,,Aia,Por 100.000 habitantes,Aia,0.0
2014,,,,Aia,Por 100.000 habitantes,Aia,0.0
2018,,,,Aia,Por 100.000 habitantes,Aia,0.0
2020,,,,Aia,Por 100.000 habitantes,Aia,0.0
2023,,,,Aia,Por 100.000 habitantes,Aia,0.0
2015,,,,Aia,Por 100.000 habitantes,Aia,0.0
2024,,,,Aia,Por 100.000 habitantes,Aia,0.0
2022,,,,Aia,Por 100.000 habitantes,Aia,0.0
2012,,,,Aia,Por 100.000 habitantes,Aia,0.0
2019,,,,Aia,Por 100.000 habitantes,Aia,0.0
2016,,,,Aia,Por 100.000 habitantes,Aia,0.0
2020,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,0.0
2018,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,0.0
2019,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,0.0
2015,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,0.0
2022,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,0.0
2021,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,0.0
2011,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,0.0
2012,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,0.0
2010,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,0.0
2014,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,0.0
2016,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,0.0
2013,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,0.0
2017,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,0.0
2023,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,0.0
2024,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,0.0
2024,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,0.0
2022,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,0.0
2020,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,0.0
2012,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,0.0
2016,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,0.0
2021,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,0.0
2014,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,0.0
2015,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,0.0
2018,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,0.0
2019,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,0.0
2011,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,0.0
2017,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,0.0
2010,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,0.0
2013,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,0.0
2023,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,0.0
2024,,,,Albiztur,Por 100.000 habitantes,Albiztur,0.0
2011,,,,Albiztur,Por 100.000 habitantes,Albiztur,0.0
2017,,,,Albiztur,Por 100.000 habitantes,Albiztur,0.0
2022,,,,Albiztur,Por 100.000 habitantes,Albiztur,0.0
2020,,,,Albiztur,Por 100.000 habitantes,Albiztur,0.0
2016,,,,Albiztur,Por 100.000 habitantes,Albiztur,0.0
2015,,,,Albiztur,Por 100.000 habitantes,Albiztur,0.0
2021,,,,Albiztur,Por 100.000 habitantes,Albiztur,0.0
2014,,,,Albiztur,Por 100.000 habitantes,Albiztur,0.0
2010,,,,Albiztur,Por 100.000 habitantes,Albiztur,0.0
2012,,,,Albiztur,Por 100.000 habitantes,Albiztur,0.0
2019,,,,Albiztur,Por 100.000 habitantes,Albiztur,0.0
2013,,,,Albiztur,Por 100.000 habitantes,Albiztur,0.0
2023,,,,Albiztur,Por 100.000 habitantes,Albiztur,0.0
2018,,,,Albiztur,Por 100.000 habitantes,Albiztur,0.0
2019,,,,Alegia,Por 100.000 habitantes,Alegia,0.0
2016,,,,Alegia,Por 100.000 habitantes,Alegia,0.0
2023,,,,Alegia,Por 100.000 habitantes,Alegia,0.0
2022,,,,Alegia,Por 100.000 habitantes,Alegia,0.0
2024,,,,Alegia,Por 100.000 habitantes,Alegia,0.0
2012,,,,Alegia,Por 100.000 habitantes,Alegia,0.0
2014,,,,Alegia,Por 100.000 habitantes,Alegia,0.0
2017,,,,Alegia,Por 100.000 habitantes,Alegia,0.0
2018,,,,Alegia,Por 100.000 habitantes,Alegia,0.0
2010,,,,Alegia,Por 100.000 habitantes,Alegia,0.0
2013,,,,Alegia,Por 100.000 habitantes,Alegia,0.0
2020,,,,Alegia,Por 100.000 habitantes,Alegia,0.0
2011,,,,Alegia,Por 100.000 habitantes,Alegia,0.0
2015,,,,Alegia,Por 100.000 habitantes,Alegia,0.0
2021,,,,Alegia,Por 100.000 habitantes,Alegia,0.0
2011,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,0.0
2014,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,0.0
2020,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,0.0
2017,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,0.0
2021,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,0.0
2019,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,0.0
2018,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,0.0
2024,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,0.0
2010,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,0.0
2016,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,0.0
2023,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,0.0
2015,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,0.0
2022,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,0.0
2012,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,0.0
2013,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,0.0
2010,,,,Alkiza,Por 100.000 habitantes,Alkiza,0.0
2012,,,,Alkiza,Por 100.000 habitantes,Alkiza,0.0
2015,,,,Alkiza,Por 100.000 habitantes,Alkiza,0.0
2020,,,,Alkiza,Por 100.000 habitantes,Alkiza,0.0
2018,,,,Alkiza,Por 100.000 habitantes,Alkiza,0.0
2013,,,,Alkiza,Por 100.000 habitantes,Alkiza,0.0
2014,,,,Alkiza,Por 100.000 habitantes,Alkiza,0.0
2017,,,,Alkiza,Por 100.000 habitantes,Alkiza,0.0
2024,,,,Alkiza,Por 100.000 habitantes,Alkiza,0.0
2016,,,,Alkiza,Por 100.000 habitantes,Alkiza,0.0
2022,,,,Alkiza,Por 100.000 habitantes,Alkiza,0.0
2019,,,,Alkiza,Por 100.000 habitantes,Alkiza,0.0
2021,,,,Alkiza,Por 100.000 habitantes,Alkiza,0.0
2023,,,,Alkiza,Por 100.000 habitantes,Alkiza,0.0
2011,,,,Alkiza,Por 100.000 habitantes,Alkiza,0.0
2022,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,0.0
2010,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,0.0
2021,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,0.0
2016,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,0.0
2023,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,0.0
2015,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,0.0
2019,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,0.0
2013,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,0.0
2012,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,0.0
2020,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,0.0
2017,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,0.0
2018,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,0.0
2011,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,0.0
2024,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,0.0
2014,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,0.0
2020,,,,Altzaga,Por 100.000 habitantes,Altzaga,0.0
2019,,,,Altzaga,Por 100.000 habitantes,Altzaga,0.0
2013,,,,Altzaga,Por 100.000 habitantes,Altzaga,0.0
2023,,,,Altzaga,Por 100.000 habitantes,Altzaga,0.0
2017,,,,Altzaga,Por 100.000 habitantes,Altzaga,0.0
2024,,,,Altzaga,Por 100.000 habitantes,Altzaga,0.0
2021,,,,Altzaga,Por 100.000 habitantes,Altzaga,0.0
2015,,,,Altzaga,Por 100.000 habitantes,Altzaga,0.0
2014,,,,Altzaga,Por 100.000 habitantes,Altzaga,0.0
2012,,,,Altzaga,Por 100.000 habitantes,Altzaga,0.0
2016,,,,Altzaga,Por 100.000 habitantes,Altzaga,0.0
2018,,,,Altzaga,Por 100.000 habitantes,Altzaga,0.0
2011,,,,Altzaga,Por 100.000 habitantes,Altzaga,0.0
2010,,,,Altzaga,Por 100.000 habitantes,Altzaga,0.0
2022,,,,Altzaga,Por 100.000 habitantes,Altzaga,0.0
2022,,,,Altzo,Por 100.000 habitantes,Altzo,0.0
2017,,,,Altzo,Por 100.000 habitantes,Altzo,0.0
2010,,,,Altzo,Por 100.000 habitantes,Altzo,0.0
2013,,,,Altzo,Por 100.000 habitantes,Altzo,0.0
2024,,,,Altzo,Por 100.000 habitantes,Altzo,0.0
2014,,,,Altzo,Por 100.000 habitantes,Altzo,0.0
2019,,,,Altzo,Por 100.000 habitantes,Altzo,0.0
2016,,,,Altzo,Por 100.000 habitantes,Altzo,0.0
2011,,,,Altzo,Por 100.000 habitantes,Altzo,0.0
2012,,,,Altzo,Por 100.000 habitantes,Altzo,0.0
2020,,,,Altzo,Por 100.000 habitantes,Altzo,0.0
2015,,,,Altzo,Por 100.000 habitantes,Altzo,0.0
2023,,,,Altzo,Por 100.000 habitantes,Altzo,0.0
2018,,,,Altzo,Por 100.000 habitantes,Altzo,0.0
2021,,,,Altzo,Por 100.000 habitantes,Altzo,0.0
2014,,,,Amezketa,Por 100.000 habitantes,Amezketa,0.0
2017,,,,Amezketa,Por 100.000 habitantes,Amezketa,0.0
2024,,,,Amezketa,Por 100.000 habitantes,Amezketa,0.0
2020,,,,Amezketa,Por 100.000 habitantes,Amezketa,0.0
2022,,,,Amezketa,Por 100.000 habitantes,Amezketa,0.0
2016,,,,Amezketa,Por 100.000 habitantes,Amezketa,0.0
2015,,,,Amezketa,Por 100.000 habitantes,Amezketa,0.0
2021,,,,Amezketa,Por 100.000 habitantes,Amezketa,0.0
2019,,,,Amezketa,Por 100.000 habitantes,Amezketa,0.0
2018,,,,Amezketa,Por 100.000 habitantes,Amezketa,0.0
2010,,,,Amezketa,Por 100.000 habitantes,Amezketa,0.0
2011,,,,Amezketa,Por 100.000 habitantes,Amezketa,0.0
2012,,,,Amezketa,Por 100.000 habitantes,Amezketa,0.0
2023,,,,Amezketa,Por 100.000 habitantes,Amezketa,0.0
2013,,,,Amezketa,Por 100.000 habitantes,Amezketa,0.0
2022,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,0.0
2015,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,0.0
2014,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,0.0
2019,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,0.0
2013,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,0.0
2018,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,0.0
2012,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,0.0
2023,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,0.0
2021,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,0.0
2016,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,0.0
2017,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,0.0
2020,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,0.0
2024,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,0.0
2011,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,0.0
2010,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,0.0
2016,,,,Amoroto,Por 100.000 habitantes,Amoroto,0.0
2019,,,,Amoroto,Por 100.000 habitantes,Amoroto,0.0
2017,,,,Amoroto,Por 100.000 habitantes,Amoroto,0.0
2010,,,,Amoroto,Por 100.000 habitantes,Amoroto,0.0
2018,,,,Amoroto,Por 100.000 habitantes,Amoroto,0.0
2022,,,,Amoroto,Por 100.000 habitantes,Amoroto,0.0
2012,,,,Amoroto,Por 100.000 habitantes,Amoroto,0.0
2023,,,,Amoroto,Por 100.000 habitantes,Amoroto,0.0
2024,,,,Amoroto,Por 100.000 habitantes,Amoroto,0.0
2014,,,,Amoroto,Por 100.000 habitantes,Amoroto,0.0
2011,,,,Amoroto,Por 100.000 habitantes,Amoroto,0.0
2013,,,,Amoroto,Por 100.000 habitantes,Amoroto,0.0
2015,,,,Amoroto,Por 100.000 habitantes,Amoroto,0.0
2021,,,,Amoroto,Por 100.000 habitantes,Amoroto,0.0
2020,,,,Amoroto,Por 100.000 habitantes,Amoroto,0.0
2011,,,,Amurrio,Por 100.000 habitantes,Amurrio,0.0
2015,,,,Amurrio,Por 100.000 habitantes,Amurrio,0.0
2012,,,,Amurrio,Por 100.000 habitantes,Amurrio,0.0
2021,,,,Amurrio,Por 100.000 habitantes,Amurrio,0.0
2017,,,,Amurrio,Por 100.000 habitantes,Amurrio,0.0
2022,,,,Amurrio,Por 100.000 habitantes,Amurrio,0.0
2014,,,,Amurrio,Por 100.000 habitantes,Amurrio,0.0
2024,,,,Amurrio,Por 100.000 habitantes,Amurrio,0.0
2013,,,,Amurrio,Por 100.000 habitantes,Amurrio,0.0
2018,,,,Amurrio,Por 100.000 habitantes,Amurrio,0.0
2019,,,,Amurrio,Por 100.000 habitantes,Amurrio,0.0
2010,,,,Amurrio,Por 100.000 habitantes,Amurrio,0.0
2020,,,,Amurrio,Por 100.000 habitantes,Amurrio,0.0
2016,,,,Amurrio,Por 100.000 habitantes,Amurrio,0.0
2023,,,,Amurrio,Por 100.000 habitantes,Amurrio,0.0
2015,,,,Andoain,Por 100.000 habitantes,Andoain,0.0
2022,,,,Andoain,Por 100.000 habitantes,Andoain,0.0
2011,,,,Andoain,Por 100.000 habitantes,Andoain,0.0
2019,,,,Andoain,Por 100.000 habitantes,Andoain,0.0
2014,,,,Andoain,Por 100.000 habitantes,Andoain,0.0
2018,,,,Andoain,Por 100.000 habitantes,Andoain,0.0
2021,,,,Andoain,Por 100.000 habitantes,Andoain,0.0
2010,,,,Andoain,Por 100.000 habitantes,Andoain,0.0
2013,,,,Andoain,Por 100.000 habitantes,Andoain,0.0
2024,,,,Andoain,Por 100.000 habitantes,Andoain,0.0
2023,,,,Andoain,Por 100.000 habitantes,Andoain,0.0
2012,,,,Andoain,Por 100.000 habitantes,Andoain,0.0
2016,,,,Andoain,Por 100.000 habitantes,Andoain,0.0
2017,,,,Andoain,Por 100.000 habitantes,Andoain,0.0
2020,,,,Andoain,Por 100.000 habitantes,Andoain,0.0
2016,,,,Anoeta,Por 100.000 habitantes,Anoeta,0.0
2019,,,,Anoeta,Por 100.000 habitantes,Anoeta,0.0
2015,,,,Anoeta,Por 100.000 habitantes,Anoeta,0.0
2010,,,,Anoeta,Por 100.000 habitantes,Anoeta,0.0
2012,,,,Anoeta,Por 100.000 habitantes,Anoeta,0.0
2023,,,,Anoeta,Por 100.000 habitantes,Anoeta,0.0
2018,,,,Anoeta,Por 100.000 habitantes,Anoeta,0.0
2020,,,,Anoeta,Por 100.000 habitantes,Anoeta,0.0
2024,,,,Anoeta,Por 100.000 habitantes,Anoeta,0.0
2013,,,,Anoeta,Por 100.000 habitantes,Anoeta,0.0
2022,,,,Anoeta,Por 100.000 habitantes,Anoeta,0.0
2017,,,,Anoeta,Por 100.000 habitantes,Anoeta,0.0
2021,,,,Anoeta,Por 100.000 habitantes,Anoeta,0.0
2014,,,,Anoeta,Por 100.000 habitantes,Anoeta,0.0
2011,,,,Anoeta,Por 100.000 habitantes,Anoeta,0.0
2010,,,,Antzuola,Por 100.000 habitantes,Antzuola,0.0
2013,,,,Antzuola,Por 100.000 habitantes,Antzuola,0.0
2016,,,,Antzuola,Por 100.000 habitantes,Antzuola,0.0
2011,,,,Antzuola,Por 100.000 habitantes,Antzuola,0.0
2022,,,,Antzuola,Por 100.000 habitantes,Antzuola,0.0
2012,,,,Antzuola,Por 100.000 habitantes,Antzuola,0.0
2023,,,,Antzuola,Por 100.000 habitantes,Antzuola,0.0
2015,,,,Antzuola,Por 100.000 habitantes,Antzuola,0.0
2021,,,,Antzuola,Por 100.000 habitantes,Antzuola,0.0
2017,,,,Antzuola,Por 100.000 habitantes,Antzuola,0.0
2020,,,,Antzuola,Por 100.000 habitantes,Antzuola,0.0
2024,,,,Antzuola,Por 100.000 habitantes,Antzuola,0.0
2018,,,,Antzuola,Por 100.000 habitantes,Antzuola,0.0
2019,,,,Antzuola,Por 100.000 habitantes,Antzuola,0.0
2014,,,,Antzuola,Por 100.000 habitantes,Antzuola,0.0
2024,,,,Añana,Por 100.000 habitantes,Añana,0.0
2011,,,,Añana,Por 100.000 habitantes,Añana,0.0
2014,,,,Añana,Por 100.000 habitantes,Añana,0.0
2019,,,,Añana,Por 100.000 habitantes,Añana,0.0
2017,,,,Añana,Por 100.000 habitantes,Añana,0.0
2021,,,,Añana,Por 100.000 habitantes,Añana,0.0
2010,,,,Añana,Por 100.000 habitantes,Añana,0.0
2018,,,,Añana,Por 100.000 habitantes,Añana,0.0
2012,,,,Añana,Por 100.000 habitantes,Añana,0.0
2020,,,,Añana,Por 100.000 habitantes,Añana,0.0
2023,,,,Añana,Por 100.000 habitantes,Añana,0.0
2016,,,,Añana,Por 100.000 habitantes,Añana,0.0
2015,,,,Añana,Por 100.000 habitantes,Añana,0.0
2013,,,,Añana,Por 100.000 habitantes,Añana,0.0
2022,,,,Añana,Por 100.000 habitantes,Añana,0.0
2016,,,,Arakaldo,Por 100.000 habitantes,Arakaldo,0.0
2011,,,,Arakaldo,Por 100.000 habitantes,Arakaldo,0.0
2013,,,,Arakaldo,Por 100.000 habitantes,Arakaldo,0.0
