Year,Sexua,Adina,Nazionalitatea,Desgaitasuna,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2023,Emakumea,,,,,,Portugalete,%,Portugalete,12.2
2021,Emakumea,,,,,,Portugalete,%,Portugalete,14.7
2020,Emakumea,,,,,,Portugalete,%,Portugalete,13.4
2016,Emakumea,,,,,,Portugalete,%,Portugalete,18.0
2015,Emakumea,,,,,,Portugalete,%,Portugalete,16.4
2019,Emakumea,,,,,,Portugalete,%,Portugalete,14.3
2018,Emakumea,,,,,,Portugalete,%,Portugalete,15.2
2022,Emakumea,,,,,,Portugalete,%,Portugalete,13.4
2010,Emakumea,,,,,,Portugalete,%,Portugalete,9.9
2019,Emakumea,,,,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,16.7
2022,Emakumea,,,,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,10.9
2015,Emakumea,,,,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,16.9
2023,Emakumea,,,,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,11.5
2020,Emakumea,,,,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,11.5
2018,Emakumea,,,,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,19.9
2016,Emakumea,,,,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,18.1
2021,Emakumea,,,,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,13.3
2010,Emakumea,,,,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,14.5
2022,Emakumea,,,,,,Samaniego,%,Samaniego,3.8
2020,Emakumea,,,,,,Samaniego,%,Samaniego,4.7
2015,Emakumea,,,,,,Samaniego,%,Samaniego,5.4
2018,Emakumea,,,,,,Samaniego,%,Samaniego,2.2
2023,Emakumea,,,,,,Samaniego,%,Samaniego,10.0
2021,Emakumea,,,,,,Samaniego,%,Samaniego,5.5
2019,Emakumea,,,,,,Samaniego,%,Samaniego,2.5
2016,Emakumea,,,,,,Samaniego,%,Samaniego,6.9
2010,Emakumea,,,,,,Samaniego,%,Samaniego,4.8
2018,Emakumea,,,,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,10.1
2021,Emakumea,,,,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,5.0
2023,Emakumea,,,,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,4.8
2020,Emakumea,,,,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,8.4
2015,Emakumea,,,,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,11.5
2022,Emakumea,,,,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,5.6
2019,Emakumea,,,,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,7.1
2016,Emakumea,,,,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,11.9
2010,Emakumea,,,,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,4.6
2010,Emakumea,,,,,,Santurtzi,%,Santurtzi,10.3
2023,Emakumea,,,,,,Santurtzi,%,Santurtzi,13.5
2022,Emakumea,,,,,,Santurtzi,%,Santurtzi,15.5
2021,Emakumea,,,,,,Santurtzi,%,Santurtzi,16.9
2020,Emakumea,,,,,,Santurtzi,%,Santurtzi,15.3
2019,Emakumea,,,,,,Santurtzi,%,Santurtzi,16.2
2015,Emakumea,,,,,,Santurtzi,%,Santurtzi,18.2
2016,Emakumea,,,,,,Santurtzi,%,Santurtzi,20.4
2018,Emakumea,,,,,,Santurtzi,%,Santurtzi,17.4
2015,Emakumea,,,,,,Segura,%,Segura,8.8
2019,Emakumea,,,,,,Segura,%,Segura,7.2
2021,Emakumea,,,,,,Segura,%,Segura,5.8
2016,Emakumea,,,,,,Segura,%,Segura,9.5
2020,Emakumea,,,,,,Segura,%,Segura,8.0
2018,Emakumea,,,,,,Segura,%,Segura,7.5
2022,Emakumea,,,,,,Segura,%,Segura,4.3
2023,Emakumea,,,,,,Segura,%,Segura,5.0
2010,Emakumea,,,,,,Segura,%,Segura,8.5
2022,Emakumea,,,,,,Sestao,%,Sestao,16.2
2016,Emakumea,,,,,,Sestao,%,Sestao,23.9
2010,Emakumea,,,,,,Sestao,%,Sestao,11.2
2020,Emakumea,,,,,,Sestao,%,Sestao,16.0
2023,Emakumea,,,,,,Sestao,%,Sestao,13.8
2019,Emakumea,,,,,,Sestao,%,Sestao,18.4
2018,Emakumea,,,,,,Sestao,%,Sestao,19.4
2021,Emakumea,,,,,,Sestao,%,Sestao,17.8
2015,Emakumea,,,,,,Sestao,%,Sestao,20.4
2010,Emakumea,,,,,,Sondika,%,Sondika,7.6
2020,Emakumea,,,,,,Sondika,%,Sondika,8.1
2019,Emakumea,,,,,,Sondika,%,Sondika,9.9
2022,Emakumea,,,,,,Sondika,%,Sondika,10.0
2015,Emakumea,,,,,,Sondika,%,Sondika,13.9
2023,Emakumea,,,,,,Sondika,%,Sondika,7.9
2016,Emakumea,,,,,,Sondika,%,Sondika,14.1
2018,Emakumea,,,,,,Sondika,%,Sondika,9.4
2021,Emakumea,,,,,,Sondika,%,Sondika,10.7
2020,Emakumea,,,,,,Sopela,%,Sopela,9.5
2022,Emakumea,,,,,,Sopela,%,Sopela,9.8
2016,Emakumea,,,,,,Sopela,%,Sopela,13.8
2023,Emakumea,,,,,,Sopela,%,Sopela,7.9
2019,Emakumea,,,,,,Sopela,%,Sopela,10.5
2021,Emakumea,,,,,,Sopela,%,Sopela,11.6
2010,Emakumea,,,,,,Sopela,%,Sopela,9.6
2018,Emakumea,,,,,,Sopela,%,Sopela,11.3
2015,Emakumea,,,,,,Sopela,%,Sopela,15.2
2023,Emakumea,,,,,,Sopuerta,%,Sopuerta,10.0
2019,Emakumea,,,,,,Sopuerta,%,Sopuerta,11.5
2020,Emakumea,,,,,,Sopuerta,%,Sopuerta,9.5
2022,Emakumea,,,,,,Sopuerta,%,Sopuerta,10.2
2010,Emakumea,,,,,,Sopuerta,%,Sopuerta,10.8
2016,Emakumea,,,,,,Sopuerta,%,Sopuerta,15.9
2021,Emakumea,,,,,,Sopuerta,%,Sopuerta,12.5
2018,Emakumea,,,,,,Sopuerta,%,Sopuerta,12.7
2015,Emakumea,,,,,,Sopuerta,%,Sopuerta,19.1
2018,Emakumea,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,16.6
2023,Emakumea,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,13.6
2020,Emakumea,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,14.1
2015,Emakumea,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,17.3
2019,Emakumea,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,14.6
2010,Emakumea,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,8.9
2022,Emakumea,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,16.0
2016,Emakumea,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,20.2
2021,Emakumea,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,14.5
2010,Emakumea,,,,,,Sukarrieta,%,Sukarrieta,7.0
2022,Emakumea,,,,,,Sukarrieta,%,Sukarrieta,15.8
2023,Emakumea,,,,,,Sukarrieta,%,Sukarrieta,11.9
2019,Emakumea,,,,,,Sukarrieta,%,Sukarrieta,17.1
2016,Emakumea,,,,,,Sukarrieta,%,Sukarrieta,12.5
2020,Emakumea,,,,,,Sukarrieta,%,Sukarrieta,11.8
2021,Emakumea,,,,,,Sukarrieta,%,Sukarrieta,10.3
2015,Emakumea,,,,,,Sukarrieta,%,Sukarrieta,14.0
2018,Emakumea,,,,,,Sukarrieta,%,Sukarrieta,10.1
2020,Emakumea,,,,,,Tolosa,%,Tolosa,8.3
2015,Emakumea,,,,,,Tolosa,%,Tolosa,13.3
2016,Emakumea,,,,,,Tolosa,%,Tolosa,13.0
2021,Emakumea,,,,,,Tolosa,%,Tolosa,9.0
2023,Emakumea,,,,,,Tolosa,%,Tolosa,7.6
2010,Emakumea,,,,,,Tolosa,%,Tolosa,7.4
2019,Emakumea,,,,,,Tolosa,%,Tolosa,9.3
2022,Emakumea,,,,,,Tolosa,%,Tolosa,7.8
2018,Emakumea,,,,,,Tolosa,%,Tolosa,10.8
2022,Emakumea,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,9.5
2021,Emakumea,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,18.0
2010,Emakumea,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,8.9
2018,Emakumea,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,24.0
2020,Emakumea,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,12.6
2019,Emakumea,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,16.3
2023,Emakumea,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,9.6
2016,Emakumea,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,28.1
2015,Emakumea,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,16.4
2021,Emakumea,,,,,,Ubide,%,Ubide,17.9
2022,Emakumea,,,,,,Ubide,%,Ubide,5.1
2015,Emakumea,,,,,,Ubide,%,Ubide,15.0
2010,Emakumea,,,,,,Ubide,%,Ubide,7.3
2016,Emakumea,,,,,,Ubide,%,Ubide,10.0
2018,Emakumea,,,,,,Ubide,%,Ubide,8.3
2020,Emakumea,,,,,,Ubide,%,Ubide,10.8
2019,Emakumea,,,,,,Ubide,%,Ubide,8.1
2023,Emakumea,,,,,,Ubide,%,Ubide,6.5
2019,Emakumea,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,11.8
2023,Emakumea,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,10.8
2020,Emakumea,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,10.8
2018,Emakumea,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,13.3
2021,Emakumea,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,11.2
2015,Emakumea,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,14.2
2022,Emakumea,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,12.5
2016,Emakumea,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,17.4
2010,Emakumea,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,8.3
2015,Emakumea,,,,,,Urduliz,%,Urduliz,14.2
2021,Emakumea,,,,,,Urduliz,%,Urduliz,9.6
2019,Emakumea,,,,,,Urduliz,%,Urduliz,8.8
2016,Emakumea,,,,,,Urduliz,%,Urduliz,12.5
2023,Emakumea,,,,,,Urduliz,%,Urduliz,7.1
2010,Emakumea,,,,,,Urduliz,%,Urduliz,8.5
2018,Emakumea,,,,,,Urduliz,%,Urduliz,11.5
2022,Emakumea,,,,,,Urduliz,%,Urduliz,8.3
2020,Emakumea,,,,,,Urduliz,%,Urduliz,9.3
2016,Emakumea,,,,,,Urduña / Orduña,%,Urduña / Orduña,22.4
2010,Emakumea,,,,,,Urduña / Orduña,%,Urduña / Orduña,7.5
2023,Emakumea,,,,,,Urduña / Orduña,%,Urduña / Orduña,13.5
2019,Emakumea,,,,,,Urduña / Orduña,%,Urduña / Orduña,15.6
2022,Emakumea,,,,,,Urduña / Orduña,%,Urduña / Orduña,13.5
2020,Emakumea,,,,,,Urduña / Orduña,%,Urduña / Orduña,14.3
2018,Emakumea,,,,,,Urduña / Orduña,%,Urduña / Orduña,18.0
2015,Emakumea,,,,,,Urduña / Orduña,%,Urduña / Orduña,19.0
2021,Emakumea,,,,,,Urduña / Orduña,%,Urduña / Orduña,15.9
2010,Emakumea,,,,,,Urkabustaiz,%,Urkabustaiz,4.9
2023,Emakumea,,,,,,Urkabustaiz,%,Urkabustaiz,11.1
2016,Emakumea,,,,,,Urkabustaiz,%,Urkabustaiz,11.6
2015,Emakumea,,,,,,Urkabustaiz,%,Urkabustaiz,12.1
2020,Emakumea,,,,,,Urkabustaiz,%,Urkabustaiz,10.3
2018,Emakumea,,,,,,Urkabustaiz,%,Urkabustaiz,9.0
2021,Emakumea,,,,,,Urkabustaiz,%,Urkabustaiz,10.7
2019,Emakumea,,,,,,Urkabustaiz,%,Urkabustaiz,11.1
2022,Emakumea,,,,,,Urkabustaiz,%,Urkabustaiz,10.0
2020,Emakumea,,,,,,Urnieta,%,Urnieta,8.0
2010,Emakumea,,,,,,Urnieta,%,Urnieta,8.4
2019,Emakumea,,,,,,Urnieta,%,Urnieta,9.2
2021,Emakumea,,,,,,Urnieta,%,Urnieta,10.9
2018,Emakumea,,,,,,Urnieta,%,Urnieta,9.9
2016,Emakumea,,,,,,Urnieta,%,Urnieta,14.0
2023,Emakumea,,,,,,Urnieta,%,Urnieta,8.2
2015,Emakumea,,,,,,Urnieta,%,Urnieta,14.1
2022,Emakumea,,,,,,Urnieta,%,Urnieta,9.1
2019,Emakumea,,,,,,Urretxu,%,Urretxu,10.1
2022,Emakumea,,,,,,Urretxu,%,Urretxu,8.0
2010,Emakumea,,,,,,Urretxu,%,Urretxu,8.9
2021,Emakumea,,,,,,Urretxu,%,Urretxu,9.9
2018,Emakumea,,,,,,Urretxu,%,Urretxu,11.0
2020,Emakumea,,,,,,Urretxu,%,Urretxu,9.2
2023,Emakumea,,,,,,Urretxu,%,Urretxu,7.9
2016,Emakumea,,,,,,Urretxu,%,Urretxu,14.2
2015,Emakumea,,,,,,Urretxu,%,Urretxu,14.8
2010,Emakumea,,,,,,Usurbil,%,Usurbil,6.3
2022,Emakumea,,,,,,Usurbil,%,Usurbil,7.3
2018,Emakumea,,,,,,Usurbil,%,Usurbil,10.1
2021,Emakumea,,,,,,Usurbil,%,Usurbil,9.6
2016,Emakumea,,,,,,Usurbil,%,Usurbil,12.3
2023,Emakumea,,,,,,Usurbil,%,Usurbil,6.5
2019,Emakumea,,,,,,Usurbil,%,Usurbil,8.2
2015,Emakumea,,,,,,Usurbil,%,Usurbil,12.1
2020,Emakumea,,,,,,Usurbil,%,Usurbil,8.2
2016,Emakumea,,,,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,14.2
2019,Emakumea,,,,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,13.7
2015,Emakumea,,,,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,12.3
2021,Emakumea,,,,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,18.6
2018,Emakumea,,,,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,8.7
2022,Emakumea,,,,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,11.9
2023,Emakumea,,,,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,10.5
2010,Emakumea,,,,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,10.3
2020,Emakumea,,,,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,10.6
2019,Emakumea,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,13.5
2018,Emakumea,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,15.0
2020,Emakumea,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,12.7
2010,Emakumea,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,9.1
2022,Emakumea,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,12.0
2023,Emakumea,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,11.4
2015,Emakumea,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,17.3
2021,Emakumea,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,12.9
2016,Emakumea,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,18.1
2020,Emakumea,,,,,,Villabona,%,Villabona,11.5
2015,Emakumea,,,,,,Villabona,%,Villabona,14.0
2021,Emakumea,,,,,,Villabona,%,Villabona,12.2
2023,Emakumea,,,,,,Villabona,%,Villabona,9.9
2016,Emakumea,,,,,,Villabona,%,Villabona,16.2
2019,Emakumea,,,,,,Villabona,%,Villabona,11.7
2022,Emakumea,,,,,,Villabona,%,Villabona,10.9
2010,Emakumea,,,,,,Villabona,%,Villabona,9.8
2018,Emakumea,,,,,,Villabona,%,Villabona,13.3
2019,Emakumea,,,,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,1.8
2021,Emakumea,,,,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,13.1
2015,Emakumea,,,,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,9.4
2020,Emakumea,,,,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,9.3
2010,Emakumea,,,,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,8.6
2022,Emakumea,,,,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,4.9
2018,Emakumea,,,,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,6.9
2023,Emakumea,,,,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,3.3
2016,Emakumea,,,,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,5.6
2015,Emakumea,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,14.9
2019,Emakumea,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,12.8
2010,Emakumea,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,9.0
2020,Emakumea,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,11.9
2016,Emakumea,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,16.1
2023,Emakumea,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,10.7
2022,Emakumea,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,11.7
2021,Emakumea,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,13.3
2018,Emakumea,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,13.7
2019,Emakumea,,,,,,Yécora / Iekora,%,Yécora / Iekora,8.3
2010,Emakumea,,,,,,Yécora / Iekora,%,Yécora / Iekora,13.2
2021,Emakumea,,,,,,Yécora / Iekora,%,Yécora / Iekora,5.3
2022,Emakumea,,,,,,Yécora / Iekora,%,Yécora / Iekora,8.8
2023,Emakumea,,,,,,Yécora / Iekora,%,Yécora / Iekora,9.1
2020,Emakumea,,,,,,Yécora / Iekora,%,Yécora / Iekora,14.3
2015,Emakumea,,,,,,Yécora / Iekora,%,Yécora / Iekora,26.9
2018,Emakumea,,,,,,Yécora / Iekora,%,Yécora / Iekora,14.3
2016,Emakumea,,,,,,Yécora / Iekora,%,Yécora / Iekora,15.4
2020,Emakumea,,,,,,Zaldibar,%,Zaldibar,8.3
2021,Emakumea,,,,,,Zaldibar,%,Zaldibar,11.7
2018,Emakumea,,,,,,Zaldibar,%,Zaldibar,12.1
2019,Emakumea,,,,,,Zaldibar,%,Zaldibar,11.2
2023,Emakumea,,,,,,Zaldibar,%,Zaldibar,7.6
2015,Emakumea,,,,,,Zaldibar,%,Zaldibar,17.1
2022,Emakumea,,,,,,Zaldibar,%,Zaldibar,9.3
2010,Emakumea,,,,,,Zaldibar,%,Zaldibar,8.2
2016,Emakumea,,,,,,Zaldibar,%,Zaldibar,17.3
2023,Emakumea,,,,,,Zaldibia,%,Zaldibia,6.6
2015,Emakumea,,,,,,Zaldibia,%,Zaldibia,12.8
2022,Emakumea,,,,,,Zaldibia,%,Zaldibia,9.2
2019,Emakumea,,,,,,Zaldibia,%,Zaldibia,9.1
2021,Emakumea,,,,,,Zaldibia,%,Zaldibia,10.3
2018,Emakumea,,,,,,Zaldibia,%,Zaldibia,7.2
2020,Emakumea,,,,,,Zaldibia,%,Zaldibia,7.0
2016,Emakumea,,,,,,Zaldibia,%,Zaldibia,12.2
2010,Emakumea,,,,,,Zaldibia,%,Zaldibia,6.8
2022,Emakumea,,,,,,Zalduondo,%,Zalduondo,6.8
2010,Emakumea,,,,,,Zalduondo,%,Zalduondo,7.0
2023,Emakumea,,,,,,Zalduondo,%,Zalduondo,1.5
2018,Emakumea,,,,,,Zalduondo,%,Zalduondo,8.9
2021,Emakumea,,,,,,Zalduondo,%,Zalduondo,5.6
2015,Emakumea,,,,,,Zalduondo,%,Zalduondo,11.1
2020,Emakumea,,,,,,Zalduondo,%,Zalduondo,8.2
2016,Emakumea,,,,,,Zalduondo,%,Zalduondo,8.3
2019,Emakumea,,,,,,Zalduondo,%,Zalduondo,0.0
2018,Emakumea,,,,,,Zalla,%,Zalla,18.1
2020,Emakumea,,,,,,Zalla,%,Zalla,15.1
2016,Emakumea,,,,,,Zalla,%,Zalla,23.5
2022,Emakumea,,,,,,Zalla,%,Zalla,14.3
2010,Emakumea,,,,,,Zalla,%,Zalla,10.3
2023,Emakumea,,,,,,Zalla,%,Zalla,12.8
2021,Emakumea,,,,,,Zalla,%,Zalla,16.6
2015,Emakumea,,,,,,Zalla,%,Zalla,20.3
2019,Emakumea,,,,,,Zalla,%,Zalla,16.1
2016,Emakumea,,,,,,Zambrana,%,Zambrana,22.6
2019,Emakumea,,,,,,Zambrana,%,Zambrana,20.9
2021,Emakumea,,,,,,Zambrana,%,Zambrana,13.8
2015,Emakumea,,,,,,Zambrana,%,Zambrana,30.1
2010,Emakumea,,,,,,Zambrana,%,Zambrana,13.4
2023,Emakumea,,,,,,Zambrana,%,Zambrana,18.1
2022,Emakumea,,,,,,Zambrana,%,Zambrana,14.1
2020,Emakumea,,,,,,Zambrana,%,Zambrana,14.0
2018,Emakumea,,,,,,Zambrana,%,Zambrana,30.4
2015,Emakumea,,,,,,Zamudio,%,Zamudio,12.5
2010,Emakumea,,,,,,Zamudio,%,Zamudio,9.7
2021,Emakumea,,,,,,Zamudio,%,Zamudio,10.2
2016,Emakumea,,,,,,Zamudio,%,Zamudio,14.2
2019,Emakumea,,,,,,Zamudio,%,Zamudio,10.1
2023,Emakumea,,,,,,Zamudio,%,Zamudio,9.1
2022,Emakumea,,,,,,Zamudio,%,Zamudio,9.9
2020,Emakumea,,,,,,Zamudio,%,Zamudio,10.0
2018,Emakumea,,,,,,Zamudio,%,Zamudio,11.7
2016,Emakumea,,,,,,Zaratamo,%,Zaratamo,15.5
2019,Emakumea,,,,,,Zaratamo,%,Zaratamo,13.1
2015,Emakumea,,,,,,Zaratamo,%,Zaratamo,17.3
2020,Emakumea,,,,,,Zaratamo,%,Zaratamo,12.9
2010,Emakumea,,,,,,Zaratamo,%,Zaratamo,8.4
2018,Emakumea,,,,,,Zaratamo,%,Zaratamo,13.9
2022,Emakumea,,,,,,Zaratamo,%,Zaratamo,14.7
2023,Emakumea,,,,,,Zaratamo,%,Zaratamo,11.8
2021,Emakumea,,,,,,Zaratamo,%,Zaratamo,12.8
2021,Emakumea,,,,,,Zarautz,%,Zarautz,9.0
2019,Emakumea,,,,,,Zarautz,%,Zarautz,8.5
2020,Emakumea,,,,,,Zarautz,%,Zarautz,7.9
2016,Emakumea,,,,,,Zarautz,%,Zarautz,14.0
2023,Emakumea,,,,,,Zarautz,%,Zarautz,6.3
2010,Emakumea,,,,,,Zarautz,%,Zarautz,9.0
2015,Emakumea,,,,,,Zarautz,%,Zarautz,13.8
2018,Emakumea,,,,,,Zarautz,%,Zarautz,9.6
2022,Emakumea,,,,,,Zarautz,%,Zarautz,7.5
2020,Emakumea,,,,,,Zeanuri,%,Zeanuri,6.0
2018,Emakumea,,,,,,Zeanuri,%,Zeanuri,9.0
2023,Emakumea,,,,,,Zeanuri,%,Zeanuri,6.8
2015,Emakumea,,,,,,Zeanuri,%,Zeanuri,10.1
2021,Emakumea,,,,,,Zeanuri,%,Zeanuri,9.0
2022,Emakumea,,,,,,Zeanuri,%,Zeanuri,7.1
2010,Emakumea,,,,,,Zeanuri,%,Zeanuri,7.5
2019,Emakumea,,,,,,Zeanuri,%,Zeanuri,7.7
2016,Emakumea,,,,,,Zeanuri,%,Zeanuri,6.3
2023,Emakumea,,,,,,Zeberio,%,Zeberio,7.2
2022,Emakumea,,,,,,Zeberio,%,Zeberio,7.5
2018,Emakumea,,,,,,Zeberio,%,Zeberio,10.4
2019,Emakumea,,,,,,Zeberio,%,Zeberio,8.3
2021,Emakumea,,,,,,Zeberio,%,Zeberio,10.6
2020,Emakumea,,,,,,Zeberio,%,Zeberio,8.7
2015,Emakumea,,,,,,Zeberio,%,Zeberio,9.7
2016,Emakumea,,,,,,Zeberio,%,Zeberio,10.4
2010,Emakumea,,,,,,Zeberio,%,Zeberio,4.4
2015,Emakumea,,,,,,Zegama,%,Zegama,11.4
2022,Emakumea,,,,,,Zegama,%,Zegama,8.2
2023,Emakumea,,,,,,Zegama,%,Zegama,5.4
2021,Emakumea,,,,,,Zegama,%,Zegama,7.2
2019,Emakumea,,,,,,Zegama,%,Zegama,7.1
2020,Emakumea,,,,,,Zegama,%,Zegama,7.9
2010,Emakumea,,,,,,Zegama,%,Zegama,8.9
2016,Emakumea,,,,,,Zegama,%,Zegama,15.1
2018,Emakumea,,,,,,Zegama,%,Zegama,11.9
2016,Emakumea,,,,,,Zerain,%,Zerain,9.7
2018,Emakumea,,,,,,Zerain,%,Zerain,9.7
2015,Emakumea,,,,,,Zerain,%,Zerain,14.3
2022,Emakumea,,,,,,Zerain,%,Zerain,1.4
2020,Emakumea,,,,,,Zerain,%,Zerain,8.5
2023,Emakumea,,,,,,Zerain,%,Zerain,5.9
2019,Emakumea,,,,,,Zerain,%,Zerain,5.4
2010,Emakumea,,,,,,Zerain,%,Zerain,8.9
2021,Emakumea,,,,,,Zerain,%,Zerain,3.4
2016,Emakumea,,,,,,Zestoa,%,Zestoa,19.0
2020,Emakumea,,,,,,Zestoa,%,Zestoa,13.3
2021,Emakumea,,,,,,Zestoa,%,Zestoa,13.2
2018,Emakumea,,,,,,Zestoa,%,Zestoa,14.3
2023,Emakumea,,,,,,Zestoa,%,Zestoa,8.8
2022,Emakumea,,,,,,Zestoa,%,Zestoa,9.7
2015,Emakumea,,,,,,Zestoa,%,Zestoa,18.1
2019,Emakumea,,,,,,Zestoa,%,Zestoa,14.0
2010,Emakumea,,,,,,Zestoa,%,Zestoa,9.8
2021,Emakumea,,,,,,Zierbena,%,Zierbena,14.4
2023,Emakumea,,,,,,Zierbena,%,Zierbena,7.4
2019,Emakumea,,,,,,Zierbena,%,Zierbena,12.1
2020,Emakumea,,,,,,Zierbena,%,Zierbena,12.9
2015,Emakumea,,,,,,Zierbena,%,Zierbena,17.1
2010,Emakumea,,,,,,Zierbena,%,Zierbena,9.1
2016,Emakumea,,,,,,Zierbena,%,Zierbena,16.0
2018,Emakumea,,,,,,Zierbena,%,Zierbena,13.3
2022,Emakumea,,,,,,Zierbena,%,Zierbena,10.5
2016,Emakumea,,,,,,Zigoitia,%,Zigoitia,9.0
2020,Emakumea,,,,,,Zigoitia,%,Zigoitia,7.7
2023,Emakumea,,,,,,Zigoitia,%,Zigoitia,4.8
2010,Emakumea,,,,,,Zigoitia,%,Zigoitia,4.5
2021,Emakumea,,,,,,Zigoitia,%,Zigoitia,6.5
2018,Emakumea,,,,,,Zigoitia,%,Zigoitia,7.7
2022,Emakumea,,,,,,Zigoitia,%,Zigoitia,6.6
2019,Emakumea,,,,,,Zigoitia,%,Zigoitia,7.7
