Year,Series,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ajangiz,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ajangiz,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ajangiz,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ajangiz,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ajangiz,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ajangiz,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ajangiz,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ajangiz,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ajangiz,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Albiztur,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Albiztur,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Albiztur,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Albiztur,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Albiztur,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Albiztur,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Albiztur,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Albiztur,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Albiztur,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Albiztur,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Albiztur,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Albiztur,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Albiztur,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Albiztur,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Albiztur,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegia,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegia,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegia,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegia,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegia,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegia,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegia,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegia,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegia,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegia,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegia,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegia,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegia,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegia,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegia,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegría-Dulantzi,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegría-Dulantzi,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegría-Dulantzi,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegría-Dulantzi,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegría-Dulantzi,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegría-Dulantzi,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegría-Dulantzi,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegría-Dulantzi,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegría-Dulantzi,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegría-Dulantzi,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegría-Dulantzi,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegría-Dulantzi,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegría-Dulantzi,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegría-Dulantzi,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alegría-Dulantzi,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alkiza,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alkiza,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alkiza,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alkiza,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alkiza,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alkiza,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alkiza,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alkiza,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alkiza,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alkiza,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alkiza,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alkiza,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alkiza,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alkiza,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alkiza,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alonsotegi,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alonsotegi,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alonsotegi,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alonsotegi,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alonsotegi,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alonsotegi,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alonsotegi,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alonsotegi,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alonsotegi,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alonsotegi,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alonsotegi,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alonsotegi,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alonsotegi,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alonsotegi,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Alonsotegi,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzaga,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzaga,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzaga,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzaga,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzaga,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzaga,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzaga,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzaga,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzaga,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzaga,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzaga,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzaga,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzaga,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzaga,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzaga,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzo,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzo,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzo,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzo,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzo,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzo,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzo,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzo,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzo,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzo,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzo,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzo,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzo,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzo,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Altzo,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amezketa,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amezketa,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amezketa,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amezketa,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amezketa,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amezketa,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amezketa,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amezketa,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amezketa,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amezketa,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amezketa,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amezketa,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amezketa,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amezketa,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amezketa,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amorebieta-Etxano,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amorebieta-Etxano,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amorebieta-Etxano,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amorebieta-Etxano,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amorebieta-Etxano,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amorebieta-Etxano,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amorebieta-Etxano,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amorebieta-Etxano,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amorebieta-Etxano,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amorebieta-Etxano,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amorebieta-Etxano,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amorebieta-Etxano,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amorebieta-Etxano,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amorebieta-Etxano,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amorebieta-Etxano,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amoroto,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amoroto,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amoroto,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amoroto,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amoroto,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amoroto,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amoroto,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amoroto,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amoroto,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amoroto,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amoroto,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amoroto,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amoroto,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amoroto,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amoroto,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amurrio,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amurrio,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amurrio,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amurrio,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amurrio,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amurrio,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amurrio,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amurrio,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amurrio,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amurrio,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amurrio,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amurrio,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amurrio,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amurrio,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Amurrio,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Andoain,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Andoain,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Andoain,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Andoain,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Andoain,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Andoain,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Andoain,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Andoain,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Andoain,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Andoain,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Andoain,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Andoain,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Andoain,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Andoain,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Andoain,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Anoeta,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Anoeta,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Anoeta,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Anoeta,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Anoeta,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Anoeta,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Anoeta,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Anoeta,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Anoeta,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Anoeta,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Anoeta,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Anoeta,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Anoeta,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Anoeta,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Anoeta,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Antzuola,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Antzuola,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Antzuola,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Antzuola,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Antzuola,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Antzuola,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Antzuola,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Antzuola,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Antzuola,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Antzuola,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Antzuola,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Antzuola,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Antzuola,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Antzuola,%,,100.0
