Year,Series,Sexua,Kontratu mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2016,Okupazio-tasa,Gizona,,,,Elgoibar,%,Elgoibar,74.2
2022,Okupazio-tasa,Gizona,,,,Elgoibar,%,Elgoibar,77.5
2023,Okupazio-tasa,Gizona,,,,Elgoibar,%,Elgoibar,80.1
2023,Okupazio-tasa,Gizona,,,,Elorrio,%,Elorrio,77.5
2021,Okupazio-tasa,Gizona,,,,Elorrio,%,Elorrio,73.9
2019,Okupazio-tasa,Gizona,,,,Elorrio,%,Elorrio,75.6
2016,Okupazio-tasa,Gizona,,,,Elorrio,%,Elorrio,73.2
2015,Okupazio-tasa,Gizona,,,,Elorrio,%,Elorrio,72.7
2018,Okupazio-tasa,Gizona,,,,Elorrio,%,Elorrio,74.6
2020,Okupazio-tasa,Gizona,,,,Elorrio,%,Elorrio,75.6
2022,Okupazio-tasa,Gizona,,,,Elorrio,%,Elorrio,76.1
2010,Okupazio-tasa,Gizona,,,,Elorrio,%,Elorrio,73.2
2021,Okupazio-tasa,Gizona,,,,Elvillar / Bilar,%,Elvillar / Bilar,75.5
2015,Okupazio-tasa,Gizona,,,,Elvillar / Bilar,%,Elvillar / Bilar,75.5
2020,Okupazio-tasa,Gizona,,,,Elvillar / Bilar,%,Elvillar / Bilar,81.4
2019,Okupazio-tasa,Gizona,,,,Elvillar / Bilar,%,Elvillar / Bilar,86.7
2018,Okupazio-tasa,Gizona,,,,Elvillar / Bilar,%,Elvillar / Bilar,81.7
2022,Okupazio-tasa,Gizona,,,,Elvillar / Bilar,%,Elvillar / Bilar,79.0
2010,Okupazio-tasa,Gizona,,,,Elvillar / Bilar,%,Elvillar / Bilar,78.0
2016,Okupazio-tasa,Gizona,,,,Elvillar / Bilar,%,Elvillar / Bilar,77.2
2023,Okupazio-tasa,Gizona,,,,Elvillar / Bilar,%,Elvillar / Bilar,79.8
2021,Okupazio-tasa,Gizona,,,,Erandio,%,Erandio,73.3
2019,Okupazio-tasa,Gizona,,,,Erandio,%,Erandio,74.1
2023,Okupazio-tasa,Gizona,,,,Erandio,%,Erandio,78.4
2016,Okupazio-tasa,Gizona,,,,Erandio,%,Erandio,69.6
2015,Okupazio-tasa,Gizona,,,,Erandio,%,Erandio,68.3
2018,Okupazio-tasa,Gizona,,,,Erandio,%,Erandio,72.7
2020,Okupazio-tasa,Gizona,,,,Erandio,%,Erandio,74.9
2010,Okupazio-tasa,Gizona,,,,Erandio,%,Erandio,71.3
2022,Okupazio-tasa,Gizona,,,,Erandio,%,Erandio,75.2
2019,Okupazio-tasa,Gizona,,,,Ereño,%,Ereño,75.6
2016,Okupazio-tasa,Gizona,,,,Ereño,%,Ereño,71.6
2023,Okupazio-tasa,Gizona,,,,Ereño,%,Ereño,83.1
2010,Okupazio-tasa,Gizona,,,,Ereño,%,Ereño,80.0
2015,Okupazio-tasa,Gizona,,,,Ereño,%,Ereño,72.8
2022,Okupazio-tasa,Gizona,,,,Ereño,%,Ereño,80.2
2021,Okupazio-tasa,Gizona,,,,Ereño,%,Ereño,77.2
2020,Okupazio-tasa,Gizona,,,,Ereño,%,Ereño,76.7
2018,Okupazio-tasa,Gizona,,,,Ereño,%,Ereño,76.8
2020,Okupazio-tasa,Gizona,,,,Ermua,%,Ermua,73.9
2018,Okupazio-tasa,Gizona,,,,Ermua,%,Ermua,74.1
2015,Okupazio-tasa,Gizona,,,,Ermua,%,Ermua,69.6
2010,Okupazio-tasa,Gizona,,,,Ermua,%,Ermua,71.6
2016,Okupazio-tasa,Gizona,,,,Ermua,%,Ermua,71.6
2021,Okupazio-tasa,Gizona,,,,Ermua,%,Ermua,74.6
2022,Okupazio-tasa,Gizona,,,,Ermua,%,Ermua,76.2
2019,Okupazio-tasa,Gizona,,,,Ermua,%,Ermua,74.5
2023,Okupazio-tasa,Gizona,,,,Ermua,%,Ermua,78.3
2018,Okupazio-tasa,Gizona,,,,Errenteria,%,Errenteria,74.9
2010,Okupazio-tasa,Gizona,,,,Errenteria,%,Errenteria,72.9
2020,Okupazio-tasa,Gizona,,,,Errenteria,%,Errenteria,76.4
2021,Okupazio-tasa,Gizona,,,,Errenteria,%,Errenteria,75.5
2016,Okupazio-tasa,Gizona,,,,Errenteria,%,Errenteria,70.8
2019,Okupazio-tasa,Gizona,,,,Errenteria,%,Errenteria,76.3
2015,Okupazio-tasa,Gizona,,,,Errenteria,%,Errenteria,70.1
2022,Okupazio-tasa,Gizona,,,,Errenteria,%,Errenteria,77.2
2023,Okupazio-tasa,Gizona,,,,Errenteria,%,Errenteria,78.5
2023,Okupazio-tasa,Gizona,,,,Errezil,%,Errezil,76.5
2021,Okupazio-tasa,Gizona,,,,Errezil,%,Errezil,76.1
2015,Okupazio-tasa,Gizona,,,,Errezil,%,Errezil,70.5
2022,Okupazio-tasa,Gizona,,,,Errezil,%,Errezil,76.3
2019,Okupazio-tasa,Gizona,,,,Errezil,%,Errezil,74.2
2020,Okupazio-tasa,Gizona,,,,Errezil,%,Errezil,74.2
2010,Okupazio-tasa,Gizona,,,,Errezil,%,Errezil,71.9
2018,Okupazio-tasa,Gizona,,,,Errezil,%,Errezil,75.7
2016,Okupazio-tasa,Gizona,,,,Errezil,%,Errezil,72.9
2023,Okupazio-tasa,Gizona,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,83.2
2019,Okupazio-tasa,Gizona,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,82.3
2020,Okupazio-tasa,Gizona,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,80.3
2015,Okupazio-tasa,Gizona,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,81.7
2018,Okupazio-tasa,Gizona,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,82.8
2010,Okupazio-tasa,Gizona,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,81.5
2022,Okupazio-tasa,Gizona,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,79.5
2021,Okupazio-tasa,Gizona,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,78.0
2016,Okupazio-tasa,Gizona,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,85.0
2016,Okupazio-tasa,Gizona,,,,Errigoiti,%,Errigoiti,70.7
2022,Okupazio-tasa,Gizona,,,,Errigoiti,%,Errigoiti,74.7
2020,Okupazio-tasa,Gizona,,,,Errigoiti,%,Errigoiti,74.8
2018,Okupazio-tasa,Gizona,,,,Errigoiti,%,Errigoiti,72.1
2023,Okupazio-tasa,Gizona,,,,Errigoiti,%,Errigoiti,70.9
2015,Okupazio-tasa,Gizona,,,,Errigoiti,%,Errigoiti,74.4
2010,Okupazio-tasa,Gizona,,,,Errigoiti,%,Errigoiti,75.0
2021,Okupazio-tasa,Gizona,,,,Errigoiti,%,Errigoiti,72.7
2019,Okupazio-tasa,Gizona,,,,Errigoiti,%,Errigoiti,72.3
2020,Okupazio-tasa,Gizona,,,,Eskoriatza,%,Eskoriatza,80.4
2016,Okupazio-tasa,Gizona,,,,Eskoriatza,%,Eskoriatza,72.2
2022,Okupazio-tasa,Gizona,,,,Eskoriatza,%,Eskoriatza,79.1
2018,Okupazio-tasa,Gizona,,,,Eskoriatza,%,Eskoriatza,78.0
2021,Okupazio-tasa,Gizona,,,,Eskoriatza,%,Eskoriatza,78.4
2023,Okupazio-tasa,Gizona,,,,Eskoriatza,%,Eskoriatza,81.0
2019,Okupazio-tasa,Gizona,,,,Eskoriatza,%,Eskoriatza,79.1
2015,Okupazio-tasa,Gizona,,,,Eskoriatza,%,Eskoriatza,71.2
2010,Okupazio-tasa,Gizona,,,,Eskoriatza,%,Eskoriatza,73.5
2010,Okupazio-tasa,Gizona,,,,Etxebarri,%,Etxebarri,77.9
2019,Okupazio-tasa,Gizona,,,,Etxebarri,%,Etxebarri,82.2
2020,Okupazio-tasa,Gizona,,,,Etxebarri,%,Etxebarri,82.3
2022,Okupazio-tasa,Gizona,,,,Etxebarri,%,Etxebarri,83.2
2015,Okupazio-tasa,Gizona,,,,Etxebarri,%,Etxebarri,75.6
2021,Okupazio-tasa,Gizona,,,,Etxebarri,%,Etxebarri,80.5
2016,Okupazio-tasa,Gizona,,,,Etxebarri,%,Etxebarri,77.2
2018,Okupazio-tasa,Gizona,,,,Etxebarri,%,Etxebarri,80.3
2023,Okupazio-tasa,Gizona,,,,Etxebarri,%,Etxebarri,85.3
2021,Okupazio-tasa,Gizona,,,,Etxebarria,%,Etxebarria,65.6
2015,Okupazio-tasa,Gizona,,,,Etxebarria,%,Etxebarria,73.2
2022,Okupazio-tasa,Gizona,,,,Etxebarria,%,Etxebarria,72.8
2016,Okupazio-tasa,Gizona,,,,Etxebarria,%,Etxebarria,71.1
2018,Okupazio-tasa,Gizona,,,,Etxebarria,%,Etxebarria,73.2
2020,Okupazio-tasa,Gizona,,,,Etxebarria,%,Etxebarria,71.2
2010,Okupazio-tasa,Gizona,,,,Etxebarria,%,Etxebarria,77.8
2023,Okupazio-tasa,Gizona,,,,Etxebarria,%,Etxebarria,76.7
2019,Okupazio-tasa,Gizona,,,,Etxebarria,%,Etxebarria,71.6
2020,Okupazio-tasa,Gizona,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,78.9
2016,Okupazio-tasa,Gizona,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,78.6
2018,Okupazio-tasa,Gizona,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,79.6
2023,Okupazio-tasa,Gizona,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,81.5
2021,Okupazio-tasa,Gizona,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,77.0
2019,Okupazio-tasa,Gizona,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,78.8
2022,Okupazio-tasa,Gizona,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,80.3
2010,Okupazio-tasa,Gizona,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,71.4
2015,Okupazio-tasa,Gizona,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,79.1
2022,Okupazio-tasa,Gizona,,,,Forua,%,Forua,69.4
2019,Okupazio-tasa,Gizona,,,,Forua,%,Forua,70.7
2015,Okupazio-tasa,Gizona,,,,Forua,%,Forua,70.2
2020,Okupazio-tasa,Gizona,,,,Forua,%,Forua,71.0
2021,Okupazio-tasa,Gizona,,,,Forua,%,Forua,69.7
2018,Okupazio-tasa,Gizona,,,,Forua,%,Forua,69.2
2023,Okupazio-tasa,Gizona,,,,Forua,%,Forua,75.1
2010,Okupazio-tasa,Gizona,,,,Forua,%,Forua,68.2
2016,Okupazio-tasa,Gizona,,,,Forua,%,Forua,64.6
2016,Okupazio-tasa,Gizona,,,,Fruiz,%,Fruiz,73.9
2022,Okupazio-tasa,Gizona,,,,Fruiz,%,Fruiz,75.8
2019,Okupazio-tasa,Gizona,,,,Fruiz,%,Fruiz,71.3
2023,Okupazio-tasa,Gizona,,,,Fruiz,%,Fruiz,77.2
2010,Okupazio-tasa,Gizona,,,,Fruiz,%,Fruiz,73.0
2018,Okupazio-tasa,Gizona,,,,Fruiz,%,Fruiz,75.6
2015,Okupazio-tasa,Gizona,,,,Fruiz,%,Fruiz,75.6
2020,Okupazio-tasa,Gizona,,,,Fruiz,%,Fruiz,71.8
2021,Okupazio-tasa,Gizona,,,,Fruiz,%,Fruiz,76.9
2018,Okupazio-tasa,Gizona,,,,Gabiria,%,Gabiria,81.2
2022,Okupazio-tasa,Gizona,,,,Gabiria,%,Gabiria,78.5
2021,Okupazio-tasa,Gizona,,,,Gabiria,%,Gabiria,77.0
2020,Okupazio-tasa,Gizona,,,,Gabiria,%,Gabiria,78.3
2023,Okupazio-tasa,Gizona,,,,Gabiria,%,Gabiria,82.1
2016,Okupazio-tasa,Gizona,,,,Gabiria,%,Gabiria,83.7
2019,Okupazio-tasa,Gizona,,,,Gabiria,%,Gabiria,80.5
2010,Okupazio-tasa,Gizona,,,,Gabiria,%,Gabiria,71.8
2015,Okupazio-tasa,Gizona,,,,Gabiria,%,Gabiria,83.4
2018,Okupazio-tasa,Gizona,,,,Gaintza,%,Gaintza,70.7
2020,Okupazio-tasa,Gizona,,,,Gaintza,%,Gaintza,78.0
2023,Okupazio-tasa,Gizona,,,,Gaintza,%,Gaintza,77.3
2021,Okupazio-tasa,Gizona,,,,Gaintza,%,Gaintza,80.0
2022,Okupazio-tasa,Gizona,,,,Gaintza,%,Gaintza,83.0
2010,Okupazio-tasa,Gizona,,,,Gaintza,%,Gaintza,73.3
2019,Okupazio-tasa,Gizona,,,,Gaintza,%,Gaintza,76.7
2016,Okupazio-tasa,Gizona,,,,Gaintza,%,Gaintza,63.6
2015,Okupazio-tasa,Gizona,,,,Gaintza,%,Gaintza,68.2
2021,Okupazio-tasa,Gizona,,,,Galdakao,%,Galdakao,76.0
2023,Okupazio-tasa,Gizona,,,,Galdakao,%,Galdakao,79.4
2022,Okupazio-tasa,Gizona,,,,Galdakao,%,Galdakao,77.9
2016,Okupazio-tasa,Gizona,,,,Galdakao,%,Galdakao,72.8
2010,Okupazio-tasa,Gizona,,,,Galdakao,%,Galdakao,73.9
2020,Okupazio-tasa,Gizona,,,,Galdakao,%,Galdakao,76.2
2018,Okupazio-tasa,Gizona,,,,Galdakao,%,Galdakao,75.1
2019,Okupazio-tasa,Gizona,,,,Galdakao,%,Galdakao,75.8
2015,Okupazio-tasa,Gizona,,,,Galdakao,%,Galdakao,70.9
2010,Okupazio-tasa,Gizona,,,,Galdames,%,Galdames,69.7
2022,Okupazio-tasa,Gizona,,,,Galdames,%,Galdames,74.7
2015,Okupazio-tasa,Gizona,,,,Galdames,%,Galdames,69.7
2018,Okupazio-tasa,Gizona,,,,Galdames,%,Galdames,72.6
2016,Okupazio-tasa,Gizona,,,,Galdames,%,Galdames,70.2
2023,Okupazio-tasa,Gizona,,,,Galdames,%,Galdames,78.8
2019,Okupazio-tasa,Gizona,,,,Galdames,%,Galdames,71.4
2021,Okupazio-tasa,Gizona,,,,Galdames,%,Galdames,72.2
2020,Okupazio-tasa,Gizona,,,,Galdames,%,Galdames,72.9
2019,Okupazio-tasa,Gizona,,,,Gamiz-Fika,%,Gamiz-Fika,71.2
2022,Okupazio-tasa,Gizona,,,,Gamiz-Fika,%,Gamiz-Fika,72.1
2023,Okupazio-tasa,Gizona,,,,Gamiz-Fika,%,Gamiz-Fika,75.2
2016,Okupazio-tasa,Gizona,,,,Gamiz-Fika,%,Gamiz-Fika,70.4
2021,Okupazio-tasa,Gizona,,,,Gamiz-Fika,%,Gamiz-Fika,70.1
2018,Okupazio-tasa,Gizona,,,,Gamiz-Fika,%,Gamiz-Fika,71.5
2020,Okupazio-tasa,Gizona,,,,Gamiz-Fika,%,Gamiz-Fika,70.9
2015,Okupazio-tasa,Gizona,,,,Gamiz-Fika,%,Gamiz-Fika,70.0
2010,Okupazio-tasa,Gizona,,,,Gamiz-Fika,%,Gamiz-Fika,74.5
2019,Okupazio-tasa,Gizona,,,,Garai,%,Garai,87.4
2018,Okupazio-tasa,Gizona,,,,Garai,%,Garai,86.3
2020,Okupazio-tasa,Gizona,,,,Garai,%,Garai,90.5
2022,Okupazio-tasa,Gizona,,,,Garai,%,Garai,85.6
2015,Okupazio-tasa,Gizona,,,,Garai,%,Garai,82.5
2023,Okupazio-tasa,Gizona,,,,Garai,%,Garai,87.5
2021,Okupazio-tasa,Gizona,,,,Garai,%,Garai,91.3
2016,Okupazio-tasa,Gizona,,,,Garai,%,Garai,86.1
2010,Okupazio-tasa,Gizona,,,,Garai,%,Garai,83.5
2016,Okupazio-tasa,Gizona,,,,Gatika,%,Gatika,74.9
2022,Okupazio-tasa,Gizona,,,,Gatika,%,Gatika,76.0
2021,Okupazio-tasa,Gizona,,,,Gatika,%,Gatika,74.8
2023,Okupazio-tasa,Gizona,,,,Gatika,%,Gatika,80.9
2020,Okupazio-tasa,Gizona,,,,Gatika,%,Gatika,76.8
2018,Okupazio-tasa,Gizona,,,,Gatika,%,Gatika,76.4
2019,Okupazio-tasa,Gizona,,,,Gatika,%,Gatika,74.9
2015,Okupazio-tasa,Gizona,,,,Gatika,%,Gatika,72.4
2010,Okupazio-tasa,Gizona,,,,Gatika,%,Gatika,74.6
2019,Okupazio-tasa,Gizona,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,68.8
2010,Okupazio-tasa,Gizona,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,68.9
2015,Okupazio-tasa,Gizona,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,65.3
2023,Okupazio-tasa,Gizona,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,78.3
2018,Okupazio-tasa,Gizona,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,69.7
2022,Okupazio-tasa,Gizona,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,76.2
2016,Okupazio-tasa,Gizona,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,68.7
2020,Okupazio-tasa,Gizona,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,67.7
2021,Okupazio-tasa,Gizona,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,71.2
2021,Okupazio-tasa,Gizona,,,,Gaztelu,%,Gaztelu,78.3
2022,Okupazio-tasa,Gizona,,,,Gaztelu,%,Gaztelu,78.7
2010,Okupazio-tasa,Gizona,,,,Gaztelu,%,Gaztelu,78.8
2020,Okupazio-tasa,Gizona,,,,Gaztelu,%,Gaztelu,72.9
2018,Okupazio-tasa,Gizona,,,,Gaztelu,%,Gaztelu,72.4
2015,Okupazio-tasa,Gizona,,,,Gaztelu,%,Gaztelu,65.0
2016,Okupazio-tasa,Gizona,,,,Gaztelu,%,Gaztelu,67.3
2023,Okupazio-tasa,Gizona,,,,Gaztelu,%,Gaztelu,76.8
2019,Okupazio-tasa,Gizona,,,,Gaztelu,%,Gaztelu,73.2
2016,Okupazio-tasa,Gizona,,,,Gernika-Lumo,%,Gernika-Lumo,70.0
2023,Okupazio-tasa,Gizona,,,,Gernika-Lumo,%,Gernika-Lumo,77.0
2022,Okupazio-tasa,Gizona,,,,Gernika-Lumo,%,Gernika-Lumo,76.1
2021,Okupazio-tasa,Gizona,,,,Gernika-Lumo,%,Gernika-Lumo,73.6
2018,Okupazio-tasa,Gizona,,,,Gernika-Lumo,%,Gernika-Lumo,74.4
2015,Okupazio-tasa,Gizona,,,,Gernika-Lumo,%,Gernika-Lumo,68.6
2010,Okupazio-tasa,Gizona,,,,Gernika-Lumo,%,Gernika-Lumo,70.0
2019,Okupazio-tasa,Gizona,,,,Gernika-Lumo,%,Gernika-Lumo,75.4
2020,Okupazio-tasa,Gizona,,,,Gernika-Lumo,%,Gernika-Lumo,74.9
2015,Okupazio-tasa,Gizona,,,,Getaria,%,Getaria,70.2
2022,Okupazio-tasa,Gizona,,,,Getaria,%,Getaria,81.8
2023,Okupazio-tasa,Gizona,,,,Getaria,%,Getaria,84.3
2018,Okupazio-tasa,Gizona,,,,Getaria,%,Getaria,75.8
2019,Okupazio-tasa,Gizona,,,,Getaria,%,Getaria,74.0
2020,Okupazio-tasa,Gizona,,,,Getaria,%,Getaria,77.0
2021,Okupazio-tasa,Gizona,,,,Getaria,%,Getaria,76.1
2016,Okupazio-tasa,Gizona,,,,Getaria,%,Getaria,70.9
2010,Okupazio-tasa,Gizona,,,,Getaria,%,Getaria,70.5
2020,Okupazio-tasa,Gizona,,,,Getxo,%,Getxo,71.1
2018,Okupazio-tasa,Gizona,,,,Getxo,%,Getxo,69.7
2023,Okupazio-tasa,Gizona,,,,Getxo,%,Getxo,74.6
2019,Okupazio-tasa,Gizona,,,,Getxo,%,Getxo,70.8
2015,Okupazio-tasa,Gizona,,,,Getxo,%,Getxo,67.3
2021,Okupazio-tasa,Gizona,,,,Getxo,%,Getxo,70.8
2010,Okupazio-tasa,Gizona,,,,Getxo,%,Getxo,66.8
2016,Okupazio-tasa,Gizona,,,,Getxo,%,Getxo,66.7
2022,Okupazio-tasa,Gizona,,,,Getxo,%,Getxo,71.8
2023,Okupazio-tasa,Gizona,,,,Gizaburuaga,%,Gizaburuaga,76.0
2019,Okupazio-tasa,Gizona,,,,Gizaburuaga,%,Gizaburuaga,71.0
2015,Okupazio-tasa,Gizona,,,,Gizaburuaga,%,Gizaburuaga,72.2
2018,Okupazio-tasa,Gizona,,,,Gizaburuaga,%,Gizaburuaga,70.7
2016,Okupazio-tasa,Gizona,,,,Gizaburuaga,%,Gizaburuaga,72.0
2010,Okupazio-tasa,Gizona,,,,Gizaburuaga,%,Gizaburuaga,85.3
2022,Okupazio-tasa,Gizona,,,,Gizaburuaga,%,Gizaburuaga,71.8
2020,Okupazio-tasa,Gizona,,,,Gizaburuaga,%,Gizaburuaga,78.6
2021,Okupazio-tasa,Gizona,,,,Gizaburuaga,%,Gizaburuaga,79.2
2022,Okupazio-tasa,Gizona,,,,Gordexola,%,Gordexola,75.9
2020,Okupazio-tasa,Gizona,,,,Gordexola,%,Gordexola,73.3
2021,Okupazio-tasa,Gizona,,,,Gordexola,%,Gordexola,73.8
2018,Okupazio-tasa,Gizona,,,,Gordexola,%,Gordexola,73.3
2015,Okupazio-tasa,Gizona,,,,Gordexola,%,Gordexola,72.7
2019,Okupazio-tasa,Gizona,,,,Gordexola,%,Gordexola,75.4
2023,Okupazio-tasa,Gizona,,,,Gordexola,%,Gordexola,76.1
2010,Okupazio-tasa,Gizona,,,,Gordexola,%,Gordexola,73.5
2016,Okupazio-tasa,Gizona,,,,Gordexola,%,Gordexola,72.4
2019,Okupazio-tasa,Gizona,,,,Gorliz,%,Gorliz,73.7
2021,Okupazio-tasa,Gizona,,,,Gorliz,%,Gorliz,73.0
2020,Okupazio-tasa,Gizona,,,,Gorliz,%,Gorliz,74.1
2016,Okupazio-tasa,Gizona,,,,Gorliz,%,Gorliz,70.4
2015,Okupazio-tasa,Gizona,,,,Gorliz,%,Gorliz,71.0
2018,Okupazio-tasa,Gizona,,,,Gorliz,%,Gorliz,73.5
2023,Okupazio-tasa,Gizona,,,,Gorliz,%,Gorliz,75.4
2022,Okupazio-tasa,Gizona,,,,Gorliz,%,Gorliz,73.1
2010,Okupazio-tasa,Gizona,,,,Gorliz,%,Gorliz,72.4
2016,Okupazio-tasa,Gizona,,,,Güeñes,%,Güeñes,69.0
2021,Okupazio-tasa,Gizona,,,,Güeñes,%,Güeñes,73.8
2019,Okupazio-tasa,Gizona,,,,Güeñes,%,Güeñes,74.8
2018,Okupazio-tasa,Gizona,,,,Güeñes,%,Güeñes,73.7
2015,Okupazio-tasa,Gizona,,,,Güeñes,%,Güeñes,68.7
2020,Okupazio-tasa,Gizona,,,,Güeñes,%,Güeñes,74.0
2022,Okupazio-tasa,Gizona,,,,Güeñes,%,Güeñes,74.5
2023,Okupazio-tasa,Gizona,,,,Güeñes,%,Güeñes,76.3
2010,Okupazio-tasa,Gizona,,,,Güeñes,%,Güeñes,74.2
2018,Okupazio-tasa,Gizona,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,69.8
2016,Okupazio-tasa,Gizona,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,67.1
2020,Okupazio-tasa,Gizona,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,67.9
2023,Okupazio-tasa,Gizona,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,73.7
2021,Okupazio-tasa,Gizona,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,74.0
2015,Okupazio-tasa,Gizona,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,71.1
2019,Okupazio-tasa,Gizona,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,73.8
2022,Okupazio-tasa,Gizona,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,72.5
2010,Okupazio-tasa,Gizona,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,74.8
2016,Okupazio-tasa,Gizona,,,,Hernani,%,Hernani,71.6
2023,Okupazio-tasa,Gizona,,,,Hernani,%,Hernani,78.1
2018,Okupazio-tasa,Gizona,,,,Hernani,%,Hernani,76.2
2010,Okupazio-tasa,Gizona,,,,Hernani,%,Hernani,73.8
2021,Okupazio-tasa,Gizona,,,,Hernani,%,Hernani,75.4
2015,Okupazio-tasa,Gizona,,,,Hernani,%,Hernani,71.8
2019,Okupazio-tasa,Gizona,,,,Hernani,%,Hernani,77.2
2020,Okupazio-tasa,Gizona,,,,Hernani,%,Hernani,77.4
2022,Okupazio-tasa,Gizona,,,,Hernani,%,Hernani,77.9
2023,Okupazio-tasa,Gizona,,,,Hernialde,%,Hernialde,80.2
2019,Okupazio-tasa,Gizona,,,,Hernialde,%,Hernialde,71.1
2015,Okupazio-tasa,Gizona,,,,Hernialde,%,Hernialde,63.1
2010,Okupazio-tasa,Gizona,,,,Hernialde,%,Hernialde,72.9
2020,Okupazio-tasa,Gizona,,,,Hernialde,%,Hernialde,74.4
2022,Okupazio-tasa,Gizona,,,,Hernialde,%,Hernialde,75.6
2018,Okupazio-tasa,Gizona,,,,Hernialde,%,Hernialde,67.7
2016,Okupazio-tasa,Gizona,,,,Hernialde,%,Hernialde,63.5
2021,Okupazio-tasa,Gizona,,,,Hernialde,%,Hernialde,71.6
2022,Okupazio-tasa,Gizona,,,,Hondarribia,%,Hondarribia,75.6
2020,Okupazio-tasa,Gizona,,,,Hondarribia,%,Hondarribia,72.7
2015,Okupazio-tasa,Gizona,,,,Hondarribia,%,Hondarribia,69.7
2021,Okupazio-tasa,Gizona,,,,Hondarribia,%,Hondarribia,72.3
2023,Okupazio-tasa,Gizona,,,,Hondarribia,%,Hondarribia,77.7
2018,Okupazio-tasa,Gizona,,,,Hondarribia,%,Hondarribia,72.2
2016,Okupazio-tasa,Gizona,,,,Hondarribia,%,Hondarribia,68.9
2010,Okupazio-tasa,Gizona,,,,Hondarribia,%,Hondarribia,70.6
2019,Okupazio-tasa,Gizona,,,,Hondarribia,%,Hondarribia,73.0
2016,Okupazio-tasa,Gizona,,,,Ibarra,%,Ibarra,72.9
2023,Okupazio-tasa,Gizona,,,,Ibarra,%,Ibarra,82.1
2021,Okupazio-tasa,Gizona,,,,Ibarra,%,Ibarra,75.1
2019,Okupazio-tasa,Gizona,,,,Ibarra,%,Ibarra,78.5
2010,Okupazio-tasa,Gizona,,,,Ibarra,%,Ibarra,73.6
2020,Okupazio-tasa,Gizona,,,,Ibarra,%,Ibarra,77.1
2018,Okupazio-tasa,Gizona,,,,Ibarra,%,Ibarra,73.7
2022,Okupazio-tasa,Gizona,,,,Ibarra,%,Ibarra,78.2
2015,Okupazio-tasa,Gizona,,,,Ibarra,%,Ibarra,72.4
2023,Okupazio-tasa,Gizona,,,,Ibarrangelu,%,Ibarrangelu,73.2
2018,Okupazio-tasa,Gizona,,,,Ibarrangelu,%,Ibarrangelu,72.6
2019,Okupazio-tasa,Gizona,,,,Ibarrangelu,%,Ibarrangelu,72.0
2020,Okupazio-tasa,Gizona,,,,Ibarrangelu,%,Ibarrangelu,67.4
2021,Okupazio-tasa,Gizona,,,,Ibarrangelu,%,Ibarrangelu,70.4
2016,Okupazio-tasa,Gizona,,,,Ibarrangelu,%,Ibarrangelu,72.8
2015,Okupazio-tasa,Gizona,,,,Ibarrangelu,%,Ibarrangelu,73.2
2022,Okupazio-tasa,Gizona,,,,Ibarrangelu,%,Ibarrangelu,69.9
2010,Okupazio-tasa,Gizona,,,,Ibarrangelu,%,Ibarrangelu,74.3
2016,Okupazio-tasa,Gizona,,,,Idiazabal,%,Idiazabal,78.8
