Year,Sexua,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2014,Emakumea,,,Maruri-Jatabe,100.000 biztanleko,,0.0
2020,Emakumea,,,Maruri-Jatabe,100.000 biztanleko,,0.0
2019,Emakumea,,,Maruri-Jatabe,100.000 biztanleko,,0.0
2022,Emakumea,,,Maruri-Jatabe,100.000 biztanleko,,0.0
2023,Emakumea,,,Maruri-Jatabe,100.000 biztanleko,,0.0
2012,Emakumea,,,Maruri-Jatabe,100.000 biztanleko,,0.0
2010,Emakumea,,,Maruri-Jatabe,100.000 biztanleko,,0.0
2017,Emakumea,,,Maruri-Jatabe,100.000 biztanleko,,0.0
2021,Emakumea,,,Maruri-Jatabe,100.000 biztanleko,,0.0
2020,Emakumea,,,Mendaro,100.000 biztanleko,,0.0
2022,Emakumea,,,Mendaro,100.000 biztanleko,,0.0
2016,Emakumea,,,Mendaro,100.000 biztanleko,,0.0
2012,Emakumea,,,Mendaro,100.000 biztanleko,,0.0
2017,Emakumea,,,Mendaro,100.000 biztanleko,,0.0
2024,Emakumea,,,Mendaro,100.000 biztanleko,,0.0
2014,Emakumea,,,Mendaro,100.000 biztanleko,,0.0
2011,Emakumea,,,Mendaro,100.000 biztanleko,,0.0
2015,Emakumea,,,Mendaro,100.000 biztanleko,,0.0
2023,Emakumea,,,Mendaro,100.000 biztanleko,,0.0
2021,Emakumea,,,Mendaro,100.000 biztanleko,,0.0
2013,Emakumea,,,Mendaro,100.000 biztanleko,,0.0
2010,Emakumea,,,Mendaro,100.000 biztanleko,,0.0
2018,Emakumea,,,Mendaro,100.000 biztanleko,,0.0
2019,Emakumea,,,Mendaro,100.000 biztanleko,,0.0
2019,Emakumea,,,Mendata,100.000 biztanleko,,0.0
2013,Emakumea,,,Mendata,100.000 biztanleko,,0.0
2015,Emakumea,,,Mendata,100.000 biztanleko,,0.0
2024,Emakumea,,,Mendata,100.000 biztanleko,,0.0
2021,Emakumea,,,Mendata,100.000 biztanleko,,0.0
2016,Emakumea,,,Mendata,100.000 biztanleko,,0.0
2023,Emakumea,,,Mendata,100.000 biztanleko,,0.0
2012,Emakumea,,,Mendata,100.000 biztanleko,,0.0
2017,Emakumea,,,Mendata,100.000 biztanleko,,0.0
2018,Emakumea,,,Mendata,100.000 biztanleko,,0.0
2022,Emakumea,,,Mendata,100.000 biztanleko,,0.0
2010,Emakumea,,,Mendata,100.000 biztanleko,,0.0
2020,Emakumea,,,Mendata,100.000 biztanleko,,0.0
2011,Emakumea,,,Mendata,100.000 biztanleko,,0.0
2014,Emakumea,,,Mendata,100.000 biztanleko,,0.0
2012,Emakumea,,,Mendexa,100.000 biztanleko,,0.0
2014,Emakumea,,,Mendexa,100.000 biztanleko,,0.0
2024,Emakumea,,,Mendexa,100.000 biztanleko,,0.0
2015,Emakumea,,,Mendexa,100.000 biztanleko,,0.0
2020,Emakumea,,,Mendexa,100.000 biztanleko,,0.0
2010,Emakumea,,,Mendexa,100.000 biztanleko,,0.0
2022,Emakumea,,,Mendexa,100.000 biztanleko,,0.0
2017,Emakumea,,,Mendexa,100.000 biztanleko,,0.0
2013,Emakumea,,,Mendexa,100.000 biztanleko,,0.0
2021,Emakumea,,,Mendexa,100.000 biztanleko,,0.0
2016,Emakumea,,,Mendexa,100.000 biztanleko,,0.0
2018,Emakumea,,,Mendexa,100.000 biztanleko,,0.0
2023,Emakumea,,,Mendexa,100.000 biztanleko,,0.0
2011,Emakumea,,,Mendexa,100.000 biztanleko,,0.0
2019,Emakumea,,,Mendexa,100.000 biztanleko,,0.0
2019,Emakumea,,,Meñaka,100.000 biztanleko,,0.0
2023,Emakumea,,,Meñaka,100.000 biztanleko,,0.0
2018,Emakumea,,,Meñaka,100.000 biztanleko,,0.0
2013,Emakumea,,,Meñaka,100.000 biztanleko,,0.0
2010,Emakumea,,,Meñaka,100.000 biztanleko,,0.0
2022,Emakumea,,,Meñaka,100.000 biztanleko,,0.0
2015,Emakumea,,,Meñaka,100.000 biztanleko,,0.0
2014,Emakumea,,,Meñaka,100.000 biztanleko,,0.0
2016,Emakumea,,,Meñaka,100.000 biztanleko,,0.0
2021,Emakumea,,,Meñaka,100.000 biztanleko,,0.0
2011,Emakumea,,,Meñaka,100.000 biztanleko,,0.0
2017,Emakumea,,,Meñaka,100.000 biztanleko,,0.0
2012,Emakumea,,,Meñaka,100.000 biztanleko,,0.0
2020,Emakumea,,,Meñaka,100.000 biztanleko,,0.0
2024,Emakumea,,,Meñaka,100.000 biztanleko,,0.0
2021,Emakumea,,,Moreda de Álava / Moreda Araba,100.000 biztanleko,,0.0
2015,Emakumea,,,Moreda de Álava / Moreda Araba,100.000 biztanleko,,0.0
2010,Emakumea,,,Moreda de Álava / Moreda Araba,100.000 biztanleko,,0.0
2014,Emakumea,,,Moreda de Álava / Moreda Araba,100.000 biztanleko,,0.0
2011,Emakumea,,,Moreda de Álava / Moreda Araba,100.000 biztanleko,,0.0
2018,Emakumea,,,Moreda de Álava / Moreda Araba,100.000 biztanleko,,0.0
2023,Emakumea,,,Moreda de Álava / Moreda Araba,100.000 biztanleko,,0.0
2020,Emakumea,,,Moreda de Álava / Moreda Araba,100.000 biztanleko,,0.0
2019,Emakumea,,,Moreda de Álava / Moreda Araba,100.000 biztanleko,,0.0
2024,Emakumea,,,Moreda de Álava / Moreda Araba,100.000 biztanleko,,0.0
2022,Emakumea,,,Moreda de Álava / Moreda Araba,100.000 biztanleko,,0.0
2013,Emakumea,,,Moreda de Álava / Moreda Araba,100.000 biztanleko,,0.0
2016,Emakumea,,,Moreda de Álava / Moreda Araba,100.000 biztanleko,,0.0
2017,Emakumea,,,Moreda de Álava / Moreda Araba,100.000 biztanleko,,0.0
2012,Emakumea,,,Moreda de Álava / Moreda Araba,100.000 biztanleko,,0.0
2019,Emakumea,,,Morga,100.000 biztanleko,,0.0
2013,Emakumea,,,Morga,100.000 biztanleko,,0.0
2020,Emakumea,,,Morga,100.000 biztanleko,,0.0
2018,Emakumea,,,Morga,100.000 biztanleko,,0.0
2024,Emakumea,,,Morga,100.000 biztanleko,,0.0
2015,Emakumea,,,Morga,100.000 biztanleko,,0.0
2023,Emakumea,,,Morga,100.000 biztanleko,,0.0
2021,Emakumea,,,Morga,100.000 biztanleko,,0.0
2017,Emakumea,,,Morga,100.000 biztanleko,,0.0
2012,Emakumea,,,Morga,100.000 biztanleko,,0.0
2016,Emakumea,,,Morga,100.000 biztanleko,,0.0
2011,Emakumea,,,Morga,100.000 biztanleko,,0.0
2010,Emakumea,,,Morga,100.000 biztanleko,,0.0
2014,Emakumea,,,Morga,100.000 biztanleko,,0.0
2022,Emakumea,,,Morga,100.000 biztanleko,,0.0
2017,Emakumea,,,Mundaka,100.000 biztanleko,,0.0
2024,Emakumea,,,Mundaka,100.000 biztanleko,,0.0
2023,Emakumea,,,Mundaka,100.000 biztanleko,,0.0
2022,Emakumea,,,Mundaka,100.000 biztanleko,,0.0
2018,Emakumea,,,Mundaka,100.000 biztanleko,,0.0
2014,Emakumea,,,Mundaka,100.000 biztanleko,,0.0
2013,Emakumea,,,Mundaka,100.000 biztanleko,,0.0
2021,Emakumea,,,Mundaka,100.000 biztanleko,,0.0
2019,Emakumea,,,Mundaka,100.000 biztanleko,,0.0
2011,Emakumea,,,Mundaka,100.000 biztanleko,,0.0
2020,Emakumea,,,Mundaka,100.000 biztanleko,,0.0
2015,Emakumea,,,Mundaka,100.000 biztanleko,,0.0
2010,Emakumea,,,Mundaka,100.000 biztanleko,,0.0
2012,Emakumea,,,Mundaka,100.000 biztanleko,,0.0
2016,Emakumea,,,Mundaka,100.000 biztanleko,,0.0
2023,Emakumea,,,Mungia,100.000 biztanleko,,0.0
2014,Emakumea,,,Mungia,100.000 biztanleko,,0.0
2022,Emakumea,,,Mungia,100.000 biztanleko,,0.0
2019,Emakumea,,,Mungia,100.000 biztanleko,,0.0
2021,Emakumea,,,Mungia,100.000 biztanleko,,0.0
2016,Emakumea,,,Mungia,100.000 biztanleko,,0.0
2024,Emakumea,,,Mungia,100.000 biztanleko,,0.0
2020,Emakumea,,,Mungia,100.000 biztanleko,,0.0
2015,Emakumea,,,Mungia,100.000 biztanleko,,0.0
2010,Emakumea,,,Mungia,100.000 biztanleko,,0.0
2017,Emakumea,,,Mungia,100.000 biztanleko,,0.0
2013,Emakumea,,,Mungia,100.000 biztanleko,,0.0
2011,Emakumea,,,Mungia,100.000 biztanleko,,0.0
2018,Emakumea,,,Mungia,100.000 biztanleko,,0.0
2012,Emakumea,,,Mungia,100.000 biztanleko,,0.0
2022,Emakumea,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,,0.0
2023,Emakumea,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,,0.0
2014,Emakumea,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,,0.0
2017,Emakumea,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,,0.0
2011,Emakumea,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,,0.0
2018,Emakumea,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,,0.0
2015,Emakumea,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,,0.0
2019,Emakumea,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,,0.0
2012,Emakumea,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,,0.0
2016,Emakumea,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,,0.0
2013,Emakumea,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,,0.0
2021,Emakumea,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,,0.0
2020,Emakumea,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,,0.0
2024,Emakumea,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,,0.0
2010,Emakumea,,,Munitibar-Arbatzegi Gerrikaitz,100.000 biztanleko,,0.0
2020,Emakumea,,,Murueta,100.000 biztanleko,,0.0
2011,Emakumea,,,Murueta,100.000 biztanleko,,0.0
2012,Emakumea,,,Murueta,100.000 biztanleko,,0.0
2023,Emakumea,,,Murueta,100.000 biztanleko,,0.0
2016,Emakumea,,,Murueta,100.000 biztanleko,,0.0
2019,Emakumea,,,Murueta,100.000 biztanleko,,0.0
2013,Emakumea,,,Murueta,100.000 biztanleko,,0.0
2021,Emakumea,,,Murueta,100.000 biztanleko,,0.0
2015,Emakumea,,,Murueta,100.000 biztanleko,,0.0
2024,Emakumea,,,Murueta,100.000 biztanleko,,0.0
2010,Emakumea,,,Murueta,100.000 biztanleko,,0.0
2017,Emakumea,,,Murueta,100.000 biztanleko,,0.0
2022,Emakumea,,,Murueta,100.000 biztanleko,,0.0
2018,Emakumea,,,Murueta,100.000 biztanleko,,0.0
2014,Emakumea,,,Murueta,100.000 biztanleko,,0.0
2022,Emakumea,,,Muskiz,100.000 biztanleko,,0.0
2017,Emakumea,,,Muskiz,100.000 biztanleko,,0.0
2011,Emakumea,,,Muskiz,100.000 biztanleko,,0.0
2013,Emakumea,,,Muskiz,100.000 biztanleko,,0.0
2018,Emakumea,,,Muskiz,100.000 biztanleko,,0.0
2023,Emakumea,,,Muskiz,100.000 biztanleko,,0.0
2021,Emakumea,,,Muskiz,100.000 biztanleko,,0.0
2015,Emakumea,,,Muskiz,100.000 biztanleko,,0.0
2024,Emakumea,,,Muskiz,100.000 biztanleko,,0.0
2010,Emakumea,,,Muskiz,100.000 biztanleko,,0.0
2019,Emakumea,,,Muskiz,100.000 biztanleko,,0.0
2014,Emakumea,,,Muskiz,100.000 biztanleko,,0.0
2020,Emakumea,,,Muskiz,100.000 biztanleko,,0.0
2016,Emakumea,,,Muskiz,100.000 biztanleko,,0.0
2012,Emakumea,,,Muskiz,100.000 biztanleko,,0.0
2016,Emakumea,,,Mutiloa,100.000 biztanleko,,0.0
2021,Emakumea,,,Mutiloa,100.000 biztanleko,,0.0
2024,Emakumea,,,Mutiloa,100.000 biztanleko,,0.0
2020,Emakumea,,,Mutiloa,100.000 biztanleko,,0.0
2013,Emakumea,,,Mutiloa,100.000 biztanleko,,0.0
2019,Emakumea,,,Mutiloa,100.000 biztanleko,,0.0
2023,Emakumea,,,Mutiloa,100.000 biztanleko,,0.0
2018,Emakumea,,,Mutiloa,100.000 biztanleko,,0.0
2015,Emakumea,,,Mutiloa,100.000 biztanleko,,0.0
2010,Emakumea,,,Mutiloa,100.000 biztanleko,,0.0
2012,Emakumea,,,Mutiloa,100.000 biztanleko,,0.0
2011,Emakumea,,,Mutiloa,100.000 biztanleko,,0.0
2022,Emakumea,,,Mutiloa,100.000 biztanleko,,0.0
2014,Emakumea,,,Mutiloa,100.000 biztanleko,,0.0
2017,Emakumea,,,Mutiloa,100.000 biztanleko,,0.0
2010,Emakumea,,,Mutriku,100.000 biztanleko,,0.0
2011,Emakumea,,,Mutriku,100.000 biztanleko,,0.0
2020,Emakumea,,,Mutriku,100.000 biztanleko,,0.0
2022,Emakumea,,,Mutriku,100.000 biztanleko,,0.0
2016,Emakumea,,,Mutriku,100.000 biztanleko,,0.0
2023,Emakumea,,,Mutriku,100.000 biztanleko,,0.0
2021,Emakumea,,,Mutriku,100.000 biztanleko,,0.0
2019,Emakumea,,,Mutriku,100.000 biztanleko,,0.0
2018,Emakumea,,,Mutriku,100.000 biztanleko,,0.0
2012,Emakumea,,,Mutriku,100.000 biztanleko,,0.0
2024,Emakumea,,,Mutriku,100.000 biztanleko,,0.0
2017,Emakumea,,,Mutriku,100.000 biztanleko,,0.0
2014,Emakumea,,,Mutriku,100.000 biztanleko,,0.0
2013,Emakumea,,,Mutriku,100.000 biztanleko,,0.0
2015,Emakumea,,,Mutriku,100.000 biztanleko,,0.0
2024,Emakumea,,,Muxika,100.000 biztanleko,,0.0
2022,Emakumea,,,Muxika,100.000 biztanleko,,0.0
2013,Emakumea,,,Muxika,100.000 biztanleko,,0.0
2019,Emakumea,,,Muxika,100.000 biztanleko,,0.0
2017,Emakumea,,,Muxika,100.000 biztanleko,,0.0
2018,Emakumea,,,Muxika,100.000 biztanleko,,0.0
2012,Emakumea,,,Muxika,100.000 biztanleko,,0.0
2014,Emakumea,,,Muxika,100.000 biztanleko,,0.0
2021,Emakumea,,,Muxika,100.000 biztanleko,,0.0
2020,Emakumea,,,Muxika,100.000 biztanleko,,0.0
2016,Emakumea,,,Muxika,100.000 biztanleko,,0.0
2010,Emakumea,,,Muxika,100.000 biztanleko,,0.0
2011,Emakumea,,,Muxika,100.000 biztanleko,,0.0
2015,Emakumea,,,Muxika,100.000 biztanleko,,0.0
2023,Emakumea,,,Muxika,100.000 biztanleko,,0.0
2013,Emakumea,,,Nabarniz,100.000 biztanleko,,0.0
2018,Emakumea,,,Nabarniz,100.000 biztanleko,,0.0
2021,Emakumea,,,Nabarniz,100.000 biztanleko,,0.0
2023,Emakumea,,,Nabarniz,100.000 biztanleko,,0.0
2019,Emakumea,,,Nabarniz,100.000 biztanleko,,0.0
2024,Emakumea,,,Nabarniz,100.000 biztanleko,,0.0
2010,Emakumea,,,Nabarniz,100.000 biztanleko,,0.0
2016,Emakumea,,,Nabarniz,100.000 biztanleko,,0.0
2017,Emakumea,,,Nabarniz,100.000 biztanleko,,0.0
2011,Emakumea,,,Nabarniz,100.000 biztanleko,,0.0
2022,Emakumea,,,Nabarniz,100.000 biztanleko,,0.0
2015,Emakumea,,,Nabarniz,100.000 biztanleko,,0.0
2012,Emakumea,,,Nabarniz,100.000 biztanleko,,0.0
2020,Emakumea,,,Nabarniz,100.000 biztanleko,,0.0
2014,Emakumea,,,Nabarniz,100.000 biztanleko,,0.0
2011,Emakumea,,,Navaridas,100.000 biztanleko,,0.0
2019,Emakumea,,,Navaridas,100.000 biztanleko,,0.0
2015,Emakumea,,,Navaridas,100.000 biztanleko,,0.0
2010,Emakumea,,,Navaridas,100.000 biztanleko,,0.0
2017,Emakumea,,,Navaridas,100.000 biztanleko,,0.0
2016,Emakumea,,,Navaridas,100.000 biztanleko,,0.0
2022,Emakumea,,,Navaridas,100.000 biztanleko,,0.0
2020,Emakumea,,,Navaridas,100.000 biztanleko,,0.0
2021,Emakumea,,,Navaridas,100.000 biztanleko,,0.0
2012,Emakumea,,,Navaridas,100.000 biztanleko,,0.0
2024,Emakumea,,,Navaridas,100.000 biztanleko,,0.0
2023,Emakumea,,,Navaridas,100.000 biztanleko,,0.0
2014,Emakumea,,,Navaridas,100.000 biztanleko,,0.0
2013,Emakumea,,,Navaridas,100.000 biztanleko,,0.0
2018,Emakumea,,,Navaridas,100.000 biztanleko,,0.0
2013,Emakumea,,,Oiartzun,100.000 biztanleko,,0.0
2017,Emakumea,,,Oiartzun,100.000 biztanleko,,0.0
2015,Emakumea,,,Oiartzun,100.000 biztanleko,,0.0
2022,Emakumea,,,Oiartzun,100.000 biztanleko,,0.0
2019,Emakumea,,,Oiartzun,100.000 biztanleko,,0.0
2021,Emakumea,,,Oiartzun,100.000 biztanleko,,0.0
2024,Emakumea,,,Oiartzun,100.000 biztanleko,,0.0
2014,Emakumea,,,Oiartzun,100.000 biztanleko,,0.0
2010,Emakumea,,,Oiartzun,100.000 biztanleko,,0.0
2011,Emakumea,,,Oiartzun,100.000 biztanleko,,0.0
2018,Emakumea,,,Oiartzun,100.000 biztanleko,,0.0
2023,Emakumea,,,Oiartzun,100.000 biztanleko,,0.0
2012,Emakumea,,,Oiartzun,100.000 biztanleko,,0.0
2020,Emakumea,,,Oiartzun,100.000 biztanleko,,0.0
2016,Emakumea,,,Oiartzun,100.000 biztanleko,,0.0
2020,Emakumea,,,Okondo,100.000 biztanleko,,0.0
2018,Emakumea,,,Okondo,100.000 biztanleko,,0.0
2023,Emakumea,,,Okondo,100.000 biztanleko,,0.0
2012,Emakumea,,,Okondo,100.000 biztanleko,,0.0
2024,Emakumea,,,Okondo,100.000 biztanleko,,0.0
2021,Emakumea,,,Okondo,100.000 biztanleko,,0.0
2016,Emakumea,,,Okondo,100.000 biztanleko,,0.0
2017,Emakumea,,,Okondo,100.000 biztanleko,,0.0
2011,Emakumea,,,Okondo,100.000 biztanleko,,0.0
2014,Emakumea,,,Okondo,100.000 biztanleko,,0.0
2015,Emakumea,,,Okondo,100.000 biztanleko,,0.0
2013,Emakumea,,,Okondo,100.000 biztanleko,,0.0
2019,Emakumea,,,Okondo,100.000 biztanleko,,0.0
2022,Emakumea,,,Okondo,100.000 biztanleko,,0.0
2010,Emakumea,,,Okondo,100.000 biztanleko,,0.0
2019,Emakumea,,,Olaberria,100.000 biztanleko,,0.0
2023,Emakumea,,,Olaberria,100.000 biztanleko,,0.0
2018,Emakumea,,,Olaberria,100.000 biztanleko,,0.0
2011,Emakumea,,,Olaberria,100.000 biztanleko,,0.0
2014,Emakumea,,,Olaberria,100.000 biztanleko,,0.0
2020,Emakumea,,,Olaberria,100.000 biztanleko,,0.0
2015,Emakumea,,,Olaberria,100.000 biztanleko,,0.0
2012,Emakumea,,,Olaberria,100.000 biztanleko,,0.0
2022,Emakumea,,,Olaberria,100.000 biztanleko,,0.0
2017,Emakumea,,,Olaberria,100.000 biztanleko,,0.0
2021,Emakumea,,,Olaberria,100.000 biztanleko,,0.0
2013,Emakumea,,,Olaberria,100.000 biztanleko,,0.0
2010,Emakumea,,,Olaberria,100.000 biztanleko,,0.0
2016,Emakumea,,,Olaberria,100.000 biztanleko,,0.0
2024,Emakumea,,,Olaberria,100.000 biztanleko,,0.0
2015,Emakumea,,,Ondarroa,100.000 biztanleko,,0.0
2012,Emakumea,,,Ondarroa,100.000 biztanleko,,0.0
2016,Emakumea,,,Ondarroa,100.000 biztanleko,,0.0
2020,Emakumea,,,Ondarroa,100.000 biztanleko,,0.0
2011,Emakumea,,,Ondarroa,100.000 biztanleko,,0.0
2019,Emakumea,,,Ondarroa,100.000 biztanleko,,0.0
2017,Emakumea,,,Ondarroa,100.000 biztanleko,,0.0
2023,Emakumea,,,Ondarroa,100.000 biztanleko,,0.0
2021,Emakumea,,,Ondarroa,100.000 biztanleko,,0.0
2024,Emakumea,,,Ondarroa,100.000 biztanleko,,0.0
2010,Emakumea,,,Ondarroa,100.000 biztanleko,,0.0
2013,Emakumea,,,Ondarroa,100.000 biztanleko,,0.0
2014,Emakumea,,,Ondarroa,100.000 biztanleko,,0.0
2018,Emakumea,,,Ondarroa,100.000 biztanleko,,0.0
2022,Emakumea,,,Ondarroa,100.000 biztanleko,,0.0
2014,Emakumea,,,Oñati,100.000 biztanleko,,0.0
2023,Emakumea,,,Oñati,100.000 biztanleko,,0.0
2010,Emakumea,,,Oñati,100.000 biztanleko,,0.0
2022,Emakumea,,,Oñati,100.000 biztanleko,,0.0
2021,Emakumea,,,Oñati,100.000 biztanleko,,0.0
2011,Emakumea,,,Oñati,100.000 biztanleko,,0.0
2018,Emakumea,,,Oñati,100.000 biztanleko,,0.0
2020,Emakumea,,,Oñati,100.000 biztanleko,,0.0
2016,Emakumea,,,Oñati,100.000 biztanleko,,0.0
2015,Emakumea,,,Oñati,100.000 biztanleko,,0.0
2024,Emakumea,,,Oñati,100.000 biztanleko,,0.0
2019,Emakumea,,,Oñati,100.000 biztanleko,,0.0
2013,Emakumea,,,Oñati,100.000 biztanleko,,0.0
2012,Emakumea,,,Oñati,100.000 biztanleko,,0.0
2017,Emakumea,,,Oñati,100.000 biztanleko,,0.0
2015,Emakumea,,,Ordizia,100.000 biztanleko,,0.0
2013,Emakumea,,,Ordizia,100.000 biztanleko,,0.0
2018,Emakumea,,,Ordizia,100.000 biztanleko,,0.0
2023,Emakumea,,,Ordizia,100.000 biztanleko,,0.0
2014,Emakumea,,,Ordizia,100.000 biztanleko,,0.0
2019,Emakumea,,,Ordizia,100.000 biztanleko,,0.0
2020,Emakumea,,,Ordizia,100.000 biztanleko,,0.0
2010,Emakumea,,,Ordizia,100.000 biztanleko,,0.0
2022,Emakumea,,,Ordizia,100.000 biztanleko,,0.0
2012,Emakumea,,,Ordizia,100.000 biztanleko,,0.0
2017,Emakumea,,,Ordizia,100.000 biztanleko,,0.0
2021,Emakumea,,,Ordizia,100.000 biztanleko,,0.0
2011,Emakumea,,,Ordizia,100.000 biztanleko,,0.0
2024,Emakumea,,,Ordizia,100.000 biztanleko,,0.0
2016,Emakumea,,,Ordizia,100.000 biztanleko,,0.0
2024,Emakumea,,,Orendain,100.000 biztanleko,,0.0
2012,Emakumea,,,Orendain,100.000 biztanleko,,0.0
2017,Emakumea,,,Orendain,100.000 biztanleko,,0.0
2021,Emakumea,,,Orendain,100.000 biztanleko,,0.0
2015,Emakumea,,,Orendain,100.000 biztanleko,,0.0
2010,Emakumea,,,Orendain,100.000 biztanleko,,0.0
2011,Emakumea,,,Orendain,100.000 biztanleko,,0.0
2018,Emakumea,,,Orendain,100.000 biztanleko,,0.0
2023,Emakumea,,,Orendain,100.000 biztanleko,,0.0
2013,Emakumea,,,Orendain,100.000 biztanleko,,0.0
2019,Emakumea,,,Orendain,100.000 biztanleko,,0.0
2016,Emakumea,,,Orendain,100.000 biztanleko,,0.0
2014,Emakumea,,,Orendain,100.000 biztanleko,,0.0
2020,Emakumea,,,Orendain,100.000 biztanleko,,0.0
2022,Emakumea,,,Orendain,100.000 biztanleko,,0.0
2017,Emakumea,,,Orexa,100.000 biztanleko,,0.0
2011,Emakumea,,,Orexa,100.000 biztanleko,,0.0
2016,Emakumea,,,Orexa,100.000 biztanleko,,0.0
2022,Emakumea,,,Orexa,100.000 biztanleko,,0.0
2023,Emakumea,,,Orexa,100.000 biztanleko,,0.0
2021,Emakumea,,,Orexa,100.000 biztanleko,,0.0
2010,Emakumea,,,Orexa,100.000 biztanleko,,0.0
2015,Emakumea,,,Orexa,100.000 biztanleko,,0.0
2018,Emakumea,,,Orexa,100.000 biztanleko,,0.0
2013,Emakumea,,,Orexa,100.000 biztanleko,,0.0
2020,Emakumea,,,Orexa,100.000 biztanleko,,0.0
2019,Emakumea,,,Orexa,100.000 biztanleko,,0.0
2014,Emakumea,,,Orexa,100.000 biztanleko,,0.0
2012,Emakumea,,,Orexa,100.000 biztanleko,,0.0
2024,Emakumea,,,Orexa,100.000 biztanleko,,0.0
2017,Emakumea,,,Orio,100.000 biztanleko,,0.0
2011,Emakumea,,,Orio,100.000 biztanleko,,0.0
2014,Emakumea,,,Orio,100.000 biztanleko,,0.0
2022,Emakumea,,,Orio,100.000 biztanleko,,0.0
2016,Emakumea,,,Orio,100.000 biztanleko,,0.0
2021,Emakumea,,,Orio,100.000 biztanleko,,0.0
2024,Emakumea,,,Orio,100.000 biztanleko,,0.0
2015,Emakumea,,,Orio,100.000 biztanleko,,0.0
2018,Emakumea,,,Orio,100.000 biztanleko,,0.0
2023,Emakumea,,,Orio,100.000 biztanleko,,0.0
2013,Emakumea,,,Orio,100.000 biztanleko,,0.0
2020,Emakumea,,,Orio,100.000 biztanleko,,0.0
2012,Emakumea,,,Orio,100.000 biztanleko,,0.0
2010,Emakumea,,,Orio,100.000 biztanleko,,0.0
2019,Emakumea,,,Orio,100.000 biztanleko,,0.0
2014,Emakumea,,,Ormaiztegi,100.000 biztanleko,,0.0
2017,Emakumea,,,Ormaiztegi,100.000 biztanleko,,0.0
2013,Emakumea,,,Ormaiztegi,100.000 biztanleko,,0.0
2019,Emakumea,,,Ormaiztegi,100.000 biztanleko,,0.0
2020,Emakumea,,,Ormaiztegi,100.000 biztanleko,,0.0
2016,Emakumea,,,Ormaiztegi,100.000 biztanleko,,0.0
2012,Emakumea,,,Ormaiztegi,100.000 biztanleko,,0.0
2018,Emakumea,,,Ormaiztegi,100.000 biztanleko,,0.0
2021,Emakumea,,,Ormaiztegi,100.000 biztanleko,,0.0
2015,Emakumea,,,Ormaiztegi,100.000 biztanleko,,0.0
2011,Emakumea,,,Ormaiztegi,100.000 biztanleko,,0.0
2022,Emakumea,,,Ormaiztegi,100.000 biztanleko,,0.0
2023,Emakumea,,,Ormaiztegi,100.000 biztanleko,,0.0
2010,Emakumea,,,Ormaiztegi,100.000 biztanleko,,0.0
2024,Emakumea,,,Ormaiztegi,100.000 biztanleko,,0.0
2016,Emakumea,,,Orozko,100.000 biztanleko,,0.0
2019,Emakumea,,,Orozko,100.000 biztanleko,,0.0
2018,Emakumea,,,Orozko,100.000 biztanleko,,0.0
2010,Emakumea,,,Orozko,100.000 biztanleko,,0.0
2020,Emakumea,,,Orozko,100.000 biztanleko,,0.0
2013,Emakumea,,,Orozko,100.000 biztanleko,,0.0
2012,Emakumea,,,Orozko,100.000 biztanleko,,0.0
2015,Emakumea,,,Orozko,100.000 biztanleko,,0.0
2021,Emakumea,,,Orozko,100.000 biztanleko,,0.0
2011,Emakumea,,,Orozko,100.000 biztanleko,,0.0
2023,Emakumea,,,Orozko,100.000 biztanleko,,0.0
2022,Emakumea,,,Orozko,100.000 biztanleko,,0.0
2017,Emakumea,,,Orozko,100.000 biztanleko,,0.0
2014,Emakumea,,,Orozko,100.000 biztanleko,,0.0
2024,Emakumea,,,Orozko,100.000 biztanleko,,0.0
2017,Emakumea,,,Ortuella,100.000 biztanleko,,0.0
2013,Emakumea,,,Ortuella,100.000 biztanleko,,0.0
2023,Emakumea,,,Ortuella,100.000 biztanleko,,0.0
2022,Emakumea,,,Ortuella,100.000 biztanleko,,0.0
2020,Emakumea,,,Ortuella,100.000 biztanleko,,0.0
2018,Emakumea,,,Ortuella,100.000 biztanleko,,0.0
2016,Emakumea,,,Ortuella,100.000 biztanleko,,0.0
2019,Emakumea,,,Ortuella,100.000 biztanleko,,0.0
2021,Emakumea,,,Ortuella,100.000 biztanleko,,0.0
2011,Emakumea,,,Ortuella,100.000 biztanleko,,0.0
