Year,Profesion,SituacLabor,Sexo,Territorio,Units,Value
2025,ISCO08_221,,F,ES211,PER_10000_POP,80.8
2020,ISCO08_221,EU_SIT_JUB,F,ES211,PER_10000_POP,6.3
2014,ISCO08_221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,59.6
2015,ISCO08_221,,F,ES211,PER_10000_POP,61.9
2024,ISCO08_221,EU_SIT_NOJUB,F,ES211,PER_10000_POP,67.5
2014,ISCO08_221,,F,ES211,PER_10000_POP,61.0
2021,ISCO08_221,,F,ES213,PER_10000_POP,79.8
2024,ISCO08_221,,F,ES213,PER_10000_POP,88.0
2014,ISCO08_221,,F,ES213,PER_10000_POP,62.4
2019,ISCO08_221,,F,ES213,PER_10000_POP,73.7
2024,ISCO08_221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,76.5
2016,ISCO08_221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,62.9
2025,ISCO08_221,EU_SIT_JUB,F,ES213,PER_10000_POP,13.0
2022,ISCO08_221,,F,ES213,PER_10000_POP,82.3
2013,ISCO08_221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,59.3
2011,ISCO08_221,,F,ES213,PER_10000_POP,56.4
2010,ISCO08_221,,F,ES213,PER_10000_POP,54.4
2012,ISCO08_221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,57.4
2019,ISCO08_221,EU_SIT_JUB,F,ES213,PER_10000_POP,6.5
2020,ISCO08_221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,69.6
2017,ISCO08_221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,64.2
2015,ISCO08_221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,61.8
2014,ISCO08_221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,60.4
2023,ISCO08_221,,F,ES213,PER_10000_POP,85.3
2015,ISCO08_221,,F,ES213,PER_10000_POP,64.3
2017,ISCO08_221,,F,ES213,PER_10000_POP,68.3
2025,ISCO08_221,,F,ES213,PER_10000_POP,91.5
2013,ISCO08_221,EU_SIT_JUB,F,ES213,PER_10000_POP,1.9
2017,ISCO08_221,EU_SIT_JUB,F,ES213,PER_10000_POP,4.1
2012,ISCO08_221,EU_SIT_JUB,F,ES213,PER_10000_POP,1.8
2021,ISCO08_221,EU_SIT_JUB,F,ES213,PER_10000_POP,8.7
2014,ISCO08_221,EU_SIT_JUB,F,ES213,PER_10000_POP,2.0
2016,ISCO08_221,EU_SIT_JUB,F,ES213,PER_10000_POP,3.3
2018,ISCO08_221,EU_SIT_JUB,F,ES213,PER_10000_POP,5.0
2022,ISCO08_221,EU_SIT_JUB,F,ES213,PER_10000_POP,8.7
2024,ISCO08_221,EU_SIT_JUB,F,ES213,PER_10000_POP,11.6
2010,ISCO08_221,EU_SIT_JUB,F,ES213,PER_10000_POP,1.2
2011,ISCO08_221,EU_SIT_JUB,F,ES213,PER_10000_POP,1.5
2025,ISCO08_221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,78.5
2020,ISCO08_221,EU_SIT_JUB,F,ES213,PER_10000_POP,7.5
2023,ISCO08_221,EU_SIT_JUB,F,ES213,PER_10000_POP,10.5
2023,ISCO08_221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,74.8
2010,ISCO08_221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,53.2
2018,ISCO08_221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,65.7
2019,ISCO08_221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,67.2
2011,ISCO08_221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,54.9
2020,ISCO08_221,,F,ES213,PER_10000_POP,77.1
2022,ISCO08_221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,73.7
2015,ISCO08_221,EU_SIT_JUB,F,ES213,PER_10000_POP,2.5
2013,ISCO08_221,,F,ES213,PER_10000_POP,61.1
2018,ISCO08_221,,F,ES213,PER_10000_POP,70.7
2012,ISCO08_221,,F,ES213,PER_10000_POP,59.2
2016,ISCO08_221,,F,ES213,PER_10000_POP,66.2
2021,ISCO08_221,EU_SIT_NOJUB,F,ES213,PER_10000_POP,71.1
2025,ISCO08_221,EU_SIT_JUB,F,ES212,PER_10000_POP,12.6
2011,ISCO08_221,,F,ES212,PER_10000_POP,50.8
2024,ISCO08_221,EU_SIT_JUB,F,ES212,PER_10000_POP,11.3
2022,ISCO08_221,EU_SIT_JUB,F,ES212,PER_10000_POP,9.3
2020,ISCO08_221,EU_SIT_JUB,F,ES212,PER_10000_POP,6.7
2019,ISCO08_221,EU_SIT_JUB,F,ES212,PER_10000_POP,6.1
2021,ISCO08_221,EU_SIT_JUB,F,ES212,PER_10000_POP,7.8
2018,ISCO08_221,EU_SIT_JUB,F,ES212,PER_10000_POP,5.2
2017,ISCO08_221,EU_SIT_JUB,F,ES212,PER_10000_POP,4.5
2023,ISCO08_221,EU_SIT_JUB,F,ES212,PER_10000_POP,10.3
2014,ISCO08_221,EU_SIT_JUB,F,ES212,PER_10000_POP,2.8
2012,ISCO08_221,EU_SIT_JUB,F,ES212,PER_10000_POP,2.2
2011,ISCO08_221,EU_SIT_JUB,F,ES212,PER_10000_POP,1.4
2024,ISCO08_221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,65.5
2025,ISCO08_221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,67.3
2023,ISCO08_221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,64.8
2021,ISCO08_221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,62.8
2017,ISCO08_221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,55.6
2016,ISCO08_221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,54.4
2019,ISCO08_221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,58.1
2018,ISCO08_221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,56.9
2020,ISCO08_221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,60.7
2015,ISCO08_221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,53.9
2013,ISCO08_221,EU_SIT_JUB,F,ES212,PER_10000_POP,2.3
2015,ISCO08_221,EU_SIT_JUB,F,ES212,PER_10000_POP,3.2
2010,ISCO08_221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,47.7
2013,ISCO08_221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,51.8
2011,ISCO08_221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,49.1
2012,ISCO08_221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,50.3
2016,ISCO08_221,,F,ES212,PER_10000_POP,58.1
2016,ISCO08_221,EU_SIT_JUB,F,ES212,PER_10000_POP,3.8
2022,ISCO08_221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,63.6
2012,ISCO08_221,,F,ES212,PER_10000_POP,52.4
2018,ISCO08_221,,F,ES212,PER_10000_POP,62.1
2015,ISCO08_221,,F,ES212,PER_10000_POP,57.1
2017,ISCO08_221,,F,ES212,PER_10000_POP,60.1
2010,ISCO08_221,,F,ES212,PER_10000_POP,48.9
2022,ISCO08_221,,F,ES212,PER_10000_POP,72.9
2025,ISCO08_221,,F,ES212,PER_10000_POP,79.9
2019,ISCO08_221,,F,ES212,PER_10000_POP,64.2
2021,ISCO08_221,,F,ES212,PER_10000_POP,70.6
2020,ISCO08_221,,F,ES212,PER_10000_POP,67.4
2010,ISCO08_221,EU_SIT_JUB,F,ES212,PER_10000_POP,1.1
2013,ISCO08_221,,F,ES212,PER_10000_POP,54.1
2023,ISCO08_221,,F,ES212,PER_10000_POP,75.0
2014,ISCO08_221,,F,ES212,PER_10000_POP,55.7
2014,ISCO08_221,EU_SIT_NOJUB,F,ES212,PER_10000_POP,53.0
2024,ISCO08_221,,F,ES212,PER_10000_POP,76.8
2016,ISCO08_221,EU_SIT_JUB,M,,PER_10000_POP,10.9
2017,ISCO08_221,EU_SIT_NOJUB,M,,PER_10000_POP,47.1
2013,ISCO08_221,EU_SIT_JUB,M,,PER_10000_POP,8.7
2011,ISCO08_221,EU_SIT_JUB,M,,PER_10000_POP,7.5
2016,ISCO08_221,EU_SIT_NOJUB,M,,PER_10000_POP,47.8
2021,ISCO08_221,EU_SIT_JUB,M,,PER_10000_POP,17.0
2022,ISCO08_221,EU_SIT_JUB,M,,PER_10000_POP,17.8
2024,ISCO08_221,,M,,PER_10000_POP,63.1
2024,ISCO08_221,EU_SIT_NOJUB,M,,PER_10000_POP,42.7
2024,ISCO08_221,EU_SIT_JUB,M,,PER_10000_POP,20.4
2017,ISCO08_221,,M,,PER_10000_POP,59.1
2022,ISCO08_221,,M,,PER_10000_POP,62.3
2016,ISCO08_221,,M,,PER_10000_POP,58.7
2019,ISCO08_221,,M,,PER_10000_POP,60.4
2020,ISCO08_221,EU_SIT_NOJUB,M,,PER_10000_POP,45.6
2015,ISCO08_221,,M,,PER_10000_POP,58.4
2014,ISCO08_221,EU_SIT_JUB,M,,PER_10000_POP,9.3
2011,ISCO08_221,,M,,PER_10000_POP,56.9
2019,ISCO08_221,EU_SIT_NOJUB,M,,PER_10000_POP,45.8
2023,ISCO08_221,EU_SIT_NOJUB,M,,PER_10000_POP,43.3
2022,ISCO08_221,EU_SIT_NOJUB,M,,PER_10000_POP,44.6
2025,ISCO08_221,EU_SIT_NOJUB,M,,PER_10000_POP,42.4
2021,ISCO08_221,EU_SIT_NOJUB,M,,PER_10000_POP,45.0
2023,ISCO08_221,EU_SIT_JUB,M,,PER_10000_POP,19.4
2018,ISCO08_221,EU_SIT_NOJUB,M,,PER_10000_POP,46.9
2020,ISCO08_221,EU_SIT_JUB,M,,PER_10000_POP,15.8
2021,ISCO08_221,,M,,PER_10000_POP,62.0
2012,ISCO08_221,EU_SIT_JUB,M,,PER_10000_POP,8.4
2019,ISCO08_221,EU_SIT_JUB,M,,PER_10000_POP,14.6
2018,ISCO08_221,,M,,PER_10000_POP,59.7
2013,ISCO08_221,EU_SIT_NOJUB,M,,PER_10000_POP,49.2
2025,ISCO08_221,EU_SIT_JUB,M,,PER_10000_POP,21.6
2010,ISCO08_221,EU_SIT_JUB,M,,PER_10000_POP,7.3
2025,ISCO08_221,,M,,PER_10000_POP,64.0
2011,ISCO08_221,EU_SIT_NOJUB,M,,PER_10000_POP,49.4
2010,ISCO08_221,EU_SIT_NOJUB,M,,PER_10000_POP,49.2
2023,ISCO08_221,,M,,PER_10000_POP,62.7
2013,ISCO08_221,,M,,PER_10000_POP,57.9
2015,ISCO08_221,EU_SIT_JUB,M,,PER_10000_POP,10.2
2012,ISCO08_221,EU_SIT_NOJUB,M,,PER_10000_POP,49.0
2014,ISCO08_221,EU_SIT_NOJUB,M,,PER_10000_POP,49.2
2014,ISCO08_221,,M,,PER_10000_POP,58.5
2017,ISCO08_221,EU_SIT_JUB,M,,PER_10000_POP,11.9
2020,ISCO08_221,,M,,PER_10000_POP,61.4
2012,ISCO08_221,,M,,PER_10000_POP,57.4
2018,ISCO08_221,EU_SIT_JUB,M,,PER_10000_POP,12.8
2015,ISCO08_221,EU_SIT_NOJUB,M,,PER_10000_POP,48.2
2010,ISCO08_221,,M,,PER_10000_POP,56.5
2017,ISCO08_221,,M,ES211,PER_10000_POP,54.6
2018,ISCO08_221,,M,ES211,PER_10000_POP,54.3
2019,ISCO08_221,EU_SIT_NOJUB,M,ES211,PER_10000_POP,39.9
2020,ISCO08_221,EU_SIT_NOJUB,M,ES211,PER_10000_POP,39.1
2018,ISCO08_221,EU_SIT_NOJUB,M,ES211,PER_10000_POP,40.3
2010,ISCO08_221,EU_SIT_NOJUB,M,ES211,PER_10000_POP,44.0
2022,ISCO08_221,,M,ES211,PER_10000_POP,54.7
2015,ISCO08_221,,M,ES211,PER_10000_POP,53.8
2025,ISCO08_221,EU_SIT_JUB,M,ES211,PER_10000_POP,19.6
2013,ISCO08_221,EU_SIT_JUB,M,ES211,PER_10000_POP,8.6
2011,ISCO08_221,EU_SIT_JUB,M,ES211,PER_10000_POP,6.7
2016,ISCO08_221,,M,ES211,PER_10000_POP,53.8
2011,ISCO08_221,EU_SIT_NOJUB,M,ES211,PER_10000_POP,45.5
2012,ISCO08_221,,M,ES211,PER_10000_POP,53.2
2022,ISCO08_221,EU_SIT_JUB,M,ES211,PER_10000_POP,18.2
2019,ISCO08_221,,M,ES211,PER_10000_POP,54.7
2011,ISCO08_221,,M,ES211,PER_10000_POP,52.2
2025,ISCO08_221,EU_SIT_NOJUB,M,ES211,PER_10000_POP,36.1
2021,ISCO08_221,EU_SIT_JUB,M,ES211,PER_10000_POP,16.4
2025,ISCO08_221,,M,ES211,PER_10000_POP,55.7
2019,ISCO08_221,EU_SIT_JUB,M,ES211,PER_10000_POP,14.7
2013,ISCO08_221,EU_SIT_NOJUB,M,ES211,PER_10000_POP,44.8
2014,ISCO08_221,,M,ES211,PER_10000_POP,54.0
2024,ISCO08_221,,M,ES211,PER_10000_POP,54.4
2023,ISCO08_221,,M,ES211,PER_10000_POP,54.8
2021,ISCO08_221,EU_SIT_NOJUB,M,ES211,PER_10000_POP,38.2
2017,ISCO08_221,EU_SIT_NOJUB,M,ES211,PER_10000_POP,41.4
2010,ISCO08_221,EU_SIT_JUB,M,ES211,PER_10000_POP,6.9
2015,ISCO08_221,EU_SIT_NOJUB,M,ES211,PER_10000_POP,43.4
2022,ISCO08_221,EU_SIT_NOJUB,M,ES211,PER_10000_POP,36.5
2024,ISCO08_221,EU_SIT_NOJUB,M,ES211,PER_10000_POP,35.8
2014,ISCO08_221,EU_SIT_NOJUB,M,ES211,PER_10000_POP,44.7
2023,ISCO08_221,EU_SIT_NOJUB,M,ES211,PER_10000_POP,35.9
2024,ISCO08_221,EU_SIT_JUB,M,ES211,PER_10000_POP,18.6
2016,ISCO08_221,EU_SIT_JUB,M,ES211,PER_10000_POP,12.0
2012,ISCO08_221,EU_SIT_JUB,M,ES211,PER_10000_POP,7.5
2016,ISCO08_221,EU_SIT_NOJUB,M,ES211,PER_10000_POP,41.8
2023,ISCO08_221,EU_SIT_JUB,M,ES211,PER_10000_POP,18.8
2017,ISCO08_221,EU_SIT_JUB,M,ES211,PER_10000_POP,13.2
2015,ISCO08_221,EU_SIT_JUB,M,ES211,PER_10000_POP,10.5
2018,ISCO08_221,EU_SIT_JUB,M,ES211,PER_10000_POP,13.9
2014,ISCO08_221,EU_SIT_JUB,M,ES211,PER_10000_POP,9.3
2012,ISCO08_221,EU_SIT_NOJUB,M,ES211,PER_10000_POP,45.7
2020,ISCO08_221,,M,ES211,PER_10000_POP,54.8
2021,ISCO08_221,,M,ES211,PER_10000_POP,54.6
2010,ISCO08_221,,M,ES211,PER_10000_POP,50.9
2013,ISCO08_221,,M,ES211,PER_10000_POP,53.4
2020,ISCO08_221,EU_SIT_JUB,M,ES211,PER_10000_POP,15.7
2020,ISCO08_221,,M,ES213,PER_10000_POP,67.6
2010,ISCO08_221,,M,ES213,PER_10000_POP,60.2
2023,ISCO08_221,EU_SIT_JUB,M,ES213,PER_10000_POP,21.2
2019,ISCO08_221,EU_SIT_NOJUB,M,ES213,PER_10000_POP,50.4
2018,ISCO08_221,,M,ES213,PER_10000_POP,65.3
2016,ISCO08_221,,M,ES213,PER_10000_POP,63.4
2012,ISCO08_221,,M,ES213,PER_10000_POP,61.1
2017,ISCO08_221,EU_SIT_NOJUB,M,ES213,PER_10000_POP,51.7
2011,ISCO08_221,EU_SIT_NOJUB,M,ES213,PER_10000_POP,52.1
2010,ISCO08_221,EU_SIT_NOJUB,M,ES213,PER_10000_POP,52.1
2020,ISCO08_221,EU_SIT_NOJUB,M,ES213,PER_10000_POP,50.5
2016,ISCO08_221,EU_SIT_NOJUB,M,ES213,PER_10000_POP,52.4
2012,ISCO08_221,EU_SIT_NOJUB,M,ES213,PER_10000_POP,51.8
2022,ISCO08_221,EU_SIT_NOJUB,M,ES213,PER_10000_POP,50.2
2021,ISCO08_221,EU_SIT_NOJUB,M,ES213,PER_10000_POP,50.3
2025,ISCO08_221,EU_SIT_NOJUB,M,ES213,PER_10000_POP,47.4
2015,ISCO08_221,EU_SIT_NOJUB,M,ES213,PER_10000_POP,52.5
2013,ISCO08_221,EU_SIT_NOJUB,M,ES213,PER_10000_POP,52.7
2018,ISCO08_221,EU_SIT_JUB,M,ES213,PER_10000_POP,13.3
2020,ISCO08_221,EU_SIT_JUB,M,ES213,PER_10000_POP,17.1
2013,ISCO08_221,EU_SIT_JUB,M,ES213,PER_10000_POP,9.2
2016,ISCO08_221,EU_SIT_JUB,M,ES213,PER_10000_POP,11.0
2014,ISCO08_221,EU_SIT_JUB,M,ES213,PER_10000_POP,9.7
2018,ISCO08_221,EU_SIT_NOJUB,M,ES213,PER_10000_POP,52.0
2017,ISCO08_221,EU_SIT_JUB,M,ES213,PER_10000_POP,12.2
2019,ISCO08_221,EU_SIT_JUB,M,ES213,PER_10000_POP,15.6
2024,ISCO08_221,EU_SIT_NOJUB,M,ES213,PER_10000_POP,48.0
2021,ISCO08_221,EU_SIT_JUB,M,ES213,PER_10000_POP,18.3
2022,ISCO08_221,EU_SIT_JUB,M,ES213,PER_10000_POP,18.9
2023,ISCO08_221,EU_SIT_NOJUB,M,ES213,PER_10000_POP,48.8
2014,ISCO08_221,EU_SIT_NOJUB,M,ES213,PER_10000_POP,53.0
2015,ISCO08_221,EU_SIT_JUB,M,ES213,PER_10000_POP,10.3
2010,ISCO08_221,EU_SIT_JUB,M,ES213,PER_10000_POP,8.1
2011,ISCO08_221,EU_SIT_JUB,M,ES213,PER_10000_POP,8.6
2012,ISCO08_221,EU_SIT_JUB,M,ES213,PER_10000_POP,9.3
2019,ISCO08_221,,M,ES213,PER_10000_POP,66.0
2015,ISCO08_221,,M,ES213,PER_10000_POP,62.7
2025,ISCO08_221,,M,ES213,PER_10000_POP,71.3
2014,ISCO08_221,,M,ES213,PER_10000_POP,62.7
2011,ISCO08_221,,M,ES213,PER_10000_POP,60.7
2024,ISCO08_221,,M,ES213,PER_10000_POP,70.6
2025,ISCO08_221,EU_SIT_JUB,M,ES213,PER_10000_POP,23.9
2023,ISCO08_221,,M,ES213,PER_10000_POP,70.1
2024,ISCO08_221,EU_SIT_JUB,M,ES213,PER_10000_POP,22.5
2017,ISCO08_221,,M,ES213,PER_10000_POP,63.9
2013,ISCO08_221,,M,ES213,PER_10000_POP,62.0
2022,ISCO08_221,,M,ES213,PER_10000_POP,69.0
2021,ISCO08_221,,M,ES213,PER_10000_POP,68.6
2014,ISCO08_221,EU_SIT_NOJUB,M,ES212,PER_10000_POP,45.1
2021,ISCO08_221,EU_SIT_JUB,M,ES212,PER_10000_POP,15.0
2019,ISCO08_221,,M,ES212,PER_10000_POP,54.2
2011,ISCO08_221,EU_SIT_JUB,M,ES212,PER_10000_POP,6.0
2019,ISCO08_221,EU_SIT_JUB,M,ES212,PER_10000_POP,12.8
2012,ISCO08_221,EU_SIT_JUB,M,ES212,PER_10000_POP,7.3
2010,ISCO08_221,EU_SIT_JUB,M,ES212,PER_10000_POP,6.1
2015,ISCO08_221,EU_SIT_JUB,M,ES212,PER_10000_POP,9.8
2013,ISCO08_221,EU_SIT_JUB,M,ES212,PER_10000_POP,7.8
2024,ISCO08_221,EU_SIT_JUB,M,ES212,PER_10000_POP,17.8
2023,ISCO08_221,EU_SIT_NOJUB,M,ES212,PER_10000_POP,38.1
2014,ISCO08_221,EU_SIT_JUB,M,ES212,PER_10000_POP,8.7
2023,ISCO08_221,EU_SIT_JUB,M,ES212,PER_10000_POP,16.9
2022,ISCO08_221,EU_SIT_JUB,M,ES212,PER_10000_POP,15.9
2025,ISCO08_221,EU_SIT_JUB,M,ES212,PER_10000_POP,18.8
2023,ISCO08_221,,M,ES212,PER_10000_POP,55.0
2016,ISCO08_221,,M,ES212,PER_10000_POP,53.6
2024,ISCO08_221,,M,ES212,PER_10000_POP,55.4
2012,ISCO08_221,,M,ES212,PER_10000_POP,53.3
2010,ISCO08_221,,M,ES212,PER_10000_POP,53.0
2014,ISCO08_221,,M,ES212,PER_10000_POP,53.8
2013,ISCO08_221,,M,ES212,PER_10000_POP,53.4
2022,ISCO08_221,,M,ES212,PER_10000_POP,55.4
2011,ISCO08_221,,M,ES212,PER_10000_POP,52.9
2020,ISCO08_221,,M,ES212,PER_10000_POP,54.7
2017,ISCO08_221,,M,ES212,PER_10000_POP,53.6
2021,ISCO08_221,,M,ES212,PER_10000_POP,55.0
2025,ISCO08_221,,M,ES212,PER_10000_POP,56.2
2018,ISCO08_221,,M,ES212,PER_10000_POP,53.4
2015,ISCO08_221,,M,ES212,PER_10000_POP,53.5
2011,ISCO08_221,EU_SIT_NOJUB,M,ES212,PER_10000_POP,46.7
2013,ISCO08_221,EU_SIT_NOJUB,M,ES212,PER_10000_POP,45.6
2010,ISCO08_221,EU_SIT_NOJUB,M,ES212,PER_10000_POP,46.9
2012,ISCO08_221,EU_SIT_NOJUB,M,ES212,PER_10000_POP,46.0
2017,ISCO08_221,EU_SIT_NOJUB,M,ES212,PER_10000_POP,42.6
2016,ISCO08_221,EU_SIT_NOJUB,M,ES212,PER_10000_POP,43.4
2015,ISCO08_221,EU_SIT_NOJUB,M,ES212,PER_10000_POP,43.7
2016,ISCO08_221,EU_SIT_JUB,M,ES212,PER_10000_POP,10.2
2020,ISCO08_221,EU_SIT_JUB,M,ES212,PER_10000_POP,13.9
2020,ISCO08_221,EU_SIT_NOJUB,M,ES212,PER_10000_POP,40.8
2019,ISCO08_221,EU_SIT_NOJUB,M,ES212,PER_10000_POP,41.4
2017,ISCO08_221,EU_SIT_JUB,M,ES212,PER_10000_POP,10.9
2025,ISCO08_221,EU_SIT_NOJUB,M,ES212,PER_10000_POP,37.4
2024,ISCO08_221,EU_SIT_NOJUB,M,ES212,PER_10000_POP,37.6
2022,ISCO08_221,EU_SIT_NOJUB,M,ES212,PER_10000_POP,39.5
2021,ISCO08_221,EU_SIT_NOJUB,M,ES212,PER_10000_POP,40.0
2018,ISCO08_221,EU_SIT_NOJUB,M,ES212,PER_10000_POP,41.8
2018,ISCO08_221,EU_SIT_JUB,M,ES212,PER_10000_POP,11.6
2022,ISCO08_2221_3221,,,,PER_10000_POP,79.6
2023,ISCO08_2221_3221,EU_SIT_NOJUB,,,PER_10000_POP,80.8
2020,ISCO08_2221_3221,EU_SIT_JUB,,,PER_10000_POP,0.1
2024,ISCO08_2221_3221,EU_SIT_JUB,,,PER_10000_POP,6.7
2020,ISCO08_2221_3221,,,,PER_10000_POP,78.6
2021,ISCO08_2221_3221,EU_SIT_JUB,,,PER_10000_POP,0.1
2025,ISCO08_2221_3221,,,,PER_10000_POP,90.5
2016,ISCO08_2221_3221,EU_SIT_NOJUB,,,PER_10000_POP,74.5
2016,ISCO08_2221_3221,,,,PER_10000_POP,74.5
2018,ISCO08_2221_3221,,,,PER_10000_POP,75.8
2013,ISCO08_2221_3221,EU_SIT_JUB,,,PER_10000_POP,0.1
2014,ISCO08_2221_3221,EU_SIT_JUB,,,PER_10000_POP,0.0
2010,ISCO08_2221_3221,EU_SIT_NOJUB,,,PER_10000_POP,67.9
2010,ISCO08_2221_3221,EU_SIT_JUB,,,PER_10000_POP,0.1
2011,ISCO08_2221_3221,,,,PER_10000_POP,69.9
2015,ISCO08_2221_3221,,,,PER_10000_POP,73.6
2016,ISCO08_2221_3221,EU_SIT_JUB,,,PER_10000_POP,0.1
2011,ISCO08_2221_3221,EU_SIT_JUB,,,PER_10000_POP,0.2
2025,ISCO08_2221_3221,EU_SIT_NOJUB,,,PER_10000_POP,83.4
2017,ISCO08_2221_3221,EU_SIT_JUB,,,PER_10000_POP,0.0
2014,ISCO08_2221_3221,,,,PER_10000_POP,72.1
2012,ISCO08_2221_3221,,,,PER_10000_POP,70.4
2022,ISCO08_2221_3221,EU_SIT_JUB,,,PER_10000_POP,0.1
2019,ISCO08_2221_3221,,,,PER_10000_POP,76.5
2024,ISCO08_2221_3221,EU_SIT_NOJUB,,,PER_10000_POP,81.7
2015,ISCO08_2221_3221,EU_SIT_JUB,,,PER_10000_POP,0.1
2023,ISCO08_2221_3221,,,,PER_10000_POP,89.2
2013,ISCO08_2221_3221,,,,PER_10000_POP,70.7
2018,ISCO08_2221_3221,EU_SIT_JUB,,,PER_10000_POP,0.0
2021,ISCO08_2221_3221,EU_SIT_NOJUB,,,PER_10000_POP,79.3
2018,ISCO08_2221_3221,EU_SIT_NOJUB,,,PER_10000_POP,75.8
2010,ISCO08_2221_3221,,,,PER_10000_POP,68.0
2019,ISCO08_2221_3221,EU_SIT_NOJUB,,,PER_10000_POP,76.5
2023,ISCO08_2221_3221,EU_SIT_JUB,,,PER_10000_POP,8.4
2017,ISCO08_2221_3221,EU_SIT_NOJUB,,,PER_10000_POP,75.1
2022,ISCO08_2221_3221,EU_SIT_NOJUB,,,PER_10000_POP,79.5
2012,ISCO08_2221_3221,EU_SIT_JUB,,,PER_10000_POP,0.1
2013,ISCO08_2221_3221,EU_SIT_NOJUB,,,PER_10000_POP,70.7
2014,ISCO08_2221_3221,EU_SIT_NOJUB,,,PER_10000_POP,72.1
2012,ISCO08_2221_3221,EU_SIT_NOJUB,,,PER_10000_POP,70.3
2011,ISCO08_2221_3221,EU_SIT_NOJUB,,,PER_10000_POP,69.7
2024,ISCO08_2221_3221,,,,PER_10000_POP,88.5
2019,ISCO08_2221_3221,EU_SIT_JUB,,,PER_10000_POP,0.0
2025,ISCO08_2221_3221,EU_SIT_JUB,,,PER_10000_POP,7.1
2020,ISCO08_2221_3221,EU_SIT_NOJUB,,,PER_10000_POP,78.6
2021,ISCO08_2221_3221,,,,PER_10000_POP,79.4
2015,ISCO08_2221_3221,EU_SIT_NOJUB,,,PER_10000_POP,73.5
2017,ISCO08_2221_3221,,,,PER_10000_POP,75.2
2023,ISCO08_2221_3221,EU_SIT_NOJUB,,ES211,PER_10000_POP,88.5
2022,ISCO08_2221_3221,EU_SIT_NOJUB,,ES211,PER_10000_POP,88.0
2018,ISCO08_2221_3221,,,ES211,PER_10000_POP,86.8
2021,ISCO08_2221_3221,EU_SIT_NOJUB,,ES211,PER_10000_POP,88.1
2016,ISCO08_2221_3221,EU_SIT_JUB,,ES211,PER_10000_POP,0.4
2024,ISCO08_2221_3221,EU_SIT_NOJUB,,ES211,PER_10000_POP,87.7
2013,ISCO08_2221_3221,,,ES211,PER_10000_POP,78.5
2014,ISCO08_2221_3221,EU_SIT_NOJUB,,ES211,PER_10000_POP,80.6
2016,ISCO08_2221_3221,EU_SIT_NOJUB,,ES211,PER_10000_POP,83.5
2018,ISCO08_2221_3221,EU_SIT_NOJUB,,ES211,PER_10000_POP,86.5
2020,ISCO08_2221_3221,EU_SIT_NOJUB,,ES211,PER_10000_POP,87.2
2012,ISCO08_2221_3221,EU_SIT_NOJUB,,ES211,PER_10000_POP,77.4
2011,ISCO08_2221_3221,EU_SIT_NOJUB,,ES211,PER_10000_POP,75.1
2015,ISCO08_2221_3221,EU_SIT_NOJUB,,ES211,PER_10000_POP,82.0
2019,ISCO08_2221_3221,,,ES211,PER_10000_POP,85.8
2015,ISCO08_2221_3221,,,ES211,PER_10000_POP,82.6
2023,ISCO08_2221_3221,,,ES211,PER_10000_POP,88.9
2011,ISCO08_2221_3221,,,ES211,PER_10000_POP,76.5
2012,ISCO08_2221_3221,,,ES211,PER_10000_POP,78.0
2022,ISCO08_2221_3221,,,ES211,PER_10000_POP,88.4
2010,ISCO08_2221_3221,EU_SIT_JUB,,ES211,PER_10000_POP,0.6
2014,ISCO08_2221_3221,EU_SIT_JUB,,ES211,PER_10000_POP,0.1
2021,ISCO08_2221_3221,,,ES211,PER_10000_POP,88.5
2019,ISCO08_2221_3221,EU_SIT_JUB,,ES211,PER_10000_POP,0.2
