Year,Sexua,Adina,Egoitza,Desgaitasunik ez duten pertsonak,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2010,Gizona,16 urte eta gehiago,,,,,Erandio,%,Erandio,10.5
2015,Gizona,16 urte eta gehiago,,,,,Erandio,%,Erandio,19.2
2018,Gizona,16 urte eta gehiago,,,,,Ereño,%,Ereño,5.8
2021,Gizona,16 urte eta gehiago,,,,,Ereño,%,Ereño,7.8
2016,Gizona,16 urte eta gehiago,,,,,Ereño,%,Ereño,7.2
2015,Gizona,16 urte eta gehiago,,,,,Ereño,%,Ereño,9.1
2020,Gizona,16 urte eta gehiago,,,,,Ereño,%,Ereño,9.5
2010,Gizona,16 urte eta gehiago,,,,,Ereño,%,Ereño,4.2
2019,Gizona,16 urte eta gehiago,,,,,Ereño,%,Ereño,7.1
2010,Gizona,16 urte eta gehiago,,,,,Ermua,%,Ermua,10.5
2018,Gizona,16 urte eta gehiago,,,,,Ermua,%,Ermua,9.2
2019,Gizona,16 urte eta gehiago,,,,,Ermua,%,Ermua,9.1
2016,Gizona,16 urte eta gehiago,,,,,Ermua,%,Ermua,13.9
2021,Gizona,16 urte eta gehiago,,,,,Ermua,%,Ermua,9.5
2020,Gizona,16 urte eta gehiago,,,,,Ermua,%,Ermua,9.1
2015,Gizona,16 urte eta gehiago,,,,,Ermua,%,Ermua,16.7
2018,Gizona,16 urte eta gehiago,,,,,Errenteria,%,Errenteria,9.9
2020,Gizona,16 urte eta gehiago,,,,,Errenteria,%,Errenteria,8.6
2019,Gizona,16 urte eta gehiago,,,,,Errenteria,%,Errenteria,8.6
2015,Gizona,16 urte eta gehiago,,,,,Errenteria,%,Errenteria,16.4
2021,Gizona,16 urte eta gehiago,,,,,Errenteria,%,Errenteria,9.5
2010,Gizona,16 urte eta gehiago,,,,,Errenteria,%,Errenteria,8.9
2016,Gizona,16 urte eta gehiago,,,,,Errenteria,%,Errenteria,14.3
2019,Gizona,16 urte eta gehiago,,,,,Errezil,%,Errezil,5.2
2021,Gizona,16 urte eta gehiago,,,,,Errezil,%,Errezil,1.3
2010,Gizona,16 urte eta gehiago,,,,,Errezil,%,Errezil,5.7
2016,Gizona,16 urte eta gehiago,,,,,Errezil,%,Errezil,13.9
2018,Gizona,16 urte eta gehiago,,,,,Errezil,%,Errezil,6.3
2020,Gizona,16 urte eta gehiago,,,,,Errezil,%,Errezil,5.3
2015,Gizona,16 urte eta gehiago,,,,,Errezil,%,Errezil,16.2
2015,Gizona,16 urte eta gehiago,,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,9.9
2018,Gizona,16 urte eta gehiago,,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,4.2
2010,Gizona,16 urte eta gehiago,,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,5.3
2019,Gizona,16 urte eta gehiago,,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,4.1
2021,Gizona,16 urte eta gehiago,,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,6.3
2020,Gizona,16 urte eta gehiago,,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,4.3
2016,Gizona,16 urte eta gehiago,,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,5.1
2010,Gizona,16 urte eta gehiago,,,,,Errigoiti,%,Errigoiti,6.7
2015,Gizona,16 urte eta gehiago,,,,,Errigoiti,%,Errigoiti,10.2
2019,Gizona,16 urte eta gehiago,,,,,Errigoiti,%,Errigoiti,6.2
2020,Gizona,16 urte eta gehiago,,,,,Errigoiti,%,Errigoiti,8.4
2018,Gizona,16 urte eta gehiago,,,,,Errigoiti,%,Errigoiti,9.0
2021,Gizona,16 urte eta gehiago,,,,,Errigoiti,%,Errigoiti,9.2
2016,Gizona,16 urte eta gehiago,,,,,Errigoiti,%,Errigoiti,13.6
2021,Gizona,16 urte eta gehiago,,,,,Eskoriatza,%,Eskoriatza,7.2
2020,Gizona,16 urte eta gehiago,,,,,Eskoriatza,%,Eskoriatza,5.5
2016,Gizona,16 urte eta gehiago,,,,,Eskoriatza,%,Eskoriatza,11.5
2018,Gizona,16 urte eta gehiago,,,,,Eskoriatza,%,Eskoriatza,6.1
2015,Gizona,16 urte eta gehiago,,,,,Eskoriatza,%,Eskoriatza,13.7
2010,Gizona,16 urte eta gehiago,,,,,Eskoriatza,%,Eskoriatza,7.9
2019,Gizona,16 urte eta gehiago,,,,,Eskoriatza,%,Eskoriatza,6.0
2021,Gizona,16 urte eta gehiago,,,,,Etxebarri,%,Etxebarri,8.1
2016,Gizona,16 urte eta gehiago,,,,,Etxebarri,%,Etxebarri,12.8
2015,Gizona,16 urte eta gehiago,,,,,Etxebarri,%,Etxebarri,14.1
2019,Gizona,16 urte eta gehiago,,,,,Etxebarri,%,Etxebarri,6.4
2020,Gizona,16 urte eta gehiago,,,,,Etxebarri,%,Etxebarri,6.4
2010,Gizona,16 urte eta gehiago,,,,,Etxebarri,%,Etxebarri,8.4
2018,Gizona,16 urte eta gehiago,,,,,Etxebarri,%,Etxebarri,8.4
2020,Gizona,16 urte eta gehiago,,,,,Etxebarria,%,Etxebarria,8.7
2021,Gizona,16 urte eta gehiago,,,,,Etxebarria,%,Etxebarria,9.8
2019,Gizona,16 urte eta gehiago,,,,,Etxebarria,%,Etxebarria,7.1
2016,Gizona,16 urte eta gehiago,,,,,Etxebarria,%,Etxebarria,11.3
2015,Gizona,16 urte eta gehiago,,,,,Etxebarria,%,Etxebarria,8.7
2010,Gizona,16 urte eta gehiago,,,,,Etxebarria,%,Etxebarria,8.3
2018,Gizona,16 urte eta gehiago,,,,,Etxebarria,%,Etxebarria,5.1
2018,Gizona,16 urte eta gehiago,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.5
2010,Gizona,16 urte eta gehiago,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,10.1
2019,Gizona,16 urte eta gehiago,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,5.5
2021,Gizona,16 urte eta gehiago,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,10.7
2015,Gizona,16 urte eta gehiago,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,8.4
2016,Gizona,16 urte eta gehiago,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.7
2020,Gizona,16 urte eta gehiago,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.6
2010,Gizona,16 urte eta gehiago,,,,,Forua,%,Forua,13.4
2020,Gizona,16 urte eta gehiago,,,,,Forua,%,Forua,8.9
2015,Gizona,16 urte eta gehiago,,,,,Forua,%,Forua,16.5
2019,Gizona,16 urte eta gehiago,,,,,Forua,%,Forua,9.8
2021,Gizona,16 urte eta gehiago,,,,,Forua,%,Forua,9.4
2018,Gizona,16 urte eta gehiago,,,,,Forua,%,Forua,9.4
2016,Gizona,16 urte eta gehiago,,,,,Forua,%,Forua,17.1
2015,Gizona,16 urte eta gehiago,,,,,Fruiz,%,Fruiz,12.0
2020,Gizona,16 urte eta gehiago,,,,,Fruiz,%,Fruiz,4.1
2019,Gizona,16 urte eta gehiago,,,,,Fruiz,%,Fruiz,7.1
2018,Gizona,16 urte eta gehiago,,,,,Fruiz,%,Fruiz,5.3
2016,Gizona,16 urte eta gehiago,,,,,Fruiz,%,Fruiz,11.4
2021,Gizona,16 urte eta gehiago,,,,,Fruiz,%,Fruiz,5.3
2010,Gizona,16 urte eta gehiago,,,,,Fruiz,%,Fruiz,7.1
2020,Gizona,16 urte eta gehiago,,,,,Gabiria,%,Gabiria,4.6
2018,Gizona,16 urte eta gehiago,,,,,Gabiria,%,Gabiria,3.3
2010,Gizona,16 urte eta gehiago,,,,,Gabiria,%,Gabiria,7.7
2019,Gizona,16 urte eta gehiago,,,,,Gabiria,%,Gabiria,4.1
2015,Gizona,16 urte eta gehiago,,,,,Gabiria,%,Gabiria,5.2
2016,Gizona,16 urte eta gehiago,,,,,Gabiria,%,Gabiria,4.0
2021,Gizona,16 urte eta gehiago,,,,,Gabiria,%,Gabiria,5.4
2021,Gizona,16 urte eta gehiago,,,,,Gaintza,%,Gaintza,2.7
2019,Gizona,16 urte eta gehiago,,,,,Gaintza,%,Gaintza,0.0
2018,Gizona,16 urte eta gehiago,,,,,Gaintza,%,Gaintza,12.1
2020,Gizona,16 urte eta gehiago,,,,,Gaintza,%,Gaintza,0.0
2016,Gizona,16 urte eta gehiago,,,,,Gaintza,%,Gaintza,6.7
2015,Gizona,16 urte eta gehiago,,,,,Gaintza,%,Gaintza,9.1
2010,Gizona,16 urte eta gehiago,,,,,Gaintza,%,Gaintza,5.7
2016,Gizona,16 urte eta gehiago,,,,,Galdakao,%,Galdakao,12.1
2015,Gizona,16 urte eta gehiago,,,,,Galdakao,%,Galdakao,14.5
2020,Gizona,16 urte eta gehiago,,,,,Galdakao,%,Galdakao,8.0
2021,Gizona,16 urte eta gehiago,,,,,Galdakao,%,Galdakao,8.4
2019,Gizona,16 urte eta gehiago,,,,,Galdakao,%,Galdakao,8.3
2018,Gizona,16 urte eta gehiago,,,,,Galdakao,%,Galdakao,8.9
2010,Gizona,16 urte eta gehiago,,,,,Galdakao,%,Galdakao,8.3
2016,Gizona,16 urte eta gehiago,,,,,Galdames,%,Galdames,13.6
2018,Gizona,16 urte eta gehiago,,,,,Galdames,%,Galdames,10.3
2021,Gizona,16 urte eta gehiago,,,,,Galdames,%,Galdames,11.1
2020,Gizona,16 urte eta gehiago,,,,,Galdames,%,Galdames,9.1
2019,Gizona,16 urte eta gehiago,,,,,Galdames,%,Galdames,12.7
2015,Gizona,16 urte eta gehiago,,,,,Galdames,%,Galdames,13.8
2010,Gizona,16 urte eta gehiago,,,,,Galdames,%,Galdames,6.3
2019,Gizona,16 urte eta gehiago,,,,,Gamiz-Fika,%,Gamiz-Fika,7.3
2018,Gizona,16 urte eta gehiago,,,,,Gamiz-Fika,%,Gamiz-Fika,9.3
2010,Gizona,16 urte eta gehiago,,,,,Gamiz-Fika,%,Gamiz-Fika,5.5
2021,Gizona,16 urte eta gehiago,,,,,Gamiz-Fika,%,Gamiz-Fika,8.4
2020,Gizona,16 urte eta gehiago,,,,,Gamiz-Fika,%,Gamiz-Fika,7.4
2016,Gizona,16 urte eta gehiago,,,,,Gamiz-Fika,%,Gamiz-Fika,9.9
2015,Gizona,16 urte eta gehiago,,,,,Gamiz-Fika,%,Gamiz-Fika,11.5
2020,Gizona,16 urte eta gehiago,,,,,Garai,%,Garai,1.0
2010,Gizona,16 urte eta gehiago,,,,,Garai,%,Garai,5.2
2015,Gizona,16 urte eta gehiago,,,,,Garai,%,Garai,9.5
2016,Gizona,16 urte eta gehiago,,,,,Garai,%,Garai,5.4
2021,Gizona,16 urte eta gehiago,,,,,Garai,%,Garai,0.0
2019,Gizona,16 urte eta gehiago,,,,,Garai,%,Garai,3.2
2018,Gizona,16 urte eta gehiago,,,,,Garai,%,Garai,2.2
2018,Gizona,16 urte eta gehiago,,,,,Gatika,%,Gatika,6.6
2015,Gizona,16 urte eta gehiago,,,,,Gatika,%,Gatika,12.9
2021,Gizona,16 urte eta gehiago,,,,,Gatika,%,Gatika,8.3
2016,Gizona,16 urte eta gehiago,,,,,Gatika,%,Gatika,11.0
2020,Gizona,16 urte eta gehiago,,,,,Gatika,%,Gatika,6.1
2010,Gizona,16 urte eta gehiago,,,,,Gatika,%,Gatika,7.7
2019,Gizona,16 urte eta gehiago,,,,,Gatika,%,Gatika,6.8
2010,Gizona,16 urte eta gehiago,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,11.0
2018,Gizona,16 urte eta gehiago,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,10.4
2016,Gizona,16 urte eta gehiago,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,13.7
2021,Gizona,16 urte eta gehiago,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,5.6
2015,Gizona,16 urte eta gehiago,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,14.5
2020,Gizona,16 urte eta gehiago,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,6.6
2019,Gizona,16 urte eta gehiago,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,10.0
2021,Gizona,16 urte eta gehiago,,,,,Gaztelu,%,Gaztelu,6.0
2019,Gizona,16 urte eta gehiago,,,,,Gaztelu,%,Gaztelu,2.3
2020,Gizona,16 urte eta gehiago,,,,,Gaztelu,%,Gaztelu,4.4
2010,Gizona,16 urte eta gehiago,,,,,Gaztelu,%,Gaztelu,5.5
2018,Gizona,16 urte eta gehiago,,,,,Gaztelu,%,Gaztelu,6.5
2016,Gizona,16 urte eta gehiago,,,,,Gaztelu,%,Gaztelu,5.1
2015,Gizona,16 urte eta gehiago,,,,,Gaztelu,%,Gaztelu,18.8
2020,Gizona,16 urte eta gehiago,,,,,Gernika-Lumo,%,Gernika-Lumo,8.9
2019,Gizona,16 urte eta gehiago,,,,,Gernika-Lumo,%,Gernika-Lumo,8.5
2010,Gizona,16 urte eta gehiago,,,,,Gernika-Lumo,%,Gernika-Lumo,9.6
2015,Gizona,16 urte eta gehiago,,,,,Gernika-Lumo,%,Gernika-Lumo,17.0
2021,Gizona,16 urte eta gehiago,,,,,Gernika-Lumo,%,Gernika-Lumo,9.4
2018,Gizona,16 urte eta gehiago,,,,,Gernika-Lumo,%,Gernika-Lumo,8.9
2016,Gizona,16 urte eta gehiago,,,,,Gernika-Lumo,%,Gernika-Lumo,14.1
2016,Gizona,16 urte eta gehiago,,,,,Getaria,%,Getaria,12.8
2015,Gizona,16 urte eta gehiago,,,,,Getaria,%,Getaria,16.6
2010,Gizona,16 urte eta gehiago,,,,,Getaria,%,Getaria,10.1
2021,Gizona,16 urte eta gehiago,,,,,Getaria,%,Getaria,9.8
2019,Gizona,16 urte eta gehiago,,,,,Getaria,%,Getaria,11.1
2018,Gizona,16 urte eta gehiago,,,,,Getaria,%,Getaria,9.5
2020,Gizona,16 urte eta gehiago,,,,,Getaria,%,Getaria,9.3
2018,Gizona,16 urte eta gehiago,,,,,Getxo,%,Getxo,10.4
2016,Gizona,16 urte eta gehiago,,,,,Getxo,%,Getxo,13.6
2021,Gizona,16 urte eta gehiago,,,,,Getxo,%,Getxo,10.3
2020,Gizona,16 urte eta gehiago,,,,,Getxo,%,Getxo,8.5
2015,Gizona,16 urte eta gehiago,,,,,Getxo,%,Getxo,16.5
2019,Gizona,16 urte eta gehiago,,,,,Getxo,%,Getxo,8.9
2010,Gizona,16 urte eta gehiago,,,,,Getxo,%,Getxo,11.1
2021,Gizona,16 urte eta gehiago,,,,,Gizaburuaga,%,Gizaburuaga,6.6
2015,Gizona,16 urte eta gehiago,,,,,Gizaburuaga,%,Gizaburuaga,13.3
2016,Gizona,16 urte eta gehiago,,,,,Gizaburuaga,%,Gizaburuaga,10.0
2018,Gizona,16 urte eta gehiago,,,,,Gizaburuaga,%,Gizaburuaga,11.7
2020,Gizona,16 urte eta gehiago,,,,,Gizaburuaga,%,Gizaburuaga,1.8
2019,Gizona,16 urte eta gehiago,,,,,Gizaburuaga,%,Gizaburuaga,5.8
2010,Gizona,16 urte eta gehiago,,,,,Gizaburuaga,%,Gizaburuaga,1.7
2010,Gizona,16 urte eta gehiago,,,,,Gordexola,%,Gordexola,8.7
2015,Gizona,16 urte eta gehiago,,,,,Gordexola,%,Gordexola,14.2
2019,Gizona,16 urte eta gehiago,,,,,Gordexola,%,Gordexola,8.2
2020,Gizona,16 urte eta gehiago,,,,,Gordexola,%,Gordexola,9.4
2021,Gizona,16 urte eta gehiago,,,,,Gordexola,%,Gordexola,8.6
2018,Gizona,16 urte eta gehiago,,,,,Gordexola,%,Gordexola,9.2
2016,Gizona,16 urte eta gehiago,,,,,Gordexola,%,Gordexola,12.2
2015,Gizona,16 urte eta gehiago,,,,,Gorliz,%,Gorliz,14.9
2016,Gizona,16 urte eta gehiago,,,,,Gorliz,%,Gorliz,14.3
2021,Gizona,16 urte eta gehiago,,,,,Gorliz,%,Gorliz,10.3
2020,Gizona,16 urte eta gehiago,,,,,Gorliz,%,Gorliz,8.7
2019,Gizona,16 urte eta gehiago,,,,,Gorliz,%,Gorliz,8.9
2018,Gizona,16 urte eta gehiago,,,,,Gorliz,%,Gorliz,10.0
2010,Gizona,16 urte eta gehiago,,,,,Gorliz,%,Gorliz,9.5
2018,Gizona,16 urte eta gehiago,,,,,Güeñes,%,Güeñes,11.0
2019,Gizona,16 urte eta gehiago,,,,,Güeñes,%,Güeñes,9.8
2021,Gizona,16 urte eta gehiago,,,,,Güeñes,%,Güeñes,10.0
2010,Gizona,16 urte eta gehiago,,,,,Güeñes,%,Güeñes,9.0
2020,Gizona,16 urte eta gehiago,,,,,Güeñes,%,Güeñes,9.8
2016,Gizona,16 urte eta gehiago,,,,,Güeñes,%,Güeñes,18.1
2015,Gizona,16 urte eta gehiago,,,,,Güeñes,%,Güeñes,17.3
2016,Gizona,16 urte eta gehiago,,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,16.9
2019,Gizona,16 urte eta gehiago,,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,6.3
2018,Gizona,16 urte eta gehiago,,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,4.7
2015,Gizona,16 urte eta gehiago,,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,7.8
2021,Gizona,16 urte eta gehiago,,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,13.6
2020,Gizona,16 urte eta gehiago,,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,5.0
2010,Gizona,16 urte eta gehiago,,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,8.2
2010,Gizona,16 urte eta gehiago,,,,,Hernani,%,Hernani,8.8
2015,Gizona,16 urte eta gehiago,,,,,Hernani,%,Hernani,14.8
2019,Gizona,16 urte eta gehiago,,,,,Hernani,%,Hernani,7.4
2021,Gizona,16 urte eta gehiago,,,,,Hernani,%,Hernani,8.4
2020,Gizona,16 urte eta gehiago,,,,,Hernani,%,Hernani,6.5
2018,Gizona,16 urte eta gehiago,,,,,Hernani,%,Hernani,8.5
2016,Gizona,16 urte eta gehiago,,,,,Hernani,%,Hernani,12.9
2020,Gizona,16 urte eta gehiago,,,,,Hernialde,%,Hernialde,6.8
2018,Gizona,16 urte eta gehiago,,,,,Hernialde,%,Hernialde,8.2
2019,Gizona,16 urte eta gehiago,,,,,Hernialde,%,Hernialde,12.0
2021,Gizona,16 urte eta gehiago,,,,,Hernialde,%,Hernialde,11.5
2010,Gizona,16 urte eta gehiago,,,,,Hernialde,%,Hernialde,3.3
2015,Gizona,16 urte eta gehiago,,,,,Hernialde,%,Hernialde,11.0
2016,Gizona,16 urte eta gehiago,,,,,Hernialde,%,Hernialde,10.3
2019,Gizona,16 urte eta gehiago,,,,,Hondarribia,%,Hondarribia,8.9
2018,Gizona,16 urte eta gehiago,,,,,Hondarribia,%,Hondarribia,9.8
2015,Gizona,16 urte eta gehiago,,,,,Hondarribia,%,Hondarribia,16.0
2021,Gizona,16 urte eta gehiago,,,,,Hondarribia,%,Hondarribia,9.9
2016,Gizona,16 urte eta gehiago,,,,,Hondarribia,%,Hondarribia,13.8
2010,Gizona,16 urte eta gehiago,,,,,Hondarribia,%,Hondarribia,10.4
2020,Gizona,16 urte eta gehiago,,,,,Hondarribia,%,Hondarribia,9.7
2015,Gizona,16 urte eta gehiago,,,,,Ibarra,%,Ibarra,12.9
2020,Gizona,16 urte eta gehiago,,,,,Ibarra,%,Ibarra,7.0
2018,Gizona,16 urte eta gehiago,,,,,Ibarra,%,Ibarra,10.1
2016,Gizona,16 urte eta gehiago,,,,,Ibarra,%,Ibarra,12.2
2021,Gizona,16 urte eta gehiago,,,,,Ibarra,%,Ibarra,7.8
2019,Gizona,16 urte eta gehiago,,,,,Ibarra,%,Ibarra,7.3
2010,Gizona,16 urte eta gehiago,,,,,Ibarra,%,Ibarra,8.9
2021,Gizona,16 urte eta gehiago,,,,,Ibarrangelu,%,Ibarrangelu,11.7
2018,Gizona,16 urte eta gehiago,,,,,Ibarrangelu,%,Ibarrangelu,9.3
2016,Gizona,16 urte eta gehiago,,,,,Ibarrangelu,%,Ibarrangelu,12.6
2010,Gizona,16 urte eta gehiago,,,,,Ibarrangelu,%,Ibarrangelu,8.0
2015,Gizona,16 urte eta gehiago,,,,,Ibarrangelu,%,Ibarrangelu,13.3
2020,Gizona,16 urte eta gehiago,,,,,Ibarrangelu,%,Ibarrangelu,12.8
2019,Gizona,16 urte eta gehiago,,,,,Ibarrangelu,%,Ibarrangelu,7.4
2018,Gizona,16 urte eta gehiago,,,,,Idiazabal,%,Idiazabal,4.2
2015,Gizona,16 urte eta gehiago,,,,,Idiazabal,%,Idiazabal,8.4
2010,Gizona,16 urte eta gehiago,,,,,Idiazabal,%,Idiazabal,7.5
2021,Gizona,16 urte eta gehiago,,,,,Idiazabal,%,Idiazabal,6.9
2020,Gizona,16 urte eta gehiago,,,,,Idiazabal,%,Idiazabal,4.4
2019,Gizona,16 urte eta gehiago,,,,,Idiazabal,%,Idiazabal,5.2
2016,Gizona,16 urte eta gehiago,,,,,Idiazabal,%,Idiazabal,5.5
2018,Gizona,16 urte eta gehiago,,,,,Igorre,%,Igorre,7.8
2019,Gizona,16 urte eta gehiago,,,,,Igorre,%,Igorre,6.2
2016,Gizona,16 urte eta gehiago,,,,,Igorre,%,Igorre,12.3
2021,Gizona,16 urte eta gehiago,,,,,Igorre,%,Igorre,9.9
2020,Gizona,16 urte eta gehiago,,,,,Igorre,%,Igorre,7.4
2015,Gizona,16 urte eta gehiago,,,,,Igorre,%,Igorre,14.6
2010,Gizona,16 urte eta gehiago,,,,,Igorre,%,Igorre,8.6
2016,Gizona,16 urte eta gehiago,,,,,Ikaztegieta,%,Ikaztegieta,14.5
2015,Gizona,16 urte eta gehiago,,,,,Ikaztegieta,%,Ikaztegieta,10.5
2010,Gizona,16 urte eta gehiago,,,,,Ikaztegieta,%,Ikaztegieta,8.3
2019,Gizona,16 urte eta gehiago,,,,,Ikaztegieta,%,Ikaztegieta,5.4
2020,Gizona,16 urte eta gehiago,,,,,Ikaztegieta,%,Ikaztegieta,6.3
2021,Gizona,16 urte eta gehiago,,,,,Ikaztegieta,%,Ikaztegieta,7.1
2018,Gizona,16 urte eta gehiago,,,,,Ikaztegieta,%,Ikaztegieta,10.1
2018,Gizona,16 urte eta gehiago,,,,,Irun,%,Irun,10.5
2016,Gizona,16 urte eta gehiago,,,,,Irun,%,Irun,15.3
2015,Gizona,16 urte eta gehiago,,,,,Irun,%,Irun,18.4
2019,Gizona,16 urte eta gehiago,,,,,Irun,%,Irun,9.4
2010,Gizona,16 urte eta gehiago,,,,,Irun,%,Irun,11.3
2021,Gizona,16 urte eta gehiago,,,,,Irun,%,Irun,10.8
2020,Gizona,16 urte eta gehiago,,,,,Irun,%,Irun,9.8
2020,Gizona,16 urte eta gehiago,,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,7.2
2015,Gizona,16 urte eta gehiago,,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,14.5
2019,Gizona,16 urte eta gehiago,,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,7.9
2018,Gizona,16 urte eta gehiago,,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,7.1
2016,Gizona,16 urte eta gehiago,,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,11.4
2010,Gizona,16 urte eta gehiago,,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,6.9
2021,Gizona,16 urte eta gehiago,,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,9.0
2016,Gizona,16 urte eta gehiago,,,,,Irura,%,Irura,9.6
2019,Gizona,16 urte eta gehiago,,,,,Irura,%,Irura,6.1
2015,Gizona,16 urte eta gehiago,,,,,Irura,%,Irura,11.5
2010,Gizona,16 urte eta gehiago,,,,,Irura,%,Irura,7.1
2021,Gizona,16 urte eta gehiago,,,,,Irura,%,Irura,5.9
2020,Gizona,16 urte eta gehiago,,,,,Irura,%,Irura,3.8
2018,Gizona,16 urte eta gehiago,,,,,Irura,%,Irura,6.0
2018,Gizona,16 urte eta gehiago,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.2
2019,Gizona,16 urte eta gehiago,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,2.4
2021,Gizona,16 urte eta gehiago,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.9
2010,Gizona,16 urte eta gehiago,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.0
2016,Gizona,16 urte eta gehiago,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,3.1
2015,Gizona,16 urte eta gehiago,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,11.4
2020,Gizona,16 urte eta gehiago,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.7
2010,Gizona,16 urte eta gehiago,,,,,Ispaster,%,Ispaster,7.3
2018,Gizona,16 urte eta gehiago,,,,,Ispaster,%,Ispaster,8.0
2019,Gizona,16 urte eta gehiago,,,,,Ispaster,%,Ispaster,8.0
2016,Gizona,16 urte eta gehiago,,,,,Ispaster,%,Ispaster,7.8
2021,Gizona,16 urte eta gehiago,,,,,Ispaster,%,Ispaster,9.4
2020,Gizona,16 urte eta gehiago,,,,,Ispaster,%,Ispaster,5.4
2015,Gizona,16 urte eta gehiago,,,,,Ispaster,%,Ispaster,9.0
2019,Gizona,16 urte eta gehiago,,,,,Itsasondo,%,Itsasondo,7.8
2021,Gizona,16 urte eta gehiago,,,,,Itsasondo,%,Itsasondo,9.9
2016,Gizona,16 urte eta gehiago,,,,,Itsasondo,%,Itsasondo,9.1
2018,Gizona,16 urte eta gehiago,,,,,Itsasondo,%,Itsasondo,6.7
2020,Gizona,16 urte eta gehiago,,,,,Itsasondo,%,Itsasondo,6.0
2015,Gizona,16 urte eta gehiago,,,,,Itsasondo,%,Itsasondo,14.0
2010,Gizona,16 urte eta gehiago,,,,,Itsasondo,%,Itsasondo,9.0
2021,Gizona,16 urte eta gehiago,,,,,Iurreta,%,Iurreta,10.6
2015,Gizona,16 urte eta gehiago,,,,,Iurreta,%,Iurreta,16.0
2018,Gizona,16 urte eta gehiago,,,,,Iurreta,%,Iurreta,9.1
2016,Gizona,16 urte eta gehiago,,,,,Iurreta,%,Iurreta,13.4
2010,Gizona,16 urte eta gehiago,,,,,Iurreta,%,Iurreta,9.8
2020,Gizona,16 urte eta gehiago,,,,,Iurreta,%,Iurreta,10.2
2019,Gizona,16 urte eta gehiago,,,,,Iurreta,%,Iurreta,8.7
2016,Gizona,16 urte eta gehiago,,,,,Izurtza,%,Izurtza,16.3
2015,Gizona,16 urte eta gehiago,,,,,Izurtza,%,Izurtza,14.0
2020,Gizona,16 urte eta gehiago,,,,,Izurtza,%,Izurtza,11.3
2021,Gizona,16 urte eta gehiago,,,,,Izurtza,%,Izurtza,1.5
2018,Gizona,16 urte eta gehiago,,,,,Izurtza,%,Izurtza,4.9
2019,Gizona,16 urte eta gehiago,,,,,Izurtza,%,Izurtza,4.7
2010,Gizona,16 urte eta gehiago,,,,,Izurtza,%,Izurtza,8.4
2018,Gizona,16 urte eta gehiago,,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,19.0
2019,Gizona,16 urte eta gehiago,,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,15.4
