Year,Series,Province,County,Municipality,Units,GeoCode,Value
2023,Proportion of households with running water,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2019,Proportion of households with running water,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2020,Proportion of households with running water,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,99.9
2022,Proportion of households with running water,,,Alkiza,PT,Alkiza,100.0
2018,Proportion of households with running water,,,Alkiza,PT,Alkiza,100.0
2023,Proportion of households with running water,,,Alkiza,PT,Alkiza,100.0
2016,Proportion of households with running water,,,Alkiza,PT,Alkiza,100.0
2019,Proportion of households with running water,,,Alkiza,PT,Alkiza,100.0
2010,Proportion of households with running water,,,Alkiza,PT,Alkiza,100.0
2020,Proportion of households with running water,,,Alkiza,PT,Alkiza,100.0
2015,Proportion of households with running water,,,Alkiza,PT,Alkiza,100.0
2014,Proportion of households with running water,,,Alkiza,PT,Alkiza,100.0
2021,Proportion of households with running water,,,Alkiza,PT,Alkiza,100.0
2013,Proportion of households with running water,,,Alkiza,PT,Alkiza,100.0
2023,Proportion of households with running water,,,Alonsotegi,PT,Alonsotegi,99.4
2018,Proportion of households with running water,,,Alonsotegi,PT,Alonsotegi,99.5
2021,Proportion of households with running water,,,Alonsotegi,PT,Alonsotegi,99.5
2016,Proportion of households with running water,,,Alonsotegi,PT,Alonsotegi,99.5
2010,Proportion of households with running water,,,Alonsotegi,PT,Alonsotegi,99.4
2019,Proportion of households with running water,,,Alonsotegi,PT,Alonsotegi,99.4
2022,Proportion of households with running water,,,Alonsotegi,PT,Alonsotegi,99.4
2013,Proportion of households with running water,,,Alonsotegi,PT,Alonsotegi,99.4
2015,Proportion of households with running water,,,Alonsotegi,PT,Alonsotegi,99.4
2020,Proportion of households with running water,,,Alonsotegi,PT,Alonsotegi,99.5
2014,Proportion of households with running water,,,Alonsotegi,PT,Alonsotegi,99.4
2010,Proportion of households with running water,,,Altzaga,PT,Altzaga,100.0
2018,Proportion of households with running water,,,Altzaga,PT,Altzaga,100.0
2023,Proportion of households with running water,,,Altzaga,PT,Altzaga,100.0
2016,Proportion of households with running water,,,Altzaga,PT,Altzaga,100.0
2019,Proportion of households with running water,,,Altzaga,PT,Altzaga,100.0
2013,Proportion of households with running water,,,Altzaga,PT,Altzaga,100.0
2015,Proportion of households with running water,,,Altzaga,PT,Altzaga,100.0
2022,Proportion of households with running water,,,Altzaga,PT,Altzaga,100.0
2021,Proportion of households with running water,,,Altzaga,PT,Altzaga,100.0
2020,Proportion of households with running water,,,Altzaga,PT,Altzaga,100.0
2014,Proportion of households with running water,,,Altzaga,PT,Altzaga,100.0
2019,Proportion of households with running water,,,Altzo,PT,Altzo,100.0
2015,Proportion of households with running water,,,Altzo,PT,Altzo,100.0
2014,Proportion of households with running water,,,Altzo,PT,Altzo,100.0
2023,Proportion of households with running water,,,Altzo,PT,Altzo,100.0
2018,Proportion of households with running water,,,Altzo,PT,Altzo,100.0
2013,Proportion of households with running water,,,Altzo,PT,Altzo,100.0
2022,Proportion of households with running water,,,Altzo,PT,Altzo,100.0
2020,Proportion of households with running water,,,Altzo,PT,Altzo,100.0
2021,Proportion of households with running water,,,Altzo,PT,Altzo,100.0
2010,Proportion of households with running water,,,Altzo,PT,Altzo,100.0
2016,Proportion of households with running water,,,Altzo,PT,Altzo,100.0
2023,Proportion of households with running water,,,Amezketa,PT,Amezketa,100.0
2020,Proportion of households with running water,,,Amezketa,PT,Amezketa,100.0
2015,Proportion of households with running water,,,Amezketa,PT,Amezketa,100.0
2016,Proportion of households with running water,,,Amezketa,PT,Amezketa,100.0
2010,Proportion of households with running water,,,Amezketa,PT,Amezketa,100.0
2021,Proportion of households with running water,,,Amezketa,PT,Amezketa,100.0
2014,Proportion of households with running water,,,Amezketa,PT,Amezketa,100.0
2022,Proportion of households with running water,,,Amezketa,PT,Amezketa,100.0
2019,Proportion of households with running water,,,Amezketa,PT,Amezketa,100.0
2013,Proportion of households with running water,,,Amezketa,PT,Amezketa,100.0
2018,Proportion of households with running water,,,Amezketa,PT,Amezketa,100.0
2016,Proportion of households with running water,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,99.9
2023,Proportion of households with running water,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,99.9
2014,Proportion of households with running water,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,99.9
2019,Proportion of households with running water,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,99.9
2022,Proportion of households with running water,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,99.9
2021,Proportion of households with running water,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,99.9
2013,Proportion of households with running water,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,99.9
2010,Proportion of households with running water,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,99.9
2018,Proportion of households with running water,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,99.9
2020,Proportion of households with running water,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,99.9
2015,Proportion of households with running water,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,99.9
2019,Proportion of households with running water,,,Amoroto,PT,Amoroto,100.0
2013,Proportion of households with running water,,,Amoroto,PT,Amoroto,100.0
2021,Proportion of households with running water,,,Amoroto,PT,Amoroto,100.0
2020,Proportion of households with running water,,,Amoroto,PT,Amoroto,100.0
2010,Proportion of households with running water,,,Amoroto,PT,Amoroto,100.0
2023,Proportion of households with running water,,,Amoroto,PT,Amoroto,100.0
2018,Proportion of households with running water,,,Amoroto,PT,Amoroto,100.0
2022,Proportion of households with running water,,,Amoroto,PT,Amoroto,100.0
2015,Proportion of households with running water,,,Amoroto,PT,Amoroto,100.0
2016,Proportion of households with running water,,,Amoroto,PT,Amoroto,100.0
2014,Proportion of households with running water,,,Amoroto,PT,Amoroto,100.0
2022,Proportion of households with running water,,,Amurrio,PT,Amurrio,99.9
2014,Proportion of households with running water,,,Amurrio,PT,Amurrio,100.0
2016,Proportion of households with running water,,,Amurrio,PT,Amurrio,99.9
2021,Proportion of households with running water,,,Amurrio,PT,Amurrio,99.9
2010,Proportion of households with running water,,,Amurrio,PT,Amurrio,99.9
2020,Proportion of households with running water,,,Amurrio,PT,Amurrio,100.0
2023,Proportion of households with running water,,,Amurrio,PT,Amurrio,99.9
2013,Proportion of households with running water,,,Amurrio,PT,Amurrio,100.0
2018,Proportion of households with running water,,,Amurrio,PT,Amurrio,99.9
2015,Proportion of households with running water,,,Amurrio,PT,Amurrio,100.0
2019,Proportion of households with running water,,,Amurrio,PT,Amurrio,99.9
2010,Proportion of households with running water,,,Andoain,PT,Andoain,100.0
2013,Proportion of households with running water,,,Andoain,PT,Andoain,100.0
2018,Proportion of households with running water,,,Andoain,PT,Andoain,100.0
2023,Proportion of households with running water,,,Andoain,PT,Andoain,99.9
2020,Proportion of households with running water,,,Andoain,PT,Andoain,100.0
2022,Proportion of households with running water,,,Andoain,PT,Andoain,99.9
2015,Proportion of households with running water,,,Andoain,PT,Andoain,99.9
2016,Proportion of households with running water,,,Andoain,PT,Andoain,100.0
2014,Proportion of households with running water,,,Andoain,PT,Andoain,99.9
2021,Proportion of households with running water,,,Andoain,PT,Andoain,100.0
2019,Proportion of households with running water,,,Andoain,PT,Andoain,100.0
2015,Proportion of households with running water,,,Anoeta,PT,Anoeta,100.0
2023,Proportion of households with running water,,,Anoeta,PT,Anoeta,100.0
2020,Proportion of households with running water,,,Anoeta,PT,Anoeta,100.0
2021,Proportion of households with running water,,,Anoeta,PT,Anoeta,100.0
2018,Proportion of households with running water,,,Anoeta,PT,Anoeta,100.0
2022,Proportion of households with running water,,,Anoeta,PT,Anoeta,100.0
2014,Proportion of households with running water,,,Anoeta,PT,Anoeta,100.0
2010,Proportion of households with running water,,,Anoeta,PT,Anoeta,100.0
2016,Proportion of households with running water,,,Anoeta,PT,Anoeta,100.0
2013,Proportion of households with running water,,,Anoeta,PT,Anoeta,100.0
2019,Proportion of households with running water,,,Anoeta,PT,Anoeta,100.0
2020,Proportion of households with running water,,,Antzuola,PT,Antzuola,99.9
2018,Proportion of households with running water,,,Antzuola,PT,Antzuola,99.9
2015,Proportion of households with running water,,,Antzuola,PT,Antzuola,99.9
2021,Proportion of households with running water,,,Antzuola,PT,Antzuola,99.9
2023,Proportion of households with running water,,,Antzuola,PT,Antzuola,99.9
2016,Proportion of households with running water,,,Antzuola,PT,Antzuola,99.9
2013,Proportion of households with running water,,,Antzuola,PT,Antzuola,99.9
2010,Proportion of households with running water,,,Antzuola,PT,Antzuola,99.9
2019,Proportion of households with running water,,,Antzuola,PT,Antzuola,99.9
2014,Proportion of households with running water,,,Antzuola,PT,Antzuola,99.9
2022,Proportion of households with running water,,,Antzuola,PT,Antzuola,99.9
2018,Proportion of households with running water,,,Añana,PT,Añana,100.0
2013,Proportion of households with running water,,,Añana,PT,Añana,100.0
2016,Proportion of households with running water,,,Añana,PT,Añana,100.0
2022,Proportion of households with running water,,,Añana,PT,Añana,100.0
2015,Proportion of households with running water,,,Añana,PT,Añana,100.0
2021,Proportion of households with running water,,,Añana,PT,Añana,100.0
2020,Proportion of households with running water,,,Añana,PT,Añana,100.0
2023,Proportion of households with running water,,,Añana,PT,Añana,100.0
2010,Proportion of households with running water,,,Añana,PT,Añana,100.0
2014,Proportion of households with running water,,,Añana,PT,Añana,100.0
2019,Proportion of households with running water,,,Añana,PT,Añana,100.0
2021,Proportion of households with running water,,,Arakaldo,PT,Arakaldo,100.0
2015,Proportion of households with running water,,,Arakaldo,PT,Arakaldo,100.0
2016,Proportion of households with running water,,,Arakaldo,PT,Arakaldo,100.0
2019,Proportion of households with running water,,,Arakaldo,PT,Arakaldo,100.0
2013,Proportion of households with running water,,,Arakaldo,PT,Arakaldo,100.0
2014,Proportion of households with running water,,,Arakaldo,PT,Arakaldo,100.0
2023,Proportion of households with running water,,,Arakaldo,PT,Arakaldo,100.0
2010,Proportion of households with running water,,,Arakaldo,PT,Arakaldo,100.0
2018,Proportion of households with running water,,,Arakaldo,PT,Arakaldo,100.0
2020,Proportion of households with running water,,,Arakaldo,PT,Arakaldo,100.0
2022,Proportion of households with running water,,,Arakaldo,PT,Arakaldo,100.0
2014,Proportion of households with running water,,,Arama,PT,Arama,100.0
2020,Proportion of households with running water,,,Arama,PT,Arama,100.0
2015,Proportion of households with running water,,,Arama,PT,Arama,100.0
2023,Proportion of households with running water,,,Arama,PT,Arama,100.0
2022,Proportion of households with running water,,,Arama,PT,Arama,100.0
2016,Proportion of households with running water,,,Arama,PT,Arama,100.0
2013,Proportion of households with running water,,,Arama,PT,Arama,100.0
2019,Proportion of households with running water,,,Arama,PT,Arama,100.0
2010,Proportion of households with running water,,,Arama,PT,Arama,100.0
2021,Proportion of households with running water,,,Arama,PT,Arama,100.0
2018,Proportion of households with running water,,,Arama,PT,Arama,100.0
2016,Proportion of households with running water,,,Aramaio,PT,Aramaio,100.0
2023,Proportion of households with running water,,,Aramaio,PT,Aramaio,100.0
2019,Proportion of households with running water,,,Aramaio,PT,Aramaio,100.0
2015,Proportion of households with running water,,,Aramaio,PT,Aramaio,100.0
2022,Proportion of households with running water,,,Aramaio,PT,Aramaio,100.0
2013,Proportion of households with running water,,,Aramaio,PT,Aramaio,100.0
2010,Proportion of households with running water,,,Aramaio,PT,Aramaio,100.0
2021,Proportion of households with running water,,,Aramaio,PT,Aramaio,100.0
2018,Proportion of households with running water,,,Aramaio,PT,Aramaio,100.0
2020,Proportion of households with running water,,,Aramaio,PT,Aramaio,100.0
2014,Proportion of households with running water,,,Aramaio,PT,Aramaio,100.0
2014,Proportion of households with running water,,,Arantzazu,PT,Arantzazu,100.0
2018,Proportion of households with running water,,,Arantzazu,PT,Arantzazu,100.0
2021,Proportion of households with running water,,,Arantzazu,PT,Arantzazu,99.4
2013,Proportion of households with running water,,,Arantzazu,PT,Arantzazu,100.0
2019,Proportion of households with running water,,,Arantzazu,PT,Arantzazu,99.3
2015,Proportion of households with running water,,,Arantzazu,PT,Arantzazu,100.0
2023,Proportion of households with running water,,,Arantzazu,PT,Arantzazu,99.4
2022,Proportion of households with running water,,,Arantzazu,PT,Arantzazu,99.4
2010,Proportion of households with running water,,,Arantzazu,PT,Arantzazu,100.0
2016,Proportion of households with running water,,,Arantzazu,PT,Arantzazu,100.0
2020,Proportion of households with running water,,,Arantzazu,PT,Arantzazu,99.4
2020,Proportion of households with running water,,,Areatza,PT,Areatza,99.2
2014,Proportion of households with running water,,,Areatza,PT,Areatza,99.4
2010,Proportion of households with running water,,,Areatza,PT,Areatza,99.3
2022,Proportion of households with running water,,,Areatza,PT,Areatza,99.2
2021,Proportion of households with running water,,,Areatza,PT,Areatza,99.2
2015,Proportion of households with running water,,,Areatza,PT,Areatza,99.4
2013,Proportion of households with running water,,,Areatza,PT,Areatza,99.4
2023,Proportion of households with running water,,,Areatza,PT,Areatza,99.2
2016,Proportion of households with running water,,,Areatza,PT,Areatza,99.4
2018,Proportion of households with running water,,,Areatza,PT,Areatza,99.4
2019,Proportion of households with running water,,,Areatza,PT,Areatza,99.6
2021,Proportion of households with running water,,,Aretxabaleta,PT,Aretxabaleta,100.0
2016,Proportion of households with running water,,,Aretxabaleta,PT,Aretxabaleta,100.0
2020,Proportion of households with running water,,,Aretxabaleta,PT,Aretxabaleta,100.0
2010,Proportion of households with running water,,,Aretxabaleta,PT,Aretxabaleta,100.0
2019,Proportion of households with running water,,,Aretxabaleta,PT,Aretxabaleta,100.0
2023,Proportion of households with running water,,,Aretxabaleta,PT,Aretxabaleta,100.0
2014,Proportion of households with running water,,,Aretxabaleta,PT,Aretxabaleta,100.0
2015,Proportion of households with running water,,,Aretxabaleta,PT,Aretxabaleta,100.0
2018,Proportion of households with running water,,,Aretxabaleta,PT,Aretxabaleta,100.0
2022,Proportion of households with running water,,,Aretxabaleta,PT,Aretxabaleta,100.0
2013,Proportion of households with running water,,,Aretxabaleta,PT,Aretxabaleta,100.0
2020,Proportion of households with running water,,,Armiñón,PT,Armiñón,98.9
2010,Proportion of households with running water,,,Armiñón,PT,Armiñón,98.9
2018,Proportion of households with running water,,,Armiñón,PT,Armiñón,100.0
2019,Proportion of households with running water,,,Armiñón,PT,Armiñón,98.9
2023,Proportion of households with running water,,,Armiñón,PT,Armiñón,100.0
2021,Proportion of households with running water,,,Armiñón,PT,Armiñón,100.0
2013,Proportion of households with running water,,,Armiñón,PT,Armiñón,100.0
2016,Proportion of households with running water,,,Armiñón,PT,Armiñón,100.0
2015,Proportion of households with running water,,,Armiñón,PT,Armiñón,100.0
2022,Proportion of households with running water,,,Armiñón,PT,Armiñón,100.0
2014,Proportion of households with running water,,,Armiñón,PT,Armiñón,100.0
2015,Proportion of households with running water,,,Arraia-Maeztu,PT,Arraia-Maeztu,100.0
2023,Proportion of households with running water,,,Arraia-Maeztu,PT,Arraia-Maeztu,100.0
2013,Proportion of households with running water,,,Arraia-Maeztu,PT,Arraia-Maeztu,100.0
2016,Proportion of households with running water,,,Arraia-Maeztu,PT,Arraia-Maeztu,100.0
2019,Proportion of households with running water,,,Arraia-Maeztu,PT,Arraia-Maeztu,100.0
2021,Proportion of households with running water,,,Arraia-Maeztu,PT,Arraia-Maeztu,100.0
2010,Proportion of households with running water,,,Arraia-Maeztu,PT,Arraia-Maeztu,100.0
2020,Proportion of households with running water,,,Arraia-Maeztu,PT,Arraia-Maeztu,100.0
2022,Proportion of households with running water,,,Arraia-Maeztu,PT,Arraia-Maeztu,100.0
2014,Proportion of households with running water,,,Arraia-Maeztu,PT,Arraia-Maeztu,100.0
2018,Proportion of households with running water,,,Arraia-Maeztu,PT,Arraia-Maeztu,100.0
2020,Proportion of households with running water,,,Arrankudiaga-Zollo,PT,Arrankudiaga-Zollo,100.0
2013,Proportion of households with running water,,,Arrankudiaga-Zollo,PT,Arrankudiaga-Zollo,100.0
2022,Proportion of households with running water,,,Arrankudiaga-Zollo,PT,Arrankudiaga-Zollo,100.0
2023,Proportion of households with running water,,,Arrankudiaga-Zollo,PT,Arrankudiaga-Zollo,100.0
2014,Proportion of households with running water,,,Arrankudiaga-Zollo,PT,Arrankudiaga-Zollo,100.0
2019,Proportion of households with running water,,,Arrankudiaga-Zollo,PT,Arrankudiaga-Zollo,100.0
2015,Proportion of households with running water,,,Arrankudiaga-Zollo,PT,Arrankudiaga-Zollo,100.0
2018,Proportion of households with running water,,,Arrankudiaga-Zollo,PT,Arrankudiaga-Zollo,100.0
2010,Proportion of households with running water,,,Arrankudiaga-Zollo,PT,Arrankudiaga-Zollo,100.0
2021,Proportion of households with running water,,,Arrankudiaga-Zollo,PT,Arrankudiaga-Zollo,100.0
2016,Proportion of households with running water,,,Arrankudiaga-Zollo,PT,Arrankudiaga-Zollo,100.0
2023,Proportion of households with running water,,,Arrasate/Mondragón,PT,Arrasate/Mondragón,100.0
2016,Proportion of households with running water,,,Arrasate/Mondragón,PT,Arrasate/Mondragón,100.0
2019,Proportion of households with running water,,,Arrasate/Mondragón,PT,Arrasate/Mondragón,100.0
2015,Proportion of households with running water,,,Arrasate/Mondragón,PT,Arrasate/Mondragón,100.0
2022,Proportion of households with running water,,,Arrasate/Mondragón,PT,Arrasate/Mondragón,100.0
2020,Proportion of households with running water,,,Arrasate/Mondragón,PT,Arrasate/Mondragón,100.0
2013,Proportion of households with running water,,,Arrasate/Mondragón,PT,Arrasate/Mondragón,100.0
2014,Proportion of households with running water,,,Arrasate/Mondragón,PT,Arrasate/Mondragón,100.0
2010,Proportion of households with running water,,,Arrasate/Mondragón,PT,Arrasate/Mondragón,100.0
2018,Proportion of households with running water,,,Arrasate/Mondragón,PT,Arrasate/Mondragón,100.0
2021,Proportion of households with running water,,,Arrasate/Mondragón,PT,Arrasate/Mondragón,100.0
2015,Proportion of households with running water,,,Arratzu,PT,Arratzu,100.0
2020,Proportion of households with running water,,,Arratzu,PT,Arratzu,100.0
2023,Proportion of households with running water,,,Arratzu,PT,Arratzu,100.0
