Year,Habilidad_IT,Sexo,Edad,Territorio,Units,Value
2019,ICTTRFF,F,Y25T74,,PT,45.79
2022,ICTTRFF,F,Y25T74,ES211,PT,49.1
2021,ICTTRFF,F,Y25T74,ES211,PT,52.82
2023,ICTTRFF,F,Y25T74,ES211,PT,40.77
2020,ICTTRFF,F,Y25T74,ES211,PT,51.08
2019,ICTTRFF,F,Y25T74,ES211,PT,44.01
2023,ICTTRFF,F,Y25T74,ES213,PT,43.5
2021,ICTTRFF,F,Y25T74,ES213,PT,55.33
2020,ICTTRFF,F,Y25T74,ES213,PT,47.54
2019,ICTTRFF,F,Y25T74,ES213,PT,46.36
2022,ICTTRFF,F,Y25T74,ES213,PT,46.6
2021,ICTTRFF,F,Y25T74,ES212,PT,57.41
2020,ICTTRFF,F,Y25T74,ES212,PT,49.91
2019,ICTTRFF,F,Y25T74,ES212,PT,45.68
2022,ICTTRFF,F,Y25T74,ES212,PT,47.5
2023,ICTTRFF,F,Y25T74,ES212,PT,44.98
2022,ICTTRFF,M,Y16T24,,PT,75.19
2020,ICTTRFF,M,Y16T24,,PT,84.76
2019,ICTTRFF,M,Y16T24,,PT,81.15
2021,ICTTRFF,M,Y16T24,,PT,87.5
2023,ICTTRFF,M,Y16T24,,PT,71.32
2023,ICTTRFF,M,Y16T24,ES211,PT,79.3
2022,ICTTRFF,M,Y16T24,ES211,PT,77.94
2019,ICTTRFF,M,Y16T24,ES211,PT,81.76
2020,ICTTRFF,M,Y16T24,ES211,PT,90.97
2021,ICTTRFF,M,Y16T24,ES211,PT,80.13
2020,ICTTRFF,M,Y16T24,ES213,PT,82.32
2019,ICTTRFF,M,Y16T24,ES213,PT,87.43
2022,ICTTRFF,M,Y16T24,ES213,PT,72.02
2021,ICTTRFF,M,Y16T24,ES213,PT,87.19
2023,ICTTRFF,M,Y16T24,ES213,PT,68.91
2019,ICTTRFF,M,Y16T24,ES212,PT,72.44
2020,ICTTRFF,M,Y16T24,ES212,PT,85.47
2023,ICTTRFF,M,Y16T24,ES212,PT,70.81
2021,ICTTRFF,M,Y16T24,ES212,PT,91.14
2022,ICTTRFF,M,Y16T24,ES212,PT,78.83
2019,ICTTRFF,M,Y16T74,,PT,53.76
2022,ICTTRFF,M,Y16T74,,PT,53.2
2020,ICTTRFF,M,Y16T74,,PT,57.79
2023,ICTTRFF,M,Y16T74,,PT,51.9
2021,ICTTRFF,M,Y16T74,,PT,61.97
2019,ICTTRFF,M,Y16T74,ES211,PT,54.78
2020,ICTTRFF,M,Y16T74,ES211,PT,57.59
2022,ICTTRFF,M,Y16T74,ES211,PT,52.16
2021,ICTTRFF,M,Y16T74,ES211,PT,62.89
2023,ICTTRFF,M,Y16T74,ES211,PT,46.11
2021,ICTTRFF,M,Y16T74,ES213,PT,62.2
2019,ICTTRFF,M,Y16T74,ES213,PT,55.31
2022,ICTTRFF,M,Y16T74,ES213,PT,54.22
2020,ICTTRFF,M,Y16T74,ES213,PT,56.96
2023,ICTTRFF,M,Y16T74,ES213,PT,53.39
2021,ICTTRFF,M,Y16T74,ES212,PT,61.18
2022,ICTTRFF,M,Y16T74,ES212,PT,52.06
2019,ICTTRFF,M,Y16T74,ES212,PT,50.86
2020,ICTTRFF,M,Y16T74,ES212,PT,59.22
2023,ICTTRFF,M,Y16T74,ES212,PT,52.26
2020,ICTTRFF,M,Y25T74,,PT,54.27
2021,ICTTRFF,M,Y25T74,,PT,58.31
2022,ICTTRFF,M,Y25T74,,PT,50.17
2019,ICTTRFF,M,Y25T74,,PT,50.64
2023,ICTTRFF,M,Y25T74,,PT,49.19
2023,ICTTRFF,M,Y25T74,ES211,PT,40.86
2019,ICTTRFF,M,Y25T74,ES211,PT,51.93
2020,ICTTRFF,M,Y25T74,ES211,PT,53.03
2021,ICTTRFF,M,Y25T74,ES211,PT,60.27
2022,ICTTRFF,M,Y25T74,ES211,PT,48.99
2020,ICTTRFF,M,Y25T74,ES213,PT,53.8
2021,ICTTRFF,M,Y25T74,ES213,PT,58.94
2019,ICTTRFF,M,Y25T74,ES213,PT,51.86
2023,ICTTRFF,M,Y25T74,ES213,PT,51.34
2022,ICTTRFF,M,Y25T74,ES213,PT,51.79
2021,ICTTRFF,M,Y25T74,ES212,PT,56.37
2019,ICTTRFF,M,Y25T74,ES212,PT,48.09
2022,ICTTRFF,M,Y25T74,ES212,PT,48.14
2023,ICTTRFF,M,Y25T74,ES212,PT,49.59
2020,ICTTRFF,M,Y25T74,ES212,PT,55.62
2023,ICTSFWR,,Y16T24,,PT,76.57
2022,ICTSFWR,,Y16T24,,PT,81.06
2020,ICTSFWR,,Y16T24,,PT,87.51
2021,ICTSFWR,,Y16T24,,PT,88.68
2019,ICTSFWR,,Y16T24,,PT,83.37
2021,ICTSFWR,,Y16T24,ES211,PT,89.74
2023,ICTSFWR,,Y16T24,ES211,PT,72.3
2020,ICTSFWR,,Y16T24,ES211,PT,92.37
2019,ICTSFWR,,Y16T24,ES211,PT,82.82
2022,ICTSFWR,,Y16T24,ES211,PT,79.48
2019,ICTSFWR,,Y16T24,ES213,PT,84.86
2020,ICTSFWR,,Y16T24,ES213,PT,87.06
2021,ICTSFWR,,Y16T24,ES213,PT,87.12
2022,ICTSFWR,,Y16T24,ES213,PT,82.17
2023,ICTSFWR,,Y16T24,ES213,PT,76.02
2023,ICTSFWR,,Y16T24,ES212,PT,79.31
2020,ICTSFWR,,Y16T24,ES212,PT,85.98
2022,ICTSFWR,,Y16T24,ES212,PT,80.0
2021,ICTSFWR,,Y16T24,ES212,PT,90.48
2019,ICTSFWR,,Y16T24,ES212,PT,81.54
2022,ICTSFWR,,Y16T74,,PT,54.02
2023,ICTSFWR,,Y16T74,,PT,51.59
2021,ICTSFWR,,Y16T74,,PT,64.64
2019,ICTSFWR,,Y16T74,,PT,53.92
2020,ICTSFWR,,Y16T74,,PT,58.78
2021,ICTSFWR,,Y16T74,ES211,PT,65.84
2022,ICTSFWR,,Y16T74,ES211,PT,53.04
2023,ICTSFWR,,Y16T74,ES211,PT,52.49
2019,ICTSFWR,,Y16T74,ES211,PT,54.49
2020,ICTSFWR,,Y16T74,ES211,PT,57.26
2020,ICTSFWR,,Y16T74,ES213,PT,58.33
2021,ICTSFWR,,Y16T74,ES213,PT,64.32
2022,ICTSFWR,,Y16T74,ES213,PT,54.54
2023,ICTSFWR,,Y16T74,ES213,PT,51.9
2019,ICTSFWR,,Y16T74,ES213,PT,55.18
2023,ICTSFWR,,Y16T74,ES212,PT,50.67
2022,ICTSFWR,,Y16T74,ES212,PT,53.61
2020,ICTSFWR,,Y16T74,ES212,PT,60.23
2021,ICTSFWR,,Y16T74,ES212,PT,64.61
2019,ICTSFWR,,Y16T74,ES212,PT,51.65
2019,ICTSFWR,,Y25T74,,PT,50.6
2022,ICTSFWR,,Y25T74,,PT,50.45
2023,ICTSFWR,,Y25T74,,PT,48.28
2021,ICTSFWR,,Y25T74,,PT,61.41
2020,ICTSFWR,,Y25T74,,PT,55.22
2022,ICTSFWR,,Y25T74,ES211,PT,49.88
2019,ICTSFWR,,Y25T74,ES211,PT,51.29
2020,ICTSFWR,,Y25T74,ES211,PT,52.86
2023,ICTSFWR,,Y25T74,ES211,PT,49.75
2021,ICTSFWR,,Y25T74,ES211,PT,62.57
2023,ICTSFWR,,Y25T74,ES213,PT,48.86
2022,ICTSFWR,,Y25T74,ES213,PT,50.94
2021,ICTSFWR,,Y25T74,ES213,PT,61.42
2020,ICTSFWR,,Y25T74,ES213,PT,54.9
2019,ICTSFWR,,Y25T74,ES213,PT,52.06
2021,ICTSFWR,,Y25T74,ES212,PT,60.86
2019,ICTSFWR,,Y25T74,ES212,PT,47.92
2020,ICTSFWR,,Y25T74,ES212,PT,56.86
2022,ICTSFWR,,Y25T74,ES212,PT,49.91
2023,ICTSFWR,,Y25T74,ES212,PT,46.67
2020,ICTSFWR,F,Y16T24,,PT,86.8
2023,ICTSFWR,F,Y16T24,,PT,79.65
2022,ICTSFWR,F,Y16T24,,PT,78.54
2021,ICTSFWR,F,Y16T24,,PT,86.29
2019,ICTSFWR,F,Y16T24,,PT,85.71
2023,ICTSFWR,F,Y16T24,ES211,PT,78.39
2020,ICTSFWR,F,Y16T24,ES211,PT,91.87
2021,ICTSFWR,F,Y16T24,ES211,PT,84.23
2019,ICTSFWR,F,Y16T24,ES211,PT,83.47
2022,ICTSFWR,F,Y16T24,ES211,PT,82.37
2019,ICTSFWR,F,Y16T24,ES213,PT,86.82
2020,ICTSFWR,F,Y16T24,ES213,PT,88.51
2022,ICTSFWR,F,Y16T24,ES213,PT,80.29
2023,ICTSFWR,F,Y16T24,ES213,PT,79.72
2021,ICTSFWR,F,Y16T24,ES213,PT,86.71
2020,ICTSFWR,F,Y16T24,ES212,PT,82.04
2023,ICTSFWR,F,Y16T24,ES212,PT,80.06
2021,ICTSFWR,F,Y16T24,ES212,PT,86.55
2019,ICTSFWR,F,Y16T24,ES212,PT,85.17
2022,ICTSFWR,F,Y16T24,ES212,PT,74.19
2020,ICTSFWR,F,Y16T74,,PT,56.7
2022,ICTSFWR,F,Y16T74,,PT,51.89
2023,ICTSFWR,F,Y16T74,,PT,49.01
2021,ICTSFWR,F,Y16T74,,PT,61.24
2019,ICTSFWR,F,Y16T74,,PT,50.6
2021,ICTSFWR,F,Y16T74,ES211,PT,61.97
2022,ICTSFWR,F,Y16T74,ES211,PT,50.18
2020,ICTSFWR,F,Y16T74,ES211,PT,55.84
2023,ICTSFWR,F,Y16T74,ES211,PT,52.49
2019,ICTSFWR,F,Y16T74,ES211,PT,49.85
2019,ICTSFWR,F,Y16T74,ES213,PT,51.54
2022,ICTSFWR,F,Y16T74,ES213,PT,52.2
2020,ICTSFWR,F,Y16T74,ES213,PT,56.85
2021,ICTSFWR,F,Y16T74,ES213,PT,60.56
2023,ICTSFWR,F,Y16T74,ES213,PT,49.35
2020,ICTSFWR,F,Y16T74,ES212,PT,56.86
2023,ICTSFWR,F,Y16T74,ES212,PT,46.88
2021,ICTSFWR,F,Y16T74,ES212,PT,62.05
2022,ICTSFWR,F,Y16T74,ES212,PT,52.17
2019,ICTSFWR,F,Y16T74,ES212,PT,49.41
2019,ICTSFWR,F,Y25T74,,PT,46.69
2020,ICTSFWR,F,Y25T74,,PT,53.16
2022,ICTSFWR,F,Y25T74,,PT,48.51
2023,ICTSFWR,F,Y25T74,,PT,45.18
2021,ICTSFWR,F,Y25T74,,PT,58.11
2019,ICTSFWR,F,Y25T74,ES211,PT,45.81
2022,ICTSFWR,F,Y25T74,ES211,PT,46.44
2021,ICTSFWR,F,Y25T74,ES211,PT,59.26
2020,ICTSFWR,F,Y25T74,ES211,PT,51.71
2023,ICTSFWR,F,Y25T74,ES211,PT,49.41
2019,ICTSFWR,F,Y25T74,ES213,PT,47.91
2021,ICTSFWR,F,Y25T74,ES213,PT,57.31
2023,ICTSFWR,F,Y25T74,ES213,PT,45.68
2022,ICTSFWR,F,Y25T74,ES213,PT,48.69
2020,ICTSFWR,F,Y25T74,ES213,PT,53.23
2020,ICTSFWR,F,Y25T74,ES212,PT,53.72
2023,ICTSFWR,F,Y25T74,ES212,PT,42.39
2022,ICTSFWR,F,Y25T74,ES212,PT,49.21
2019,ICTSFWR,F,Y25T74,ES212,PT,45.07
2021,ICTSFWR,F,Y25T74,ES212,PT,58.89
2023,ICTSFWR,M,Y16T24,,PT,73.67
2019,ICTSFWR,M,Y16T24,,PT,81.0
2022,ICTSFWR,M,Y16T24,,PT,83.51
2021,ICTSFWR,M,Y16T24,,PT,90.82
2020,ICTSFWR,M,Y16T24,,PT,88.17
2022,ICTSFWR,M,Y16T24,ES211,PT,76.66
2020,ICTSFWR,M,Y16T24,ES211,PT,92.8
2019,ICTSFWR,M,Y16T24,ES211,PT,82.04
2023,ICTSFWR,M,Y16T24,ES211,PT,67.59
2021,ICTSFWR,M,Y16T24,ES211,PT,94.25
2019,ICTSFWR,M,Y16T24,ES213,PT,82.9
2020,ICTSFWR,M,Y16T24,ES213,PT,85.69
2022,ICTSFWR,M,Y16T24,ES213,PT,84.03
2021,ICTSFWR,M,Y16T24,ES213,PT,87.52
2023,ICTSFWR,M,Y16T24,ES213,PT,72.42
2019,ICTSFWR,M,Y16T24,ES212,PT,78.05
2020,ICTSFWR,M,Y16T24,ES212,PT,89.68
2021,ICTSFWR,M,Y16T24,ES212,PT,93.67
2023,ICTSFWR,M,Y16T24,ES212,PT,78.58
2022,ICTSFWR,M,Y16T24,ES212,PT,85.47
2023,ICTSFWR,M,Y16T74,,PT,54.26
2022,ICTSFWR,M,Y16T74,,PT,56.24
2020,ICTSFWR,M,Y16T74,,PT,60.91
2019,ICTSFWR,M,Y16T74,,PT,57.35
2021,ICTSFWR,M,Y16T74,,PT,68.05
2022,ICTSFWR,M,Y16T74,ES211,PT,55.98
2019,ICTSFWR,M,Y16T74,ES211,PT,59.34
2021,ICTSFWR,M,Y16T74,ES211,PT,69.67
2023,ICTSFWR,M,Y16T74,ES211,PT,52.49
2020,ICTSFWR,M,Y16T74,ES211,PT,58.72
2022,ICTSFWR,M,Y16T74,ES213,PT,57.05
2019,ICTSFWR,M,Y16T74,ES213,PT,58.97
2020,ICTSFWR,M,Y16T74,ES213,PT,59.84
2021,ICTSFWR,M,Y16T74,ES213,PT,68.17
2023,ICTSFWR,M,Y16T74,ES213,PT,54.6
2022,ICTSFWR,M,Y16T74,ES212,PT,55.07
2019,ICTSFWR,M,Y16T74,ES212,PT,53.9
2020,ICTSFWR,M,Y16T74,ES212,PT,63.68
2023,ICTSFWR,M,Y16T74,ES212,PT,54.55
2021,ICTSFWR,M,Y16T74,ES212,PT,67.13
2021,ICTSFWR,M,Y25T74,,PT,64.79
2022,ICTSFWR,M,Y25T74,,PT,52.49
2020,ICTSFWR,M,Y25T74,,PT,57.35
2019,ICTSFWR,M,Y25T74,,PT,54.65
2023,ICTSFWR,M,Y25T74,,PT,51.54
2022,ICTSFWR,M,Y25T74,ES211,PT,53.44
2021,ICTSFWR,M,Y25T74,ES211,PT,65.94
2019,ICTSFWR,M,Y25T74,ES211,PT,56.94
2023,ICTSFWR,M,Y25T74,ES211,PT,50.1
2020,ICTSFWR,M,Y25T74,ES211,PT,54.06
2022,ICTSFWR,M,Y25T74,ES213,PT,53.37
2020,ICTSFWR,M,Y25T74,ES213,PT,56.62
2021,ICTSFWR,M,Y25T74,ES213,PT,65.64
2019,ICTSFWR,M,Y25T74,ES213,PT,56.39
2023,ICTSFWR,M,Y25T74,ES213,PT,52.24
2022,ICTSFWR,M,Y25T74,ES212,PT,50.62
2019,ICTSFWR,M,Y25T74,ES212,PT,50.81
2023,ICTSFWR,M,Y25T74,ES212,PT,51.09
2021,ICTSFWR,M,Y25T74,ES212,PT,62.86
2020,ICTSFWR,M,Y25T74,ES212,PT,60.11
2023,ICTPRVCY,,Y16T24,,PT,45.54
2020,ICTPRVCY,,Y16T24,,PT,47.09
2021,ICTPRVCY,,Y16T24,,PT,46.21
2022,ICTPRVCY,,Y16T24,,PT,36.68
2019,ICTPRVCY,,Y16T24,,PT,26.84
2021,ICTPRVCY,,Y16T24,ES211,PT,40.31
2022,ICTPRVCY,,Y16T24,ES211,PT,40.3
2020,ICTPRVCY,,Y16T24,ES211,PT,50.88
2023,ICTPRVCY,,Y16T24,ES211,PT,39.35
2019,ICTPRVCY,,Y16T24,ES211,PT,24.81
2023,ICTPRVCY,,Y16T24,ES213,PT,45.54
2020,ICTPRVCY,,Y16T24,ES213,PT,46.35
2019,ICTPRVCY,,Y16T24,ES213,PT,28.04
2021,ICTPRVCY,,Y16T24,ES213,PT,47.25
2022,ICTPRVCY,,Y16T24,ES213,PT,36.42
2021,ICTPRVCY,,Y16T24,ES212,PT,47.31
2022,ICTPRVCY,,Y16T24,ES212,PT,35.6
2020,ICTPRVCY,,Y16T24,ES212,PT,46.46
2019,ICTPRVCY,,Y16T24,ES212,PT,26.03
2023,ICTPRVCY,,Y16T24,ES212,PT,48.36
2021,ICTPRVCY,,Y16T74,,PT,27.86
2019,ICTPRVCY,,Y16T74,,PT,15.99
2022,ICTPRVCY,,Y16T74,,PT,23.02
2020,ICTPRVCY,,Y16T74,,PT,28.44
2023,ICTPRVCY,,Y16T74,,PT,33.43
2021,ICTPRVCY,,Y16T74,ES211,PT,26.99
2019,ICTPRVCY,,Y16T74,ES211,PT,16.17
2023,ICTPRVCY,,Y16T74,ES211,PT,31.66
2022,ICTPRVCY,,Y16T74,ES211,PT,23.59
2020,ICTPRVCY,,Y16T74,ES211,PT,26.81
2019,ICTPRVCY,,Y16T74,ES213,PT,16.73
2020,ICTPRVCY,,Y16T74,ES213,PT,27.9
2023,ICTPRVCY,,Y16T74,ES213,PT,34.41
2021,ICTPRVCY,,Y16T74,ES213,PT,27.96
2022,ICTPRVCY,,Y16T74,ES213,PT,22.47
2023,ICTPRVCY,,Y16T74,ES212,PT,32.69
2021,ICTPRVCY,,Y16T74,ES212,PT,28.08
2020,ICTPRVCY,,Y16T74,ES212,PT,30.07
2022,ICTPRVCY,,Y16T74,ES212,PT,23.66
2019,ICTPRVCY,,Y16T74,ES212,PT,14.73
2022,ICTPRVCY,,Y25T74,,PT,21.22
2019,ICTPRVCY,,Y25T74,,PT,14.77
2023,ICTPRVCY,,Y25T74,,PT,31.83
2021,ICTPRVCY,,Y25T74,,PT,25.39
2020,ICTPRVCY,,Y25T74,,PT,26.13
2022,ICTPRVCY,,Y25T74,ES211,PT,21.59
2019,ICTPRVCY,,Y25T74,ES211,PT,15.19
2023,ICTPRVCY,,Y25T74,ES211,PT,30.59
2020,ICTPRVCY,,Y25T74,ES211,PT,23.79
2021,ICTPRVCY,,Y25T74,ES211,PT,25.17
2023,ICTPRVCY,,Y25T74,ES213,PT,33.0
2019,ICTPRVCY,,Y25T74,ES213,PT,15.54
2021,ICTPRVCY,,Y25T74,ES213,PT,25.51
2020,ICTPRVCY,,Y25T74,ES213,PT,25.71
2022,ICTPRVCY,,Y25T74,ES213,PT,20.65
2020,ICTPRVCY,,Y25T74,ES212,PT,27.92
2021,ICTPRVCY,,Y25T74,ES212,PT,25.3
2019,ICTPRVCY,,Y25T74,ES212,PT,13.32
2023,ICTPRVCY,,Y25T74,ES212,PT,30.5
2022,ICTPRVCY,,Y25T74,ES212,PT,21.98
2019,ICTPRVCY,F,Y16T24,,PT,20.92
2021,ICTPRVCY,F,Y16T24,,PT,38.31
2023,ICTPRVCY,F,Y16T24,,PT,43.67
2022,ICTPRVCY,F,Y16T24,,PT,33.27
2020,ICTPRVCY,F,Y16T24,,PT,46.26
2022,ICTPRVCY,F,Y16T24,ES211,PT,37.67
2021,ICTPRVCY,F,Y16T24,ES211,PT,37.98
2019,ICTPRVCY,F,Y16T24,ES211,PT,15.98
2020,ICTPRVCY,F,Y16T24,ES211,PT,53.03
2023,ICTPRVCY,F,Y16T24,ES211,PT,40.89
2021,ICTPRVCY,F,Y16T24,ES213,PT,39.11
2019,ICTPRVCY,F,Y16T24,ES213,PT,23.45
2023,ICTPRVCY,F,Y16T24,ES213,PT,39.79
2022,ICTPRVCY,F,Y16T24,ES213,PT,29.02
2020,ICTPRVCY,F,Y16T24,ES213,PT,45.21
2022,ICTPRVCY,F,Y16T24,ES212,PT,38.14
2020,ICTPRVCY,F,Y16T24,ES212,PT,44.88
2023,ICTPRVCY,F,Y16T24,ES212,PT,50.47
2021,ICTPRVCY,F,Y16T24,ES212,PT,37.19
2019,ICTPRVCY,F,Y16T24,ES212,PT,19.62
2023,ICTPRVCY,F,Y16T74,,PT,29.31
2021,ICTPRVCY,F,Y16T74,,PT,23.51
2019,ICTPRVCY,F,Y16T74,,PT,11.61
2020,ICTPRVCY,F,Y16T74,,PT,25.47
2022,ICTPRVCY,F,Y16T74,,PT,19.46
2022,ICTPRVCY,F,Y16T74,ES211,PT,19.28
2020,ICTPRVCY,F,Y16T74,ES211,PT,24.4
2019,ICTPRVCY,F,Y16T74,ES211,PT,8.75
2023,ICTPRVCY,F,Y16T74,ES211,PT,26.0
2021,ICTPRVCY,F,Y16T74,ES211,PT,24.05
2020,ICTPRVCY,F,Y16T74,ES213,PT,24.81
2022,ICTPRVCY,F,Y16T74,ES213,PT,18.43
2021,ICTPRVCY,F,Y16T74,ES213,PT,22.38
2023,ICTPRVCY,F,Y16T74,ES213,PT,30.26
2019,ICTPRVCY,F,Y16T74,ES213,PT,13.52
2019,ICTPRVCY,F,Y16T74,ES212,PT,9.81
2023,ICTPRVCY,F,Y16T74,ES212,PT,29.29
2021,ICTPRVCY,F,Y16T74,ES212,PT,25.12
2020,ICTPRVCY,F,Y16T74,ES212,PT,27.06
2022,ICTPRVCY,F,Y16T74,ES212,PT,21.28
2023,ICTPRVCY,F,Y25T74,,PT,27.52
2020,ICTPRVCY,F,Y25T74,,PT,23.03
2022,ICTPRVCY,F,Y25T74,,PT,17.71
2019,ICTPRVCY,F,Y25T74,,PT,10.57
2021,ICTPRVCY,F,Y25T74,,PT,21.65
2020,ICTPRVCY,F,Y25T74,ES211,PT,21.12
2021,ICTPRVCY,F,Y25T74,ES211,PT,22.35
2019,ICTPRVCY,F,Y25T74,ES211,PT,7.88
2022,ICTPRVCY,F,Y25T74,ES211,PT,17.14
2023,ICTPRVCY,F,Y25T74,ES211,PT,24.23
2021,ICTPRVCY,F,Y25T74,ES213,PT,20.3
2022,ICTPRVCY,F,Y25T74,ES213,PT,17.11
2020,ICTPRVCY,F,Y25T74,ES213,PT,22.48
2019,ICTPRVCY,F,Y25T74,ES213,PT,12.49
2023,ICTPRVCY,F,Y25T74,ES213,PT,29.11
2020,ICTPRVCY,F,Y25T74,ES212,PT,24.83
2019,ICTPRVCY,F,Y25T74,ES212,PT,8.62
2023,ICTPRVCY,F,Y25T74,ES212,PT,26.42
2021,ICTPRVCY,F,Y25T74,ES212,PT,23.57
2022,ICTPRVCY,F,Y25T74,ES212,PT,19.01
2023,ICTPRVCY,M,Y16T24,,PT,47.3
2022,ICTPRVCY,M,Y16T24,,PT,39.99
2021,ICTPRVCY,M,Y16T24,,PT,53.26
2019,ICTPRVCY,M,Y16T24,,PT,32.81
2020,ICTPRVCY,M,Y16T24,,PT,47.85
2020,ICTPRVCY,M,Y16T24,ES211,PT,49.01
2022,ICTPRVCY,M,Y16T24,ES211,PT,42.88
2019,ICTPRVCY,M,Y16T24,ES211,PT,35.16
2023,ICTPRVCY,M,Y16T24,ES211,PT,38.16
2021,ICTPRVCY,M,Y16T24,ES211,PT,42.22
2023,ICTPRVCY,M,Y16T24,ES213,PT,51.15
2019,ICTPRVCY,M,Y16T24,ES213,PT,32.63
2022,ICTPRVCY,M,Y16T24,ES213,PT,43.76
2020,ICTPRVCY,M,Y16T24,ES213,PT,47.43
2021,ICTPRVCY,M,Y16T24,ES213,PT,55.21
2023,ICTPRVCY,M,Y16T24,ES212,PT,46.3
2020,ICTPRVCY,M,Y16T24,ES212,PT,47.94
2019,ICTPRVCY,M,Y16T24,ES212,PT,32.18
2022,ICTPRVCY,M,Y16T24,ES212,PT,33.21
2021,ICTPRVCY,M,Y16T24,ES212,PT,55.51
2020,ICTPRVCY,M,Y16T74,,PT,31.46
2021,ICTPRVCY,M,Y16T74,,PT,32.22
2023,ICTPRVCY,M,Y16T74,,PT,37.7
2019,ICTPRVCY,M,Y16T74,,PT,20.51
2022,ICTPRVCY,M,Y16T74,,PT,26.75
2021,ICTPRVCY,M,Y16T74,ES211,PT,29.91
2020,ICTPRVCY,M,Y16T74,ES211,PT,29.26
2019,ICTPRVCY,M,Y16T74,ES211,PT,23.92
2022,ICTPRVCY,M,Y16T74,ES211,PT,28.03
2023,ICTPRVCY,M,Y16T74,ES211,PT,37.29
2019,ICTPRVCY,M,Y16T74,ES213,PT,20.07
2020,ICTPRVCY,M,Y16T74,ES213,PT,31.07
2022,ICTPRVCY,M,Y16T74,ES213,PT,26.8
2021,ICTPRVCY,M,Y16T74,ES213,PT,33.67
2023,ICTPRVCY,M,Y16T74,ES213,PT,38.78
2021,ICTPRVCY,M,Y16T74,ES212,PT,31.0
2019,ICTPRVCY,M,Y16T74,ES212,PT,19.69
2020,ICTPRVCY,M,Y16T74,ES212,PT,33.15
2023,ICTPRVCY,M,Y16T74,ES212,PT,36.17
2022,ICTPRVCY,M,Y16T74,ES212,PT,26.07
2020,ICTPRVCY,M,Y25T74,,PT,29.32
2021,ICTPRVCY,M,Y25T74,,PT,29.21
2022,ICTPRVCY,M,Y25T74,,PT,24.92
2023,ICTPRVCY,M,Y25T74,,PT,36.35
2019,ICTPRVCY,M,Y25T74,,PT,19.11
2020,ICTPRVCY,M,Y25T74,ES211,PT,26.56
2019,ICTPRVCY,M,Y25T74,ES211,PT,22.74
2022,ICTPRVCY,M,Y25T74,ES211,PT,26.21
2021,ICTPRVCY,M,Y25T74,ES211,PT,28.04
2023,ICTPRVCY,M,Y25T74,ES211,PT,37.15
2019,ICTPRVCY,M,Y25T74,ES213,PT,18.72
2023,ICTPRVCY,M,Y25T74,ES213,PT,37.15
2020,ICTPRVCY,M,Y25T74,ES213,PT,29.03
2022,ICTPRVCY,M,Y25T74,ES213,PT,24.49
2021,ICTPRVCY,M,Y25T74,ES213,PT,30.86
2020,ICTPRVCY,M,Y25T74,ES212,PT,31.11
2021,ICTPRVCY,M,Y25T74,ES212,PT,27.05
2023,ICTPRVCY,M,Y25T74,ES212,PT,34.72
2019,ICTPRVCY,M,Y25T74,ES212,PT,18.09
2022,ICTPRVCY,M,Y25T74,ES212,PT,25.02
