Year,Sexo,Edad,Nacionalidad,Discapacidad,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2016,Mujer,,,,,,Oñati,%,Oñati,9.4
2019,Mujer,,,,,,Oñati,%,Oñati,6.6
2020,Mujer,,,,,,Oñati,%,Oñati,6.2
2015,Mujer,,,,,,Oñati,%,Oñati,8.8
2023,Mujer,,,,,,Ordizia,%,Ordizia,9.8
2018,Mujer,,,,,,Ordizia,%,Ordizia,12.6
2020,Mujer,,,,,,Ordizia,%,Ordizia,9.8
2022,Mujer,,,,,,Ordizia,%,Ordizia,10.7
2019,Mujer,,,,,,Ordizia,%,Ordizia,10.5
2015,Mujer,,,,,,Ordizia,%,Ordizia,14.3
2010,Mujer,,,,,,Ordizia,%,Ordizia,8.8
2016,Mujer,,,,,,Ordizia,%,Ordizia,15.1
2021,Mujer,,,,,,Ordizia,%,Ordizia,10.5
2021,Mujer,,,,,,Orendain,%,Orendain,3.7
2023,Mujer,,,,,,Orendain,%,Orendain,6.3
2019,Mujer,,,,,,Orendain,%,Orendain,4.2
2018,Mujer,,,,,,Orendain,%,Orendain,4.1
2016,Mujer,,,,,,Orendain,%,Orendain,8.5
2020,Mujer,,,,,,Orendain,%,Orendain,2.0
2022,Mujer,,,,,,Orendain,%,Orendain,6.5
2015,Mujer,,,,,,Orendain,%,Orendain,7.0
2010,Mujer,,,,,,Orendain,%,Orendain,5.7
2016,Mujer,,,,,,Orexa,%,Orexa,0.0
2022,Mujer,,,,,,Orexa,%,Orexa,9.1
2023,Mujer,,,,,,Orexa,%,Orexa,4.5
2020,Mujer,,,,,,Orexa,%,Orexa,8.3
2015,Mujer,,,,,,Orexa,%,Orexa,4.0
2019,Mujer,,,,,,Orexa,%,Orexa,8.3
2010,Mujer,,,,,,Orexa,%,Orexa,4.0
2021,Mujer,,,,,,Orexa,%,Orexa,4.8
2018,Mujer,,,,,,Orexa,%,Orexa,0.0
2016,Mujer,,,,,,Orio,%,Orio,13.9
2015,Mujer,,,,,,Orio,%,Orio,14.4
2020,Mujer,,,,,,Orio,%,Orio,11.0
2018,Mujer,,,,,,Orio,%,Orio,10.4
2023,Mujer,,,,,,Orio,%,Orio,6.8
2010,Mujer,,,,,,Orio,%,Orio,6.6
2022,Mujer,,,,,,Orio,%,Orio,8.4
2019,Mujer,,,,,,Orio,%,Orio,9.3
2021,Mujer,,,,,,Orio,%,Orio,11.2
2023,Mujer,,,,,,Ormaiztegi,%,Ormaiztegi,10.1
2021,Mujer,,,,,,Ormaiztegi,%,Ormaiztegi,8.9
2018,Mujer,,,,,,Ormaiztegi,%,Ormaiztegi,12.6
2016,Mujer,,,,,,Ormaiztegi,%,Ormaiztegi,14.2
2019,Mujer,,,,,,Ormaiztegi,%,Ormaiztegi,10.2
2022,Mujer,,,,,,Ormaiztegi,%,Ormaiztegi,8.8
2020,Mujer,,,,,,Ormaiztegi,%,Ormaiztegi,8.4
2010,Mujer,,,,,,Ormaiztegi,%,Ormaiztegi,8.8
2015,Mujer,,,,,,Ormaiztegi,%,Ormaiztegi,11.0
2016,Mujer,,,,,,Orozko,%,Orozko,13.9
2019,Mujer,,,,,,Orozko,%,Orozko,9.8
2018,Mujer,,,,,,Orozko,%,Orozko,9.7
2023,Mujer,,,,,,Orozko,%,Orozko,10.3
2021,Mujer,,,,,,Orozko,%,Orozko,10.8
2022,Mujer,,,,,,Orozko,%,Orozko,11.2
2015,Mujer,,,,,,Orozko,%,Orozko,13.8
2020,Mujer,,,,,,Orozko,%,Orozko,10.9
2010,Mujer,,,,,,Orozko,%,Orozko,6.6
2015,Mujer,,,,,,Ortuella,%,Ortuella,20.0
2018,Mujer,,,,,,Ortuella,%,Ortuella,16.7
2021,Mujer,,,,,,Ortuella,%,Ortuella,18.1
2010,Mujer,,,,,,Ortuella,%,Ortuella,8.8
2019,Mujer,,,,,,Ortuella,%,Ortuella,16.2
2022,Mujer,,,,,,Ortuella,%,Ortuella,15.8
2023,Mujer,,,,,,Ortuella,%,Ortuella,14.7
2020,Mujer,,,,,,Ortuella,%,Ortuella,14.6
2016,Mujer,,,,,,Ortuella,%,Ortuella,22.0
2019,Mujer,,,,,,Otxandio,%,Otxandio,8.0
2015,Mujer,,,,,,Otxandio,%,Otxandio,12.4
2020,Mujer,,,,,,Otxandio,%,Otxandio,8.5
2018,Mujer,,,,,,Otxandio,%,Otxandio,9.1
2022,Mujer,,,,,,Otxandio,%,Otxandio,10.7
2023,Mujer,,,,,,Otxandio,%,Otxandio,10.4
2010,Mujer,,,,,,Otxandio,%,Otxandio,5.6
2016,Mujer,,,,,,Otxandio,%,Otxandio,12.9
2021,Mujer,,,,,,Otxandio,%,Otxandio,9.2
2018,Mujer,,,,,,Oyón-Oion,%,Oyón-Oion,24.6
2015,Mujer,,,,,,Oyón-Oion,%,Oyón-Oion,25.0
2016,Mujer,,,,,,Oyón-Oion,%,Oyón-Oion,29.1
2023,Mujer,,,,,,Oyón-Oion,%,Oyón-Oion,16.4
2022,Mujer,,,,,,Oyón-Oion,%,Oyón-Oion,18.0
2019,Mujer,,,,,,Oyón-Oion,%,Oyón-Oion,24.7
2010,Mujer,,,,,,Oyón-Oion,%,Oyón-Oion,18.1
2020,Mujer,,,,,,Oyón-Oion,%,Oyón-Oion,21.2
2021,Mujer,,,,,,Oyón-Oion,%,Oyón-Oion,19.5
2020,Mujer,,,,,,Pasaia,%,Pasaia,10.7
2021,Mujer,,,,,,Pasaia,%,Pasaia,12.3
2018,Mujer,,,,,,Pasaia,%,Pasaia,13.3
2022,Mujer,,,,,,Pasaia,%,Pasaia,10.2
2015,Mujer,,,,,,Pasaia,%,Pasaia,15.4
2023,Mujer,,,,,,Pasaia,%,Pasaia,9.4
2019,Mujer,,,,,,Pasaia,%,Pasaia,11.7
2016,Mujer,,,,,,Pasaia,%,Pasaia,15.7
2010,Mujer,,,,,,Pasaia,%,Pasaia,9.0
2023,Mujer,,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,8.7
2018,Mujer,,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,11.8
2021,Mujer,,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,4.2
2019,Mujer,,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,6.3
2016,Mujer,,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,6.8
2010,Mujer,,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,10.7
2015,Mujer,,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,8.6
2020,Mujer,,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,4.7
2022,Mujer,,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,2.8
2015,Mujer,,,,,,Plentzia,%,Plentzia,16.2
2021,Mujer,,,,,,Plentzia,%,Plentzia,12.0
2023,Mujer,,,,,,Plentzia,%,Plentzia,7.5
2019,Mujer,,,,,,Plentzia,%,Plentzia,11.5
2010,Mujer,,,,,,Plentzia,%,Plentzia,10.1
2018,Mujer,,,,,,Plentzia,%,Plentzia,13.6
2016,Mujer,,,,,,Plentzia,%,Plentzia,16.4
2020,Mujer,,,,,,Plentzia,%,Plentzia,11.6
2022,Mujer,,,,,,Plentzia,%,Plentzia,10.3
2023,Mujer,,,,,,Portugalete,%,Portugalete,12.2
2021,Mujer,,,,,,Portugalete,%,Portugalete,14.7
2020,Mujer,,,,,,Portugalete,%,Portugalete,13.4
2016,Mujer,,,,,,Portugalete,%,Portugalete,18.0
2015,Mujer,,,,,,Portugalete,%,Portugalete,16.4
2019,Mujer,,,,,,Portugalete,%,Portugalete,14.3
2018,Mujer,,,,,,Portugalete,%,Portugalete,15.2
2022,Mujer,,,,,,Portugalete,%,Portugalete,13.4
2010,Mujer,,,,,,Portugalete,%,Portugalete,9.9
2019,Mujer,,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,16.7
2022,Mujer,,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,10.9
2015,Mujer,,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,16.9
2023,Mujer,,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,11.5
2020,Mujer,,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,11.5
2018,Mujer,,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,19.9
2016,Mujer,,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,18.1
2021,Mujer,,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,13.3
2010,Mujer,,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,14.5
2022,Mujer,,,,,,Samaniego,%,Samaniego,3.8
2020,Mujer,,,,,,Samaniego,%,Samaniego,4.7
2015,Mujer,,,,,,Samaniego,%,Samaniego,5.4
2018,Mujer,,,,,,Samaniego,%,Samaniego,2.2
2023,Mujer,,,,,,Samaniego,%,Samaniego,10.0
2021,Mujer,,,,,,Samaniego,%,Samaniego,5.5
2019,Mujer,,,,,,Samaniego,%,Samaniego,2.5
2016,Mujer,,,,,,Samaniego,%,Samaniego,6.9
2010,Mujer,,,,,,Samaniego,%,Samaniego,4.8
2018,Mujer,,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,10.1
2021,Mujer,,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,5.0
2023,Mujer,,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,4.8
2020,Mujer,,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,8.4
2015,Mujer,,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,11.5
2022,Mujer,,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,5.6
2019,Mujer,,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,7.1
2016,Mujer,,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,11.9
2010,Mujer,,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,4.6
2010,Mujer,,,,,,Santurtzi,%,Santurtzi,10.3
2023,Mujer,,,,,,Santurtzi,%,Santurtzi,13.5
2022,Mujer,,,,,,Santurtzi,%,Santurtzi,15.5
2021,Mujer,,,,,,Santurtzi,%,Santurtzi,16.9
2020,Mujer,,,,,,Santurtzi,%,Santurtzi,15.3
2019,Mujer,,,,,,Santurtzi,%,Santurtzi,16.2
2015,Mujer,,,,,,Santurtzi,%,Santurtzi,18.2
2016,Mujer,,,,,,Santurtzi,%,Santurtzi,20.4
2018,Mujer,,,,,,Santurtzi,%,Santurtzi,17.4
2015,Mujer,,,,,,Segura,%,Segura,8.8
2019,Mujer,,,,,,Segura,%,Segura,7.2
2021,Mujer,,,,,,Segura,%,Segura,5.8
2016,Mujer,,,,,,Segura,%,Segura,9.5
2020,Mujer,,,,,,Segura,%,Segura,8.0
2018,Mujer,,,,,,Segura,%,Segura,7.5
2022,Mujer,,,,,,Segura,%,Segura,4.3
2023,Mujer,,,,,,Segura,%,Segura,5.0
2010,Mujer,,,,,,Segura,%,Segura,8.5
2022,Mujer,,,,,,Sestao,%,Sestao,16.2
2016,Mujer,,,,,,Sestao,%,Sestao,23.9
2010,Mujer,,,,,,Sestao,%,Sestao,11.2
2020,Mujer,,,,,,Sestao,%,Sestao,16.0
2023,Mujer,,,,,,Sestao,%,Sestao,13.8
2019,Mujer,,,,,,Sestao,%,Sestao,18.4
2018,Mujer,,,,,,Sestao,%,Sestao,19.4
2021,Mujer,,,,,,Sestao,%,Sestao,17.8
2015,Mujer,,,,,,Sestao,%,Sestao,20.4
2010,Mujer,,,,,,Sondika,%,Sondika,7.6
2020,Mujer,,,,,,Sondika,%,Sondika,8.1
2019,Mujer,,,,,,Sondika,%,Sondika,9.9
2022,Mujer,,,,,,Sondika,%,Sondika,10.0
2015,Mujer,,,,,,Sondika,%,Sondika,13.9
2023,Mujer,,,,,,Sondika,%,Sondika,7.9
2016,Mujer,,,,,,Sondika,%,Sondika,14.1
2018,Mujer,,,,,,Sondika,%,Sondika,9.4
2021,Mujer,,,,,,Sondika,%,Sondika,10.7
2020,Mujer,,,,,,Sopela,%,Sopela,9.5
2022,Mujer,,,,,,Sopela,%,Sopela,9.8
2016,Mujer,,,,,,Sopela,%,Sopela,13.8
2023,Mujer,,,,,,Sopela,%,Sopela,7.9
2019,Mujer,,,,,,Sopela,%,Sopela,10.5
2021,Mujer,,,,,,Sopela,%,Sopela,11.6
2010,Mujer,,,,,,Sopela,%,Sopela,9.6
2018,Mujer,,,,,,Sopela,%,Sopela,11.3
2015,Mujer,,,,,,Sopela,%,Sopela,15.2
2023,Mujer,,,,,,Sopuerta,%,Sopuerta,10.0
2019,Mujer,,,,,,Sopuerta,%,Sopuerta,11.5
2020,Mujer,,,,,,Sopuerta,%,Sopuerta,9.5
2022,Mujer,,,,,,Sopuerta,%,Sopuerta,10.2
2010,Mujer,,,,,,Sopuerta,%,Sopuerta,10.8
2016,Mujer,,,,,,Sopuerta,%,Sopuerta,15.9
2021,Mujer,,,,,,Sopuerta,%,Sopuerta,12.5
2018,Mujer,,,,,,Sopuerta,%,Sopuerta,12.7
2015,Mujer,,,,,,Sopuerta,%,Sopuerta,19.1
2018,Mujer,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,16.6
2023,Mujer,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,13.6
2020,Mujer,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,14.1
2015,Mujer,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,17.3
2019,Mujer,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,14.6
2010,Mujer,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,8.9
2022,Mujer,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,16.0
2016,Mujer,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,20.2
2021,Mujer,,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,14.5
2010,Mujer,,,,,,Sukarrieta,%,Sukarrieta,7.0
2022,Mujer,,,,,,Sukarrieta,%,Sukarrieta,15.8
2023,Mujer,,,,,,Sukarrieta,%,Sukarrieta,11.9
2019,Mujer,,,,,,Sukarrieta,%,Sukarrieta,17.1
2016,Mujer,,,,,,Sukarrieta,%,Sukarrieta,12.5
2020,Mujer,,,,,,Sukarrieta,%,Sukarrieta,11.8
2021,Mujer,,,,,,Sukarrieta,%,Sukarrieta,10.3
2015,Mujer,,,,,,Sukarrieta,%,Sukarrieta,14.0
2018,Mujer,,,,,,Sukarrieta,%,Sukarrieta,10.1
2020,Mujer,,,,,,Tolosa,%,Tolosa,8.3
2015,Mujer,,,,,,Tolosa,%,Tolosa,13.3
2016,Mujer,,,,,,Tolosa,%,Tolosa,13.0
2021,Mujer,,,,,,Tolosa,%,Tolosa,9.0
2023,Mujer,,,,,,Tolosa,%,Tolosa,7.6
2010,Mujer,,,,,,Tolosa,%,Tolosa,7.4
2019,Mujer,,,,,,Tolosa,%,Tolosa,9.3
2022,Mujer,,,,,,Tolosa,%,Tolosa,7.8
2018,Mujer,,,,,,Tolosa,%,Tolosa,10.8
2022,Mujer,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,9.5
2021,Mujer,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,18.0
2010,Mujer,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,8.9
2018,Mujer,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,24.0
2020,Mujer,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,12.6
2019,Mujer,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,16.3
2023,Mujer,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,9.6
2016,Mujer,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,28.1
2015,Mujer,,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,16.4
2021,Mujer,,,,,,Ubide,%,Ubide,17.9
2022,Mujer,,,,,,Ubide,%,Ubide,5.1
2015,Mujer,,,,,,Ubide,%,Ubide,15.0
2010,Mujer,,,,,,Ubide,%,Ubide,7.3
2016,Mujer,,,,,,Ubide,%,Ubide,10.0
2018,Mujer,,,,,,Ubide,%,Ubide,8.3
2020,Mujer,,,,,,Ubide,%,Ubide,10.8
2019,Mujer,,,,,,Ubide,%,Ubide,8.1
2023,Mujer,,,,,,Ubide,%,Ubide,6.5
2019,Mujer,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,11.8
2023,Mujer,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,10.8
2020,Mujer,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,10.8
2018,Mujer,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,13.3
2021,Mujer,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,11.2
2015,Mujer,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,14.2
2022,Mujer,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,12.5
2016,Mujer,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,17.4
2010,Mujer,,,,,,Ugao-Miraballes,%,Ugao-Miraballes,8.3
2015,Mujer,,,,,,Urduliz,%,Urduliz,14.2
2021,Mujer,,,,,,Urduliz,%,Urduliz,9.6
2019,Mujer,,,,,,Urduliz,%,Urduliz,8.8
2016,Mujer,,,,,,Urduliz,%,Urduliz,12.5
2023,Mujer,,,,,,Urduliz,%,Urduliz,7.1
2010,Mujer,,,,,,Urduliz,%,Urduliz,8.5
2018,Mujer,,,,,,Urduliz,%,Urduliz,11.5
2022,Mujer,,,,,,Urduliz,%,Urduliz,8.3
2020,Mujer,,,,,,Urduliz,%,Urduliz,9.3
2016,Mujer,,,,,,Urduña/Orduña,%,Urduña/Orduña,22.4
2010,Mujer,,,,,,Urduña/Orduña,%,Urduña/Orduña,7.5
2023,Mujer,,,,,,Urduña/Orduña,%,Urduña/Orduña,13.5
2019,Mujer,,,,,,Urduña/Orduña,%,Urduña/Orduña,15.6
2022,Mujer,,,,,,Urduña/Orduña,%,Urduña/Orduña,13.5
2020,Mujer,,,,,,Urduña/Orduña,%,Urduña/Orduña,14.3
2018,Mujer,,,,,,Urduña/Orduña,%,Urduña/Orduña,18.0
2015,Mujer,,,,,,Urduña/Orduña,%,Urduña/Orduña,19.0
2021,Mujer,,,,,,Urduña/Orduña,%,Urduña/Orduña,15.9
2010,Mujer,,,,,,Urkabustaiz,%,Urkabustaiz,4.9
2023,Mujer,,,,,,Urkabustaiz,%,Urkabustaiz,11.1
2016,Mujer,,,,,,Urkabustaiz,%,Urkabustaiz,11.6
2015,Mujer,,,,,,Urkabustaiz,%,Urkabustaiz,12.1
2020,Mujer,,,,,,Urkabustaiz,%,Urkabustaiz,10.3
2018,Mujer,,,,,,Urkabustaiz,%,Urkabustaiz,9.0
2021,Mujer,,,,,,Urkabustaiz,%,Urkabustaiz,10.7
2019,Mujer,,,,,,Urkabustaiz,%,Urkabustaiz,11.1
2022,Mujer,,,,,,Urkabustaiz,%,Urkabustaiz,10.0
2020,Mujer,,,,,,Urnieta,%,Urnieta,8.0
2010,Mujer,,,,,,Urnieta,%,Urnieta,8.4
2019,Mujer,,,,,,Urnieta,%,Urnieta,9.2
2021,Mujer,,,,,,Urnieta,%,Urnieta,10.9
2018,Mujer,,,,,,Urnieta,%,Urnieta,9.9
2016,Mujer,,,,,,Urnieta,%,Urnieta,14.0
2023,Mujer,,,,,,Urnieta,%,Urnieta,8.2
2015,Mujer,,,,,,Urnieta,%,Urnieta,14.1
2022,Mujer,,,,,,Urnieta,%,Urnieta,9.1
2019,Mujer,,,,,,Urretxu,%,Urretxu,10.1
2022,Mujer,,,,,,Urretxu,%,Urretxu,8.0
2010,Mujer,,,,,,Urretxu,%,Urretxu,8.9
2021,Mujer,,,,,,Urretxu,%,Urretxu,9.9
2018,Mujer,,,,,,Urretxu,%,Urretxu,11.0
2020,Mujer,,,,,,Urretxu,%,Urretxu,9.2
2023,Mujer,,,,,,Urretxu,%,Urretxu,7.9
2016,Mujer,,,,,,Urretxu,%,Urretxu,14.2
2015,Mujer,,,,,,Urretxu,%,Urretxu,14.8
2010,Mujer,,,,,,Usurbil,%,Usurbil,6.3
2022,Mujer,,,,,,Usurbil,%,Usurbil,7.3
2018,Mujer,,,,,,Usurbil,%,Usurbil,10.1
2021,Mujer,,,,,,Usurbil,%,Usurbil,9.6
2016,Mujer,,,,,,Usurbil,%,Usurbil,12.3
2023,Mujer,,,,,,Usurbil,%,Usurbil,6.5
2019,Mujer,,,,,,Usurbil,%,Usurbil,8.2
2015,Mujer,,,,,,Usurbil,%,Usurbil,12.1
2020,Mujer,,,,,,Usurbil,%,Usurbil,8.2
2016,Mujer,,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,14.2
2019,Mujer,,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,13.7
2015,Mujer,,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,12.3
2021,Mujer,,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,18.6
2018,Mujer,,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,8.7
2022,Mujer,,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,11.9
2023,Mujer,,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,10.5
2010,Mujer,,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,10.3
2020,Mujer,,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,10.6
2019,Mujer,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,13.5
2018,Mujer,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,15.0
2020,Mujer,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,12.7
2010,Mujer,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,9.1
2022,Mujer,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,12.0
2023,Mujer,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,11.4
2015,Mujer,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,17.3
2021,Mujer,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,12.9
2016,Mujer,,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,18.1
2020,Mujer,,,,,,Villabona,%,Villabona,11.5
2015,Mujer,,,,,,Villabona,%,Villabona,14.0
2021,Mujer,,,,,,Villabona,%,Villabona,12.2
2023,Mujer,,,,,,Villabona,%,Villabona,9.9
2016,Mujer,,,,,,Villabona,%,Villabona,16.2
2019,Mujer,,,,,,Villabona,%,Villabona,11.7
2022,Mujer,,,,,,Villabona,%,Villabona,10.9
2010,Mujer,,,,,,Villabona,%,Villabona,9.8
2018,Mujer,,,,,,Villabona,%,Villabona,13.3
2019,Mujer,,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,1.8
2021,Mujer,,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,13.1
2015,Mujer,,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,9.4
2020,Mujer,,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,9.3
2010,Mujer,,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,8.6
2022,Mujer,,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,4.9
2018,Mujer,,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,6.9
2023,Mujer,,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,3.3
2016,Mujer,,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,5.6
2015,Mujer,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,14.9
2019,Mujer,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,12.8
2010,Mujer,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,9.0
2020,Mujer,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,11.9
2016,Mujer,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,16.1
2023,Mujer,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,10.7
2022,Mujer,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,11.7
2021,Mujer,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,13.3
2018,Mujer,,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,13.7
2019,Mujer,,,,,,Yécora/Iekora,%,Yécora/Iekora,8.3
2010,Mujer,,,,,,Yécora/Iekora,%,Yécora/Iekora,13.2
2021,Mujer,,,,,,Yécora/Iekora,%,Yécora/Iekora,5.3
2022,Mujer,,,,,,Yécora/Iekora,%,Yécora/Iekora,8.8
2023,Mujer,,,,,,Yécora/Iekora,%,Yécora/Iekora,9.1
2020,Mujer,,,,,,Yécora/Iekora,%,Yécora/Iekora,14.3
2015,Mujer,,,,,,Yécora/Iekora,%,Yécora/Iekora,26.9
2018,Mujer,,,,,,Yécora/Iekora,%,Yécora/Iekora,14.3
2016,Mujer,,,,,,Yécora/Iekora,%,Yécora/Iekora,15.4
2020,Mujer,,,,,,Zaldibar,%,Zaldibar,8.3
2021,Mujer,,,,,,Zaldibar,%,Zaldibar,11.7
2018,Mujer,,,,,,Zaldibar,%,Zaldibar,12.1
2019,Mujer,,,,,,Zaldibar,%,Zaldibar,11.2
2023,Mujer,,,,,,Zaldibar,%,Zaldibar,7.6
2015,Mujer,,,,,,Zaldibar,%,Zaldibar,17.1
2022,Mujer,,,,,,Zaldibar,%,Zaldibar,9.3
2010,Mujer,,,,,,Zaldibar,%,Zaldibar,8.2
2016,Mujer,,,,,,Zaldibar,%,Zaldibar,17.3
2023,Mujer,,,,,,Zaldibia,%,Zaldibia,6.6
2015,Mujer,,,,,,Zaldibia,%,Zaldibia,12.8
2022,Mujer,,,,,,Zaldibia,%,Zaldibia,9.2
2019,Mujer,,,,,,Zaldibia,%,Zaldibia,9.1
2021,Mujer,,,,,,Zaldibia,%,Zaldibia,10.3
2018,Mujer,,,,,,Zaldibia,%,Zaldibia,7.2
2020,Mujer,,,,,,Zaldibia,%,Zaldibia,7.0
2016,Mujer,,,,,,Zaldibia,%,Zaldibia,12.2
2010,Mujer,,,,,,Zaldibia,%,Zaldibia,6.8
2022,Mujer,,,,,,Zalduondo,%,Zalduondo,6.8
2010,Mujer,,,,,,Zalduondo,%,Zalduondo,7.0
2023,Mujer,,,,,,Zalduondo,%,Zalduondo,1.5
2018,Mujer,,,,,,Zalduondo,%,Zalduondo,8.9
2021,Mujer,,,,,,Zalduondo,%,Zalduondo,5.6
2015,Mujer,,,,,,Zalduondo,%,Zalduondo,11.1
2020,Mujer,,,,,,Zalduondo,%,Zalduondo,8.2
2016,Mujer,,,,,,Zalduondo,%,Zalduondo,8.3
2019,Mujer,,,,,,Zalduondo,%,Zalduondo,0.0
2018,Mujer,,,,,,Zalla,%,Zalla,18.1
2020,Mujer,,,,,,Zalla,%,Zalla,15.1
