Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2021,Proporción de viviendas con baño,,,Abaltzisketa,Porcentaje,Abaltzisketa,98.2
2015,Proporción de viviendas con baño,,,Abaltzisketa,Porcentaje,Abaltzisketa,97.3
2016,Proporción de viviendas con baño,,,Abaltzisketa,Porcentaje,Abaltzisketa,97.3
2020,Proporción de viviendas con baño,,,Abaltzisketa,Porcentaje,Abaltzisketa,97.3
2023,Proporción de viviendas con agua corriente,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2021,Proporción de viviendas con agua corriente,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2022,Proporción de viviendas con agua corriente,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2023,Proporción de viviendas con baño,,,Abaltzisketa,Porcentaje,Abaltzisketa,98.2
2010,Proporción de viviendas con agua corriente,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2010,Proporción de viviendas con baño,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2013,Proporción de viviendas con agua corriente,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2016,Proporción de viviendas con agua corriente,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2019,Proporción de viviendas con baño,,,Abaltzisketa,Porcentaje,Abaltzisketa,96.4
2015,Proporción de viviendas con agua corriente,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2020,Proporción de viviendas con baño,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.9
2013,Proporción de viviendas con agua corriente,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.7
2016,Proporción de viviendas con agua corriente,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.8
2021,Proporción de viviendas con baño,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.9
2018,Proporción de viviendas con agua corriente,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.8
2015,Proporción de viviendas con agua corriente,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.8
2010,Proporción de viviendas con baño,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.2
2020,Proporción de viviendas con agua corriente,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.7
2014,Proporción de viviendas con agua corriente,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.8
2023,Proporción de viviendas con baño,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.9
2022,Proporción de viviendas con baño,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.9
2014,Proporción de viviendas con baño,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.2
2016,Proporción de viviendas con baño,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.2
2018,Proporción de viviendas con baño,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.1
2019,Proporción de viviendas con agua corriente,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.7
2010,Proporción de viviendas con agua corriente,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.8
2021,Proporción de viviendas con agua corriente,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.7
2013,Proporción de viviendas con baño,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.2
2019,Proporción de viviendas con baño,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.1
2023,Proporción de viviendas con agua corriente,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.7
2015,Proporción de viviendas con baño,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.1
2022,Proporción de viviendas con agua corriente,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.7
2015,Proporción de viviendas con baño,,,Aduna,Porcentaje,Aduna,97.2
2016,Proporción de viviendas con baño,,,Aduna,Porcentaje,Aduna,97.2
2018,Proporción de viviendas con baño,,,Aduna,Porcentaje,Aduna,97.1
2014,Proporción de viviendas con agua corriente,,,Aduna,Porcentaje,Aduna,100.0
2020,Proporción de viviendas con baño,,,Aduna,Porcentaje,Aduna,96.5
2023,Proporción de viviendas con baño,,,Aduna,Porcentaje,Aduna,96.7
2023,Proporción de viviendas con agua corriente,,,Aduna,Porcentaje,Aduna,100.0
2019,Proporción de viviendas con agua corriente,,,Aduna,Porcentaje,Aduna,100.0
2022,Proporción de viviendas con baño,,,Aduna,Porcentaje,Aduna,96.6
2016,Proporción de viviendas con agua corriente,,,Aduna,Porcentaje,Aduna,100.0
2010,Proporción de viviendas con agua corriente,,,Aduna,Porcentaje,Aduna,100.0
2010,Proporción de viviendas con baño,,,Aduna,Porcentaje,Aduna,96.9
2013,Proporción de viviendas con agua corriente,,,Aduna,Porcentaje,Aduna,100.0
2013,Proporción de viviendas con baño,,,Aduna,Porcentaje,Aduna,97.1
2019,Proporción de viviendas con baño,,,Aduna,Porcentaje,Aduna,96.4
2021,Proporción de viviendas con agua corriente,,,Aduna,Porcentaje,Aduna,100.0
2022,Proporción de viviendas con agua corriente,,,Aduna,Porcentaje,Aduna,100.0
2021,Proporción de viviendas con baño,,,Aduna,Porcentaje,Aduna,96.6
2020,Proporción de viviendas con agua corriente,,,Aduna,Porcentaje,Aduna,100.0
2018,Proporción de viviendas con agua corriente,,,Aduna,Porcentaje,Aduna,100.0
2015,Proporción de viviendas con agua corriente,,,Aduna,Porcentaje,Aduna,100.0
2014,Proporción de viviendas con baño,,,Aduna,Porcentaje,Aduna,97.1
2016,Proporción de viviendas con baño,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2015,Proporción de viviendas con baño,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2013,Proporción de viviendas con agua corriente,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2013,Proporción de viviendas con baño,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.8
2018,Proporción de viviendas con baño,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2010,Proporción de viviendas con agua corriente,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2022,Proporción de viviendas con baño,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2018,Proporción de viviendas con agua corriente,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2015,Proporción de viviendas con agua corriente,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2021,Proporción de viviendas con agua corriente,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2020,Proporción de viviendas con agua corriente,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2022,Proporción de viviendas con agua corriente,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2019,Proporción de viviendas con baño,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2021,Proporción de viviendas con baño,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2016,Proporción de viviendas con agua corriente,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2014,Proporción de viviendas con baño,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2014,Proporción de viviendas con agua corriente,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2023,Proporción de viviendas con agua corriente,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2019,Proporción de viviendas con agua corriente,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2023,Proporción de viviendas con baño,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.8
2020,Proporción de viviendas con baño,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2010,Proporción de viviendas con baño,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.8
2013,Proporción de viviendas con agua corriente,,,Aia,Porcentaje,Aia,99.7
2022,Proporción de viviendas con agua corriente,,,Aia,Porcentaje,Aia,99.7
2010,Proporción de viviendas con baño,,,Aia,Porcentaje,Aia,99.7
2020,Proporción de viviendas con agua corriente,,,Aia,Porcentaje,Aia,99.7
2015,Proporción de viviendas con baño,,,Aia,Porcentaje,Aia,99.6
2016,Proporción de viviendas con agua corriente,,,Aia,Porcentaje,Aia,99.7
2019,Proporción de viviendas con agua corriente,,,Aia,Porcentaje,Aia,99.7
2018,Proporción de viviendas con agua corriente,,,Aia,Porcentaje,Aia,99.7
2022,Proporción de viviendas con baño,,,Aia,Porcentaje,Aia,99.2
2019,Proporción de viviendas con baño,,,Aia,Porcentaje,Aia,99.4
2018,Proporción de viviendas con baño,,,Aia,Porcentaje,Aia,99.4
2015,Proporción de viviendas con agua corriente,,,Aia,Porcentaje,Aia,99.7
2023,Proporción de viviendas con agua corriente,,,Aia,Porcentaje,Aia,99.7
2020,Proporción de viviendas con baño,,,Aia,Porcentaje,Aia,99.4
2023,Proporción de viviendas con baño,,,Aia,Porcentaje,Aia,99.2
2021,Proporción de viviendas con baño,,,Aia,Porcentaje,Aia,99.5
2013,Proporción de viviendas con baño,,,Aia,Porcentaje,Aia,99.7
2021,Proporción de viviendas con agua corriente,,,Aia,Porcentaje,Aia,99.7
2010,Proporción de viviendas con agua corriente,,,Aia,Porcentaje,Aia,99.7
2016,Proporción de viviendas con baño,,,Aia,Porcentaje,Aia,99.4
2014,Proporción de viviendas con agua corriente,,,Aia,Porcentaje,Aia,99.7
2014,Proporción de viviendas con baño,,,Aia,Porcentaje,Aia,99.6
2014,Proporción de viviendas con agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2023,Proporción de viviendas con agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2018,Proporción de viviendas con baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2015,Proporción de viviendas con agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2020,Proporción de viviendas con agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2021,Proporción de viviendas con baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2010,Proporción de viviendas con baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2014,Proporción de viviendas con baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2019,Proporción de viviendas con baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2015,Proporción de viviendas con baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2022,Proporción de viviendas con baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2023,Proporción de viviendas con baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2016,Proporción de viviendas con agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2019,Proporción de viviendas con agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2016,Proporción de viviendas con baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2018,Proporción de viviendas con agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2010,Proporción de viviendas con agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2022,Proporción de viviendas con agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2020,Proporción de viviendas con baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2021,Proporción de viviendas con agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2013,Proporción de viviendas con baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2013,Proporción de viviendas con agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2018,Proporción de viviendas con agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2013,Proporción de viviendas con baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2023,Proporción de viviendas con agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2010,Proporción de viviendas con agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2020,Proporción de viviendas con baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2022,Proporción de viviendas con baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2019,Proporción de viviendas con baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2020,Proporción de viviendas con agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2014,Proporción de viviendas con agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2015,Proporción de viviendas con agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2015,Proporción de viviendas con baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2016,Proporción de viviendas con agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2018,Proporción de viviendas con baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2022,Proporción de viviendas con agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2021,Proporción de viviendas con agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2019,Proporción de viviendas con agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2016,Proporción de viviendas con baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2010,Proporción de viviendas con baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2013,Proporción de viviendas con agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2021,Proporción de viviendas con baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2023,Proporción de viviendas con baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2014,Proporción de viviendas con baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2014,Proporción de viviendas con agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2021,Proporción de viviendas con agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2015,Proporción de viviendas con agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2023,Proporción de viviendas con agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2018,Proporción de viviendas con baño,,,Albiztur,Porcentaje,Albiztur,98.2
2016,Proporción de viviendas con baño,,,Albiztur,Porcentaje,Albiztur,96.6
2015,Proporción de viviendas con baño,,,Albiztur,Porcentaje,Albiztur,96.6
2018,Proporción de viviendas con agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2020,Proporción de viviendas con baño,,,Albiztur,Porcentaje,Albiztur,98.2
2020,Proporción de viviendas con agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2019,Proporción de viviendas con agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2023,Proporción de viviendas con baño,,,Albiztur,Porcentaje,Albiztur,97.4
2014,Proporción de viviendas con baño,,,Albiztur,Porcentaje,Albiztur,96.7
2010,Proporción de viviendas con baño,,,Albiztur,Porcentaje,Albiztur,97.3
2019,Proporción de viviendas con baño,,,Albiztur,Porcentaje,Albiztur,98.2
2013,Proporción de viviendas con agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2022,Proporción de viviendas con agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2013,Proporción de viviendas con baño,,,Albiztur,Porcentaje,Albiztur,97.5
2022,Proporción de viviendas con baño,,,Albiztur,Porcentaje,Albiztur,97.4
2021,Proporción de viviendas con baño,,,Albiztur,Porcentaje,Albiztur,98.2
2010,Proporción de viviendas con agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2016,Proporción de viviendas con agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2020,Proporción de viviendas con baño,,,Alegia,Porcentaje,Alegia,99.9
2013,Proporción de viviendas con agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2021,Proporción de viviendas con agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2015,Proporción de viviendas con agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2016,Proporción de viviendas con agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2013,Proporción de viviendas con baño,,,Alegia,Porcentaje,Alegia,99.6
2018,Proporción de viviendas con agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2018,Proporción de viviendas con baño,,,Alegia,Porcentaje,Alegia,99.6
2010,Proporción de viviendas con baño,,,Alegia,Porcentaje,Alegia,99.7
2022,Proporción de viviendas con agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2020,Proporción de viviendas con agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2022,Proporción de viviendas con baño,,,Alegia,Porcentaje,Alegia,99.9
2010,Proporción de viviendas con agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2014,Proporción de viviendas con agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2015,Proporción de viviendas con baño,,,Alegia,Porcentaje,Alegia,99.6
2023,Proporción de viviendas con agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2016,Proporción de viviendas con baño,,,Alegia,Porcentaje,Alegia,99.6
2023,Proporción de viviendas con baño,,,Alegia,Porcentaje,Alegia,99.9
2014,Proporción de viviendas con baño,,,Alegia,Porcentaje,Alegia,99.6
2019,Proporción de viviendas con baño,,,Alegia,Porcentaje,Alegia,99.6
2019,Proporción de viviendas con agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2021,Proporción de viviendas con baño,,,Alegia,Porcentaje,Alegia,99.9
2020,Proporción de viviendas con agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2020,Proporción de viviendas con baño,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2023,Proporción de viviendas con agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2010,Proporción de viviendas con baño,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.7
2016,Proporción de viviendas con agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2014,Proporción de viviendas con agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2019,Proporción de viviendas con agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2014,Proporción de viviendas con baño,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.8
2021,Proporción de viviendas con agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,100.0
2013,Proporción de viviendas con agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2022,Proporción de viviendas con baño,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,100.0
2021,Proporción de viviendas con baño,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2018,Proporción de viviendas con agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2015,Proporción de viviendas con agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2018,Proporción de viviendas con baño,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2019,Proporción de viviendas con baño,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2023,Proporción de viviendas con baño,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,100.0
2015,Proporción de viviendas con baño,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2016,Proporción de viviendas con baño,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2013,Proporción de viviendas con baño,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.8
2010,Proporción de viviendas con agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.8
2022,Proporción de viviendas con agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2022,Proporción de viviendas con baño,,,Alkiza,Porcentaje,Alkiza,97.0
2019,Proporción de viviendas con agua corriente,,,Alkiza,Porcentaje,Alkiza,100.0
2013,Proporción de viviendas con baño,,,Alkiza,Porcentaje,Alkiza,96.9
2010,Proporción de viviendas con baño,,,Alkiza,Porcentaje,Alkiza,97.6
2023,Proporción de viviendas con agua corriente,,,Alkiza,Porcentaje,Alkiza,100.0
2015,Proporción de viviendas con baño,,,Alkiza,Porcentaje,Alkiza,96.9
2018,Proporción de viviendas con agua corriente,,,Alkiza,Porcentaje,Alkiza,100.0
2020,Proporción de viviendas con agua corriente,,,Alkiza,Porcentaje,Alkiza,100.0
2014,Proporción de viviendas con agua corriente,,,Alkiza,Porcentaje,Alkiza,100.0
2010,Proporción de viviendas con agua corriente,,,Alkiza,Porcentaje,Alkiza,100.0
2019,Proporción de viviendas con baño,,,Alkiza,Porcentaje,Alkiza,96.9
2016,Proporción de viviendas con agua corriente,,,Alkiza,Porcentaje,Alkiza,100.0
2023,Proporción de viviendas con baño,,,Alkiza,Porcentaje,Alkiza,97.0
2021,Proporción de viviendas con baño,,,Alkiza,Porcentaje,Alkiza,97.0
2018,Proporción de viviendas con baño,,,Alkiza,Porcentaje,Alkiza,97.0
2022,Proporción de viviendas con agua corriente,,,Alkiza,Porcentaje,Alkiza,100.0
2013,Proporción de viviendas con agua corriente,,,Alkiza,Porcentaje,Alkiza,100.0
2021,Proporción de viviendas con agua corriente,,,Alkiza,Porcentaje,Alkiza,100.0
2020,Proporción de viviendas con baño,,,Alkiza,Porcentaje,Alkiza,97.0
2014,Proporción de viviendas con baño,,,Alkiza,Porcentaje,Alkiza,97.6
2016,Proporción de viviendas con baño,,,Alkiza,Porcentaje,Alkiza,96.9
2015,Proporción de viviendas con agua corriente,,,Alkiza,Porcentaje,Alkiza,100.0
2016,Proporción de viviendas con agua corriente,,,Alonsotegi,Porcentaje,Alonsotegi,99.5
2022,Proporción de viviendas con agua corriente,,,Alonsotegi,Porcentaje,Alonsotegi,99.4
2022,Proporción de viviendas con baño,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2021,Proporción de viviendas con agua corriente,,,Alonsotegi,Porcentaje,Alonsotegi,99.5
2018,Proporción de viviendas con baño,,,Alonsotegi,Porcentaje,Alonsotegi,98.4
2023,Proporción de viviendas con baño,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2021,Proporción de viviendas con baño,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2016,Proporción de viviendas con baño,,,Alonsotegi,Porcentaje,Alonsotegi,98.2
2013,Proporción de viviendas con agua corriente,,,Alonsotegi,Porcentaje,Alonsotegi,99.4
2015,Proporción de viviendas con baño,,,Alonsotegi,Porcentaje,Alonsotegi,98.1
2013,Proporción de viviendas con baño,,,Alonsotegi,Porcentaje,Alonsotegi,98.2
2020,Proporción de viviendas con agua corriente,,,Alonsotegi,Porcentaje,Alonsotegi,99.5
2023,Proporción de viviendas con agua corriente,,,Alonsotegi,Porcentaje,Alonsotegi,99.4
