Year,Profesión,Situación laboral,Sexo,Territorio histórico,Units,Value
2014,Farmaceútico/a,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.6
2012,Farmaceútico/a,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.6
2020,Farmaceútico/a,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,1.0
2014,Farmaceútico/a,,Mujer,Araba/Álava,Por 10.000 habitantes,23.2
2020,Farmaceútico/a,,Mujer,Araba/Álava,Por 10.000 habitantes,25.4
2018,Farmaceútico/a,,Mujer,Araba/Álava,Por 10.000 habitantes,24.1
2024,Farmaceútico/a,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,1.3
2013,Farmaceútico/a,,Mujer,Araba/Álava,Por 10.000 habitantes,22.8
2016,Farmaceútico/a,,Mujer,Araba/Álava,Por 10.000 habitantes,23.6
2015,Farmaceútico/a,,Mujer,Araba/Álava,Por 10.000 habitantes,23.2
2021,Farmaceútico/a,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,1.0
2017,Farmaceútico/a,,Mujer,Araba/Álava,Por 10.000 habitantes,23.9
2022,Farmaceútico/a,,Mujer,Araba/Álava,Por 10.000 habitantes,27.3
2021,Farmaceútico/a,,Mujer,Araba/Álava,Por 10.000 habitantes,25.4
2012,Farmaceútico/a,,Mujer,Araba/Álava,Por 10.000 habitantes,22.5
2024,Farmaceútico/a,,Mujer,Araba/Álava,Por 10.000 habitantes,27.4
2013,Farmaceútico/a,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,22.2
2011,Farmaceútico/a,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.6
2022,Farmaceútico/a,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,1.0
2010,Farmaceútico/a,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.5
2018,Farmaceútico/a,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,1.0
2010,Farmaceútico/a,,Mujer,Araba/Álava,Por 10.000 habitantes,21.1
2011,Farmaceútico/a,,Mujer,Araba/Álava,Por 10.000 habitantes,21.9
2023,Farmaceútico/a,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,1.2
2020,Farmaceútico/a,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,24.4
2015,Farmaceútico/a,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.7
2025,Farmaceútico/a,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,1.7
2013,Farmaceútico/a,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.6
2022,Farmaceútico/a,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,26.3
2016,Farmaceútico/a,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,22.7
2025,Farmaceútico/a,,Mujer,Araba/Álava,Por 10.000 habitantes,28.0
2021,Farmaceútico/a,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,24.4
2023,Farmaceútico/a,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,25.6
2015,Farmaceútico/a,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,22.4
2018,Farmaceútico/a,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,23.1
2012,Farmaceútico/a,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,21.9
2017,Farmaceútico/a,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,22.9
2024,Farmaceútico/a,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,26.1
2019,Farmaceútico/a,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,1.0
2016,Farmaceútico/a,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.9
2025,Farmaceútico/a,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,26.3
2021,Farmaceútico/a,,Mujer,Bizkaia,Por 10.000 habitantes,25.5
2020,Farmaceútico/a,,Mujer,Bizkaia,Por 10.000 habitantes,25.0
2018,Farmaceútico/a,,Mujer,Bizkaia,Por 10.000 habitantes,24.7
2016,Farmaceútico/a,,Mujer,Bizkaia,Por 10.000 habitantes,24.2
2014,Farmaceútico/a,,Mujer,Bizkaia,Por 10.000 habitantes,22.9
2023,Farmaceútico/a,,Mujer,Bizkaia,Por 10.000 habitantes,25.2
2013,Farmaceútico/a,,Mujer,Bizkaia,Por 10.000 habitantes,22.6
2015,Farmaceútico/a,,Mujer,Bizkaia,Por 10.000 habitantes,23.5
2022,Farmaceútico/a,,Mujer,Bizkaia,Por 10.000 habitantes,25.7
2023,Farmaceútico/a,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,1.6
2012,Farmaceútico/a,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,1.0
2018,Farmaceútico/a,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,1.2
2016,Farmaceútico/a,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,1.1
2020,Farmaceútico/a,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,1.3
2014,Farmaceútico/a,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,1.0
2011,Farmaceútico/a,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,1.0
2010,Farmaceútico/a,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.8
2021,Farmaceútico/a,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,1.5
2025,Farmaceútico/a,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,1.7
2013,Farmaceútico/a,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,1.0
2017,Farmaceútico/a,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,1.2
2015,Farmaceútico/a,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.9
2024,Farmaceútico/a,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,1.6
2019,Farmaceútico/a,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,1.2
2022,Farmaceútico/a,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,1.4
2014,Farmaceútico/a,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,21.2
2016,Farmaceútico/a,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,22.5
2015,Farmaceútico/a,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,21.8
2013,Farmaceútico/a,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,21.0
2010,Farmaceútico/a,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,20.5
2012,Farmaceútico/a,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,20.6
2011,Farmaceútico/a,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,20.6
2022,Farmaceútico/a,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,24.3
2025,Farmaceútico/a,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,23.7
2021,Farmaceútico/a,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,23.3
2019,Farmaceútico/a,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,22.8
2023,Farmaceútico/a,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,23.6
2017,Farmaceútico/a,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,22.5
2018,Farmaceútico/a,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,22.8
2020,Farmaceútico/a,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,23.1
2024,Farmaceútico/a,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,23.6
2011,Farmaceútico/a,,Mujer,Bizkaia,Por 10.000 habitantes,22.1
2010,Farmaceútico/a,,Mujer,Bizkaia,Por 10.000 habitantes,21.8
2025,Farmaceútico/a,,Mujer,Bizkaia,Por 10.000 habitantes,25.4
2012,Farmaceútico/a,,Mujer,Bizkaia,Por 10.000 habitantes,22.1
2024,Farmaceútico/a,,Mujer,Bizkaia,Por 10.000 habitantes,25.2
2017,Farmaceútico/a,,Mujer,Bizkaia,Por 10.000 habitantes,24.4
2019,Farmaceútico/a,,Mujer,Bizkaia,Por 10.000 habitantes,24.7
2010,Farmaceútico/a,Jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,0.9
2019,Farmaceútico/a,Jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,2.4
2012,Farmaceútico/a,Jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,0.9
2020,Farmaceútico/a,Jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,2.6
2017,Farmaceútico/a,Jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,1.8
2022,Farmaceútico/a,Jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,3.1
2014,Farmaceútico/a,Jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,1.2
2011,Farmaceútico/a,Jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,1.0
2025,Farmaceútico/a,Jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,3.6
2024,Farmaceútico/a,Jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,3.5
2023,Farmaceútico/a,Jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,3.1
2021,Farmaceútico/a,Jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,2.6
2013,Farmaceútico/a,Jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,1.1
2016,Farmaceútico/a,Jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,1.5
2018,Farmaceútico/a,Jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,2.1
2021,Farmaceútico/a,No jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,23.7
2015,Farmaceútico/a,,Mujer,Gipuzkoa,Por 10.000 habitantes,23.0
2014,Farmaceútico/a,No jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,21.5
2012,Farmaceútico/a,No jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,20.3
2017,Farmaceútico/a,No jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,22.6
2025,Farmaceútico/a,,Mujer,Gipuzkoa,Por 10.000 habitantes,27.0
2025,Farmaceútico/a,No jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,23.3
2024,Farmaceútico/a,No jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,23.2
2022,Farmaceútico/a,No jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,23.4
2023,Farmaceútico/a,No jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,23.5
2018,Farmaceútico/a,No jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,22.7
2020,Farmaceútico/a,No jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,23.2
2016,Farmaceútico/a,No jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,21.9
2011,Farmaceútico/a,No jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,19.7
2019,Farmaceútico/a,No jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,22.7
2013,Farmaceútico/a,No jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,20.8
2015,Farmaceútico/a,No jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,21.6
2010,Farmaceútico/a,No jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,19.3
2015,Farmaceútico/a,Jubilados/as,Mujer,Gipuzkoa,Por 10.000 habitantes,1.4
2011,Farmaceútico/a,,Mujer,Gipuzkoa,Por 10.000 habitantes,20.7
2017,Farmaceútico/a,,Mujer,Gipuzkoa,Por 10.000 habitantes,24.4
2020,Farmaceútico/a,,Mujer,Gipuzkoa,Por 10.000 habitantes,25.8
2022,Farmaceútico/a,,Mujer,Gipuzkoa,Por 10.000 habitantes,26.5
2014,Farmaceútico/a,,Mujer,Gipuzkoa,Por 10.000 habitantes,22.7
2019,Farmaceútico/a,,Mujer,Gipuzkoa,Por 10.000 habitantes,25.1
2010,Farmaceútico/a,,Mujer,Gipuzkoa,Por 10.000 habitantes,20.2
2018,Farmaceútico/a,,Mujer,Gipuzkoa,Por 10.000 habitantes,24.8
2016,Farmaceútico/a,,Mujer,Gipuzkoa,Por 10.000 habitantes,23.4
2023,Farmaceútico/a,,Mujer,Gipuzkoa,Por 10.000 habitantes,26.7
2013,Farmaceútico/a,,Mujer,Gipuzkoa,Por 10.000 habitantes,21.9
2021,Farmaceútico/a,,Mujer,Gipuzkoa,Por 10.000 habitantes,26.4
2024,Farmaceútico/a,,Mujer,Gipuzkoa,Por 10.000 habitantes,26.7
2012,Farmaceútico/a,,Mujer,Gipuzkoa,Por 10.000 habitantes,21.3
2024,Farmaceútico/a,,Hombre,,Por 10.000 habitantes,6.7
2016,Farmaceútico/a,,Hombre,,Por 10.000 habitantes,6.3
2015,Farmaceútico/a,Jubilados/as,Hombre,,Por 10.000 habitantes,0.7
2017,Farmaceútico/a,Jubilados/as,Hombre,,Por 10.000 habitantes,0.7
2024,Farmaceútico/a,Jubilados/as,Hombre,,Por 10.000 habitantes,0.9
2023,Farmaceútico/a,Jubilados/as,Hombre,,Por 10.000 habitantes,0.8
2020,Farmaceútico/a,Jubilados/as,Hombre,,Por 10.000 habitantes,0.8
2025,Farmaceútico/a,Jubilados/as,Hombre,,Por 10.000 habitantes,0.9
2021,Farmaceútico/a,,Hombre,,Por 10.000 habitantes,6.5
2016,Farmaceútico/a,Jubilados/as,Hombre,,Por 10.000 habitantes,0.7
2022,Farmaceútico/a,No jubilados/as,Hombre,,Por 10.000 habitantes,5.9
2018,Farmaceútico/a,Jubilados/as,Hombre,,Por 10.000 habitantes,0.8
2022,Farmaceútico/a,Jubilados/as,Hombre,,Por 10.000 habitantes,0.8
2023,Farmaceútico/a,,Hombre,,Por 10.000 habitantes,6.7
2012,Farmaceútico/a,No jubilados/as,Hombre,,Por 10.000 habitantes,5.1
2018,Farmaceútico/a,No jubilados/as,Hombre,,Por 10.000 habitantes,5.7
2020,Farmaceútico/a,,Hombre,,Por 10.000 habitantes,6.7
2025,Farmaceútico/a,No jubilados/as,Hombre,,Por 10.000 habitantes,5.8
2021,Farmaceútico/a,Jubilados/as,Hombre,,Por 10.000 habitantes,0.8
2024,Farmaceútico/a,No jubilados/as,Hombre,,Por 10.000 habitantes,5.8
2022,Farmaceútico/a,,Hombre,,Por 10.000 habitantes,6.7
2014,Farmaceútico/a,No jubilados/as,Hombre,,Por 10.000 habitantes,5.3
2017,Farmaceútico/a,No jubilados/as,Hombre,,Por 10.000 habitantes,5.5
2010,Farmaceútico/a,No jubilados/as,Hombre,,Por 10.000 habitantes,4.8
2019,Farmaceútico/a,No jubilados/as,Hombre,,Por 10.000 habitantes,5.7
2013,Farmaceútico/a,No jubilados/as,Hombre,,Por 10.000 habitantes,5.2
2017,Farmaceútico/a,,Hombre,,Por 10.000 habitantes,6.3
2011,Farmaceútico/a,Jubilados/as,Hombre,,Por 10.000 habitantes,0.7
2023,Farmaceútico/a,No jubilados/as,Hombre,,Por 10.000 habitantes,5.9
2013,Farmaceútico/a,,Hombre,,Por 10.000 habitantes,6.0
2010,Farmaceútico/a,Jubilados/as,Hombre,,Por 10.000 habitantes,0.7
2014,Farmaceútico/a,Jubilados/as,Hombre,,Por 10.000 habitantes,0.7
2012,Farmaceútico/a,Jubilados/as,Hombre,,Por 10.000 habitantes,0.7
2019,Farmaceútico/a,,Hombre,,Por 10.000 habitantes,6.5
2018,Farmaceútico/a,,Hombre,,Por 10.000 habitantes,6.5
2014,Farmaceútico/a,,Hombre,,Por 10.000 habitantes,6.1
2010,Farmaceútico/a,,Hombre,,Por 10.000 habitantes,5.6
2019,Farmaceútico/a,Jubilados/as,Hombre,,Por 10.000 habitantes,0.7
2011,Farmaceútico/a,No jubilados/as,Hombre,,Por 10.000 habitantes,4.7
2016,Farmaceútico/a,No jubilados/as,Hombre,,Por 10.000 habitantes,5.5
2021,Farmaceútico/a,No jubilados/as,Hombre,,Por 10.000 habitantes,5.7
2012,Farmaceútico/a,,Hombre,,Por 10.000 habitantes,5.9
2020,Farmaceútico/a,No jubilados/as,Hombre,,Por 10.000 habitantes,5.8
2025,Farmaceútico/a,,Hombre,,Por 10.000 habitantes,6.7
2015,Farmaceútico/a,,Hombre,,Por 10.000 habitantes,6.1
2015,Farmaceútico/a,No jubilados/as,Hombre,,Por 10.000 habitantes,5.3
2013,Farmaceútico/a,Jubilados/as,Hombre,,Por 10.000 habitantes,0.7
2011,Farmaceútico/a,,Hombre,,Por 10.000 habitantes,5.6
2013,Farmaceútico/a,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,0.4
2017,Farmaceútico/a,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,0.6
2022,Farmaceútico/a,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,6.4
2012,Farmaceútico/a,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,0.4
2024,Farmaceútico/a,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,0.4
2014,Farmaceútico/a,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,0.4
2011,Farmaceútico/a,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,0.4
2018,Farmaceútico/a,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,0.6
2022,Farmaceútico/a,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,0.4
2010,Farmaceútico/a,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,0.3
2022,Farmaceútico/a,,Hombre,Araba/Álava,Por 10.000 habitantes,6.8
2012,Farmaceútico/a,,Hombre,Araba/Álava,Por 10.000 habitantes,6.4
2024,Farmaceútico/a,,Hombre,Araba/Álava,Por 10.000 habitantes,6.6
2011,Farmaceútico/a,,Hombre,Araba/Álava,Por 10.000 habitantes,5.9
2021,Farmaceútico/a,,Hombre,Araba/Álava,Por 10.000 habitantes,7.2
2013,Farmaceútico/a,,Hombre,Araba/Álava,Por 10.000 habitantes,6.5
2020,Farmaceútico/a,,Hombre,Araba/Álava,Por 10.000 habitantes,7.4
2025,Farmaceútico/a,,Hombre,Araba/Álava,Por 10.000 habitantes,6.6
2016,Farmaceútico/a,,Hombre,Araba/Álava,Por 10.000 habitantes,7.3
2023,Farmaceútico/a,,Hombre,Araba/Álava,Por 10.000 habitantes,6.7
2010,Farmaceútico/a,,Hombre,Araba/Álava,Por 10.000 habitantes,6.3
2019,Farmaceútico/a,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,0.6
2019,Farmaceútico/a,,Hombre,Araba/Álava,Por 10.000 habitantes,7.3
2015,Farmaceútico/a,,Hombre,Araba/Álava,Por 10.000 habitantes,6.9
2016,Farmaceútico/a,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,0.4
2020,Farmaceútico/a,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,0.6
2014,Farmaceútico/a,,Hombre,Araba/Álava,Por 10.000 habitantes,6.4
2016,Farmaceútico/a,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,6.9
2011,Farmaceútico/a,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,5.4
2018,Farmaceútico/a,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,6.8
2015,Farmaceútico/a,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,6.5
2010,Farmaceútico/a,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,5.7
2017,Farmaceútico/a,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,6.6
2012,Farmaceútico/a,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,5.9
2019,Farmaceútico/a,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,6.8
2014,Farmaceútico/a,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,6.0
2013,Farmaceútico/a,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,6.1
2025,Farmaceútico/a,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,6.2
2024,Farmaceútico/a,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,6.2
2020,Farmaceútico/a,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,6.8
2021,Farmaceútico/a,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,6.7
2023,Farmaceútico/a,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,6.3
2018,Farmaceútico/a,,Hombre,Araba/Álava,Por 10.000 habitantes,7.4
2017,Farmaceútico/a,,Hombre,Araba/Álava,Por 10.000 habitantes,7.2
2023,Farmaceútico/a,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,0.4
2025,Farmaceútico/a,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,0.4
2021,Farmaceútico/a,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,0.6
2015,Farmaceútico/a,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,0.4
2011,Farmaceútico/a,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.8
2012,Farmaceútico/a,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,4.9
2010,Farmaceútico/a,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,4.7
2014,Farmaceútico/a,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,5.2
2011,Farmaceútico/a,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,4.6
2013,Farmaceútico/a,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,5.1
2015,Farmaceútico/a,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,5.4
2024,Farmaceútico/a,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,6.2
2021,Farmaceútico/a,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,6.0
2020,Farmaceútico/a,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,5.8
2025,Farmaceútico/a,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,6.1
2018,Farmaceútico/a,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,5.7
2022,Farmaceútico/a,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,6.1
2016,Farmaceútico/a,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,5.5
2017,Farmaceútico/a,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,5.7
2019,Farmaceútico/a,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,5.7
2023,Farmaceútico/a,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,6.2
2020,Farmaceútico/a,,Hombre,Bizkaia,Por 10.000 habitantes,6.6
2019,Farmaceútico/a,,Hombre,Bizkaia,Por 10.000 habitantes,6.5
2023,Farmaceútico/a,,Hombre,Bizkaia,Por 10.000 habitantes,7.0
2015,Farmaceútico/a,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.6
2013,Farmaceútico/a,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.8
2025,Farmaceútico/a,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.7
2021,Farmaceútico/a,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.7
2017,Farmaceútico/a,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.7
2023,Farmaceútico/a,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.7
2019,Farmaceútico/a,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.7
2020,Farmaceútico/a,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.7
2022,Farmaceútico/a,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.6
2024,Farmaceútico/a,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.7
2010,Farmaceútico/a,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.7
2014,Farmaceútico/a,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.8
2018,Farmaceútico/a,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.7
2012,Farmaceútico/a,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.8
2016,Farmaceútico/a,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,0.7
2024,Farmaceútico/a,,Hombre,Bizkaia,Por 10.000 habitantes,6.9
2011,Farmaceútico/a,,Hombre,Bizkaia,Por 10.000 habitantes,5.5
2018,Farmaceútico/a,,Hombre,Bizkaia,Por 10.000 habitantes,6.5
2010,Farmaceútico/a,,Hombre,Bizkaia,Por 10.000 habitantes,5.5
2016,Farmaceútico/a,,Hombre,Bizkaia,Por 10.000 habitantes,6.4
2022,Farmaceútico/a,,Hombre,Bizkaia,Por 10.000 habitantes,6.7
2013,Farmaceútico/a,,Hombre,Bizkaia,Por 10.000 habitantes,6.0
2021,Farmaceútico/a,,Hombre,Bizkaia,Por 10.000 habitantes,6.7
2014,Farmaceútico/a,,Hombre,Bizkaia,Por 10.000 habitantes,6.1
2015,Farmaceútico/a,,Hombre,Bizkaia,Por 10.000 habitantes,6.3
2017,Farmaceútico/a,,Hombre,Bizkaia,Por 10.000 habitantes,6.5
2012,Farmaceútico/a,,Hombre,Bizkaia,Por 10.000 habitantes,5.8
2025,Farmaceútico/a,,Hombre,Bizkaia,Por 10.000 habitantes,6.9
2023,Farmaceútico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.0
2025,Farmaceútico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.0
2022,Farmaceútico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.4
2018,Farmaceútico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.2
2019,Farmaceútico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.1
2024,Farmaceútico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.1
2015,Farmaceútico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,4.7
2013,Farmaceútico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,4.9
2016,Farmaceútico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,4.9
2012,Farmaceútico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,4.9
2014,Farmaceútico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,5.0
2010,Farmaceútico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,4.5
2017,Farmaceútico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,4.8
2011,Farmaceútico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,4.6
2014,Farmaceútico/a,,Hombre,Gipuzkoa,Por 10.000 habitantes,5.9
2018,Farmaceútico/a,,Hombre,Gipuzkoa,Por 10.000 habitantes,6.1
2018,Farmaceútico/a,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,0.9
2025,Farmaceútico/a,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,1.4
2021,Farmaceútico/a,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,1.1
