Year,Tipo de tecnología renovable,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2014,Fotovoltaica,,,Zuia,Watts per cápita,Zuia,36.0
2021,Fotovoltaica,,,Zuia,Watts per cápita,Zuia,104.6
2010,Fotovoltaica,,,Zuia,Watts per cápita,Zuia,26.6
2016,Fotovoltaica,,,Zumaia,Watts per cápita,Zumaia,16.2
2017,Fotovoltaica,,,Zumaia,Watts per cápita,Zumaia,16.2
2014,Fotovoltaica,,,Zumaia,Watts per cápita,Zumaia,16.3
2023,Fotovoltaica,,,Zumaia,Watts per cápita,Zumaia,46.6
2019,Fotovoltaica,,,Zumaia,Watts per cápita,Zumaia,16.4
2022,Fotovoltaica,,,Zumaia,Watts per cápita,Zumaia,35.5
2013,Fotovoltaica,,,Zumaia,Watts per cápita,Zumaia,16.3
2012,Fotovoltaica,,,Zumaia,Watts per cápita,Zumaia,16.5
2011,Fotovoltaica,,,Zumaia,Watts per cápita,Zumaia,16.3
2021,Fotovoltaica,,,Zumaia,Watts per cápita,Zumaia,23.5
2018,Fotovoltaica,,,Zumaia,Watts per cápita,Zumaia,16.1
2015,Fotovoltaica,,,Zumaia,Watts per cápita,Zumaia,16.2
2010,Fotovoltaica,,,Zumaia,Watts per cápita,Zumaia,14.4
2020,Fotovoltaica,,,Zumaia,Watts per cápita,Zumaia,16.8
2020,Fotovoltaica,,,Zumarraga,Watts per cápita,Zumarraga,16.1
2014,Fotovoltaica,,,Zumarraga,Watts per cápita,Zumarraga,15.2
2016,Fotovoltaica,,,Zumarraga,Watts per cápita,Zumarraga,15.1
2022,Fotovoltaica,,,Zumarraga,Watts per cápita,Zumarraga,18.4
2012,Fotovoltaica,,,Zumarraga,Watts per cápita,Zumarraga,14.9
2015,Fotovoltaica,,,Zumarraga,Watts per cápita,Zumarraga,15.2
2010,Fotovoltaica,,,Zumarraga,Watts per cápita,Zumarraga,14.5
2013,Fotovoltaica,,,Zumarraga,Watts per cápita,Zumarraga,15.1
2019,Fotovoltaica,,,Zumarraga,Watts per cápita,Zumarraga,15.8
2018,Fotovoltaica,,,Zumarraga,Watts per cápita,Zumarraga,15.8
2021,Fotovoltaica,,,Zumarraga,Watts per cápita,Zumarraga,18.4
2023,Fotovoltaica,,,Zumarraga,Watts per cápita,Zumarraga,24.4
2011,Fotovoltaica,,,Zumarraga,Watts per cápita,Zumarraga,15.0
2017,Fotovoltaica,,,Zumarraga,Watts per cápita,Zumarraga,15.1
2020,Fotovoltaica,,Añana (comarca),,Watts per cápita,Añana (comarca),4195.9
2019,Fotovoltaica,,Añana (comarca),,Watts per cápita,Añana (comarca),304.8
2012,Fotovoltaica,,Añana (comarca),,Watts per cápita,Añana (comarca),307.4
2016,Fotovoltaica,,Añana (comarca),,Watts per cápita,Añana (comarca),306.9
2010,Fotovoltaica,,Añana (comarca),,Watts per cápita,Añana (comarca),303.1
2017,Fotovoltaica,,Añana (comarca),,Watts per cápita,Añana (comarca),304.7
2022,Fotovoltaica,,Añana (comarca),,Watts per cápita,Añana (comarca),4190.8
2013,Fotovoltaica,,Añana (comarca),,Watts per cápita,Añana (comarca),306.7
2014,Fotovoltaica,,Añana (comarca),,Watts per cápita,Añana (comarca),308.5
2018,Fotovoltaica,,Añana (comarca),,Watts per cápita,Añana (comarca),305.1
2021,Fotovoltaica,,Añana (comarca),,Watts per cápita,Añana (comarca),4173.0
2015,Fotovoltaica,,Añana (comarca),,Watts per cápita,Añana (comarca),311.1
2023,Fotovoltaica,,Añana (comarca),,Watts per cápita,Añana (comarca),4194.3
2011,Fotovoltaica,,Añana (comarca),,Watts per cápita,Añana (comarca),302.5
2021,Fotovoltaica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,274.1
2010,Fotovoltaica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,132.0
2015,Fotovoltaica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,155.6
2011,Fotovoltaica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,139.1
2013,Fotovoltaica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,154.4
2020,Fotovoltaica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,195.1
2018,Fotovoltaica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,161.5
2022,Fotovoltaica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,276.4
2012,Fotovoltaica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,144.1
2014,Fotovoltaica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,153.9
2017,Fotovoltaica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,155.0
2016,Fotovoltaica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,155.3
2019,Fotovoltaica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,160.5
2023,Fotovoltaica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,378.1
2022,Fotovoltaica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,16.6
2019,Fotovoltaica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,9.9
2010,Fotovoltaica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,8.2
2016,Fotovoltaica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,8.4
2014,Fotovoltaica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,8.4
2021,Fotovoltaica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,15.6
2017,Fotovoltaica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,8.4
2011,Fotovoltaica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,8.2
2018,Fotovoltaica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,9.1
2020,Fotovoltaica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,10.7
2023,Fotovoltaica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,42.8
2012,Fotovoltaica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,8.2
2013,Fotovoltaica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,8.2
2015,Fotovoltaica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,8.4
2021,Fotovoltaica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,47.3
2020,Fotovoltaica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,37.6
2014,Fotovoltaica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,26.2
2012,Fotovoltaica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,24.2
2019,Fotovoltaica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,31.3
2010,Fotovoltaica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,23.1
2015,Fotovoltaica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,26.1
2013,Fotovoltaica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,25.9
2016,Fotovoltaica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,26.1
2011,Fotovoltaica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,23.7
2023,Fotovoltaica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,74.2
2017,Fotovoltaica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,25.9
2018,Fotovoltaica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,26.6
2022,Fotovoltaica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,49.6
2022,Fotovoltaica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,273.4
2012,Fotovoltaica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,165.0
2021,Fotovoltaica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,269.8
2020,Fotovoltaica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,227.7
2016,Fotovoltaica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,176.1
2018,Fotovoltaica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,204.7
2011,Fotovoltaica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,160.2
2017,Fotovoltaica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,175.9
2013,Fotovoltaica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,171.1
2023,Fotovoltaica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,327.7
2014,Fotovoltaica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,174.1
2010,Fotovoltaica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,159.8
2015,Fotovoltaica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,175.8
2019,Fotovoltaica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,232.6
2022,Fotovoltaica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,34.2
2013,Fotovoltaica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,16.3
2011,Fotovoltaica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,16.1
2023,Fotovoltaica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,99.1
2019,Fotovoltaica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,18.2
2017,Fotovoltaica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,17.8
2015,Fotovoltaica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,16.6
2016,Fotovoltaica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,17.1
2020,Fotovoltaica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,21.0
2014,Fotovoltaica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,16.5
2018,Fotovoltaica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,17.7
2010,Fotovoltaica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,16.0
2012,Fotovoltaica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,16.2
2021,Fotovoltaica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,31.9
2014,Fotovoltaica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,7.3
2021,Fotovoltaica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,12.5
2022,Fotovoltaica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,13.0
2023,Fotovoltaica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,27.8
2013,Fotovoltaica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,7.3
2018,Fotovoltaica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,7.5
2017,Fotovoltaica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,7.4
2016,Fotovoltaica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,7.3
2019,Fotovoltaica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,8.7
2012,Fotovoltaica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,5.1
2020,Fotovoltaica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,9.5
2010,Fotovoltaica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,4.9
2015,Fotovoltaica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,7.3
2011,Fotovoltaica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,5.2
2023,Fotovoltaica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,20.9
2015,Fotovoltaica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,3.1
2021,Fotovoltaica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,10.7
2016,Fotovoltaica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,3.1
2022,Fotovoltaica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,11.4
2010,Fotovoltaica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,2.8
2013,Fotovoltaica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,3.0
2019,Fotovoltaica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,3.9
2020,Fotovoltaica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,5.1
2018,Fotovoltaica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,3.1
2011,Fotovoltaica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,2.8
2014,Fotovoltaica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,3.1
2017,Fotovoltaica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,3.1
2012,Fotovoltaica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,2.9
2022,Fotovoltaica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,22.2
2010,Fotovoltaica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,4.1
2014,Fotovoltaica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,7.3
2011,Fotovoltaica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,4.4
2012,Fotovoltaica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,4.7
2023,Fotovoltaica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,44.6
2021,Fotovoltaica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,21.8
2019,Fotovoltaica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,10.7
2018,Fotovoltaica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,9.3
2015,Fotovoltaica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,7.3
2017,Fotovoltaica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,9.2
2016,Fotovoltaica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,9.2
2013,Fotovoltaica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,7.3
2020,Fotovoltaica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,11.9
2015,Fotovoltaica,,Debagoiena / Alto Deba,,Watts per cápita,Debagoiena / Alto Deba,12.5
2016,Fotovoltaica,,Debagoiena / Alto Deba,,Watts per cápita,Debagoiena / Alto Deba,12.6
2012,Fotovoltaica,,Debagoiena / Alto Deba,,Watts per cápita,Debagoiena / Alto Deba,11.9
2018,Fotovoltaica,,Debagoiena / Alto Deba,,Watts per cápita,Debagoiena / Alto Deba,14.2
2010,Fotovoltaica,,Debagoiena / Alto Deba,,Watts per cápita,Debagoiena / Alto Deba,11.4
2013,Fotovoltaica,,Debagoiena / Alto Deba,,Watts per cápita,Debagoiena / Alto Deba,11.9
2021,Fotovoltaica,,Debagoiena / Alto Deba,,Watts per cápita,Debagoiena / Alto Deba,24.4
2020,Fotovoltaica,,Debagoiena / Alto Deba,,Watts per cápita,Debagoiena / Alto Deba,15.4
2014,Fotovoltaica,,Debagoiena / Alto Deba,,Watts per cápita,Debagoiena / Alto Deba,12.5
2011,Fotovoltaica,,Debagoiena / Alto Deba,,Watts per cápita,Debagoiena / Alto Deba,11.9
2017,Fotovoltaica,,Debagoiena / Alto Deba,,Watts per cápita,Debagoiena / Alto Deba,12.6
2022,Fotovoltaica,,Debagoiena / Alto Deba,,Watts per cápita,Debagoiena / Alto Deba,26.8
2019,Fotovoltaica,,Debagoiena / Alto Deba,,Watts per cápita,Debagoiena / Alto Deba,14.4
2023,Fotovoltaica,,Debagoiena / Alto Deba,,Watts per cápita,Debagoiena / Alto Deba,47.7
2011,Fotovoltaica,,Donostialdea,,Watts per cápita,Donostialdea,7.1
2018,Fotovoltaica,,Donostialdea,,Watts per cápita,Donostialdea,8.8
2014,Fotovoltaica,,Donostialdea,,Watts per cápita,Donostialdea,8.3
2013,Fotovoltaica,,Donostialdea,,Watts per cápita,Donostialdea,8.1
2022,Fotovoltaica,,Donostialdea,,Watts per cápita,Donostialdea,21.1
2019,Fotovoltaica,,Donostialdea,,Watts per cápita,Donostialdea,10.1
2017,Fotovoltaica,,Donostialdea,,Watts per cápita,Donostialdea,8.3
2012,Fotovoltaica,,Donostialdea,,Watts per cápita,Donostialdea,7.2
2010,Fotovoltaica,,Donostialdea,,Watts per cápita,Donostialdea,6.8
2021,Fotovoltaica,,Donostialdea,,Watts per cápita,Donostialdea,20.1
2016,Fotovoltaica,,Donostialdea,,Watts per cápita,Donostialdea,8.3
2023,Fotovoltaica,,Donostialdea,,Watts per cápita,Donostialdea,44.2
2015,Fotovoltaica,,Donostialdea,,Watts per cápita,Donostialdea,8.3
2020,Fotovoltaica,,Donostialdea,,Watts per cápita,Donostialdea,11.4
2015,Fotovoltaica,,Durangaldea / Duranguesado,,Watts per cápita,Durangaldea / Duranguesado,10.3
2010,Fotovoltaica,,Durangaldea / Duranguesado,,Watts per cápita,Durangaldea / Duranguesado,9.3
2019,Fotovoltaica,,Durangaldea / Duranguesado,,Watts per cápita,Durangaldea / Duranguesado,14.4
2016,Fotovoltaica,,Durangaldea / Duranguesado,,Watts per cápita,Durangaldea / Duranguesado,11.0
2020,Fotovoltaica,,Durangaldea / Duranguesado,,Watts per cápita,Durangaldea / Duranguesado,15.4
2014,Fotovoltaica,,Durangaldea / Duranguesado,,Watts per cápita,Durangaldea / Duranguesado,10.3
2022,Fotovoltaica,,Durangaldea / Duranguesado,,Watts per cápita,Durangaldea / Duranguesado,27.9
2018,Fotovoltaica,,Durangaldea / Duranguesado,,Watts per cápita,Durangaldea / Duranguesado,11.3
2012,Fotovoltaica,,Durangaldea / Duranguesado,,Watts per cápita,Durangaldea / Duranguesado,9.9
2017,Fotovoltaica,,Durangaldea / Duranguesado,,Watts per cápita,Durangaldea / Duranguesado,11.0
2013,Fotovoltaica,,Durangaldea / Duranguesado,,Watts per cápita,Durangaldea / Duranguesado,10.0
2023,Fotovoltaica,,Durangaldea / Duranguesado,,Watts per cápita,Durangaldea / Duranguesado,72.6
2011,Fotovoltaica,,Durangaldea / Duranguesado,,Watts per cápita,Durangaldea / Duranguesado,9.5
2021,Fotovoltaica,,Durangaldea / Duranguesado,,Watts per cápita,Durangaldea / Duranguesado,25.0
2017,Fotovoltaica,,Enkartazioak / Encartaciones,,Watts per cápita,Enkartazioak / Encartaciones,4.1
2022,Fotovoltaica,,Enkartazioak / Encartaciones,,Watts per cápita,Enkartazioak / Encartaciones,20.6
2023,Fotovoltaica,,Enkartazioak / Encartaciones,,Watts per cápita,Enkartazioak / Encartaciones,28.2
2015,Fotovoltaica,,Enkartazioak / Encartaciones,,Watts per cápita,Enkartazioak / Encartaciones,4.0
2020,Fotovoltaica,,Enkartazioak / Encartaciones,,Watts per cápita,Enkartazioak / Encartaciones,6.8
2016,Fotovoltaica,,Enkartazioak / Encartaciones,,Watts per cápita,Enkartazioak / Encartaciones,4.1
2010,Fotovoltaica,,Enkartazioak / Encartaciones,,Watts per cápita,Enkartazioak / Encartaciones,3.7
2018,Fotovoltaica,,Enkartazioak / Encartaciones,,Watts per cápita,Enkartazioak / Encartaciones,4.5
2019,Fotovoltaica,,Enkartazioak / Encartaciones,,Watts per cápita,Enkartazioak / Encartaciones,5.3
2011,Fotovoltaica,,Enkartazioak / Encartaciones,,Watts per cápita,Enkartazioak / Encartaciones,3.9
2014,Fotovoltaica,,Enkartazioak / Encartaciones,,Watts per cápita,Enkartazioak / Encartaciones,4.0
2012,Fotovoltaica,,Enkartazioak / Encartaciones,,Watts per cápita,Enkartazioak / Encartaciones,3.8
2013,Fotovoltaica,,Enkartazioak / Encartaciones,,Watts per cápita,Enkartazioak / Encartaciones,3.8
2021,Fotovoltaica,,Enkartazioak / Encartaciones,,Watts per cápita,Enkartazioak / Encartaciones,19.2
2020,Fotovoltaica,,Gernika-Bermeo,,Watts per cápita,Gernika-Bermeo,19.5
2014,Fotovoltaica,,Gernika-Bermeo,,Watts per cápita,Gernika-Bermeo,8.0
2017,Fotovoltaica,,Gernika-Bermeo,,Watts per cápita,Gernika-Bermeo,8.5
2016,Fotovoltaica,,Gernika-Bermeo,,Watts per cápita,Gernika-Bermeo,8.5
2018,Fotovoltaica,,Gernika-Bermeo,,Watts per cápita,Gernika-Bermeo,8.8
2010,Fotovoltaica,,Gernika-Bermeo,,Watts per cápita,Gernika-Bermeo,6.9
2021,Fotovoltaica,,Gernika-Bermeo,,Watts per cápita,Gernika-Bermeo,30.4
2022,Fotovoltaica,,Gernika-Bermeo,,Watts per cápita,Gernika-Bermeo,32.1
2015,Fotovoltaica,,Gernika-Bermeo,,Watts per cápita,Gernika-Bermeo,8.0
2023,Fotovoltaica,,Gernika-Bermeo,,Watts per cápita,Gernika-Bermeo,46.6
2019,Fotovoltaica,,Gernika-Bermeo,,Watts per cápita,Gernika-Bermeo,14.1
2012,Fotovoltaica,,Gernika-Bermeo,,Watts per cápita,Gernika-Bermeo,7.4
2011,Fotovoltaica,,Gernika-Bermeo,,Watts per cápita,Gernika-Bermeo,6.8
2013,Fotovoltaica,,Gernika-Bermeo,,Watts per cápita,Gernika-Bermeo,7.5
2019,Fotovoltaica,,Goierri,,Watts per cápita,Goierri,11.9
2021,Fotovoltaica,,Goierri,,Watts per cápita,Goierri,30.0
2010,Fotovoltaica,,Goierri,,Watts per cápita,Goierri,10.3
2013,Fotovoltaica,,Goierri,,Watts per cápita,Goierri,11.5
2017,Fotovoltaica,,Goierri,,Watts per cápita,Goierri,11.8
2016,Fotovoltaica,,Goierri,,Watts per cápita,Goierri,11.9
2014,Fotovoltaica,,Goierri,,Watts per cápita,Goierri,11.6
2022,Fotovoltaica,,Goierri,,Watts per cápita,Goierri,31.5
2015,Fotovoltaica,,Goierri,,Watts per cápita,Goierri,11.7
2023,Fotovoltaica,,Goierri,,Watts per cápita,Goierri,65.5
2018,Fotovoltaica,,Goierri,,Watts per cápita,Goierri,11.9
2012,Fotovoltaica,,Goierri,,Watts per cápita,Goierri,11.4
2011,Fotovoltaica,,Goierri,,Watts per cápita,Goierri,11.2
2020,Fotovoltaica,,Goierri,,Watts per cápita,Goierri,13.4
2014,Fotovoltaica,,Gorbeialdea / Estribaciones del Gorbea,,Watts per cápita,Gorbeialdea / Estribaciones del Gorbea,107.1
2016,Fotovoltaica,,Gorbeialdea / Estribaciones del Gorbea,,Watts per cápita,Gorbeialdea / Estribaciones del Gorbea,108.1
2010,Fotovoltaica,,Gorbeialdea / Estribaciones del Gorbea,,Watts per cápita,Gorbeialdea / Estribaciones del Gorbea,98.5
2017,Fotovoltaica,,Gorbeialdea / Estribaciones del Gorbea,,Watts per cápita,Gorbeialdea / Estribaciones del Gorbea,107.3
2019,Fotovoltaica,,Gorbeialdea / Estribaciones del Gorbea,,Watts per cápita,Gorbeialdea / Estribaciones del Gorbea,133.2
2022,Fotovoltaica,,Gorbeialdea / Estribaciones del Gorbea,,Watts per cápita,Gorbeialdea / Estribaciones del Gorbea,225.5
2013,Fotovoltaica,,Gorbeialdea / Estribaciones del Gorbea,,Watts per cápita,Gorbeialdea / Estribaciones del Gorbea,105.9
2018,Fotovoltaica,,Gorbeialdea / Estribaciones del Gorbea,,Watts per cápita,Gorbeialdea / Estribaciones del Gorbea,113.6
2015,Fotovoltaica,,Gorbeialdea / Estribaciones del Gorbea,,Watts per cápita,Gorbeialdea / Estribaciones del Gorbea,107.2
2011,Fotovoltaica,,Gorbeialdea / Estribaciones del Gorbea,,Watts per cápita,Gorbeialdea / Estribaciones del Gorbea,102.1
