Year,Tipo de tecnología renovable,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2023,Eólica,,,Zaratamo,Watts per cápita,Zaratamo,0.0
2018,Eólica,,,Zaratamo,Watts per cápita,Zaratamo,0.0
2014,Eólica,,,Zaratamo,Watts per cápita,Zaratamo,0.0
2015,Eólica,,,Zaratamo,Watts per cápita,Zaratamo,0.0
2013,Eólica,,,Zaratamo,Watts per cápita,Zaratamo,0.0
2010,Eólica,,,Zaratamo,Watts per cápita,Zaratamo,0.0
2011,Eólica,,,Zaratamo,Watts per cápita,Zaratamo,0.0
2019,Eólica,,,Zaratamo,Watts per cápita,Zaratamo,0.0
2016,Eólica,,,Zarautz,Watts per cápita,Zarautz,0.0
2011,Eólica,,,Zarautz,Watts per cápita,Zarautz,0.0
2012,Eólica,,,Zarautz,Watts per cápita,Zarautz,0.0
2023,Eólica,,,Zarautz,Watts per cápita,Zarautz,0.0
2014,Eólica,,,Zarautz,Watts per cápita,Zarautz,0.0
2021,Eólica,,,Zarautz,Watts per cápita,Zarautz,0.0
2020,Eólica,,,Zarautz,Watts per cápita,Zarautz,0.0
2019,Eólica,,,Zarautz,Watts per cápita,Zarautz,0.0
2017,Eólica,,,Zarautz,Watts per cápita,Zarautz,0.0
2013,Eólica,,,Zarautz,Watts per cápita,Zarautz,0.0
2018,Eólica,,,Zarautz,Watts per cápita,Zarautz,0.0
2015,Eólica,,,Zarautz,Watts per cápita,Zarautz,0.0
2010,Eólica,,,Zarautz,Watts per cápita,Zarautz,0.0
2022,Eólica,,,Zarautz,Watts per cápita,Zarautz,0.0
2021,Eólica,,,Zeanuri,Watts per cápita,Zeanuri,0.3
2018,Eólica,,,Zeanuri,Watts per cápita,Zeanuri,0.3
2011,Eólica,,,Zeanuri,Watts per cápita,Zeanuri,0.3
2016,Eólica,,,Zeanuri,Watts per cápita,Zeanuri,0.3
2023,Eólica,,,Zeanuri,Watts per cápita,Zeanuri,0.3
2019,Eólica,,,Zeanuri,Watts per cápita,Zeanuri,0.3
2014,Eólica,,,Zeanuri,Watts per cápita,Zeanuri,0.3
2020,Eólica,,,Zeanuri,Watts per cápita,Zeanuri,0.3
2012,Eólica,,,Zeanuri,Watts per cápita,Zeanuri,0.3
2010,Eólica,,,Zeanuri,Watts per cápita,Zeanuri,0.3
2022,Eólica,,,Zeanuri,Watts per cápita,Zeanuri,0.3
2013,Eólica,,,Zeanuri,Watts per cápita,Zeanuri,0.3
2017,Eólica,,,Zeanuri,Watts per cápita,Zeanuri,0.3
2015,Eólica,,,Zeanuri,Watts per cápita,Zeanuri,0.3
2018,Eólica,,,Zeberio,Watts per cápita,Zeberio,1.5
2021,Eólica,,,Zeberio,Watts per cápita,Zeberio,1.5
2013,Eólica,,,Zeberio,Watts per cápita,Zeberio,0.0
2019,Eólica,,,Zeberio,Watts per cápita,Zeberio,1.5
2011,Eólica,,,Zeberio,Watts per cápita,Zeberio,0.0
2017,Eólica,,,Zeberio,Watts per cápita,Zeberio,1.5
2020,Eólica,,,Zeberio,Watts per cápita,Zeberio,1.5
2014,Eólica,,,Zeberio,Watts per cápita,Zeberio,0.0
2012,Eólica,,,Zeberio,Watts per cápita,Zeberio,0.0
2010,Eólica,,,Zeberio,Watts per cápita,Zeberio,0.0
2015,Eólica,,,Zeberio,Watts per cápita,Zeberio,0.0
2022,Eólica,,,Zeberio,Watts per cápita,Zeberio,1.5
2023,Eólica,,,Zeberio,Watts per cápita,Zeberio,1.5
2016,Eólica,,,Zeberio,Watts per cápita,Zeberio,1.5
2023,Eólica,,,Zegama,Watts per cápita,Zegama,1.0
2020,Eólica,,,Zegama,Watts per cápita,Zegama,1.0
2022,Eólica,,,Zegama,Watts per cápita,Zegama,1.0
2021,Eólica,,,Zegama,Watts per cápita,Zegama,1.0
2017,Eólica,,,Zegama,Watts per cápita,Zegama,1.0
2016,Eólica,,,Zegama,Watts per cápita,Zegama,1.0
2012,Eólica,,,Zegama,Watts per cápita,Zegama,1.0
2015,Eólica,,,Zegama,Watts per cápita,Zegama,1.1
2010,Eólica,,,Zegama,Watts per cápita,Zegama,1.0
2019,Eólica,,,Zegama,Watts per cápita,Zegama,1.1
2011,Eólica,,,Zegama,Watts per cápita,Zegama,1.0
2014,Eólica,,,Zegama,Watts per cápita,Zegama,1.0
2018,Eólica,,,Zegama,Watts per cápita,Zegama,1.0
2013,Eólica,,,Zegama,Watts per cápita,Zegama,1.0
2016,Eólica,,,Zerain,Watts per cápita,Zerain,0.0
2018,Eólica,,,Zerain,Watts per cápita,Zerain,0.0
2019,Eólica,,,Zerain,Watts per cápita,Zerain,0.0
2017,Eólica,,,Zerain,Watts per cápita,Zerain,0.0
2011,Eólica,,,Zerain,Watts per cápita,Zerain,0.0
2023,Eólica,,,Zerain,Watts per cápita,Zerain,0.0
2020,Eólica,,,Zerain,Watts per cápita,Zerain,0.0
2015,Eólica,,,Zerain,Watts per cápita,Zerain,0.0
2012,Eólica,,,Zerain,Watts per cápita,Zerain,0.0
2021,Eólica,,,Zerain,Watts per cápita,Zerain,0.0
2022,Eólica,,,Zerain,Watts per cápita,Zerain,0.0
2010,Eólica,,,Zerain,Watts per cápita,Zerain,0.0
2014,Eólica,,,Zerain,Watts per cápita,Zerain,0.0
2013,Eólica,,,Zerain,Watts per cápita,Zerain,0.0
2020,Eólica,,,Zestoa,Watts per cápita,Zestoa,0.0
2015,Eólica,,,Zestoa,Watts per cápita,Zestoa,0.0
2013,Eólica,,,Zestoa,Watts per cápita,Zestoa,0.0
2011,Eólica,,,Zestoa,Watts per cápita,Zestoa,0.0
2014,Eólica,,,Zestoa,Watts per cápita,Zestoa,0.0
2019,Eólica,,,Zestoa,Watts per cápita,Zestoa,0.0
2021,Eólica,,,Zestoa,Watts per cápita,Zestoa,0.0
2010,Eólica,,,Zestoa,Watts per cápita,Zestoa,0.0
2022,Eólica,,,Zestoa,Watts per cápita,Zestoa,0.0
2023,Eólica,,,Zestoa,Watts per cápita,Zestoa,0.0
2016,Eólica,,,Zestoa,Watts per cápita,Zestoa,0.0
2018,Eólica,,,Zestoa,Watts per cápita,Zestoa,0.0
2017,Eólica,,,Zestoa,Watts per cápita,Zestoa,0.0
2012,Eólica,,,Zestoa,Watts per cápita,Zestoa,0.0
2019,Eólica,,,Zierbena,Watts per cápita,Zierbena,6561.7
2016,Eólica,,,Zierbena,Watts per cápita,Zierbena,6680.0
2011,Eólica,,,Zierbena,Watts per cápita,Zierbena,6825.9
2022,Eólica,,,Zierbena,Watts per cápita,Zierbena,6702.4
2014,Eólica,,,Zierbena,Watts per cápita,Zierbena,6666.7
2020,Eólica,,,Zierbena,Watts per cápita,Zierbena,6592.0
2017,Eólica,,,Zierbena,Watts per cápita,Zierbena,6689.0
2023,Eólica,,,Zierbena,Watts per cápita,Zierbena,6720.4
2021,Eólica,,,Zierbena,Watts per cápita,Zierbena,6724.9
2018,Eólica,,,Zierbena,Watts per cápita,Zierbena,6697.9
2013,Eólica,,,Zierbena,Watts per cápita,Zierbena,6662.2
2010,Eólica,,,Zierbena,Watts per cápita,Zierbena,6973.5
2012,Eólica,,,Zierbena,Watts per cápita,Zierbena,6743.1
2015,Eólica,,,Zierbena,Watts per cápita,Zierbena,6693.4
2013,Eólica,,,Zigoitia,Watts per cápita,Zigoitia,0.2
2016,Eólica,,,Zigoitia,Watts per cápita,Zigoitia,0.2
2012,Eólica,,,Zigoitia,Watts per cápita,Zigoitia,0.2
2011,Eólica,,,Zigoitia,Watts per cápita,Zigoitia,0.2
2010,Eólica,,,Zigoitia,Watts per cápita,Zigoitia,0.2
2017,Eólica,,,Zigoitia,Watts per cápita,Zigoitia,0.2
2015,Eólica,,,Zigoitia,Watts per cápita,Zigoitia,0.2
2014,Eólica,,,Zigoitia,Watts per cápita,Zigoitia,0.2
2023,Eólica,,,Zigoitia,Watts per cápita,Zigoitia,0.2
2019,Eólica,,,Zigoitia,Watts per cápita,Zigoitia,0.2
2021,Eólica,,,Zigoitia,Watts per cápita,Zigoitia,0.2
2018,Eólica,,,Zigoitia,Watts per cápita,Zigoitia,0.2
2020,Eólica,,,Zigoitia,Watts per cápita,Zigoitia,0.2
2022,Eólica,,,Zigoitia,Watts per cápita,Zigoitia,0.2
2017,Eólica,,,Ziortza-Bolibar,Watts per cápita,Ziortza-Bolibar,0.0
2015,Eólica,,,Ziortza-Bolibar,Watts per cápita,Ziortza-Bolibar,0.0
2021,Eólica,,,Ziortza-Bolibar,Watts per cápita,Ziortza-Bolibar,0.0
2019,Eólica,,,Ziortza-Bolibar,Watts per cápita,Ziortza-Bolibar,0.0
2011,Eólica,,,Ziortza-Bolibar,Watts per cápita,Ziortza-Bolibar,0.0
2012,Eólica,,,Ziortza-Bolibar,Watts per cápita,Ziortza-Bolibar,0.0
2016,Eólica,,,Ziortza-Bolibar,Watts per cápita,Ziortza-Bolibar,0.0
2013,Eólica,,,Ziortza-Bolibar,Watts per cápita,Ziortza-Bolibar,0.0
2022,Eólica,,,Ziortza-Bolibar,Watts per cápita,Ziortza-Bolibar,0.0
2023,Eólica,,,Ziortza-Bolibar,Watts per cápita,Ziortza-Bolibar,0.0
2020,Eólica,,,Ziortza-Bolibar,Watts per cápita,Ziortza-Bolibar,0.0
2018,Eólica,,,Ziortza-Bolibar,Watts per cápita,Ziortza-Bolibar,0.0
2014,Eólica,,,Ziortza-Bolibar,Watts per cápita,Ziortza-Bolibar,0.0
2010,Eólica,,,Ziortza-Bolibar,Watts per cápita,Ziortza-Bolibar,0.0
2021,Eólica,,,Zizurkil,Watts per cápita,Zizurkil,0.0
2013,Eólica,,,Zizurkil,Watts per cápita,Zizurkil,0.0
2015,Eólica,,,Zizurkil,Watts per cápita,Zizurkil,0.0
2010,Eólica,,,Zizurkil,Watts per cápita,Zizurkil,0.0
2023,Eólica,,,Zizurkil,Watts per cápita,Zizurkil,0.0
2016,Eólica,,,Zizurkil,Watts per cápita,Zizurkil,0.0
2019,Eólica,,,Zizurkil,Watts per cápita,Zizurkil,0.0
2017,Eólica,,,Zizurkil,Watts per cápita,Zizurkil,0.0
2018,Eólica,,,Zizurkil,Watts per cápita,Zizurkil,0.0
2022,Eólica,,,Zizurkil,Watts per cápita,Zizurkil,0.0
2014,Eólica,,,Zizurkil,Watts per cápita,Zizurkil,0.0
2020,Eólica,,,Zizurkil,Watts per cápita,Zizurkil,0.0
2012,Eólica,,,Zizurkil,Watts per cápita,Zizurkil,0.0
2011,Eólica,,,Zizurkil,Watts per cápita,Zizurkil,0.0
2012,Eólica,,,Zuia,Watts per cápita,Zuia,0.0
2023,Eólica,,,Zuia,Watts per cápita,Zuia,1.8
2022,Eólica,,,Zuia,Watts per cápita,Zuia,1.8
2014,Eólica,,,Zuia,Watts per cápita,Zuia,0.0
2017,Eólica,,,Zuia,Watts per cápita,Zuia,1.9
2020,Eólica,,,Zuia,Watts per cápita,Zuia,1.9
2021,Eólica,,,Zuia,Watts per cápita,Zuia,1.9
2019,Eólica,,,Zuia,Watts per cápita,Zuia,1.9
2016,Eólica,,,Zuia,Watts per cápita,Zuia,0.2
2010,Eólica,,,Zuia,Watts per cápita,Zuia,0.0
2011,Eólica,,,Zuia,Watts per cápita,Zuia,0.0
2018,Eólica,,,Zuia,Watts per cápita,Zuia,1.9
2013,Eólica,,,Zuia,Watts per cápita,Zuia,0.0
2015,Eólica,,,Zuia,Watts per cápita,Zuia,0.0
2021,Eólica,,,Zumaia,Watts per cápita,Zumaia,0.0
2012,Eólica,,,Zumaia,Watts per cápita,Zumaia,0.0
2015,Eólica,,,Zumaia,Watts per cápita,Zumaia,0.0
2018,Eólica,,,Zumaia,Watts per cápita,Zumaia,0.0
2019,Eólica,,,Zumaia,Watts per cápita,Zumaia,0.0
2014,Eólica,,,Zumaia,Watts per cápita,Zumaia,0.0
2023,Eólica,,,Zumaia,Watts per cápita,Zumaia,0.0
2013,Eólica,,,Zumaia,Watts per cápita,Zumaia,0.0
2011,Eólica,,,Zumaia,Watts per cápita,Zumaia,0.0
2017,Eólica,,,Zumaia,Watts per cápita,Zumaia,0.0
2022,Eólica,,,Zumaia,Watts per cápita,Zumaia,0.0
2010,Eólica,,,Zumaia,Watts per cápita,Zumaia,0.0
2020,Eólica,,,Zumaia,Watts per cápita,Zumaia,0.0
2016,Eólica,,,Zumaia,Watts per cápita,Zumaia,0.0
2020,Eólica,,,Zumarraga,Watts per cápita,Zumarraga,0.0
2017,Eólica,,,Zumarraga,Watts per cápita,Zumarraga,0.0
2019,Eólica,,,Zumarraga,Watts per cápita,Zumarraga,0.0
2023,Eólica,,,Zumarraga,Watts per cápita,Zumarraga,0.0
2018,Eólica,,,Zumarraga,Watts per cápita,Zumarraga,0.0
2014,Eólica,,,Zumarraga,Watts per cápita,Zumarraga,0.0
2013,Eólica,,,Zumarraga,Watts per cápita,Zumarraga,0.0
2011,Eólica,,,Zumarraga,Watts per cápita,Zumarraga,0.0
2022,Eólica,,,Zumarraga,Watts per cápita,Zumarraga,0.0
2021,Eólica,,,Zumarraga,Watts per cápita,Zumarraga,0.0
2015,Eólica,,,Zumarraga,Watts per cápita,Zumarraga,0.0
2016,Eólica,,,Zumarraga,Watts per cápita,Zumarraga,0.0
2012,Eólica,,,Zumarraga,Watts per cápita,Zumarraga,0.0
2010,Eólica,,,Zumarraga,Watts per cápita,Zumarraga,0.0
2010,Eólica,,Añana (comarca),,Watts per cápita,Añana (comarca),8331.4
2014,Eólica,,Añana (comarca),,Watts per cápita,Añana (comarca),8291.0
2012,Eólica,,Añana (comarca),,Watts per cápita,Añana (comarca),8266.1
2019,Eólica,,Añana (comarca),,Watts per cápita,Añana (comarca),8050.0
2017,Eólica,,Añana (comarca),,Watts per cápita,Añana (comarca),8161.3
2018,Eólica,,Añana (comarca),,Watts per cápita,Añana (comarca),8129.2
2013,Eólica,,Añana (comarca),,Watts per cápita,Añana (comarca),8241.4
2020,Eólica,,Añana (comarca),,Watts per cápita,Añana (comarca),7911.3
2021,Eólica,,Añana (comarca),,Watts per cápita,Añana (comarca),7821.2
2016,Eólica,,Añana (comarca),,Watts per cápita,Añana (comarca),8219.5
2015,Eólica,,Añana (comarca),,Watts per cápita,Añana (comarca),8360.9
2022,Eólica,,Añana (comarca),,Watts per cápita,Añana (comarca),7846.0
2023,Eólica,,Añana (comarca),,Watts per cápita,Añana (comarca),7774.5
2011,Eólica,,Añana (comarca),,Watts per cápita,Añana (comarca),8231.8
2017,Eólica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,11.0
2014,Eólica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,2.4
2019,Eólica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,11.0
2016,Eólica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,11.1
2023,Eólica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,11.2
2010,Eólica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,0.2
2018,Eólica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,11.0
2013,Eólica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,2.3
2011,Eólica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,1.9
2012,Eólica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,1.9
2015,Eólica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,11.1
2022,Eólica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,10.8
2020,Eólica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,10.9
2021,Eólica,,Arabako Errioxa / Rioja Alavesa,,Watts per cápita,Arabako Errioxa / Rioja Alavesa,10.8
2013,Eólica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,0.2
2012,Eólica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,0.2
2011,Eólica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,0.2
2022,Eólica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,0.2
2019,Eólica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,0.2
2010,Eólica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,0.2
2018,Eólica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,0.2
2020,Eólica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,0.2
2014,Eólica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,0.2
2017,Eólica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,0.2
2021,Eólica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,0.2
2023,Eólica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,0.2
2016,Eólica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,0.2
2015,Eólica,,Arabako Kantaurialdea / Cantábrica Alavesa,,Watts per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,0.2
2017,Eólica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,132.8
2019,Eólica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,130.5
2022,Eólica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,129.5
2020,Eólica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,130.7
2012,Eólica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,135.5
2023,Eólica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,128.5
2016,Eólica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,133.6
2011,Eólica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,134.7
2010,Eólica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,136.1
2014,Eólica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,134.5
2021,Eólica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,130.5
2015,Eólica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,145.7
2013,Eólica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,135.5
2018,Eólica,,Arabako Lautada / Llanada Alavesa,,Watts per cápita,Arabako Lautada / Llanada Alavesa,131.6
2010,Eólica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,1.9
2012,Eólica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,1.9
2014,Eólica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,2.1
2020,Eólica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,2.0
2021,Eólica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,1.9
2017,Eólica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,2.1
2015,Eólica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,2.1
2016,Eólica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,2.1
2022,Eólica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,1.9
2019,Eólica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,2.1
2023,Eólica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,1.9
2013,Eólica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,2.0
2011,Eólica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,1.9
2018,Eólica,,Arabako Mendialdea / Montaña Alavesa,,Watts per cápita,Arabako Mendialdea / Montaña Alavesa,2.1
2020,Eólica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,1.0
2021,Eólica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,1.0
2019,Eólica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,1.0
2014,Eólica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,0.5
2012,Eólica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,0.4
2022,Eólica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,1.0
2010,Eólica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,0.4
2013,Eólica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,0.4
2023,Eólica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,1.0
2017,Eólica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,1.0
2016,Eólica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,0.7
2018,Eólica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,1.0
2011,Eólica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,0.4
2015,Eólica,,Arratia Nerbioi / Arratia-Nervión,,Watts per cápita,Arratia Nerbioi / Arratia-Nervión,0.5
2011,Eólica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,0.0
2023,Eólica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,0.0
2017,Eólica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,0.0
2016,Eólica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,0.0
2021,Eólica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,0.0
2020,Eólica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,0.0
2010,Eólica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,0.0
2022,Eólica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,0.0
2018,Eólica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,0.0
2019,Eólica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,0.0
2015,Eólica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,0.0
2014,Eólica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,0.0
2013,Eólica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,0.0
2012,Eólica,,Bidasoa Beherea / Bajo Bidasoa,,Watts per cápita,Bidasoa Beherea / Bajo Bidasoa,0.0
2019,Eólica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,11.6
2014,Eólica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,11.7
2018,Eólica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,11.7
2015,Eólica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,11.7
2010,Eólica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,11.5
2016,Eólica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,11.7
2013,Eólica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,11.6
2012,Eólica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,11.5
2020,Eólica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,11.7
2017,Eólica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,11.7
2023,Eólica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,11.7
2021,Eólica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,11.8
2011,Eólica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,11.5
2022,Eólica,,Bilbo Handia / Gran Bilbao,,Watts per cápita,Bilbo Handia / Gran Bilbao,11.7
2014,Eólica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,0.1
2023,Eólica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,0.2
2016,Eólica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,0.2
2010,Eólica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,0.1
2021,Eólica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,0.2
2017,Eólica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,0.2
2012,Eólica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,0.1
2022,Eólica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,0.2
2020,Eólica,,Debabarrena / Bajo Deba,,Watts per cápita,Debabarrena / Bajo Deba,0.2
