Year,Sex,Province,County,Municipality,Units,GeoCode,Value
2020,,,,Lantarón,"Per 100,000 inhabitants",Lantarón,0.0
2011,,,,Lantarón,"Per 100,000 inhabitants",Lantarón,0.0
2010,,,,Lantarón,"Per 100,000 inhabitants",Lantarón,0.0
2017,,,,Lantarón,"Per 100,000 inhabitants",Lantarón,0.0
2014,,,,Lantarón,"Per 100,000 inhabitants",Lantarón,0.0
2016,,,,Lantarón,"Per 100,000 inhabitants",Lantarón,0.0
2024,,,,Lantarón,"Per 100,000 inhabitants",Lantarón,0.0
2015,,,,Lantarón,"Per 100,000 inhabitants",Lantarón,0.0
2022,,,,Lantarón,"Per 100,000 inhabitants",Lantarón,0.0
2018,,,,Lantarón,"Per 100,000 inhabitants",Lantarón,0.0
2019,,,,Lapuebla de Labarca,"Per 100,000 inhabitants",Lapuebla de Labarca,0.0
2016,,,,Lapuebla de Labarca,"Per 100,000 inhabitants",Lapuebla de Labarca,0.0
2013,,,,Lapuebla de Labarca,"Per 100,000 inhabitants",Lapuebla de Labarca,0.0
2017,,,,Lapuebla de Labarca,"Per 100,000 inhabitants",Lapuebla de Labarca,0.0
2022,,,,Lapuebla de Labarca,"Per 100,000 inhabitants",Lapuebla de Labarca,0.0
2021,,,,Lapuebla de Labarca,"Per 100,000 inhabitants",Lapuebla de Labarca,0.0
2024,,,,Lapuebla de Labarca,"Per 100,000 inhabitants",Lapuebla de Labarca,0.0
2020,,,,Lapuebla de Labarca,"Per 100,000 inhabitants",Lapuebla de Labarca,0.0
2014,,,,Lapuebla de Labarca,"Per 100,000 inhabitants",Lapuebla de Labarca,0.0
2011,,,,Lapuebla de Labarca,"Per 100,000 inhabitants",Lapuebla de Labarca,0.0
2012,,,,Lapuebla de Labarca,"Per 100,000 inhabitants",Lapuebla de Labarca,0.0
2010,,,,Lapuebla de Labarca,"Per 100,000 inhabitants",Lapuebla de Labarca,0.0
2023,,,,Lapuebla de Labarca,"Per 100,000 inhabitants",Lapuebla de Labarca,0.0
2015,,,,Lapuebla de Labarca,"Per 100,000 inhabitants",Lapuebla de Labarca,0.0
2018,,,,Lapuebla de Labarca,"Per 100,000 inhabitants",Lapuebla de Labarca,0.0
2020,,,,Larrabetzu,"Per 100,000 inhabitants",Larrabetzu,0.0
2017,,,,Larrabetzu,"Per 100,000 inhabitants",Larrabetzu,0.0
2014,,,,Larrabetzu,"Per 100,000 inhabitants",Larrabetzu,0.0
2018,,,,Larrabetzu,"Per 100,000 inhabitants",Larrabetzu,0.0
2013,,,,Larrabetzu,"Per 100,000 inhabitants",Larrabetzu,0.0
2012,,,,Larrabetzu,"Per 100,000 inhabitants",Larrabetzu,0.0
2010,,,,Larrabetzu,"Per 100,000 inhabitants",Larrabetzu,0.0
2021,,,,Larrabetzu,"Per 100,000 inhabitants",Larrabetzu,0.0
2019,,,,Larrabetzu,"Per 100,000 inhabitants",Larrabetzu,0.0
2023,,,,Larrabetzu,"Per 100,000 inhabitants",Larrabetzu,0.0
2022,,,,Larrabetzu,"Per 100,000 inhabitants",Larrabetzu,0.0
2011,,,,Larrabetzu,"Per 100,000 inhabitants",Larrabetzu,0.0
2016,,,,Larrabetzu,"Per 100,000 inhabitants",Larrabetzu,0.0
2015,,,,Larrabetzu,"Per 100,000 inhabitants",Larrabetzu,0.0
2024,,,,Larrabetzu,"Per 100,000 inhabitants",Larrabetzu,0.0
2023,,,,Larraul,"Per 100,000 inhabitants",Larraul,0.0
2015,,,,Larraul,"Per 100,000 inhabitants",Larraul,0.0
2017,,,,Larraul,"Per 100,000 inhabitants",Larraul,0.0
2016,,,,Larraul,"Per 100,000 inhabitants",Larraul,0.0
2022,,,,Larraul,"Per 100,000 inhabitants",Larraul,0.0
2014,,,,Larraul,"Per 100,000 inhabitants",Larraul,0.0
2018,,,,Larraul,"Per 100,000 inhabitants",Larraul,0.0
2012,,,,Larraul,"Per 100,000 inhabitants",Larraul,0.0
2020,,,,Larraul,"Per 100,000 inhabitants",Larraul,0.0
2024,,,,Larraul,"Per 100,000 inhabitants",Larraul,0.0
2011,,,,Larraul,"Per 100,000 inhabitants",Larraul,0.0
2010,,,,Larraul,"Per 100,000 inhabitants",Larraul,0.0
2013,,,,Larraul,"Per 100,000 inhabitants",Larraul,0.0
2019,,,,Larraul,"Per 100,000 inhabitants",Larraul,0.0
2021,,,,Larraul,"Per 100,000 inhabitants",Larraul,0.0
2024,,,,Lasarte-Oria,"Per 100,000 inhabitants",Lasarte-Oria,0.0
2016,,,,Lasarte-Oria,"Per 100,000 inhabitants",Lasarte-Oria,0.0
2018,,,,Lasarte-Oria,"Per 100,000 inhabitants",Lasarte-Oria,0.0
2020,,,,Lasarte-Oria,"Per 100,000 inhabitants",Lasarte-Oria,0.0
2015,,,,Lasarte-Oria,"Per 100,000 inhabitants",Lasarte-Oria,0.0
2012,,,,Lasarte-Oria,"Per 100,000 inhabitants",Lasarte-Oria,0.0
2010,,,,Lasarte-Oria,"Per 100,000 inhabitants",Lasarte-Oria,0.0
2019,,,,Lasarte-Oria,"Per 100,000 inhabitants",Lasarte-Oria,0.0
2023,,,,Lasarte-Oria,"Per 100,000 inhabitants",Lasarte-Oria,0.0
2021,,,,Lasarte-Oria,"Per 100,000 inhabitants",Lasarte-Oria,0.0
2011,,,,Lasarte-Oria,"Per 100,000 inhabitants",Lasarte-Oria,0.0
2013,,,,Lasarte-Oria,"Per 100,000 inhabitants",Lasarte-Oria,0.0
2022,,,,Lasarte-Oria,"Per 100,000 inhabitants",Lasarte-Oria,0.0
2017,,,,Lasarte-Oria,"Per 100,000 inhabitants",Lasarte-Oria,0.0
2014,,,,Lasarte-Oria,"Per 100,000 inhabitants",Lasarte-Oria,0.0
2010,,,,Laudio/Llodio,"Per 100,000 inhabitants",Laudio/Llodio,0.0
2022,,,,Laudio/Llodio,"Per 100,000 inhabitants",Laudio/Llodio,0.0
2023,,,,Laudio/Llodio,"Per 100,000 inhabitants",Laudio/Llodio,0.0
2019,,,,Laudio/Llodio,"Per 100,000 inhabitants",Laudio/Llodio,0.0
2011,,,,Laudio/Llodio,"Per 100,000 inhabitants",Laudio/Llodio,0.0
2016,,,,Laudio/Llodio,"Per 100,000 inhabitants",Laudio/Llodio,0.0
2015,,,,Laudio/Llodio,"Per 100,000 inhabitants",Laudio/Llodio,0.0
2014,,,,Laudio/Llodio,"Per 100,000 inhabitants",Laudio/Llodio,0.0
2012,,,,Laudio/Llodio,"Per 100,000 inhabitants",Laudio/Llodio,0.0
2020,,,,Laudio/Llodio,"Per 100,000 inhabitants",Laudio/Llodio,0.0
2018,,,,Laudio/Llodio,"Per 100,000 inhabitants",Laudio/Llodio,0.0
2021,,,,Laudio/Llodio,"Per 100,000 inhabitants",Laudio/Llodio,0.0
2024,,,,Laudio/Llodio,"Per 100,000 inhabitants",Laudio/Llodio,0.0
2013,,,,Laudio/Llodio,"Per 100,000 inhabitants",Laudio/Llodio,0.0
2017,,,,Laudio/Llodio,"Per 100,000 inhabitants",Laudio/Llodio,0.0
2017,,,,Laukiz,"Per 100,000 inhabitants",Laukiz,0.0
2010,,,,Laukiz,"Per 100,000 inhabitants",Laukiz,0.0
2019,,,,Laukiz,"Per 100,000 inhabitants",Laukiz,0.0
2012,,,,Laukiz,"Per 100,000 inhabitants",Laukiz,0.0
2021,,,,Laukiz,"Per 100,000 inhabitants",Laukiz,0.0
2011,,,,Laukiz,"Per 100,000 inhabitants",Laukiz,0.0
2022,,,,Laukiz,"Per 100,000 inhabitants",Laukiz,0.0
2013,,,,Laukiz,"Per 100,000 inhabitants",Laukiz,0.0
2023,,,,Laukiz,"Per 100,000 inhabitants",Laukiz,0.0
2015,,,,Laukiz,"Per 100,000 inhabitants",Laukiz,0.0
2018,,,,Laukiz,"Per 100,000 inhabitants",Laukiz,0.0
2014,,,,Laukiz,"Per 100,000 inhabitants",Laukiz,0.0
2024,,,,Laukiz,"Per 100,000 inhabitants",Laukiz,0.0
2020,,,,Laukiz,"Per 100,000 inhabitants",Laukiz,0.0
2016,,,,Laukiz,"Per 100,000 inhabitants",Laukiz,0.0
2018,,,,Lazkao,"Per 100,000 inhabitants",Lazkao,0.0
2010,,,,Lazkao,"Per 100,000 inhabitants",Lazkao,0.0
2015,,,,Lazkao,"Per 100,000 inhabitants",Lazkao,0.0
2024,,,,Lazkao,"Per 100,000 inhabitants",Lazkao,0.0
2021,,,,Lazkao,"Per 100,000 inhabitants",Lazkao,0.0
2023,,,,Lazkao,"Per 100,000 inhabitants",Lazkao,0.0
2019,,,,Lazkao,"Per 100,000 inhabitants",Lazkao,0.0
2013,,,,Lazkao,"Per 100,000 inhabitants",Lazkao,0.0
2012,,,,Lazkao,"Per 100,000 inhabitants",Lazkao,0.0
2016,,,,Lazkao,"Per 100,000 inhabitants",Lazkao,0.0
2017,,,,Lazkao,"Per 100,000 inhabitants",Lazkao,0.0
2014,,,,Lazkao,"Per 100,000 inhabitants",Lazkao,0.0
2011,,,,Lazkao,"Per 100,000 inhabitants",Lazkao,0.0
2022,,,,Lazkao,"Per 100,000 inhabitants",Lazkao,0.0
2020,,,,Lazkao,"Per 100,000 inhabitants",Lazkao,0.0
2021,,,,Leaburu,"Per 100,000 inhabitants",Leaburu,0.0
2013,,,,Leaburu,"Per 100,000 inhabitants",Leaburu,0.0
2012,,,,Leaburu,"Per 100,000 inhabitants",Leaburu,0.0
2017,,,,Leaburu,"Per 100,000 inhabitants",Leaburu,0.0
2024,,,,Leaburu,"Per 100,000 inhabitants",Leaburu,0.0
2014,,,,Leaburu,"Per 100,000 inhabitants",Leaburu,0.0
2018,,,,Leaburu,"Per 100,000 inhabitants",Leaburu,0.0
2015,,,,Leaburu,"Per 100,000 inhabitants",Leaburu,0.0
2020,,,,Leaburu,"Per 100,000 inhabitants",Leaburu,0.0
2011,,,,Leaburu,"Per 100,000 inhabitants",Leaburu,0.0
2022,,,,Leaburu,"Per 100,000 inhabitants",Leaburu,0.0
2016,,,,Leaburu,"Per 100,000 inhabitants",Leaburu,0.0
2019,,,,Leaburu,"Per 100,000 inhabitants",Leaburu,0.0
2023,,,,Leaburu,"Per 100,000 inhabitants",Leaburu,0.0
2010,,,,Leaburu,"Per 100,000 inhabitants",Leaburu,0.0
2011,,,,Legazpi,"Per 100,000 inhabitants",Legazpi,0.0
2019,,,,Legazpi,"Per 100,000 inhabitants",Legazpi,0.0
2016,,,,Legazpi,"Per 100,000 inhabitants",Legazpi,0.0
2017,,,,Legazpi,"Per 100,000 inhabitants",Legazpi,0.0
2012,,,,Legazpi,"Per 100,000 inhabitants",Legazpi,0.0
2024,,,,Legazpi,"Per 100,000 inhabitants",Legazpi,0.0
2022,,,,Legazpi,"Per 100,000 inhabitants",Legazpi,0.0
2018,,,,Legazpi,"Per 100,000 inhabitants",Legazpi,0.0
2014,,,,Legazpi,"Per 100,000 inhabitants",Legazpi,0.0
2023,,,,Legazpi,"Per 100,000 inhabitants",Legazpi,0.0
2013,,,,Legazpi,"Per 100,000 inhabitants",Legazpi,0.0
2020,,,,Legazpi,"Per 100,000 inhabitants",Legazpi,0.0
2015,,,,Legazpi,"Per 100,000 inhabitants",Legazpi,0.0
2010,,,,Legazpi,"Per 100,000 inhabitants",Legazpi,0.0
2021,,,,Legazpi,"Per 100,000 inhabitants",Legazpi,0.0
2016,,,,Legorreta,"Per 100,000 inhabitants",Legorreta,0.0
2021,,,,Legorreta,"Per 100,000 inhabitants",Legorreta,0.0
2019,,,,Legorreta,"Per 100,000 inhabitants",Legorreta,0.0
2011,,,,Legorreta,"Per 100,000 inhabitants",Legorreta,0.0
2015,,,,Legorreta,"Per 100,000 inhabitants",Legorreta,0.0
2020,,,,Legorreta,"Per 100,000 inhabitants",Legorreta,0.0
2014,,,,Legorreta,"Per 100,000 inhabitants",Legorreta,0.0
2013,,,,Legorreta,"Per 100,000 inhabitants",Legorreta,0.0
2017,,,,Legorreta,"Per 100,000 inhabitants",Legorreta,0.0
2022,,,,Legorreta,"Per 100,000 inhabitants",Legorreta,0.0
2012,,,,Legorreta,"Per 100,000 inhabitants",Legorreta,0.0
2023,,,,Legorreta,"Per 100,000 inhabitants",Legorreta,0.0
2018,,,,Legorreta,"Per 100,000 inhabitants",Legorreta,0.0
2024,,,,Legorreta,"Per 100,000 inhabitants",Legorreta,0.0
2010,,,,Legorreta,"Per 100,000 inhabitants",Legorreta,0.0
2022,,,,Legutio,"Per 100,000 inhabitants",Legutio,0.0
2018,,,,Legutio,"Per 100,000 inhabitants",Legutio,0.0
2019,,,,Legutio,"Per 100,000 inhabitants",Legutio,0.0
2016,,,,Legutio,"Per 100,000 inhabitants",Legutio,0.0
2010,,,,Legutio,"Per 100,000 inhabitants",Legutio,0.0
2013,,,,Legutio,"Per 100,000 inhabitants",Legutio,0.0
2014,,,,Legutio,"Per 100,000 inhabitants",Legutio,0.0
2024,,,,Legutio,"Per 100,000 inhabitants",Legutio,0.0
2012,,,,Legutio,"Per 100,000 inhabitants",Legutio,0.0
2021,,,,Legutio,"Per 100,000 inhabitants",Legutio,0.0
2020,,,,Legutio,"Per 100,000 inhabitants",Legutio,0.0
2017,,,,Legutio,"Per 100,000 inhabitants",Legutio,0.0
2015,,,,Legutio,"Per 100,000 inhabitants",Legutio,0.0
2023,,,,Legutio,"Per 100,000 inhabitants",Legutio,0.0
2011,,,,Legutio,"Per 100,000 inhabitants",Legutio,0.0
2012,,,,Leintz-Gatzaga,"Per 100,000 inhabitants",Leintz-Gatzaga,0.0
2017,,,,Leintz-Gatzaga,"Per 100,000 inhabitants",Leintz-Gatzaga,0.0
2014,,,,Leintz-Gatzaga,"Per 100,000 inhabitants",Leintz-Gatzaga,0.0
2024,,,,Leintz-Gatzaga,"Per 100,000 inhabitants",Leintz-Gatzaga,0.0
2023,,,,Leintz-Gatzaga,"Per 100,000 inhabitants",Leintz-Gatzaga,0.0
2022,,,,Leintz-Gatzaga,"Per 100,000 inhabitants",Leintz-Gatzaga,0.0
2016,,,,Leintz-Gatzaga,"Per 100,000 inhabitants",Leintz-Gatzaga,0.0
2019,,,,Leintz-Gatzaga,"Per 100,000 inhabitants",Leintz-Gatzaga,0.0
2021,,,,Leintz-Gatzaga,"Per 100,000 inhabitants",Leintz-Gatzaga,0.0
2011,,,,Leintz-Gatzaga,"Per 100,000 inhabitants",Leintz-Gatzaga,0.0
2013,,,,Leintz-Gatzaga,"Per 100,000 inhabitants",Leintz-Gatzaga,0.0
2015,,,,Leintz-Gatzaga,"Per 100,000 inhabitants",Leintz-Gatzaga,0.0
2020,,,,Leintz-Gatzaga,"Per 100,000 inhabitants",Leintz-Gatzaga,0.0
2010,,,,Leintz-Gatzaga,"Per 100,000 inhabitants",Leintz-Gatzaga,0.0
2018,,,,Leintz-Gatzaga,"Per 100,000 inhabitants",Leintz-Gatzaga,0.0
2020,,,,Leioa,"Per 100,000 inhabitants",Leioa,0.0
2012,,,,Leioa,"Per 100,000 inhabitants",Leioa,0.0
2015,,,,Leioa,"Per 100,000 inhabitants",Leioa,0.0
2023,,,,Leioa,"Per 100,000 inhabitants",Leioa,0.0
2024,,,,Leioa,"Per 100,000 inhabitants",Leioa,0.0
2021,,,,Leioa,"Per 100,000 inhabitants",Leioa,0.0
2019,,,,Leioa,"Per 100,000 inhabitants",Leioa,0.0
2013,,,,Leioa,"Per 100,000 inhabitants",Leioa,0.0
2011,,,,Leioa,"Per 100,000 inhabitants",Leioa,0.0
2014,,,,Leioa,"Per 100,000 inhabitants",Leioa,0.0
2017,,,,Leioa,"Per 100,000 inhabitants",Leioa,0.0
2022,,,,Leioa,"Per 100,000 inhabitants",Leioa,0.0
2016,,,,Leioa,"Per 100,000 inhabitants",Leioa,0.0
2010,,,,Leioa,"Per 100,000 inhabitants",Leioa,0.0
2018,,,,Leioa,"Per 100,000 inhabitants",Leioa,0.0
2024,,,,Lekeitio,"Per 100,000 inhabitants",Lekeitio,0.0
2011,,,,Lekeitio,"Per 100,000 inhabitants",Lekeitio,0.0
2016,,,,Lekeitio,"Per 100,000 inhabitants",Lekeitio,0.0
2013,,,,Lekeitio,"Per 100,000 inhabitants",Lekeitio,0.0
2019,,,,Lekeitio,"Per 100,000 inhabitants",Lekeitio,0.0
2017,,,,Lekeitio,"Per 100,000 inhabitants",Lekeitio,0.0
2020,,,,Lekeitio,"Per 100,000 inhabitants",Lekeitio,0.0
2023,,,,Lekeitio,"Per 100,000 inhabitants",Lekeitio,0.0
2014,,,,Lekeitio,"Per 100,000 inhabitants",Lekeitio,0.0
2015,,,,Lekeitio,"Per 100,000 inhabitants",Lekeitio,0.0
2010,,,,Lekeitio,"Per 100,000 inhabitants",Lekeitio,13.52
2012,,,,Lekeitio,"Per 100,000 inhabitants",Lekeitio,0.0
2018,,,,Lekeitio,"Per 100,000 inhabitants",Lekeitio,0.0
2022,,,,Lekeitio,"Per 100,000 inhabitants",Lekeitio,0.0
2021,,,,Lekeitio,"Per 100,000 inhabitants",Lekeitio,0.0
2023,,,,Lemoa,"Per 100,000 inhabitants",Lemoa,0.0
2020,,,,Lemoa,"Per 100,000 inhabitants",Lemoa,0.0
2011,,,,Lemoa,"Per 100,000 inhabitants",Lemoa,0.0
2014,,,,Lemoa,"Per 100,000 inhabitants",Lemoa,0.0
2012,,,,Lemoa,"Per 100,000 inhabitants",Lemoa,0.0
2021,,,,Lemoa,"Per 100,000 inhabitants",Lemoa,0.0
2017,,,,Lemoa,"Per 100,000 inhabitants",Lemoa,0.0
2019,,,,Lemoa,"Per 100,000 inhabitants",Lemoa,0.0
2018,,,,Lemoa,"Per 100,000 inhabitants",Lemoa,0.0
2013,,,,Lemoa,"Per 100,000 inhabitants",Lemoa,0.0
2010,,,,Lemoa,"Per 100,000 inhabitants",Lemoa,0.0
2015,,,,Lemoa,"Per 100,000 inhabitants",Lemoa,0.0
2024,,,,Lemoa,"Per 100,000 inhabitants",Lemoa,0.0
2016,,,,Lemoa,"Per 100,000 inhabitants",Lemoa,0.0
2022,,,,Lemoa,"Per 100,000 inhabitants",Lemoa,0.0
2022,,,,Lemoiz,"Per 100,000 inhabitants",Lemoiz,0.0
2011,,,,Lemoiz,"Per 100,000 inhabitants",Lemoiz,0.0
2010,,,,Lemoiz,"Per 100,000 inhabitants",Lemoiz,0.0
2024,,,,Lemoiz,"Per 100,000 inhabitants",Lemoiz,0.0
2017,,,,Lemoiz,"Per 100,000 inhabitants",Lemoiz,0.0
2012,,,,Lemoiz,"Per 100,000 inhabitants",Lemoiz,0.0
2016,,,,Lemoiz,"Per 100,000 inhabitants",Lemoiz,0.0
2014,,,,Lemoiz,"Per 100,000 inhabitants",Lemoiz,0.0
2015,,,,Lemoiz,"Per 100,000 inhabitants",Lemoiz,0.0
2023,,,,Lemoiz,"Per 100,000 inhabitants",Lemoiz,0.0
2021,,,,Lemoiz,"Per 100,000 inhabitants",Lemoiz,0.0
2018,,,,Lemoiz,"Per 100,000 inhabitants",Lemoiz,0.0
2013,,,,Lemoiz,"Per 100,000 inhabitants",Lemoiz,0.0
2020,,,,Lemoiz,"Per 100,000 inhabitants",Lemoiz,0.0
2019,,,,Lemoiz,"Per 100,000 inhabitants",Lemoiz,0.0
2020,,,,Leza,"Per 100,000 inhabitants",Leza,0.0
2017,,,,Leza,"Per 100,000 inhabitants",Leza,0.0
2013,,,,Leza,"Per 100,000 inhabitants",Leza,0.0
2014,,,,Leza,"Per 100,000 inhabitants",Leza,0.0
2010,,,,Leza,"Per 100,000 inhabitants",Leza,0.0
2016,,,,Leza,"Per 100,000 inhabitants",Leza,0.0
2011,,,,Leza,"Per 100,000 inhabitants",Leza,0.0
2023,,,,Leza,"Per 100,000 inhabitants",Leza,0.0
2018,,,,Leza,"Per 100,000 inhabitants",Leza,0.0
2019,,,,Leza,"Per 100,000 inhabitants",Leza,0.0
2022,,,,Leza,"Per 100,000 inhabitants",Leza,0.0
2015,,,,Leza,"Per 100,000 inhabitants",Leza,0.0
2021,,,,Leza,"Per 100,000 inhabitants",Leza,0.0
2012,,,,Leza,"Per 100,000 inhabitants",Leza,0.0
2024,,,,Leza,"Per 100,000 inhabitants",Leza,0.0
2015,,,,Lezama,"Per 100,000 inhabitants",Lezama,0.0
2020,,,,Lezama,"Per 100,000 inhabitants",Lezama,0.0
2022,,,,Lezama,"Per 100,000 inhabitants",Lezama,0.0
2023,,,,Lezama,"Per 100,000 inhabitants",Lezama,0.0
2018,,,,Lezama,"Per 100,000 inhabitants",Lezama,0.0
2017,,,,Lezama,"Per 100,000 inhabitants",Lezama,0.0
2011,,,,Lezama,"Per 100,000 inhabitants",Lezama,0.0
2012,,,,Lezama,"Per 100,000 inhabitants",Lezama,0.0
2014,,,,Lezama,"Per 100,000 inhabitants",Lezama,0.0
2019,,,,Lezama,"Per 100,000 inhabitants",Lezama,0.0
2010,,,,Lezama,"Per 100,000 inhabitants",Lezama,0.0
2016,,,,Lezama,"Per 100,000 inhabitants",Lezama,0.0
2024,,,,Lezama,"Per 100,000 inhabitants",Lezama,0.0
2021,,,,Lezama,"Per 100,000 inhabitants",Lezama,0.0
2013,,,,Lezama,"Per 100,000 inhabitants",Lezama,0.0
2014,,,,Lezo,"Per 100,000 inhabitants",Lezo,0.0
2016,,,,Lezo,"Per 100,000 inhabitants",Lezo,0.0
2015,,,,Lezo,"Per 100,000 inhabitants",Lezo,0.0
2012,,,,Lezo,"Per 100,000 inhabitants",Lezo,0.0
2024,,,,Lezo,"Per 100,000 inhabitants",Lezo,0.0
2020,,,,Lezo,"Per 100,000 inhabitants",Lezo,0.0
2022,,,,Lezo,"Per 100,000 inhabitants",Lezo,0.0
2018,,,,Lezo,"Per 100,000 inhabitants",Lezo,0.0
2017,,,,Lezo,"Per 100,000 inhabitants",Lezo,0.0
2011,,,,Lezo,"Per 100,000 inhabitants",Lezo,0.0
2023,,,,Lezo,"Per 100,000 inhabitants",Lezo,0.0
2010,,,,Lezo,"Per 100,000 inhabitants",Lezo,0.0
2013,,,,Lezo,"Per 100,000 inhabitants",Lezo,0.0
2021,,,,Lezo,"Per 100,000 inhabitants",Lezo,0.0
2019,,,,Lezo,"Per 100,000 inhabitants",Lezo,0.0
2015,,,,Lizartza,"Per 100,000 inhabitants",Lizartza,0.0
2014,,,,Lizartza,"Per 100,000 inhabitants",Lizartza,0.0
2019,,,,Lizartza,"Per 100,000 inhabitants",Lizartza,0.0
2020,,,,Lizartza,"Per 100,000 inhabitants",Lizartza,0.0
2017,,,,Lizartza,"Per 100,000 inhabitants",Lizartza,0.0
2023,,,,Lizartza,"Per 100,000 inhabitants",Lizartza,0.0
2016,,,,Lizartza,"Per 100,000 inhabitants",Lizartza,0.0
2010,,,,Lizartza,"Per 100,000 inhabitants",Lizartza,0.0
2022,,,,Lizartza,"Per 100,000 inhabitants",Lizartza,0.0
2021,,,,Lizartza,"Per 100,000 inhabitants",Lizartza,0.0
2011,,,,Lizartza,"Per 100,000 inhabitants",Lizartza,0.0
2013,,,,Lizartza,"Per 100,000 inhabitants",Lizartza,0.0
2012,,,,Lizartza,"Per 100,000 inhabitants",Lizartza,0.0
2018,,,,Lizartza,"Per 100,000 inhabitants",Lizartza,0.0
2024,,,,Lizartza,"Per 100,000 inhabitants",Lizartza,0.0
2015,,,,Loiu,"Per 100,000 inhabitants",Loiu,0.0
2019,,,,Loiu,"Per 100,000 inhabitants",Loiu,0.0
2022,,,,Loiu,"Per 100,000 inhabitants",Loiu,0.0
2011,,,,Loiu,"Per 100,000 inhabitants",Loiu,0.0
2014,,,,Loiu,"Per 100,000 inhabitants",Loiu,0.0
2017,,,,Loiu,"Per 100,000 inhabitants",Loiu,0.0
2023,,,,Loiu,"Per 100,000 inhabitants",Loiu,0.0
2013,,,,Loiu,"Per 100,000 inhabitants",Loiu,0.0
2020,,,,Loiu,"Per 100,000 inhabitants",Loiu,0.0
2018,,,,Loiu,"Per 100,000 inhabitants",Loiu,0.0
2010,,,,Loiu,"Per 100,000 inhabitants",Loiu,0.0
2024,,,,Loiu,"Per 100,000 inhabitants",Loiu,0.0
2021,,,,Loiu,"Per 100,000 inhabitants",Loiu,0.0
2016,,,,Loiu,"Per 100,000 inhabitants",Loiu,0.0
2012,,,,Loiu,"Per 100,000 inhabitants",Loiu,0.0
2014,,,,Mallabia,"Per 100,000 inhabitants",Mallabia,0.0
2023,,,,Mallabia,"Per 100,000 inhabitants",Mallabia,0.0
2016,,,,Mallabia,"Per 100,000 inhabitants",Mallabia,0.0
2012,,,,Mallabia,"Per 100,000 inhabitants",Mallabia,0.0
2021,,,,Mallabia,"Per 100,000 inhabitants",Mallabia,0.0
2015,,,,Mallabia,"Per 100,000 inhabitants",Mallabia,0.0
2018,,,,Mallabia,"Per 100,000 inhabitants",Mallabia,0.0
2011,,,,Mallabia,"Per 100,000 inhabitants",Mallabia,0.0
2010,,,,Mallabia,"Per 100,000 inhabitants",Mallabia,0.0
2013,,,,Mallabia,"Per 100,000 inhabitants",Mallabia,0.0
2020,,,,Mallabia,"Per 100,000 inhabitants",Mallabia,0.0
2017,,,,Mallabia,"Per 100,000 inhabitants",Mallabia,0.0
2024,,,,Mallabia,"Per 100,000 inhabitants",Mallabia,0.0
2022,,,,Mallabia,"Per 100,000 inhabitants",Mallabia,0.0
2019,,,,Mallabia,"Per 100,000 inhabitants",Mallabia,0.0
2018,,,,Mañaria,"Per 100,000 inhabitants",Mañaria,0.0
2023,,,,Mañaria,"Per 100,000 inhabitants",Mañaria,0.0
2016,,,,Mañaria,"Per 100,000 inhabitants",Mañaria,0.0
2012,,,,Mañaria,"Per 100,000 inhabitants",Mañaria,0.0
2014,,,,Mañaria,"Per 100,000 inhabitants",Mañaria,0.0
2013,,,,Mañaria,"Per 100,000 inhabitants",Mañaria,0.0
2021,,,,Mañaria,"Per 100,000 inhabitants",Mañaria,0.0
2024,,,,Mañaria,"Per 100,000 inhabitants",Mañaria,0.0
2019,,,,Mañaria,"Per 100,000 inhabitants",Mañaria,0.0
2020,,,,Mañaria,"Per 100,000 inhabitants",Mañaria,0.0
2017,,,,Mañaria,"Per 100,000 inhabitants",Mañaria,0.0
2022,,,,Mañaria,"Per 100,000 inhabitants",Mañaria,0.0
2015,,,,Mañaria,"Per 100,000 inhabitants",Mañaria,0.0
2011,,,,Mañaria,"Per 100,000 inhabitants",Mañaria,0.0
2010,,,,Mañaria,"Per 100,000 inhabitants",Mañaria,0.0
2021,,,,Markina-Xemein,"Per 100,000 inhabitants",Markina-Xemein,0.0
2017,,,,Markina-Xemein,"Per 100,000 inhabitants",Markina-Xemein,0.0
2020,,,,Markina-Xemein,"Per 100,000 inhabitants",Markina-Xemein,19.89
2024,,,,Markina-Xemein,"Per 100,000 inhabitants",Markina-Xemein,0.0
2013,,,,Markina-Xemein,"Per 100,000 inhabitants",Markina-Xemein,0.0
2018,,,,Markina-Xemein,"Per 100,000 inhabitants",Markina-Xemein,0.0
2011,,,,Markina-Xemein,"Per 100,000 inhabitants",Markina-Xemein,0.0
2016,,,,Markina-Xemein,"Per 100,000 inhabitants",Markina-Xemein,0.0
2022,,,,Markina-Xemein,"Per 100,000 inhabitants",Markina-Xemein,0.0
2015,,,,Markina-Xemein,"Per 100,000 inhabitants",Markina-Xemein,0.0
2012,,,,Markina-Xemein,"Per 100,000 inhabitants",Markina-Xemein,0.0
2014,,,,Markina-Xemein,"Per 100,000 inhabitants",Markina-Xemein,0.0
2019,,,,Markina-Xemein,"Per 100,000 inhabitants",Markina-Xemein,0.0
2023,,,,Markina-Xemein,"Per 100,000 inhabitants",Markina-Xemein,0.0
2010,,,,Markina-Xemein,"Per 100,000 inhabitants",Markina-Xemein,0.0
2023,,,,Maruri-Jatabe,"Per 100,000 inhabitants",Maruri-Jatabe,0.0
