Year,Sexo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2022,F,,,ES48085,PER_100000_POP,ES48085,0.0
2020,F,,,ES48085,PER_100000_POP,ES48085,0.0
2016,F,,,ES48085,PER_100000_POP,ES48085,0.0
2014,F,,,ES48085,PER_100000_POP,ES48085,0.0
2012,F,,,ES48085,PER_100000_POP,ES48085,0.0
2010,F,,,ES48085,PER_100000_POP,ES48085,0.0
2019,F,,,ES48086,PER_100000_POP,ES48086,0.0
2017,F,,,ES48086,PER_100000_POP,ES48086,0.0
2015,F,,,ES48086,PER_100000_POP,ES48086,0.0
2020,F,,,ES48086,PER_100000_POP,ES48086,0.0
2013,F,,,ES48086,PER_100000_POP,ES48086,0.0
2021,F,,,ES48086,PER_100000_POP,ES48086,0.0
2011,F,,,ES48086,PER_100000_POP,ES48086,0.0
2022,F,,,ES48086,PER_100000_POP,ES48086,0.0
2018,F,,,ES48086,PER_100000_POP,ES48086,0.0
2016,F,,,ES48086,PER_100000_POP,ES48086,0.0
2014,F,,,ES48086,PER_100000_POP,ES48086,0.0
2012,F,,,ES48086,PER_100000_POP,ES48086,0.0
2010,F,,,ES48086,PER_100000_POP,ES48086,0.0
2023,F,,,ES48086,PER_100000_POP,ES48086,0.0
2013,F,,,ES20065,PER_100000_POP,ES20065,0.0
2021,F,,,ES20065,PER_100000_POP,ES20065,0.0
2017,F,,,ES20065,PER_100000_POP,ES20065,0.0
2019,F,,,ES20065,PER_100000_POP,ES20065,0.0
2015,F,,,ES20065,PER_100000_POP,ES20065,0.0
2022,F,,,ES20065,PER_100000_POP,ES20065,0.0
2020,F,,,ES20065,PER_100000_POP,ES20065,0.0
2018,F,,,ES20065,PER_100000_POP,ES20065,0.0
2016,F,,,ES20065,PER_100000_POP,ES20065,0.0
2014,F,,,ES20065,PER_100000_POP,ES20065,0.0
2012,F,,,ES20065,PER_100000_POP,ES20065,0.0
2010,F,,,ES20065,PER_100000_POP,ES20065,0.0
2023,F,,,ES20065,PER_100000_POP,ES20065,0.0
2011,F,,,ES20065,PER_100000_POP,ES20065,0.0
2014,F,,,ES48076,PER_100000_POP,ES48076,0.0
2018,F,,,ES48076,PER_100000_POP,ES48076,0.0
2023,F,,,ES48076,PER_100000_POP,ES48076,0.0
2019,F,,,ES48076,PER_100000_POP,ES48076,0.0
2021,F,,,ES48076,PER_100000_POP,ES48076,0.0
2011,F,,,ES48076,PER_100000_POP,ES48076,0.0
2022,F,,,ES48076,PER_100000_POP,ES48076,0.0
2016,F,,,ES48076,PER_100000_POP,ES48076,0.0
2017,F,,,ES48076,PER_100000_POP,ES48076,0.0
2015,F,,,ES48076,PER_100000_POP,ES48076,0.0
2013,F,,,ES48076,PER_100000_POP,ES48076,0.0
2020,F,,,ES48076,PER_100000_POP,ES48076,0.0
2012,F,,,ES48076,PER_100000_POP,ES48076,0.0
2010,F,,,ES48076,PER_100000_POP,ES48076,0.0
2019,F,,,ES20071,PER_100000_POP,ES20071,0.0
2011,F,,,ES20071,PER_100000_POP,ES20071,0.0
2015,F,,,ES20071,PER_100000_POP,ES20071,0.0
2017,F,,,ES20071,PER_100000_POP,ES20071,0.0
2023,F,,,ES20071,PER_100000_POP,ES20071,0.0
2022,F,,,ES20071,PER_100000_POP,ES20071,0.0
2020,F,,,ES20071,PER_100000_POP,ES20071,0.0
2018,F,,,ES20071,PER_100000_POP,ES20071,0.0
2016,F,,,ES20071,PER_100000_POP,ES20071,0.0
2014,F,,,ES20071,PER_100000_POP,ES20071,0.0
2012,F,,,ES20071,PER_100000_POP,ES20071,0.0
2010,F,,,ES20071,PER_100000_POP,ES20071,0.0
2021,F,,,ES20071,PER_100000_POP,ES20071,0.0
2013,F,,,ES20071,PER_100000_POP,ES20071,0.0
2017,F,,,ES48087,PER_100000_POP,ES48087,0.0
2021,F,,,ES48087,PER_100000_POP,ES48087,0.0
2013,F,,,ES48087,PER_100000_POP,ES48087,0.0
2019,F,,,ES48087,PER_100000_POP,ES48087,0.0
2022,F,,,ES48087,PER_100000_POP,ES48087,0.0
2020,F,,,ES48087,PER_100000_POP,ES48087,0.0
2018,F,,,ES48087,PER_100000_POP,ES48087,0.0
2014,F,,,ES48087,PER_100000_POP,ES48087,0.0
2012,F,,,ES48087,PER_100000_POP,ES48087,0.0
2010,F,,,ES48087,PER_100000_POP,ES48087,0.0
2015,F,,,ES48087,PER_100000_POP,ES48087,0.0
2023,F,,,ES48087,PER_100000_POP,ES48087,0.0
2011,F,,,ES48087,PER_100000_POP,ES48087,0.0
2016,F,,,ES48087,PER_100000_POP,ES48087,0.0
2013,F,,,ES48088,PER_100000_POP,ES48088,0.0
2020,F,,,ES48088,PER_100000_POP,ES48088,0.0
2016,F,,,ES48088,PER_100000_POP,ES48088,0.0
2014,F,,,ES48088,PER_100000_POP,ES48088,0.0
2012,F,,,ES48088,PER_100000_POP,ES48088,0.0
2010,F,,,ES48088,PER_100000_POP,ES48088,0.0
2017,F,,,ES48088,PER_100000_POP,ES48088,0.0
2011,F,,,ES48088,PER_100000_POP,ES48088,0.0
2018,F,,,ES48088,PER_100000_POP,ES48088,0.0
2021,F,,,ES48088,PER_100000_POP,ES48088,0.0
2022,F,,,ES48088,PER_100000_POP,ES48088,0.0
2023,F,,,ES48088,PER_100000_POP,ES48088,0.0
2019,F,,,ES48088,PER_100000_POP,ES48088,0.0
2015,F,,,ES48088,PER_100000_POP,ES48088,0.0
2013,F,,,ES48065,PER_100000_POP,ES48065,0.0
2017,F,,,ES48065,PER_100000_POP,ES48065,0.0
2016,F,,,ES48065,PER_100000_POP,ES48065,0.0
2019,F,,,ES48065,PER_100000_POP,ES48065,0.0
2011,F,,,ES48065,PER_100000_POP,ES48065,0.0
2023,F,,,ES48065,PER_100000_POP,ES48065,0.0
2015,F,,,ES48065,PER_100000_POP,ES48065,0.0
2021,F,,,ES48065,PER_100000_POP,ES48065,0.0
2022,F,,,ES48065,PER_100000_POP,ES48065,0.0
2020,F,,,ES48065,PER_100000_POP,ES48065,0.0
2018,F,,,ES48065,PER_100000_POP,ES48065,0.0
2014,F,,,ES48065,PER_100000_POP,ES48065,0.0
2012,F,,,ES48065,PER_100000_POP,ES48065,0.0
2010,F,,,ES48065,PER_100000_POP,ES48065,0.0
2021,F,,,ES48089,PER_100000_POP,ES48089,0.0
2017,F,,,ES48089,PER_100000_POP,ES48089,0.0
2023,F,,,ES48089,PER_100000_POP,ES48089,0.0
2015,F,,,ES48089,PER_100000_POP,ES48089,0.0
2020,F,,,ES48089,PER_100000_POP,ES48089,0.0
2018,F,,,ES48089,PER_100000_POP,ES48089,0.0
2016,F,,,ES48089,PER_100000_POP,ES48089,0.0
2014,F,,,ES48089,PER_100000_POP,ES48089,0.0
2012,F,,,ES48089,PER_100000_POP,ES48089,0.0
2010,F,,,ES48089,PER_100000_POP,ES48089,0.0
2013,F,,,ES48089,PER_100000_POP,ES48089,0.0
2022,F,,,ES48089,PER_100000_POP,ES48089,0.0
2011,F,,,ES48089,PER_100000_POP,ES48089,0.0
2019,F,,,ES48089,PER_100000_POP,ES48089,0.0
2021,F,,,ES48074,PER_100000_POP,ES48074,0.0
2023,F,,,ES48074,PER_100000_POP,ES48074,0.0
2019,F,,,ES48074,PER_100000_POP,ES48074,0.0
2017,F,,,ES48074,PER_100000_POP,ES48074,0.0
2020,F,,,ES48074,PER_100000_POP,ES48074,0.0
2018,F,,,ES48074,PER_100000_POP,ES48074,0.0
2016,F,,,ES48074,PER_100000_POP,ES48074,0.0
2012,F,,,ES48074,PER_100000_POP,ES48074,0.0
2010,F,,,ES48074,PER_100000_POP,ES48074,0.0
2022,F,,,ES48074,PER_100000_POP,ES48074,0.0
2013,F,,,ES48074,PER_100000_POP,ES48074,0.0
2011,F,,,ES48074,PER_100000_POP,ES48074,0.0
2015,F,,,ES48074,PER_100000_POP,ES48074,0.0
2014,F,,,ES48074,PER_100000_POP,ES48074,0.0
2016,F,,,ES01054,PER_100000_POP,ES01054,0.0
2022,F,,,ES01054,PER_100000_POP,ES01054,0.0
2020,F,,,ES01054,PER_100000_POP,ES01054,0.0
2012,F,,,ES01054,PER_100000_POP,ES01054,0.0
2019,F,,,ES01054,PER_100000_POP,ES01054,0.0
2011,F,,,ES01054,PER_100000_POP,ES01054,0.0
2023,F,,,ES01054,PER_100000_POP,ES01054,0.0
2017,F,,,ES01054,PER_100000_POP,ES01054,0.0
2021,F,,,ES01054,PER_100000_POP,ES01054,0.0
2013,F,,,ES01054,PER_100000_POP,ES01054,0.0
2015,F,,,ES01054,PER_100000_POP,ES01054,0.0
2018,F,,,ES01054,PER_100000_POP,ES01054,0.0
2010,F,,,ES01054,PER_100000_POP,ES01054,0.0
2014,F,,,ES01054,PER_100000_POP,ES01054,0.0
2017,F,,,ES20072,PER_100000_POP,ES20072,0.0
2019,F,,,ES20072,PER_100000_POP,ES20072,0.0
2011,F,,,ES20072,PER_100000_POP,ES20072,0.0
2021,F,,,ES20072,PER_100000_POP,ES20072,0.0
2022,F,,,ES20072,PER_100000_POP,ES20072,0.0
2020,F,,,ES20072,PER_100000_POP,ES20072,0.0
2018,F,,,ES20072,PER_100000_POP,ES20072,0.0
2016,F,,,ES20072,PER_100000_POP,ES20072,0.0
2014,F,,,ES20072,PER_100000_POP,ES20072,0.0
2012,F,,,ES20072,PER_100000_POP,ES20072,0.0
2010,F,,,ES20072,PER_100000_POP,ES20072,0.0
2013,F,,,ES20072,PER_100000_POP,ES20072,0.0
2015,F,,,ES20072,PER_100000_POP,ES20072,0.0
2023,F,,,ES20072,PER_100000_POP,ES20072,0.0
2015,F,,,ES20077,PER_100000_POP,ES20077,0.0
2021,F,,,ES20077,PER_100000_POP,ES20077,0.0
2019,F,,,ES20077,PER_100000_POP,ES20077,0.0
2022,F,,,ES20077,PER_100000_POP,ES20077,0.0
2020,F,,,ES20077,PER_100000_POP,ES20077,0.0
2018,F,,,ES20077,PER_100000_POP,ES20077,0.0
2016,F,,,ES20077,PER_100000_POP,ES20077,0.0
2014,F,,,ES20077,PER_100000_POP,ES20077,0.0
2012,F,,,ES20077,PER_100000_POP,ES20077,0.0
2010,F,,,ES20077,PER_100000_POP,ES20077,0.0
2023,F,,,ES20077,PER_100000_POP,ES20077,0.0
2017,F,,,ES20077,PER_100000_POP,ES20077,0.0
2011,F,,,ES20077,PER_100000_POP,ES20077,0.0
2013,F,,,ES20077,PER_100000_POP,ES20077,0.0
2020,F,,,ES48916,PER_100000_POP,ES48916,0.0
2015,F,,,ES48916,PER_100000_POP,ES48916,0.0
2011,F,,,ES48916,PER_100000_POP,ES48916,0.0
2017,F,,,ES48916,PER_100000_POP,ES48916,0.0
2016,F,,,ES48916,PER_100000_POP,ES48916,0.0
2013,F,,,ES48916,PER_100000_POP,ES48916,0.0
2021,F,,,ES48916,PER_100000_POP,ES48916,0.0
2012,F,,,ES48916,PER_100000_POP,ES48916,0.0
2023,F,,,ES48916,PER_100000_POP,ES48916,0.0
2022,F,,,ES48916,PER_100000_POP,ES48916,0.0
2019,F,,,ES48916,PER_100000_POP,ES48916,0.0
2018,F,,,ES48916,PER_100000_POP,ES48916,0.0
2014,F,,,ES48916,PER_100000_POP,ES48916,0.0
2010,F,,,ES48916,PER_100000_POP,ES48916,0.0
2017,F,,,ES20073,PER_100000_POP,ES20073,0.0
2023,F,,,ES20073,PER_100000_POP,ES20073,0.0
2013,F,,,ES20073,PER_100000_POP,ES20073,0.0
2019,F,,,ES20073,PER_100000_POP,ES20073,0.0
2021,F,,,ES20073,PER_100000_POP,ES20073,0.0
2011,F,,,ES20073,PER_100000_POP,ES20073,0.0
2022,F,,,ES20073,PER_100000_POP,ES20073,0.0
2020,F,,,ES20073,PER_100000_POP,ES20073,0.0
2018,F,,,ES20073,PER_100000_POP,ES20073,0.0
2016,F,,,ES20073,PER_100000_POP,ES20073,0.0
2014,F,,,ES20073,PER_100000_POP,ES20073,0.0
2012,F,,,ES20073,PER_100000_POP,ES20073,0.0
2010,F,,,ES20073,PER_100000_POP,ES20073,0.0
2015,F,,,ES20073,PER_100000_POP,ES20073,0.0
2013,F,,,ES01055,PER_100000_POP,ES01055,0.0
2011,F,,,ES01055,PER_100000_POP,ES01055,0.0
2014,F,,,ES01055,PER_100000_POP,ES01055,0.0
2016,F,,,ES01055,PER_100000_POP,ES01055,0.0
2022,F,,,ES01055,PER_100000_POP,ES01055,0.0
2017,F,,,ES01055,PER_100000_POP,ES01055,0.0
2019,F,,,ES01055,PER_100000_POP,ES01055,0.0
2015,F,,,ES01055,PER_100000_POP,ES01055,0.0
2012,F,,,ES01055,PER_100000_POP,ES01055,0.0
2020,F,,,ES01055,PER_100000_POP,ES01055,0.0
2010,F,,,ES01055,PER_100000_POP,ES01055,0.0
2021,F,,,ES01055,PER_100000_POP,ES01055,0.0
2023,F,,,ES01055,PER_100000_POP,ES01055,0.0
2018,F,,,ES01055,PER_100000_POP,ES01055,0.0
2021,F,,,ES48080,PER_100000_POP,ES48080,0.0
2015,F,,,ES48080,PER_100000_POP,ES48080,0.0
2023,F,,,ES48080,PER_100000_POP,ES48080,0.0
2022,F,,,ES48080,PER_100000_POP,ES48080,0.0
2018,F,,,ES48080,PER_100000_POP,ES48080,0.0
2016,F,,,ES48080,PER_100000_POP,ES48080,0.0
2014,F,,,ES48080,PER_100000_POP,ES48080,0.0
2010,F,,,ES48080,PER_100000_POP,ES48080,0.0
2011,F,,,ES48080,PER_100000_POP,ES48080,0.0
2020,F,,,ES48080,PER_100000_POP,ES48080,0.0
2013,F,,,ES48080,PER_100000_POP,ES48080,0.0
2017,F,,,ES48080,PER_100000_POP,ES48080,0.0
2019,F,,,ES48080,PER_100000_POP,ES48080,0.0
2012,F,,,ES48080,PER_100000_POP,ES48080,0.0
2017,F,,,ES20075,PER_100000_POP,ES20075,0.0
2023,F,,,ES20075,PER_100000_POP,ES20075,0.0
2015,F,,,ES20075,PER_100000_POP,ES20075,0.0
2022,F,,,ES20075,PER_100000_POP,ES20075,0.0
2020,F,,,ES20075,PER_100000_POP,ES20075,0.0
2018,F,,,ES20075,PER_100000_POP,ES20075,0.0
2016,F,,,ES20075,PER_100000_POP,ES20075,0.0
2014,F,,,ES20075,PER_100000_POP,ES20075,0.0
2012,F,,,ES20075,PER_100000_POP,ES20075,0.0
2010,F,,,ES20075,PER_100000_POP,ES20075,0.0
2011,F,,,ES20075,PER_100000_POP,ES20075,0.0
2019,F,,,ES20075,PER_100000_POP,ES20075,0.0
2013,F,,,ES20075,PER_100000_POP,ES20075,0.0
2021,F,,,ES20075,PER_100000_POP,ES20075,0.0
2021,F,,,ES01057,PER_100000_POP,ES01057,0.0
2011,F,,,ES01057,PER_100000_POP,ES01057,0.0
2016,F,,,ES01057,PER_100000_POP,ES01057,0.0
2023,F,,,ES01057,PER_100000_POP,ES01057,0.0
2015,F,,,ES01057,PER_100000_POP,ES01057,0.0
2018,F,,,ES01057,PER_100000_POP,ES01057,0.0
2019,F,,,ES01057,PER_100000_POP,ES01057,0.0
2022,F,,,ES01057,PER_100000_POP,ES01057,0.0
2017,F,,,ES01057,PER_100000_POP,ES01057,0.0
2020,F,,,ES01057,PER_100000_POP,ES01057,0.0
2010,F,,,ES01057,PER_100000_POP,ES01057,0.0
2013,F,,,ES01057,PER_100000_POP,ES01057,0.0
2014,F,,,ES01057,PER_100000_POP,ES01057,0.0
2012,F,,,ES01057,PER_100000_POP,ES01057,0.0
2014,F,,,ES01059,PER_100000_POP,ES01059,0.0
2019,F,,,ES01059,PER_100000_POP,ES01059,0.0
2012,F,,,ES01059,PER_100000_POP,ES01059,0.0
2017,F,,,ES01059,PER_100000_POP,ES01059,0.0
2022,F,,,ES01059,PER_100000_POP,ES01059,0.0
2023,F,,,ES01059,PER_100000_POP,ES01059,0.0
2011,F,,,ES01059,PER_100000_POP,ES01059,0.0
2018,F,,,ES01059,PER_100000_POP,ES01059,0.0
2016,F,,,ES01059,PER_100000_POP,ES01059,0.0
2020,F,,,ES01059,PER_100000_POP,ES01059,0.0
2010,F,,,ES01059,PER_100000_POP,ES01059,0.0
2013,F,,,ES01059,PER_100000_POP,ES01059,0.0
2021,F,,,ES01059,PER_100000_POP,ES01059,0.0
2015,F,,,ES01059,PER_100000_POP,ES01059,0.0
2016,F,,,ES01060,PER_100000_POP,ES01060,0.0
2022,F,,,ES01060,PER_100000_POP,ES01060,0.0
2013,F,,,ES01060,PER_100000_POP,ES01060,0.0
2023,F,,,ES01060,PER_100000_POP,ES01060,0.0
2018,F,,,ES01060,PER_100000_POP,ES01060,0.0
2014,F,,,ES01060,PER_100000_POP,ES01060,0.0
2020,F,,,ES01060,PER_100000_POP,ES01060,0.0
2019,F,,,ES01060,PER_100000_POP,ES01060,0.0
2011,F,,,ES01060,PER_100000_POP,ES01060,0.0
2017,F,,,ES01060,PER_100000_POP,ES01060,0.0
2021,F,,,ES01060,PER_100000_POP,ES01060,0.0
2015,F,,,ES01060,PER_100000_POP,ES01060,0.0
2010,F,,,ES01060,PER_100000_POP,ES01060,0.0
2012,F,,,ES01060,PER_100000_POP,ES01060,0.0
2022,F,,,ES48095,PER_100000_POP,ES48095,66.58
2018,F,,,ES48095,PER_100000_POP,ES48095,0.0
2016,F,,,ES48095,PER_100000_POP,ES48095,0.0
2014,F,,,ES48095,PER_100000_POP,ES48095,0.0
2010,F,,,ES48095,PER_100000_POP,ES48095,0.0
2023,F,,,ES48095,PER_100000_POP,ES48095,0.0
2019,F,,,ES48095,PER_100000_POP,ES48095,0.0
2011,F,,,ES48095,PER_100000_POP,ES48095,0.0
2021,F,,,ES48095,PER_100000_POP,ES48095,0.0
2013,F,,,ES48095,PER_100000_POP,ES48095,0.0
2020,F,,,ES48095,PER_100000_POP,ES48095,0.0
2012,F,,,ES48095,PER_100000_POP,ES48095,0.0
2017,F,,,ES48095,PER_100000_POP,ES48095,0.0
2015,F,,,ES48095,PER_100000_POP,ES48095,0.0
2019,F,,,ES20078,PER_100000_POP,ES20078,0.0
2013,F,,,ES20078,PER_100000_POP,ES20078,0.0
2015,F,,,ES20078,PER_100000_POP,ES20078,0.0
2023,F,,,ES20078,PER_100000_POP,ES20078,0.0
2021,F,,,ES20078,PER_100000_POP,ES20078,0.0
2022,F,,,ES20078,PER_100000_POP,ES20078,0.0
2020,F,,,ES20078,PER_100000_POP,ES20078,0.0
2018,F,,,ES20078,PER_100000_POP,ES20078,0.0
2016,F,,,ES20078,PER_100000_POP,ES20078,0.0
2014,F,,,ES20078,PER_100000_POP,ES20078,0.0
2012,F,,,ES20078,PER_100000_POP,ES20078,0.0
2010,F,,,ES20078,PER_100000_POP,ES20078,0.0
2011,F,,,ES20078,PER_100000_POP,ES20078,0.0
2017,F,,,ES20078,PER_100000_POP,ES20078,0.0
2016,F,,,ES01061,PER_100000_POP,ES01061,0.0
2022,F,,,ES01061,PER_100000_POP,ES01061,0.0
2012,F,,,ES01061,PER_100000_POP,ES01061,0.0
2010,F,,,ES01061,PER_100000_POP,ES01061,0.0
2017,F,,,ES01061,PER_100000_POP,ES01061,0.0
2015,F,,,ES01061,PER_100000_POP,ES01061,0.0
2021,F,,,ES01061,PER_100000_POP,ES01061,0.0
2013,F,,,ES01061,PER_100000_POP,ES01061,0.0
2019,F,,,ES01061,PER_100000_POP,ES01061,0.0
2011,F,,,ES01061,PER_100000_POP,ES01061,0.0
2014,F,,,ES01061,PER_100000_POP,ES01061,0.0
2018,F,,,ES01061,PER_100000_POP,ES01061,0.0
2020,F,,,ES01061,PER_100000_POP,ES01061,0.0
2023,F,,,ES01061,PER_100000_POP,ES01061,0.0
2012,F,,,ES48096,PER_100000_POP,ES48096,0.0
2014,F,,,ES48096,PER_100000_POP,ES48096,0.0
2019,F,,,ES48096,PER_100000_POP,ES48096,0.0
2010,F,,,ES48096,PER_100000_POP,ES48096,0.0
2017,F,,,ES48096,PER_100000_POP,ES48096,0.0
2011,F,,,ES48096,PER_100000_POP,ES48096,0.0
2023,F,,,ES48096,PER_100000_POP,ES48096,0.0
2021,F,,,ES48096,PER_100000_POP,ES48096,0.0
2013,F,,,ES48096,PER_100000_POP,ES48096,0.0
2022,F,,,ES48096,PER_100000_POP,ES48096,0.0
2020,F,,,ES48096,PER_100000_POP,ES48096,0.0
2018,F,,,ES48096,PER_100000_POP,ES48096,0.0
2016,F,,,ES48096,PER_100000_POP,ES48096,0.0
2015,F,,,ES48096,PER_100000_POP,ES48096,0.0
2016,F,,,ES01062,PER_100000_POP,ES01062,0.0
2022,F,,,ES01062,PER_100000_POP,ES01062,0.0
2018,F,,,ES01062,PER_100000_POP,ES01062,0.0
2020,F,,,ES01062,PER_100000_POP,ES01062,0.0
2011,F,,,ES01062,PER_100000_POP,ES01062,0.0
2021,F,,,ES01062,PER_100000_POP,ES01062,0.0
2013,F,,,ES01062,PER_100000_POP,ES01062,0.0
2019,F,,,ES01062,PER_100000_POP,ES01062,0.0
2023,F,,,ES01062,PER_100000_POP,ES01062,0.0
2015,F,,,ES01062,PER_100000_POP,ES01062,0.0
2017,F,,,ES01062,PER_100000_POP,ES01062,0.0
2010,F,,,ES01062,PER_100000_POP,ES01062,0.0
2014,F,,,ES01062,PER_100000_POP,ES01062,0.0
2012,F,,,ES01062,PER_100000_POP,ES01062,0.0
2018,F,,,ES48905,PER_100000_POP,ES48905,0.0
2023,F,,,ES48905,PER_100000_POP,ES48905,0.0
2019,F,,,ES48905,PER_100000_POP,ES48905,0.0
2015,F,,,ES48905,PER_100000_POP,ES48905,0.0
2014,F,,,ES48905,PER_100000_POP,ES48905,0.0
2016,F,,,ES48905,PER_100000_POP,ES48905,0.0
2010,F,,,ES48905,PER_100000_POP,ES48905,0.0
2011,F,,,ES48905,PER_100000_POP,ES48905,0.0
2022,F,,,ES48905,PER_100000_POP,ES48905,0.0
2021,F,,,ES48905,PER_100000_POP,ES48905,0.0
2020,F,,,ES48905,PER_100000_POP,ES48905,0.0
2017,F,,,ES48905,PER_100000_POP,ES48905,0.0
2013,F,,,ES48905,PER_100000_POP,ES48905,0.0
2012,F,,,ES48905,PER_100000_POP,ES48905,0.0
2010,F,,,ES48097,PER_100000_POP,ES48097,0.0
2018,F,,,ES48097,PER_100000_POP,ES48097,0.0
2022,F,,,ES48097,PER_100000_POP,ES48097,0.0
2023,F,,,ES48097,PER_100000_POP,ES48097,0.0
2021,F,,,ES48097,PER_100000_POP,ES48097,0.0
2013,F,,,ES48097,PER_100000_POP,ES48097,0.0
2019,F,,,ES48097,PER_100000_POP,ES48097,0.0
2011,F,,,ES48097,PER_100000_POP,ES48097,0.0
2017,F,,,ES48097,PER_100000_POP,ES48097,0.0
2015,F,,,ES48097,PER_100000_POP,ES48097,0.0
2020,F,,,ES48097,PER_100000_POP,ES48097,0.0
2016,F,,,ES48097,PER_100000_POP,ES48097,0.0
2014,F,,,ES48097,PER_100000_POP,ES48097,0.0
2012,F,,,ES48097,PER_100000_POP,ES48097,0.0
2015,F,,,ES20079,PER_100000_POP,ES20079,0.0
2017,F,,,ES20079,PER_100000_POP,ES20079,0.0
2021,F,,,ES20079,PER_100000_POP,ES20079,0.0
2023,F,,,ES20079,PER_100000_POP,ES20079,0.0
2013,F,,,ES20079,PER_100000_POP,ES20079,0.0
2011,F,,,ES20079,PER_100000_POP,ES20079,0.0
2022,F,,,ES20079,PER_100000_POP,ES20079,0.0
2020,F,,,ES20079,PER_100000_POP,ES20079,0.0
2018,F,,,ES20079,PER_100000_POP,ES20079,0.0
2016,F,,,ES20079,PER_100000_POP,ES20079,0.0
2014,F,,,ES20079,PER_100000_POP,ES20079,0.0
2012,F,,,ES20079,PER_100000_POP,ES20079,0.0
2010,F,,,ES20079,PER_100000_POP,ES20079,0.0
2019,F,,,ES20079,PER_100000_POP,ES20079,0.0
2013,F,,,ES48024,PER_100000_POP,ES48024,0.0
2017,F,,,ES48024,PER_100000_POP,ES48024,0.0
2023,F,,,ES48024,PER_100000_POP,ES48024,0.0
2019,F,,,ES48024,PER_100000_POP,ES48024,0.0
2011,F,,,ES48024,PER_100000_POP,ES48024,0.0
2022,F,,,ES48024,PER_100000_POP,ES48024,0.0
2018,F,,,ES48024,PER_100000_POP,ES48024,0.0
2016,F,,,ES48024,PER_100000_POP,ES48024,0.0
2014,F,,,ES48024,PER_100000_POP,ES48024,0.0
2012,F,,,ES48024,PER_100000_POP,ES48024,0.0
2010,F,,,ES48024,PER_100000_POP,ES48024,0.0
2015,F,,,ES48024,PER_100000_POP,ES48024,0.0
2021,F,,,ES48024,PER_100000_POP,ES48024,0.0
2020,F,,,ES48024,PER_100000_POP,ES48024,0.0
2019,F,,,ES48025,PER_100000_POP,ES48025,0.0
2017,F,,,ES48025,PER_100000_POP,ES48025,0.0
2015,F,,,ES48025,PER_100000_POP,ES48025,0.0
2021,F,,,ES48025,PER_100000_POP,ES48025,0.0
2013,F,,,ES48025,PER_100000_POP,ES48025,0.0
2022,F,,,ES48025,PER_100000_POP,ES48025,0.0
2020,F,,,ES48025,PER_100000_POP,ES48025,0.0
2018,F,,,ES48025,PER_100000_POP,ES48025,0.0
2014,F,,,ES48025,PER_100000_POP,ES48025,0.0
2012,F,,,ES48025,PER_100000_POP,ES48025,0.0
2010,F,,,ES48025,PER_100000_POP,ES48025,0.0
2023,F,,,ES48025,PER_100000_POP,ES48025,0.0
2016,F,,,ES48025,PER_100000_POP,ES48025,0.0
2011,F,,,ES48025,PER_100000_POP,ES48025,0.0
2013,F,,,ES20025,PER_100000_POP,ES20025,0.0
2018,F,,,ES20025,PER_100000_POP,ES20025,0.0
2023,F,,,ES20025,PER_100000_POP,ES20025,0.0
2014,F,,,ES20025,PER_100000_POP,ES20025,0.0
2015,F,,,ES20025,PER_100000_POP,ES20025,0.0
2021,F,,,ES20025,PER_100000_POP,ES20025,0.0
2010,F,,,ES20025,PER_100000_POP,ES20025,0.0
2019,F,,,ES20025,PER_100000_POP,ES20025,0.0
2022,F,,,ES20025,PER_100000_POP,ES20025,0.0
2020,F,,,ES20025,PER_100000_POP,ES20025,0.0
2016,F,,,ES20025,PER_100000_POP,ES20025,0.0
2012,F,,,ES20025,PER_100000_POP,ES20025,0.0
2017,F,,,ES20025,PER_100000_POP,ES20025,0.0
2011,F,,,ES20025,PER_100000_POP,ES20025,0.0
2019,F,,,ES20026,PER_100000_POP,ES20026,0.0
2023,F,,,ES20026,PER_100000_POP,ES20026,0.0
2021,F,,,ES20026,PER_100000_POP,ES20026,0.0
2020,F,,,ES20026,PER_100000_POP,ES20026,0.0
2022,F,,,ES20026,PER_100000_POP,ES20026,0.0
2018,F,,,ES20026,PER_100000_POP,ES20026,0.0
2016,F,,,ES20026,PER_100000_POP,ES20026,0.0
2014,F,,,ES20026,PER_100000_POP,ES20026,0.0
2012,F,,,ES20026,PER_100000_POP,ES20026,0.0
2011,F,,,ES20026,PER_100000_POP,ES20026,0.0
2015,F,,,ES20026,PER_100000_POP,ES20026,0.0
2013,F,,,ES20026,PER_100000_POP,ES20026,0.0
2010,F,,,ES20026,PER_100000_POP,ES20026,0.0
2017,F,,,ES20026,PER_100000_POP,ES20026,0.0
2019,F,,,ES20027,PER_100000_POP,ES20027,0.0
2010,F,,,ES20027,PER_100000_POP,ES20027,0.0
2022,F,,,ES20027,PER_100000_POP,ES20027,0.0
2012,F,,,ES20027,PER_100000_POP,ES20027,0.0
2014,F,,,ES20027,PER_100000_POP,ES20027,0.0
2021,F,,,ES20027,PER_100000_POP,ES20027,0.0
2020,F,,,ES20027,PER_100000_POP,ES20027,0.0
2016,F,,,ES20027,PER_100000_POP,ES20027,0.0
2011,F,,,ES20027,PER_100000_POP,ES20027,0.0
2013,F,,,ES20027,PER_100000_POP,ES20027,0.0
2018,F,,,ES20027,PER_100000_POP,ES20027,0.0
