Year,Habilidad_IT,Edad,Sexo,Territorio,Units,Value
2022,ICTPRGM,,,ES213,PT,5.1
2024,ICTPRGM,,,ES213,PT,4.9
2020,ICTPRGM,,,ES212,PT,5.6
2019,ICTPRGM,,,ES212,PT,5.2
2021,ICTPRGM,,,ES212,PT,5.2
2024,ICTPRGM,,,ES212,PT,4.1
2022,ICTPRGM,,,ES212,PT,5.7
2023,ICTPRGM,,,ES212,PT,6.1
2024,ICTPRGM,,F,,PT,2.9
2021,ICTPRGM,,F,,PT,3.1
2019,ICTPRGM,,F,,PT,3.1
2020,ICTPRGM,,F,,PT,4.0
2023,ICTPRGM,,F,,PT,4.4
2022,ICTPRGM,,F,,PT,3.4
2020,ICTPRGM,,F,ES211,PT,4.6
2019,ICTPRGM,,F,ES211,PT,3.0
2022,ICTPRGM,,F,ES211,PT,3.0
2024,ICTPRGM,,F,ES211,PT,2.1
2021,ICTPRGM,,F,ES211,PT,3.7
2023,ICTPRGM,,F,ES211,PT,3.5
2024,ICTPRGM,,F,ES213,PT,4.0
2023,ICTPRGM,,F,ES213,PT,5.3
2022,ICTPRGM,,F,ES213,PT,3.7
2021,ICTPRGM,,F,ES213,PT,3.3
2020,ICTPRGM,,F,ES213,PT,3.6
2019,ICTPRGM,,F,ES213,PT,3.3
2023,ICTPRGM,,F,ES212,PT,3.4
2024,ICTPRGM,,F,ES212,PT,1.5
2021,ICTPRGM,,F,ES212,PT,2.6
2020,ICTPRGM,,F,ES212,PT,4.5
2019,ICTPRGM,,F,ES212,PT,2.7
2022,ICTPRGM,,F,ES212,PT,2.8
2020,ICTPRGM,,M,,PT,7.4
2022,ICTPRGM,,M,,PT,7.2
2021,ICTPRGM,,M,,PT,7.4
2019,ICTPRGM,,M,,PT,8.1
2024,ICTPRGM,,M,,PT,6.1
2023,ICTPRGM,,M,,PT,8.1
2024,ICTPRGM,,M,ES211,PT,5.3
2019,ICTPRGM,,M,ES211,PT,7.6
2022,ICTPRGM,,M,ES211,PT,6.5
2021,ICTPRGM,,M,ES211,PT,7.7
2023,ICTPRGM,,M,ES211,PT,5.0
2020,ICTPRGM,,M,ES211,PT,6.8
2019,ICTPRGM,,M,ES213,PT,8.5
2024,ICTPRGM,,M,ES213,PT,5.8
2020,ICTPRGM,,M,ES213,PT,8.0
2022,ICTPRGM,,M,ES213,PT,6.6
2021,ICTPRGM,,M,ES213,PT,7.0
2023,ICTPRGM,,M,ES213,PT,8.5
2021,ICTPRGM,,M,ES212,PT,7.8
2019,ICTPRGM,,M,ES212,PT,7.8
2023,ICTPRGM,,M,ES212,PT,8.9
2020,ICTPRGM,,M,ES212,PT,6.7
2022,ICTPRGM,,M,ES212,PT,8.6
2024,ICTPRGM,,M,ES212,PT,6.9
2023,ICTPRGM,Y16T24,,,PT,16.6
2024,ICTPRGM,Y16T24,,,PT,11.2
2020,ICTPRGM,Y16T24,,,PT,13.2
2022,ICTPRGM,Y16T24,,,PT,11.0
2021,ICTPRGM,Y16T24,,,PT,14.7
2019,ICTPRGM,Y16T24,,,PT,12.3
2020,ICTPRGM,Y16T24,,ES211,PT,7.0
2024,ICTPRGM,Y16T24,,ES211,PT,17.1
2023,ICTPRGM,Y16T24,,ES211,PT,14.4
2019,ICTPRGM,Y16T24,,ES211,PT,10.6
2021,ICTPRGM,Y16T24,,ES211,PT,14.5
2022,ICTPRGM,Y16T24,,ES211,PT,11.1
2022,ICTPRGM,Y16T24,,ES213,PT,11.4
2023,ICTPRGM,Y16T24,,ES213,PT,20.1
2019,ICTPRGM,Y16T24,,ES213,PT,14.2
2020,ICTPRGM,Y16T24,,ES213,PT,16.1
2021,ICTPRGM,Y16T24,,ES213,PT,14.5
2024,ICTPRGM,Y16T24,,ES213,PT,10.2
2022,ICTPRGM,Y16T24,,ES212,PT,10.5
2023,ICTPRGM,Y16T24,,ES212,PT,12.5
2019,ICTPRGM,Y16T24,,ES212,PT,10.5
2021,ICTPRGM,Y16T24,,ES212,PT,14.9
2024,ICTPRGM,Y16T24,,ES212,PT,10.3
2020,ICTPRGM,Y16T24,,ES212,PT,11.7
2022,ICTPRGM,Y16T24,F,,PT,9.1
2024,ICTPRGM,Y16T24,F,,PT,6.3
2021,ICTPRGM,Y16T24,F,,PT,11.1
2020,ICTPRGM,Y16T24,F,,PT,9.7
2023,ICTPRGM,Y16T24,F,,PT,12.1
2019,ICTPRGM,Y16T24,F,,PT,8.9
2024,ICTPRGM,Y16T24,F,ES211,PT,5.9
2023,ICTPRGM,Y16T24,F,ES211,PT,9.0
2022,ICTPRGM,Y16T24,F,ES211,PT,4.7
2021,ICTPRGM,Y16T24,F,ES211,PT,9.2
2020,ICTPRGM,Y16T24,F,ES211,PT,4.1
2019,ICTPRGM,Y16T24,F,ES211,PT,7.9
2024,ICTPRGM,Y16T24,F,ES213,PT,8.4
2023,ICTPRGM,Y16T24,F,ES213,PT,15.5
2022,ICTPRGM,Y16T24,F,ES213,PT,13.1
2021,ICTPRGM,Y16T24,F,ES213,PT,13.4
2020,ICTPRGM,Y16T24,F,ES213,PT,11.5
2019,ICTPRGM,Y16T24,F,ES213,PT,10.7
2024,ICTPRGM,Y16T24,F,ES212,PT,3.6
2023,ICTPRGM,Y16T24,F,ES212,PT,8.3
2022,ICTPRGM,Y16T24,F,ES212,PT,4.7
2021,ICTPRGM,Y16T24,F,ES212,PT,8.3
2020,ICTPRGM,Y16T24,F,ES212,PT,9.3
2019,ICTPRGM,Y16T24,F,ES212,PT,6.8
2019,ICTPRGM,Y16T24,M,,PT,15.8
2020,ICTPRGM,Y16T24,M,,PT,16.5
2022,ICTPRGM,Y16T24,M,,PT,12.9
2024,ICTPRGM,Y16T24,M,,PT,15.6
2023,ICTPRGM,Y16T24,M,,PT,20.8
2021,ICTPRGM,Y16T24,M,,PT,17.8
2023,ICTPRGM,Y16T24,M,ES211,PT,18.6
2022,ICTPRGM,Y16T24,M,ES211,PT,17.3
2024,ICTPRGM,Y16T24,M,ES211,PT,27.8
2021,ICTPRGM,Y16T24,M,ES211,PT,18.8
2020,ICTPRGM,Y16T24,M,ES211,PT,9.6
2019,ICTPRGM,Y16T24,M,ES211,PT,13.7
2024,ICTPRGM,Y16T24,M,ES213,PT,11.8
2023,ICTPRGM,Y16T24,M,ES213,PT,24.5
2022,ICTPRGM,Y16T24,M,ES213,PT,9.6
2021,ICTPRGM,Y16T24,M,ES213,PT,15.6
2020,ICTPRGM,Y16T24,M,ES213,PT,20.5
2019,ICTPRGM,Y16T24,M,ES213,PT,17.7
2024,ICTPRGM,Y16T24,M,ES212,PT,16.1
2021,ICTPRGM,Y16T24,M,ES212,PT,20.3
2020,ICTPRGM,Y16T24,M,ES212,PT,13.9
2019,ICTPRGM,Y16T24,M,ES212,PT,14.1
2023,ICTPRGM,Y16T24,M,ES212,PT,16.5
2022,ICTPRGM,Y16T24,M,ES212,PT,16.0
2019,ICTPRGM,Y25T74,,,PT,4.8
2023,ICTPRGM,Y25T74,,,PT,4.9
2020,ICTPRGM,Y25T74,,,PT,4.8
2021,ICTPRGM,Y25T74,,,PT,4.0
2022,ICTPRGM,Y25T74,,,PT,4.5
2024,ICTPRGM,Y25T74,,,PT,3.5
2022,ICTPRGM,Y25T74,,ES211,PT,4.0
2021,ICTPRGM,Y25T74,,ES211,PT,4.5
2024,ICTPRGM,Y25T74,,ES211,PT,1.8
2019,ICTPRGM,Y25T74,,ES211,PT,4.7
2020,ICTPRGM,Y25T74,,ES211,PT,5.6
2023,ICTPRGM,Y25T74,,ES211,PT,2.9
2020,ICTPRGM,Y25T74,,ES213,PT,4.5
2022,ICTPRGM,Y25T74,,ES213,PT,4.3
2021,ICTPRGM,Y25T74,,ES213,PT,4.0
2019,ICTPRGM,Y25T74,,ES213,PT,5.0
2023,ICTPRGM,Y25T74,,ES213,PT,5.2
2024,ICTPRGM,Y25T74,,ES213,PT,4.2
2021,ICTPRGM,Y25T74,,ES212,PT,3.8
2020,ICTPRGM,Y25T74,,ES212,PT,4.8
2023,ICTPRGM,Y25T74,,ES212,PT,5.2
2024,ICTPRGM,Y25T74,,ES212,PT,3.2
2019,ICTPRGM,Y25T74,,ES212,PT,4.6
2022,ICTPRGM,Y25T74,,ES212,PT,5.0
2023,ICTPRGM,Y25T74,F,,PT,3.5
2020,ICTPRGM,Y25T74,F,,PT,3.4
2021,ICTPRGM,Y25T74,F,,PT,2.1
2024,ICTPRGM,Y25T74,F,,PT,2.5
2022,ICTPRGM,Y25T74,F,,PT,2.6
2019,ICTPRGM,Y25T74,F,,PT,2.4
2020,ICTPRGM,Y25T74,F,ES211,PT,4.7
2019,ICTPRGM,Y25T74,F,ES211,PT,2.5
2021,ICTPRGM,Y25T74,F,ES211,PT,3.0
2024,ICTPRGM,Y25T74,F,ES211,PT,1.6
2023,ICTPRGM,Y25T74,F,ES211,PT,2.9
2022,ICTPRGM,Y25T74,F,ES211,PT,2.8
2023,ICTPRGM,Y25T74,F,ES213,PT,4.1
2022,ICTPRGM,Y25T74,F,ES213,PT,2.6
2021,ICTPRGM,Y25T74,F,ES213,PT,2.1
2020,ICTPRGM,Y25T74,F,ES213,PT,2.7
2019,ICTPRGM,Y25T74,F,ES213,PT,2.5
2024,ICTPRGM,Y25T74,F,ES213,PT,3.5
2024,ICTPRGM,Y25T74,F,ES212,PT,1.2
2023,ICTPRGM,Y25T74,F,ES212,PT,2.7
2022,ICTPRGM,Y25T74,F,ES212,PT,2.6
2021,ICTPRGM,Y25T74,F,ES212,PT,1.8
2019,ICTPRGM,Y25T74,F,ES212,PT,2.2
2020,ICTPRGM,Y25T74,F,ES212,PT,3.9
2021,ICTPRGM,Y25T74,M,,PT,5.9
2023,ICTPRGM,Y25T74,M,,PT,6.3
2022,ICTPRGM,Y25T74,M,,PT,6.5
2024,ICTPRGM,Y25T74,M,,PT,4.6
2020,ICTPRGM,Y25T74,M,,PT,6.2
2019,ICTPRGM,Y25T74,M,,PT,7.3
2019,ICTPRGM,Y25T74,M,ES211,PT,7.0
2023,ICTPRGM,Y25T74,M,ES211,PT,2.8
2021,ICTPRGM,Y25T74,M,ES211,PT,6.0
2024,ICTPRGM,Y25T74,M,ES211,PT,2.1
2022,ICTPRGM,Y25T74,M,ES211,PT,5.2
2020,ICTPRGM,Y25T74,M,ES211,PT,6.5
2023,ICTPRGM,Y25T74,M,ES213,PT,6.4
2022,ICTPRGM,Y25T74,M,ES213,PT,6.2
2021,ICTPRGM,Y25T74,M,ES213,PT,5.9
2019,ICTPRGM,Y25T74,M,ES213,PT,7.5
2020,ICTPRGM,Y25T74,M,ES213,PT,6.4
2024,ICTPRGM,Y25T74,M,ES213,PT,4.9
2021,ICTPRGM,Y25T74,M,ES212,PT,5.8
2024,ICTPRGM,Y25T74,M,ES212,PT,5.3
2023,ICTPRGM,Y25T74,M,ES212,PT,7.9
2022,ICTPRGM,Y25T74,M,ES212,PT,7.5
2020,ICTPRGM,Y25T74,M,ES212,PT,5.7
2019,ICTPRGM,Y25T74,M,ES212,PT,7.0
2020,ICTSSHT,,,,PT,41.1
2024,ICTSSHT,,,,PT,42.7
2022,ICTSSHT,,,,PT,42.2
2021,ICTSSHT,,,,PT,44.4
2023,ICTSSHT,,,,PT,41.9
2019,ICTSSHT,,,,PT,41.9
2023,ICTSSHT,,,ES211,PT,37.4
2020,ICTSSHT,,,ES211,PT,39.7
2019,ICTSSHT,,,ES211,PT,42.9
2022,ICTSSHT,,,ES211,PT,44.9
2024,ICTSSHT,,,ES211,PT,41.5
2021,ICTSSHT,,,ES211,PT,44.1
2022,ICTSSHT,,,ES213,PT,40.9
2024,ICTSSHT,,,ES213,PT,43.5
2019,ICTSSHT,,,ES213,PT,41.1
2020,ICTSSHT,,,ES213,PT,41.2
2023,ICTSSHT,,,ES213,PT,41.5
2021,ICTSSHT,,,ES213,PT,44.6
2020,ICTSSHT,,,ES212,PT,41.6
2019,ICTSSHT,,,ES212,PT,42.8
2022,ICTSSHT,,,ES212,PT,43.2
2024,ICTSSHT,,,ES212,PT,42.1
2021,ICTSSHT,,,ES212,PT,44.4
2023,ICTSSHT,,,ES212,PT,44.4
2019,ICTSSHT,,F,,PT,39.6
2024,ICTSSHT,,F,,PT,39.0
2023,ICTSSHT,,F,,PT,40.9
2020,ICTSSHT,,F,,PT,39.8
2022,ICTSSHT,,F,,PT,41.1
2021,ICTSSHT,,F,,PT,42.3
2020,ICTSSHT,,F,ES211,PT,39.7
2019,ICTSSHT,,F,ES211,PT,40.2
2021,ICTSSHT,,F,ES211,PT,43.2
2024,ICTSSHT,,F,ES211,PT,37.1
2023,ICTSSHT,,F,ES211,PT,39.3
2022,ICTSSHT,,F,ES211,PT,43.9
2022,ICTSSHT,,F,ES213,PT,38.9
2020,ICTSSHT,,F,ES213,PT,38.2
2021,ICTSSHT,,F,ES213,PT,41.0
2024,ICTSSHT,,F,ES213,PT,39.4
2023,ICTSSHT,,F,ES213,PT,39.9
2019,ICTSSHT,,F,ES213,PT,38.1
2024,ICTSSHT,,F,ES212,PT,39.2
2020,ICTSSHT,,F,ES212,PT,42.3
2023,ICTSSHT,,F,ES212,PT,43.2
2021,ICTSSHT,,F,ES212,PT,44.0
2019,ICTSSHT,,F,ES212,PT,41.6
2022,ICTSSHT,,F,ES212,PT,43.4
2020,ICTSSHT,,M,,PT,42.5
2019,ICTSSHT,,M,,PT,44.3
2023,ICTSSHT,,M,,PT,42.8
2024,ICTSSHT,,M,,PT,46.7
2022,ICTSSHT,,M,,PT,43.4
2021,ICTSSHT,,M,,PT,46.6
2019,ICTSSHT,,M,ES211,PT,45.7
2021,ICTSSHT,,M,ES211,PT,44.9
2020,ICTSSHT,,M,ES211,PT,39.7
2023,ICTSSHT,,M,ES211,PT,35.4
2022,ICTSSHT,,M,ES211,PT,46.0
2024,ICTSSHT,,M,ES211,PT,46.1
2021,ICTSSHT,,M,ES213,PT,48.2
2023,ICTSSHT,,M,ES213,PT,43.3
2024,ICTSSHT,,M,ES213,PT,47.8
2019,ICTSSHT,,M,ES213,PT,44.2
2020,ICTSSHT,,M,ES213,PT,44.3
2022,ICTSSHT,,M,ES213,PT,43.0
2022,ICTSSHT,,M,ES212,PT,43.0
2024,ICTSSHT,,M,ES212,PT,45.1
2019,ICTSSHT,,M,ES212,PT,43.9
2020,ICTSSHT,,M,ES212,PT,40.9
2021,ICTSSHT,,M,ES212,PT,44.8
2023,ICTSSHT,,M,ES212,PT,45.6
2023,ICTSSHT,Y16T24,,,PT,63.6
2020,ICTSSHT,Y16T24,,,PT,70.7
2019,ICTSSHT,Y16T24,,,PT,70.1
2022,ICTSSHT,Y16T24,,,PT,68.3
2021,ICTSSHT,Y16T24,,,PT,67.3
2024,ICTSSHT,Y16T24,,,PT,64.1
2023,ICTSSHT,Y16T24,,ES211,PT,57.8
2021,ICTSSHT,Y16T24,,ES211,PT,61.3
2022,ICTSSHT,Y16T24,,ES211,PT,74.6
2020,ICTSSHT,Y16T24,,ES211,PT,68.9
2019,ICTSSHT,Y16T24,,ES211,PT,70.0
2024,ICTSSHT,Y16T24,,ES211,PT,67.6
2024,ICTSSHT,Y16T24,,ES213,PT,60.4
2020,ICTSSHT,Y16T24,,ES213,PT,68.8
2019,ICTSSHT,Y16T24,,ES213,PT,69.1
2021,ICTSSHT,Y16T24,,ES213,PT,64.2
2023,ICTSSHT,Y16T24,,ES213,PT,60.9
2022,ICTSSHT,Y16T24,,ES213,PT,69.1
2022,ICTSSHT,Y16T24,,ES212,PT,64.6
2023,ICTSSHT,Y16T24,,ES212,PT,70.1
2021,ICTSSHT,Y16T24,,ES212,PT,74.5
2019,ICTSSHT,Y16T24,,ES212,PT,71.5
2020,ICTSSHT,Y16T24,,ES212,PT,74.4
2024,ICTSSHT,Y16T24,,ES212,PT,67.8
2019,ICTSSHT,Y16T24,F,,PT,70.3
2020,ICTSSHT,Y16T24,F,,PT,68.8
2021,ICTSSHT,Y16T24,F,,PT,64.2
2024,ICTSSHT,Y16T24,F,,PT,64.1
2022,ICTSSHT,Y16T24,F,,PT,68.7
2023,ICTSSHT,Y16T24,F,,PT,64.5
2019,ICTSSHT,Y16T24,F,ES211,PT,70.3
2022,ICTSSHT,Y16T24,F,ES211,PT,72.2
2021,ICTSSHT,Y16T24,F,ES211,PT,62.5
2024,ICTSSHT,Y16T24,F,ES211,PT,75.0
2020,ICTSSHT,Y16T24,F,ES211,PT,64.6
2023,ICTSSHT,Y16T24,F,ES211,PT,62.4
2019,ICTSSHT,Y16T24,F,ES213,PT,67.8
2022,ICTSSHT,Y16T24,F,ES213,PT,69.4
2021,ICTSSHT,Y16T24,F,ES213,PT,59.5
2023,ICTSSHT,Y16T24,F,ES213,PT,58.9
2024,ICTSSHT,Y16T24,F,ES213,PT,58.0
2020,ICTSSHT,Y16T24,F,ES213,PT,65.8
2021,ICTSSHT,Y16T24,F,ES212,PT,72.3
2020,ICTSSHT,Y16T24,F,ES212,PT,75.1
2022,ICTSSHT,Y16T24,F,ES212,PT,66.2
2019,ICTSSHT,Y16T24,F,ES212,PT,73.9
2023,ICTSSHT,Y16T24,F,ES212,PT,73.5
2024,ICTSSHT,Y16T24,F,ES212,PT,68.1
2024,ICTSSHT,Y16T24,M,,PT,64.1
2023,ICTSSHT,Y16T24,M,,PT,62.7
2021,ICTSSHT,Y16T24,M,,PT,70.2
2019,ICTSSHT,Y16T24,M,,PT,69.8
2020,ICTSSHT,Y16T24,M,,PT,72.5
2022,ICTSSHT,Y16T24,M,,PT,68.0
2022,ICTSSHT,Y16T24,M,ES211,PT,77.0
2024,ICTSSHT,Y16T24,M,ES211,PT,60.7
2020,ICTSSHT,Y16T24,M,ES211,PT,72.7
2023,ICTSSHT,Y16T24,M,ES211,PT,54.2
2021,ICTSSHT,Y16T24,M,ES211,PT,60.4
2019,ICTSSHT,Y16T24,M,ES211,PT,69.7
2021,ICTSSHT,Y16T24,M,ES213,PT,68.8
2023,ICTSSHT,Y16T24,M,ES213,PT,62.9
2019,ICTSSHT,Y16T24,M,ES213,PT,70.3
2020,ICTSSHT,Y16T24,M,ES213,PT,71.7
2024,ICTSSHT,Y16T24,M,ES213,PT,62.6
2022,ICTSSHT,Y16T24,M,ES213,PT,68.8
2020,ICTSSHT,Y16T24,M,ES212,PT,73.7
2024,ICTSSHT,Y16T24,M,ES212,PT,67.6
2021,ICTSSHT,Y16T24,M,ES212,PT,76.3
2019,ICTSSHT,Y16T24,M,ES212,PT,69.2
2022,ICTSSHT,Y16T24,M,ES212,PT,63.2
2023,ICTSSHT,Y16T24,M,ES212,PT,66.8
2024,ICTSSHT,Y25T74,,,PT,39.8
2023,ICTSSHT,Y25T74,,,PT,39.0
2020,ICTSSHT,Y25T74,,,PT,37.4
2021,ICTSSHT,Y25T74,,,PT,41.4
2019,ICTSSHT,Y25T74,,,PT,38.7
2022,ICTSSHT,Y25T74,,,PT,38.8
2022,ICTSSHT,Y25T74,,ES211,PT,41.3
2021,ICTSSHT,Y25T74,,ES211,PT,41.7
2020,ICTSSHT,Y25T74,,ES211,PT,36.0
2019,ICTSSHT,Y25T74,,ES211,PT,39.8
2024,ICTSSHT,Y25T74,,ES211,PT,38.0
2023,ICTSSHT,Y25T74,,ES211,PT,34.5
2022,ICTSSHT,Y25T74,,ES213,PT,37.2
2021,ICTSSHT,Y25T74,,ES213,PT,42.1
2023,ICTSSHT,Y25T74,,ES213,PT,39.1
2020,ICTSSHT,Y25T74,,ES213,PT,37.9
2019,ICTSSHT,Y25T74,,ES213,PT,38.2
2024,ICTSSHT,Y25T74,,ES213,PT,41.2
2020,ICTSSHT,Y25T74,,ES212,PT,37.3
2021,ICTSSHT,Y25T74,,ES212,PT,40.0
2022,ICTSSHT,Y25T74,,ES212,PT,40.2
2019,ICTSSHT,Y25T74,,ES212,PT,39.2
2024,ICTSSHT,Y25T74,,ES212,PT,38.2
2023,ICTSSHT,Y25T74,,ES212,PT,40.8
2021,ICTSSHT,Y25T74,F,,PT,39.6
2020,ICTSSHT,Y25T74,F,,PT,36.3
2022,ICTSSHT,Y25T74,F,,PT,37.6
2023,ICTSSHT,Y25T74,F,,PT,37.9
2019,ICTSSHT,Y25T74,F,,PT,36.1
2024,ICTSSHT,Y25T74,F,,PT,35.8
2020,ICTSSHT,Y25T74,F,ES211,PT,36.9
2021,ICTSSHT,Y25T74,F,ES211,PT,40.9
2022,ICTSSHT,Y25T74,F,ES211,PT,40.6
2023,ICTSSHT,Y25T74,F,ES211,PT,36.6
2024,ICTSSHT,Y25T74,F,ES211,PT,32.3
2019,ICTSSHT,Y25T74,F,ES211,PT,36.6
2021,ICTSSHT,Y25T74,F,ES213,PT,38.7
2024,ICTSSHT,Y25T74,F,ES213,PT,37.2
2022,ICTSSHT,Y25T74,F,ES213,PT,35.1
2020,ICTSSHT,Y25T74,F,ES213,PT,35.0
2019,ICTSSHT,Y25T74,F,ES213,PT,35.0
2023,ICTSSHT,Y25T74,F,ES213,PT,37.6
2024,ICTSSHT,Y25T74,F,ES212,PT,35.1
2021,ICTSSHT,Y25T74,F,ES212,PT,40.4
2020,ICTSSHT,Y25T74,F,ES212,PT,38.3
2019,ICTSSHT,Y25T74,F,ES212,PT,37.7
2022,ICTSSHT,Y25T74,F,ES212,PT,40.3
2023,ICTSSHT,Y25T74,F,ES212,PT,39.1
2020,ICTSSHT,Y25T74,M,,PT,38.6
2022,ICTSSHT,Y25T74,M,,PT,40.1
2021,ICTSSHT,Y25T74,M,,PT,43.2
2023,ICTSSHT,Y25T74,M,,PT,40.1
2024,ICTSSHT,Y25T74,M,,PT,44.0
2019,ICTSSHT,Y25T74,M,,PT,41.4
2021,ICTSSHT,Y25T74,M,ES211,PT,42.6
2020,ICTSSHT,Y25T74,M,ES211,PT,35.2
2022,ICTSSHT,Y25T74,M,ES211,PT,42.1
2024,ICTSSHT,Y25T74,M,ES211,PT,44.0
2019,ICTSSHT,Y25T74,M,ES211,PT,43.2
2023,ICTSSHT,Y25T74,M,ES211,PT,32.4
2024,ICTSSHT,Y25T74,M,ES213,PT,45.6
2023,ICTSSHT,Y25T74,M,ES213,PT,40.7
2022,ICTSSHT,Y25T74,M,ES213,PT,39.4
2021,ICTSSHT,Y25T74,M,ES213,PT,45.5
2020,ICTSSHT,Y25T74,M,ES213,PT,40.9
2019,ICTSSHT,Y25T74,M,ES213,PT,41.4
2024,ICTSSHT,Y25T74,M,ES212,PT,41.4
2019,ICTSSHT,Y25T74,M,ES212,PT,40.7
2023,ICTSSHT,Y25T74,M,ES212,PT,42.6
2022,ICTSSHT,Y25T74,M,ES212,PT,40.1
2021,ICTSSHT,Y25T74,M,ES212,PT,39.7
2020,ICTSSHT,Y25T74,M,ES212,PT,36.3
2019,ICTTRFF,,,,PT,51.9
2022,ICTTRFF,,,,PT,52.1
2024,ICTTRFF,,,,PT,37.0
2020,ICTTRFF,,,,PT,55.2
2023,ICTTRFF,,,,PT,50.0
2021,ICTTRFF,,,,PT,60.3
2024,ICTTRFF,,,ES211,PT,38.4
2023,ICTTRFF,,,ES211,PT,46.0
2021,ICTTRFF,,,ES211,PT,59.6
2022,ICTTRFF,,,ES211,PT,52.5
2019,ICTTRFF,,,ES211,PT,51.6
2020,ICTTRFF,,,ES211,PT,55.9
2021,ICTTRFF,,,ES213,PT,60.3
2019,ICTTRFF,,,ES213,PT,52.8
2024,ICTTRFF,,,ES213,PT,37.4
2023,ICTTRFF,,,ES213,PT,50.6
2022,ICTTRFF,,,ES213,PT,52.3
2020,ICTTRFF,,,ES213,PT,54.2
2020,ICTTRFF,,,ES212,PT,56.4
2023,ICTTRFF,,,ES212,PT,50.8
2024,ICTTRFF,,,ES212,PT,35.7
2019,ICTTRFF,,,ES212,PT,50.6
2021,ICTTRFF,,,ES212,PT,60.6
2022,ICTTRFF,,,ES212,PT,51.6
2024,ICTTRFF,,F,,PT,34.5
2019,ICTTRFF,,F,,PT,50.1
2020,ICTTRFF,,F,,PT,52.6
2023,ICTTRFF,,F,,PT,48.1
2022,ICTTRFF,,F,,PT,51.1
2021,ICTTRFF,,F,,PT,58.6
2021,ICTTRFF,,F,ES211,PT,56.3
2022,ICTTRFF,,F,ES211,PT,52.9
2024,ICTTRFF,,F,ES211,PT,35.7
2020,ICTTRFF,,F,ES211,PT,54.3
2023,ICTTRFF,,F,ES211,PT,46.0
2019,ICTTRFF,,F,ES211,PT,48.6
2020,ICTTRFF,,F,ES213,PT,51.4
2021,ICTTRFF,,F,ES213,PT,58.5
2023,ICTTRFF,,F,ES213,PT,47.9
2022,ICTTRFF,,F,ES213,PT,50.5
2024,ICTTRFF,,F,ES213,PT,34.9
2019,ICTTRFF,,F,ES213,PT,50.3
2019,ICTTRFF,,F,ES212,PT,50.3
2024,ICTTRFF,,F,ES212,PT,33.2
2020,ICTTRFF,,F,ES212,PT,53.6
2022,ICTTRFF,,F,ES212,PT,51.2
2021,ICTTRFF,,F,ES212,PT,60.0
2023,ICTTRFF,,F,ES212,PT,49.4
2021,ICTTRFF,,M,,PT,62.0
2024,ICTTRFF,,M,,PT,39.7
2022,ICTTRFF,,M,,PT,53.2
2023,ICTTRFF,,M,,PT,51.9
2020,ICTTRFF,,M,,PT,57.8
2019,ICTTRFF,,M,,PT,53.8
2024,ICTTRFF,,M,ES211,PT,41.1
2021,ICTTRFF,,M,ES211,PT,62.9
2020,ICTTRFF,,M,ES211,PT,57.6
2022,ICTTRFF,,M,ES211,PT,52.2
2019,ICTTRFF,,M,ES211,PT,54.8
2023,ICTTRFF,,M,ES211,PT,46.1
2022,ICTTRFF,,M,ES213,PT,54.2
2020,ICTTRFF,,M,ES213,PT,57.0
2021,ICTTRFF,,M,ES213,PT,62.2
2019,ICTTRFF,,M,ES213,PT,55.3
2023,ICTTRFF,,M,ES213,PT,53.4
2024,ICTTRFF,,M,ES213,PT,40.1
2024,ICTTRFF,,M,ES212,PT,38.3
2022,ICTTRFF,,M,ES212,PT,52.1
2023,ICTTRFF,,M,ES212,PT,52.3
2020,ICTTRFF,,M,ES212,PT,59.2
2021,ICTTRFF,,M,ES212,PT,61.2
2019,ICTTRFF,,M,ES212,PT,50.9
2023,ICTTRFF,Y16T24,,,PT,77.6
2022,ICTTRFF,Y16T24,,,PT,78.1
2019,ICTTRFF,Y16T24,,,PT,84.9
2020,ICTTRFF,Y16T24,,,PT,84.6
2021,ICTTRFF,Y16T24,,,PT,85.2
2024,ICTTRFF,Y16T24,,,PT,54.3
2022,ICTTRFF,Y16T24,,ES211,PT,81.7
2019,ICTTRFF,Y16T24,,ES211,PT,84.7
2023,ICTTRFF,Y16T24,,ES211,PT,83.9
2024,ICTTRFF,Y16T24,,ES211,PT,69.4
2021,ICTTRFF,Y16T24,,ES211,PT,82.3
2020,ICTTRFF,Y16T24,,ES211,PT,86.9
2020,ICTTRFF,Y16T24,,ES213,PT,83.9
2021,ICTTRFF,Y16T24,,ES213,PT,85.4
2019,ICTTRFF,Y16T24,,ES213,PT,88.2
2023,ICTTRFF,Y16T24,,ES213,PT,76.4
2022,ICTTRFF,Y16T24,,ES213,PT,76.6
2024,ICTTRFF,Y16T24,,ES213,PT,51.8
2019,ICTTRFF,Y16T24,,ES212,PT,80.4
2022,ICTTRFF,Y16T24,,ES212,PT,78.9
2023,ICTTRFF,Y16T24,,ES212,PT,76.4
2024,ICTTRFF,Y16T24,,ES212,PT,51.8
2020,ICTTRFF,Y16T24,,ES212,PT,84.6
2021,ICTTRFF,Y16T24,,ES212,PT,86.2
2024,ICTTRFF,Y16T24,F,,PT,53.7
2019,ICTTRFF,Y16T24,F,,PT,88.6
2020,ICTTRFF,Y16T24,F,,PT,84.4
2023,ICTTRFF,Y16T24,F,,PT,84.3
2022,ICTTRFF,Y16T24,F,,PT,81.1
2021,ICTTRFF,Y16T24,F,,PT,82.6
