Year,Series,Sexo,Territorio,Units,Value
2015,SL_EMP_FTLINJUR,,ES213,PER_100000_EMP,3.3
2020,SL_EMP_FTLINJUR,,ES213,PER_100000_EMP,3.4
2023,SL_EMP_FTLINJUR,,ES213,PER_100000_EMP,2.6
2016,SL_EMP_FTLINJUR,,ES212,PER_100000_EMP,2.7
2020,SL_EMP_FTLINJUR,,ES212,PER_100000_EMP,1.9
2015,SL_EMP_FTLINJUR,,ES212,PER_100000_EMP,5.0
2017,SL_EMP_FTLINJUR,,ES212,PER_100000_EMP,3.9
2018,SL_EMP_FTLINJUR,,ES212,PER_100000_EMP,2.9
2013,SL_EMP_FTLINJUR,,ES212,PER_100000_EMP,3.7
2019,SL_EMP_FTLINJUR,,ES212,PER_100000_EMP,3.1
2014,SL_EMP_FTLINJUR,,ES212,PER_100000_EMP,3.7
2021,SL_EMP_FTLINJUR,,ES212,PER_100000_EMP,3.8
2024,SL_EMP_FTLINJUR,,ES212,PER_100000_EMP,4.5
2023,SL_EMP_FTLINJUR,,ES212,PER_100000_EMP,3.7
2022,SL_EMP_FTLINJUR,,ES212,PER_100000_EMP,4.6
2017,SL_EMP_FTLINJUR,F,,PER_100000_EMP,0.5
2020,SL_EMP_FTLINJUR,F,,PER_100000_EMP,0.2
2013,SL_EMP_FTLINJUR,F,,PER_100000_EMP,0.2
2019,SL_EMP_FTLINJUR,F,,PER_100000_EMP,0.7
2022,SL_EMP_FTLINJUR,F,,PER_100000_EMP,0.7
2023,SL_EMP_FTLINJUR,F,,PER_100000_EMP,0.9
2016,SL_EMP_FTLINJUR,F,,PER_100000_EMP,1.4
2018,SL_EMP_FTLINJUR,F,,PER_100000_EMP,0.5
2015,SL_EMP_FTLINJUR,F,,PER_100000_EMP,0.5
2024,SL_EMP_FTLINJUR,F,,PER_100000_EMP,0.2
2021,SL_EMP_FTLINJUR,F,,PER_100000_EMP,0.2
2014,SL_EMP_FTLINJUR,F,,PER_100000_EMP,0.7
2023,SL_EMP_FTLINJUR,F,ES211,PER_100000_EMP,0.0
2024,SL_EMP_FTLINJUR,F,ES211,PER_100000_EMP,0.0
2013,SL_EMP_FTLINJUR,F,ES211,PER_100000_EMP,0.0
2019,SL_EMP_FTLINJUR,F,ES211,PER_100000_EMP,3.0
2018,SL_EMP_FTLINJUR,F,ES211,PER_100000_EMP,1.5
2020,SL_EMP_FTLINJUR,F,ES211,PER_100000_EMP,0.0
2022,SL_EMP_FTLINJUR,F,ES211,PER_100000_EMP,0.0
2015,SL_EMP_FTLINJUR,F,ES211,PER_100000_EMP,0.0
2017,SL_EMP_FTLINJUR,F,ES211,PER_100000_EMP,1.6
2014,SL_EMP_FTLINJUR,F,ES211,PER_100000_EMP,0.0
2021,SL_EMP_FTLINJUR,F,ES211,PER_100000_EMP,1.5
2016,SL_EMP_FTLINJUR,F,ES211,PER_100000_EMP,0.0
2013,SL_EMP_FTLINJUR,F,ES213,PER_100000_EMP,0.5
2024,SL_EMP_FTLINJUR,F,ES213,PER_100000_EMP,0.0
2020,SL_EMP_FTLINJUR,F,ES213,PER_100000_EMP,0.0
2023,SL_EMP_FTLINJUR,F,ES213,PER_100000_EMP,0.8
2015,SL_EMP_FTLINJUR,F,ES213,PER_100000_EMP,0.0
2017,SL_EMP_FTLINJUR,F,ES213,PER_100000_EMP,0.4
2018,SL_EMP_FTLINJUR,F,ES213,PER_100000_EMP,0.0
2016,SL_EMP_FTLINJUR,F,ES213,PER_100000_EMP,1.8
2014,SL_EMP_FTLINJUR,F,ES213,PER_100000_EMP,1.4
2021,SL_EMP_FTLINJUR,F,ES213,PER_100000_EMP,0.0
2022,SL_EMP_FTLINJUR,F,ES213,PER_100000_EMP,0.4
2019,SL_EMP_FTLINJUR,F,ES213,PER_100000_EMP,0.0
2018,SL_EMP_FTLINJUR,F,ES212,PER_100000_EMP,0.7
2019,SL_EMP_FTLINJUR,F,ES212,PER_100000_EMP,0.7
2024,SL_EMP_FTLINJUR,F,ES212,PER_100000_EMP,0.6
2023,SL_EMP_FTLINJUR,F,ES212,PER_100000_EMP,1.3
2016,SL_EMP_FTLINJUR,F,ES212,PER_100000_EMP,1.4
2021,SL_EMP_FTLINJUR,F,ES212,PER_100000_EMP,0.0
2020,SL_EMP_FTLINJUR,F,ES212,PER_100000_EMP,0.7
2017,SL_EMP_FTLINJUR,F,ES212,PER_100000_EMP,0.0
2022,SL_EMP_FTLINJUR,F,ES212,PER_100000_EMP,1.3
2015,SL_EMP_FTLINJUR,F,ES212,PER_100000_EMP,1.4
2014,SL_EMP_FTLINJUR,F,ES212,PER_100000_EMP,0.0
2013,SL_EMP_FTLINJUR,F,ES212,PER_100000_EMP,0.0
2014,SL_EMP_FTLINJUR,M,,PER_100000_EMP,5.8
2013,SL_EMP_FTLINJUR,M,,PER_100000_EMP,7.0
2020,SL_EMP_FTLINJUR,M,,PER_100000_EMP,5.4
2024,SL_EMP_FTLINJUR,M,,PER_100000_EMP,5.0
2023,SL_EMP_FTLINJUR,M,,PER_100000_EMP,5.1
2022,SL_EMP_FTLINJUR,M,,PER_100000_EMP,5.3
2021,SL_EMP_FTLINJUR,M,,PER_100000_EMP,6.9
2019,SL_EMP_FTLINJUR,M,,PER_100000_EMP,5.4
2016,SL_EMP_FTLINJUR,M,,PER_100000_EMP,7.1
2018,SL_EMP_FTLINJUR,M,,PER_100000_EMP,7.1
2017,SL_EMP_FTLINJUR,M,,PER_100000_EMP,6.2
2015,SL_EMP_FTLINJUR,M,,PER_100000_EMP,6.6
2015,SL_EMP_FTLINJUR,M,ES211,PER_100000_EMP,4.1
2021,SL_EMP_FTLINJUR,M,ES211,PER_100000_EMP,11.6
2014,SL_EMP_FTLINJUR,M,ES211,PER_100000_EMP,5.5
2016,SL_EMP_FTLINJUR,M,ES211,PER_100000_EMP,6.8
2020,SL_EMP_FTLINJUR,M,ES211,PER_100000_EMP,6.4
2022,SL_EMP_FTLINJUR,M,ES211,PER_100000_EMP,6.5
2017,SL_EMP_FTLINJUR,M,ES211,PER_100000_EMP,2.7
2023,SL_EMP_FTLINJUR,M,ES211,PER_100000_EMP,6.3
2024,SL_EMP_FTLINJUR,M,ES211,PER_100000_EMP,5.0
2019,SL_EMP_FTLINJUR,M,ES211,PER_100000_EMP,6.4
2018,SL_EMP_FTLINJUR,M,ES211,PER_100000_EMP,6.6
2013,SL_EMP_FTLINJUR,M,ES211,PER_100000_EMP,6.9
2013,SL_EMP_FTLINJUR,M,ES213,PER_100000_EMP,7.0
2019,SL_EMP_FTLINJUR,M,ES213,PER_100000_EMP,5.1
2024,SL_EMP_FTLINJUR,M,ES213,PER_100000_EMP,3.0
2021,SL_EMP_FTLINJUR,M,ES213,PER_100000_EMP,5.2
2018,SL_EMP_FTLINJUR,M,ES213,PER_100000_EMP,8.8
2023,SL_EMP_FTLINJUR,M,ES213,PER_100000_EMP,4.2
2022,SL_EMP_FTLINJUR,M,ES213,PER_100000_EMP,3.5
2017,SL_EMP_FTLINJUR,M,ES213,PER_100000_EMP,6.5
2020,SL_EMP_FTLINJUR,M,ES213,PER_100000_EMP,6.5
2016,SL_EMP_FTLINJUR,M,ES213,PER_100000_EMP,9.6
2015,SL_EMP_FTLINJUR,M,ES213,PER_100000_EMP,6.3
2014,SL_EMP_FTLINJUR,M,ES213,PER_100000_EMP,5.1
2020,SL_EMP_FTLINJUR,M,ES212,PER_100000_EMP,3.1
2016,SL_EMP_FTLINJUR,M,ES212,PER_100000_EMP,3.7
2023,SL_EMP_FTLINJUR,M,ES212,PER_100000_EMP,5.9
2013,SL_EMP_FTLINJUR,M,ES212,PER_100000_EMP,7.0
2021,SL_EMP_FTLINJUR,M,ES212,PER_100000_EMP,7.3
2022,SL_EMP_FTLINJUR,M,ES212,PER_100000_EMP,7.6
2017,SL_EMP_FTLINJUR,M,ES212,PER_100000_EMP,7.4
2019,SL_EMP_FTLINJUR,M,ES212,PER_100000_EMP,5.3
2014,SL_EMP_FTLINJUR,M,ES212,PER_100000_EMP,7.0
2018,SL_EMP_FTLINJUR,M,ES212,PER_100000_EMP,4.8
2024,SL_EMP_FTLINJUR,M,ES212,PER_100000_EMP,8.1
2015,SL_EMP_FTLINJUR,M,ES212,PER_100000_EMP,8.2
2018,SL_EMP_INJUR,,,PER_100000_EMP,3627.1
2013,SL_EMP_INJUR,,,PER_100000_EMP,3158.0
2023,SL_EMP_INJUR,,,PER_100000_EMP,3697.8
2014,SL_EMP_INJUR,,,PER_100000_EMP,3187.0
2017,SL_EMP_INJUR,,,PER_100000_EMP,3645.2
2021,SL_EMP_INJUR,,,PER_100000_EMP,3702.3
2022,SL_EMP_INJUR,,,PER_100000_EMP,3790.0
2015,SL_EMP_INJUR,,,PER_100000_EMP,3374.8
2016,SL_EMP_INJUR,,,PER_100000_EMP,3489.4
2020,SL_EMP_INJUR,,,PER_100000_EMP,3247.4
2024,SL_EMP_INJUR,,,PER_100000_EMP,3875.6
2019,SL_EMP_INJUR,,,PER_100000_EMP,3897.8
2018,SL_EMP_INJUR,,ES211,PER_100000_EMP,4347.1
2024,SL_EMP_INJUR,,ES211,PER_100000_EMP,5288.5
2013,SL_EMP_INJUR,,ES211,PER_100000_EMP,3862.4
2014,SL_EMP_INJUR,,ES211,PER_100000_EMP,4024.5
2019,SL_EMP_INJUR,,ES211,PER_100000_EMP,4799.4
2021,SL_EMP_INJUR,,ES211,PER_100000_EMP,4543.7
2023,SL_EMP_INJUR,,ES211,PER_100000_EMP,3724.6
2016,SL_EMP_INJUR,,ES211,PER_100000_EMP,4320.8
2017,SL_EMP_INJUR,,ES211,PER_100000_EMP,4336.5
2020,SL_EMP_INJUR,,ES211,PER_100000_EMP,3758.3
2022,SL_EMP_INJUR,,ES211,PER_100000_EMP,4487.9
2015,SL_EMP_INJUR,,ES211,PER_100000_EMP,4236.3
2018,SL_EMP_INJUR,,ES213,PER_100000_EMP,3631.7
2020,SL_EMP_INJUR,,ES213,PER_100000_EMP,3202.2
2021,SL_EMP_INJUR,,ES213,PER_100000_EMP,3600.1
2015,SL_EMP_INJUR,,ES213,PER_100000_EMP,3305.5
2019,SL_EMP_INJUR,,ES213,PER_100000_EMP,3866.1
2024,SL_EMP_INJUR,,ES213,PER_100000_EMP,3698.3
2013,SL_EMP_INJUR,,ES213,PER_100000_EMP,3110.3
2014,SL_EMP_INJUR,,ES213,PER_100000_EMP,3097.5
2017,SL_EMP_INJUR,,ES213,PER_100000_EMP,3689.4
2022,SL_EMP_INJUR,,ES213,PER_100000_EMP,3779.8
2016,SL_EMP_INJUR,,ES213,PER_100000_EMP,3465.1
2023,SL_EMP_INJUR,,ES213,PER_100000_EMP,3794.8
2020,SL_EMP_INJUR,,ES212,PER_100000_EMP,3082.9
2013,SL_EMP_INJUR,,ES212,PER_100000_EMP,2917.7
2022,SL_EMP_INJUR,,ES212,PER_100000_EMP,3492.1
2018,SL_EMP_INJUR,,ES212,PER_100000_EMP,3290.8
2024,SL_EMP_INJUR,,ES212,PER_100000_EMP,3507.6
2014,SL_EMP_INJUR,,ES212,PER_100000_EMP,2943.6
2021,SL_EMP_INJUR,,ES212,PER_100000_EMP,3473.2
2023,SL_EMP_INJUR,,ES212,PER_100000_EMP,3535.5
2016,SL_EMP_INJUR,,ES212,PER_100000_EMP,3153.2
2019,SL_EMP_INJUR,,ES212,PER_100000_EMP,3537.5
2015,SL_EMP_INJUR,,ES212,PER_100000_EMP,3092.7
2017,SL_EMP_INJUR,,ES212,PER_100000_EMP,3265.1
2016,SL_EMP_INJUR,F,,PER_100000_EMP,2190.4
2024,SL_EMP_INJUR,F,,PER_100000_EMP,2366.3
2015,SL_EMP_INJUR,F,,PER_100000_EMP,2167.4
2019,SL_EMP_INJUR,F,,PER_100000_EMP,2297.0
2017,SL_EMP_INJUR,F,,PER_100000_EMP,2261.2
2020,SL_EMP_INJUR,F,,PER_100000_EMP,1941.9
2023,SL_EMP_INJUR,F,,PER_100000_EMP,2222.3
2014,SL_EMP_INJUR,F,,PER_100000_EMP,2045.4
2018,SL_EMP_INJUR,F,,PER_100000_EMP,2249.5
2021,SL_EMP_INJUR,F,,PER_100000_EMP,2407.1
2013,SL_EMP_INJUR,F,,PER_100000_EMP,2074.0
2022,SL_EMP_INJUR,F,,PER_100000_EMP,2382.7
2024,SL_EMP_INJUR,F,ES211,PER_100000_EMP,3287.1
2021,SL_EMP_INJUR,F,ES211,PER_100000_EMP,3285.5
2020,SL_EMP_INJUR,F,ES211,PER_100000_EMP,2324.6
2023,SL_EMP_INJUR,F,ES211,PER_100000_EMP,2468.1
2022,SL_EMP_INJUR,F,ES211,PER_100000_EMP,2825.4
2017,SL_EMP_INJUR,F,ES211,PER_100000_EMP,2673.4
2015,SL_EMP_INJUR,F,ES211,PER_100000_EMP,2958.9
2019,SL_EMP_INJUR,F,ES211,PER_100000_EMP,2838.3
2014,SL_EMP_INJUR,F,ES211,PER_100000_EMP,2662.3
2018,SL_EMP_INJUR,F,ES211,PER_100000_EMP,2540.4
2016,SL_EMP_INJUR,F,ES211,PER_100000_EMP,2762.5
2013,SL_EMP_INJUR,F,ES211,PER_100000_EMP,2596.6
2019,SL_EMP_INJUR,F,ES213,PER_100000_EMP,2314.7
2015,SL_EMP_INJUR,F,ES213,PER_100000_EMP,2163.7
2021,SL_EMP_INJUR,F,ES213,PER_100000_EMP,2324.3
2014,SL_EMP_INJUR,F,ES213,PER_100000_EMP,2017.4
2017,SL_EMP_INJUR,F,ES213,PER_100000_EMP,2362.7
2020,SL_EMP_INJUR,F,ES213,PER_100000_EMP,1938.6
2022,SL_EMP_INJUR,F,ES213,PER_100000_EMP,2390.7
2024,SL_EMP_INJUR,F,ES213,PER_100000_EMP,2251.5
2023,SL_EMP_INJUR,F,ES213,PER_100000_EMP,2224.3
2018,SL_EMP_INJUR,F,ES213,PER_100000_EMP,2346.1
2016,SL_EMP_INJUR,F,ES213,PER_100000_EMP,2181.5
2013,SL_EMP_INJUR,F,ES213,PER_100000_EMP,2119.5
2013,SL_EMP_INJUR,F,ES212,PER_100000_EMP,1782.7
2014,SL_EMP_INJUR,F,ES212,PER_100000_EMP,1818.5
2017,SL_EMP_INJUR,F,ES212,PER_100000_EMP,1918.3
2018,SL_EMP_INJUR,F,ES212,PER_100000_EMP,1963.6
2019,SL_EMP_INJUR,F,ES212,PER_100000_EMP,2028.6
2021,SL_EMP_INJUR,F,ES212,PER_100000_EMP,2143.3
2022,SL_EMP_INJUR,F,ES212,PER_100000_EMP,2173.5
2024,SL_EMP_INJUR,F,ES212,PER_100000_EMP,2138.2
2020,SL_EMP_INJUR,F,ES212,PER_100000_EMP,1779.7
2016,SL_EMP_INJUR,F,ES212,PER_100000_EMP,1950.4
2015,SL_EMP_INJUR,F,ES212,PER_100000_EMP,1828.2
2023,SL_EMP_INJUR,F,ES212,PER_100000_EMP,2111.4
2015,SL_EMP_INJUR,M,,PER_100000_EMP,4454.7
2020,SL_EMP_INJUR,M,,PER_100000_EMP,4441.1
2014,SL_EMP_INJUR,M,,PER_100000_EMP,4201.8
2019,SL_EMP_INJUR,M,,PER_100000_EMP,5341.0
2021,SL_EMP_INJUR,M,,PER_100000_EMP,4890.7
2017,SL_EMP_INJUR,M,,PER_100000_EMP,4892.1
2018,SL_EMP_INJUR,M,,PER_100000_EMP,4864.3
2022,SL_EMP_INJUR,M,,PER_100000_EMP,5069.7
2024,SL_EMP_INJUR,M,,PER_100000_EMP,5264.8
2016,SL_EMP_INJUR,M,,PER_100000_EMP,4656.8
2013,SL_EMP_INJUR,M,,PER_100000_EMP,4103.1
2023,SL_EMP_INJUR,M,,PER_100000_EMP,5055.5
2015,SL_EMP_INJUR,M,ES211,PER_100000_EMP,5293.2
2014,SL_EMP_INJUR,M,ES211,PER_100000_EMP,5165.3
2019,SL_EMP_INJUR,M,ES211,PER_100000_EMP,6483.3
2022,SL_EMP_INJUR,M,ES211,PER_100000_EMP,5957.0
2020,SL_EMP_INJUR,M,ES211,PER_100000_EMP,4953.6
2013,SL_EMP_INJUR,M,ES211,PER_100000_EMP,4897.0
2024,SL_EMP_INJUR,M,ES211,PER_100000_EMP,7054.9
2016,SL_EMP_INJUR,M,ES211,PER_100000_EMP,5629.6
2023,SL_EMP_INJUR,M,ES211,PER_100000_EMP,4824.9
2018,SL_EMP_INJUR,M,ES211,PER_100000_EMP,5939.3
2017,SL_EMP_INJUR,M,ES211,PER_100000_EMP,5764.1
2021,SL_EMP_INJUR,M,ES211,PER_100000_EMP,5632.6
2013,SL_EMP_INJUR,M,ES213,PER_100000_EMP,3981.4
2014,SL_EMP_INJUR,M,ES213,PER_100000_EMP,4071.7
2015,SL_EMP_INJUR,M,ES213,PER_100000_EMP,4363.2
2016,SL_EMP_INJUR,M,ES213,PER_100000_EMP,4677.2
2017,SL_EMP_INJUR,M,ES213,PER_100000_EMP,4909.3
2018,SL_EMP_INJUR,M,ES213,PER_100000_EMP,4809.2
2019,SL_EMP_INJUR,M,ES213,PER_100000_EMP,5295.9
2020,SL_EMP_INJUR,M,ES213,PER_100000_EMP,4396.2
2021,SL_EMP_INJUR,M,ES213,PER_100000_EMP,4793.2
2022,SL_EMP_INJUR,M,ES213,PER_100000_EMP,5073.5
2023,SL_EMP_INJUR,M,ES213,PER_100000_EMP,5265.5
2024,SL_EMP_INJUR,M,ES213,PER_100000_EMP,5026.8
2022,SL_EMP_INJUR,M,ES212,PER_100000_EMP,4667.8
2017,SL_EMP_INJUR,M,ES212,PER_100000_EMP,4464.9
2013,SL_EMP_INJUR,M,ES212,PER_100000_EMP,3923.4
2015,SL_EMP_INJUR,M,ES212,PER_100000_EMP,4202.3
2016,SL_EMP_INJUR,M,ES212,PER_100000_EMP,4184.8
2019,SL_EMP_INJUR,M,ES212,PER_100000_EMP,4879.1
2020,SL_EMP_INJUR,M,ES212,PER_100000_EMP,4264.7
2023,SL_EMP_INJUR,M,ES212,PER_100000_EMP,4840.9
2024,SL_EMP_INJUR,M,ES212,PER_100000_EMP,4798.0
2014,SL_EMP_INJUR,M,ES212,PER_100000_EMP,3948.5
2018,SL_EMP_INJUR,M,ES212,PER_100000_EMP,4457.0
2021,SL_EMP_INJUR,M,ES212,PER_100000_EMP,4692.2
